c’eſt à dire, l'vne & l’autre, la gloire de voſtre ſexe, la confuſion du noſtre, & l’admiration de tous les deux.	c'est à dire, l'une et l'autre, la gloire de votre sexe, la confusion du nôtre, et l'admiration de tous les deux.
l’eſpere que mes yeux me confirmeront cette verité, & que ſi i’ay l’honneur de vous ſaluer, ie verray ce que i’ay entendu.	l'espère que mes yeux me confirmeront cette vérité, et que si j'ai l'honneur de vous saluer, une verrai ce que j'ai entendu.
Mais pour vous eſtre preſenté, i’ay beſoin d’vne perſonne, en faueur de qui cette grace me ſoit accordée, & apres l’auoir cherchée long-temps, i’ay crû que Laure auroit cecreditaupres de vous, & que vous l’eſtimeriés aſſés pour luy ouurir voſtre cabinet;	Mais pour vous être présenté, j'ai besoin d'une personne, en faveur de qui cette grâce me soit accordée, et après l'avoir cherchée longtemps, j'ai cru que Laure aurait cecreditaupres de vous, et que vous l'estimeriez assez pour trouver ouvrir votre cabinet;
Si elle m’obtient l’honneur de vous rendremes tres-humbles ſouſmiſſions, elle ne fera pas vne choſe ordinaire, & l’on pourra dire d’elle, que l’ouurage aura preſenté ſon autheur.	Si elle m'obtient l'honneur de vous rendre très-humbles sousmissions, elle ne fera pas une chose ordinaire, et l'on pourra dire d'elle, que l'ouvrage aura présenté son auteur.
C’eſt le fruict que i’attens de l’auoir produitte, & celuy que ie pretends de vous l’auoir donnée, eſt la pemnlon demedne,	C'est le fruit que j'attends de l'avoir produite, et celui que ie pretends de vous l'avoir donnée, est la pemnon démène,
MADAMOISELLE,	MADAMOISELLE,
Voſtre tres-humble, & tres-obeiſſant, Iax ROTROV	Votre très-humble, et très-obéissant, Jax ROTROU
ACTE I.	ACTE I.
La Scene eſt en Hongrie.	La Scène est en Hongrie.
PERSECVTEE TRAGICOMEDIE.	PERSÉCUTE -THRAGICOMEDIE.
A 1 CENE PREMIERE RANTEE PRINCE, Fils du Roy d'Iongile.	À 1 CÈNE PREMIÈRE RANTE PRINCE, Fils du Roi d'Iongile.
ECOMTE, Capitaine des Gardes.	ECOMTE, Capitaine des Gardes.
LES GARDES.	LES GARDES.
LE COMTE.	LE COMTE.
Eigneur, au nom du Roy, i’arreſte voſtre Alteſſe.	Eigneur, au nom du Roi, j'arrête votre Altesse.
uillez vous?	Ouillez -vous?
LE PRINCE.	LE PRINCE.
LE COMTE.	LE COMTE.
I'obeys, & i’en ay chargé expreſſe,	J'obéis, et j'en ai chargé expresse,
Comte?	Comte?
LE PRINCE.	LE PRINCE.
LE COMTE Selgneur?	LE COMTE Selgneur?
LE PRINCE.	LE PRINCE.
Paſſez que de ſemblables ieux Ne ſoyent à leur autheur des plaiſirs hazardeu Songez à voſtre teſte.	Passez que de semblables jeux Ne soient à leur auteur des plaisirs hasardeu Songez à votre tête.
LECOMTE.	LECOMTE.
En cas de Raillerie Ie pourois iuſtementcraindre voſtre furie, Etie craindrois encor pour ma temerité Si ie vous arreſtois de mon authorité, Mmais te Roy mvougtamta teut ciclence Accuſez, ſa rigueur, non pas mon inſolence, Son ordre eſt vn bouclier a la main qui le ſer Et ce meſme boucliertient ma teſte à couuert.	En cas de Raillerie Je pourrais justementcraindre votre furie, Etie craindrais encor pour ma témérité Si enfin vous arrêtais de mon autorité, Mmais te Roi mougtamta teut ciclence Accusez, sa rigueur, non pas mon insolence, Son ordre est un bouclier à la main qui le ser Et ce même boucliertient ma tête à couvert.
LE PRINCE.	LE PRINCE.
He Comte d’où luy n’aiſt cette aueugle chole Qui luy fait deſpoüiller tout ſentiment de P Et le veut obliger à punir en ſon fils Te qu’il pardonneroit meſme à ſes ennemis?	He Comte d'où lui n'ait cette aveugle chole Qui avait fait dépouiller tout sentiment de P Et le veut obliger à punir en son fils Te qu'il pardonnerait avoir à ses ennemis?
Qu'il expoſe mon crime à l’exacte cenſure Du plus ſeuere esprit qui ſoit en la Nature, Que mon pire ennemy rende ce iugement Coinde me ondamner il plaindra mon tourment, Uymer eſt mon forfait, & mon Iuge eſt mon pere, Quel forfait eſt plus doux?	Qu'il expose mon crime à l'exacte censure Du plus ère esprit qui soit en la Nature, Que mon pire ennemi rende ce jugement Coinde me ondamner il plaindra mon tourment, Uimer est mon forfait, et mon Juge est mon père, Quel forfait est plus doux?
quel Iuge plusſeuere?	quel Juge plussevère?
lamais de ce beau feu ne fut ilenflammé, (Ier nengimera amas ame.	lamais de ce beau feu ne fut ilenflammé, (Ier nengimera amas âme.
LECOMTE.	LECOMTE.
Iymereſt vn beau crime, & ſur tout excuſable, Iais l’inegalité rend le choix meſpriſable, ſouhaitte à vos veux plus de proportion condamne l’obiet, non pas la paßion.	Iymerest un beau crime, et sur tout excusable, Iais l'inégalité rend le choix méprisable, souhaite à vos veux plus de proportion condamne l'objet, non pas la passion.
LE PRINCE.	LE PRINCE.
Amour, cette puiſſance aux liberteZ fatale, doux maiſtre des cœurs, rend toute choſe eſgale, çait bien meſurer les obiets aux deſirs, la propartion eſt, ou ſont les plaiſirs.	Amour, cette puissance aux liberté fatale, doux maître des cœurs, rend toute chose égale, ait bien mesurer les objets aux désirs, la propartion est, ou sont les plaisirs.
LE COMTE.	LE COMTE.
Mais on à veu ſouuent du mauuais choix de Prince Naiſtre le deshonneur de toute vne Prouince, Noſtre intereſt eſt ioint à la rigneun un Roy, Vn Prince comme vous, eſt plus aux ſiens qu'à ſe	Mais on à vu souvent du mauvais choix de Prince Naître le déshonneur de toute une Province, Notre intérêt est joint à la rigneun un Roi, Un Prince comme vous, est plus aux siens qu'à se
LE PRINCE.	LE PRINCE.
De l’inſolence encor paſſer iuſqu’à l’iniure Iel entends malheureux, & lache ie l'endure, D’eshonorer l’Eſtat, moy traiſtre, en quoy?	De l'insolence encor passer jusqu'à l'injure Iel entends malheureux, et lache quelque l'endure, D'éhonorer l'État, moi traître, en quoi?
commẽ	commence
LE COMTE.	LE COMTE.
Nvon puentor, Seigneur, mais ontraint ſeulemer	Névon puentor, Seigneur, mais ontraint seulemer
He quoy?	He quoi?
LE PRINCE.	LE PRINCE.
LE COMTE.	LE COMTE.
L’euenement d’vne amour obſtinée Qui vous peut engager iuſques à l’Hymenée, On ne vous deffend pas ces mouuemens legers Dont vous ne pretendez, que des fruicts paſſagers, Voſtre pere en cela s’acorde auec voſtre aage Et vous les retrancher ſeroit vous faire outrage.	L'événement d'une amour obstinée Qui vous peut engager jusques à l'Hyménée, On ne vous défend pas ces mouvements légers Dont vous ne prétendez, que des fruits passagers, Votre père en cela s'acorde avec votre âge Et vous les retrancher serait vous faire outrage.
Mais il ne peut ſouffrir qu’vn obiet inegal Pretende auecque vous iuſqu'au nœud coniugal.	Mais il ne peut souffrir qu'une objet inégal Pende avec vous jusqu'au nœud conjugal.
Et que voſtre ieuneſſe encorboüillante & prompte Vous couure le premier d’vne eternelle honte, Carcette Laure, enfin, auec tous ſes appas N'a rien qui puiſſe plaire à des yeux delicats, Et la commune voix en fait vne peinture Qui ne l’enrichit pointdes dons de la Nature, Elle eſt noble Con le croit) mais aureſte Seigneur Fort pauure de fortune & peut eſtre d’honneur.	Et que votre jeunesse encorboüillante et prompte Vous couvre le premier d'une éternelle honte, Carcette Laure, enfin, avec tous ses appas N'a rien qui puisse plaire à des yeux délicats, Et la commune voix en fait une peinture Qui ne l'enrichit pointdes dons de la Nature, Elle est noble Con le croit) mais aureste Seigneur Fort pauvre de fortune et peut être d'honneur.
LE PRINCE.	LE PRINCE.
Impudent, impoſteur, ton inſolence extreme Ua iuſqu’à cet outrage, & iuſqu’à ce blaſpheſme!	Impudent, imposteur, ton insolence extrême Ua jusqu'à cet outrage, et jusqu'à ce blâme!
Qui me tient, qu’ence lieu ie neſcris de tonſang Le merite de Laure & quel ſera ſon rang, Croy, trop credule esprit, qu’à ta ſeule ignorance, Tu dois l’impunité de cette irreuerence, Que ton ſalut depend de ne connoiſtre pas Ce chef d’œuure immortel, de vertus, & d’appas, Si ſon nomſort iamais de ta prophane bouche Qu’auec tous les reſpects deus à ce qui me touche, Et qu’en attribuant à ce ieune Soleil Les qualitez de l’autre, à peine ſon pareil, Sçaches que cette main ſoutiendra ſon eſtime, Et que ton chaſtiment ſuiura de pres ton crime.	Qui me tient, qu'ence lieu ie nécris de tonsang Le mérite de Laure et quel sera son rang, Crois, trop crédule esprit, qu'à ta seule ignorance, Tu dois l'impunité de cette irrévérence, Que ton salut dépend de ne connaître pas Ce chef d'œuvre immortel, de vertus, et d'appas, Si son nomsort jamais de ta prophane bouche Qu'avec tous les respects de ce qui me touche, Et qu'en attribuant à ce jeune Soleil Les qualités de l'autre, à peine son pareil, Sçaches que cette main soutiendra son estime, Et que ton châtiment suiura de pres ton crime.
Parle d’elle en tremblantcomme des immortels, Et iamais qu'à genoux & aux pieds des autels.	Parle d'elle en tremblantcomme des immortels, Et jamais qu'à genoux et aux pieds des autels.
LE COMTE I'excite auec regret voſtre iuſte cholere, Mais ie ſuy d’autrepart les mouuemens d’vn pere Qui veut estre obey, qui guide icy mes pas Qui ſeul mouure la bouche, & me leue le bras.	LE COMTE J'excite avec regret votre juste cholère, Mais ie zvi d'autrepart les mouvements d'un père Qui veut être obéi, qui guide ici mes pas Qui seul mouvre la bouche, et me lève le bras.
I'ay failly toutefois & mon ſang ſans deffence S’offre s’ileſt beſoin, de lauer mon offence Et de faire reſter froide, & ſans mouuement La langue qui parloitcontre mon ſentiment, Car cette Laure, enfin, que i’ay tant abbaiſſée Paſſe tous les efforts de l’humaine penſee, I'ayfait vn monſtre affreux d’vne diuinité, Mais le Roy nous oblige à cette lacheté.	J'ai failly toutefois et mon sang sans défense S'offre s'il besoin, de lauer mon offense Et de faire rester froide, et sans mouvement La langue qui parlaitcontre mon sentiment, Car cette Laure, enfin, que j'ai tant abaissée Passe tous les efforts de l'humaine pensée, J'aifait un monstre affreux d'une divinité, Mais le Roi nous oblige à cette lacheté.
LE PRINCE.	LE PRINCE.
Tune pouuois pas mieux, qu’auec les meſmes arme, N’y pluſtoſt reparerle tort fait à ſes charmes, Tu m’obliges autant que tu m’asoffence Et tu releues mieux que lu n'as ahbaiſſé.	Tune pouvais pas mieux, qu'avec les mêmes arme, N'y plutôt réparerle tort fait à ses charmes, Tu m'obliges autant que tu m'asoffense Et tu relèves mieux que lu n'as ahaissé.
Allons, ta complaiſance à ton deſſein me range Et ma priſon ſeuufriueiuuumges	Allons, ta complaisance à ton dessein me range Et ma pris seuufriueiuuumges
LE COMTE.	LE COMTE.
Quelimportun deuoir m'eſt entoint autourd' huy?	Quelimportun devoir m'est entoint autourd' hui?
LE PRINCE.	LE PRINCE.
nacemtesiemun Jeſflanee Juy.	nacemêtesiemun Jésflane Jui.
LE COMTE.	LE COMTE.
Anendant voſtre paix, ces Gardes que ie laiſſe, En voſtre appartement ſuiuront donc voſtre Alteſſe	Anendant votre paix, ces Gardes que Seigneur laisse, En votre appartement suivront donc vôtre Altesse
Allons.	Allons.
LE PRINCE.	LE PRINCE.
Croyez Seigneur, que la bonté du Roy Reuoquera bien toſt, cette ſeuere loy.	Croyez Seigneur, que la bonté du Roi Révoquera bien tôt, cette sévère loi.
Av CII LAVRE, LYDIE.	Av CII LAURE, LYDIE.
3 LYDIE.	3 LYDIE.
E merite auiourd'huy contre l'erreur commune Faitvoir qu'il eſt parfois maiſire de la fortune, Vous la voyez eſclaue en ce Prince amoureux Embraſſer vos genoux, & vous offrir ſes vœux	É mérite aujourd'hui contre l'erreur commune Faitvoir qu'il est parfois maisire de la fortune, Vous la voyez esclaue en ce Prince amoureux Embrasser vos genoux, et vous offrir ses vœux
LAVRE.	LAURE.
Quand elle ſe preſente auecque tant de pompe Ce n’eſt qu'vn fauxeſclat, qui brille mais qui tromp On à moins de creance à qui promet le plus Et ſouuent tout offrireſt vn adroit refus.	Quand elle se présente auecque tant de pompe Ce n'est qu'un fauxéclat, qui brille mais qui tromp On à moins de créance à qui promet le plus Et souvent tout offrir cette adroit refus.
Uoys tu pas à quel point le Roy nous perſecutte, Et qu’auent que ie monte il medite ma chûte, euurnjarmenr ensa ifells Quel fruit doiſ-je eſperer des carreſſes du ſort?	Où tu pas à quel point le Roi nous persécute, Et qu'avent que ie monte il medite ma chute, eunjarmenr ensa ifells Quel fruit dois-je espérer des carresses du sort?
LYDIE.	LYDIE.
Le Prince forcera ce qui vous importune, En poſſedant ſon cœur, vous tenez ſa fortuue, Autant qu’il eſt aymable, autant il eſt conſtant, Octaue, helas?	Le Prince forcera ce qui vous importune, En possédant son cœur, vous tenez sa fortuve, Autant qu'il est aimable, autant il est constant, Octaue, hélas?
pourquoy n’en puiſ-ie dire autant?	pourquoi n'en puis-je dire autant?
LAVRE.	LAURE.
L’Amour engendre en nous cette delicateſſe, Que ce que nous aymons, s’il ne nous rit, nous bleſſe Vn regard vn peu froid eſchappe ſans deſſein, Nous eſt vn trait mortel, qui nous perce le ſein, Mais croyez qu’aubeſoin vous verriez en Octaue Les ardeurs d’vn Amant, & lesſoings d’vn eſclaue Dieux nux!	L'Amour engendre en nous cette délicatesse, Que ce que nous aimons, s'il ne nous rit, nous blesse Vn regard un peu froid échappe sans dessein, Nous est un trait mortel, qui nous perce le sein, Mais croyez qu'aubesoin vous verriez en Octave Les ardeurs d'un Amant, et lés d'un esclave Dieux nux!
de quelle viteſſe, upau ojes pas!	de quelle vitesse, upau ojes pas!
NE ITA CIAVE, LAVRE, LIDIE.	NE ITA CIAUE, LAURE, LYDIE.
CTAVE.	CTAUE.
A!	À!
faictes que le Roy ne vous rencontre Sut pas, Madame, ny le Ciel, ny la mort elle { meſme efuſant ſon ſecours à ſa fureur extréme, le pourroit s’oppoſer a ce forcenement y prolonger vos iours d’vne heure ſeulement, ourvous dire en deux mots, quelle eſt voſtre miſere, Prince eſt arreſté, par l’ordre de ſon pere, tpar cette ordre meſme on vous cherche partout;	faites que le Roi ne vous rencontre Sut pas, Madame, ni le Ciel, ni la mort elle ordre eût épusant son secours à sa fureur extrême, le pourrait s'opposer a ce forcènement y prolonger vos jours d'une heure seulement, ourvous dire en deux mots, quelle est vôtre misère, Prince est arrêté, par l'ordre de son père, tpar cette ordre même on vous cherche partout;
nCourt par le Palais, de l’vn à l’autre bout, aporte en eſtfermee, & contre ſa pourſuitte ſeroit perdre temps que d’oppoſer la fuitte;	nCourt par le Palais, de l'un à l'autre bout, apporte en estfermée, et contre sa poursuite serait perdre temps que d'opposer la fuite;
te recherche enfin ne tend qu'à voſtre mort.	te recherche enfin ne tend qu'à votre mort.
LAVRE.	LAURE.
Et bien, il faut mourir, ſi ceſt l'Arreſt du ſort.	Et bien, il faut mourir, si cet l'Arrest du sort.
Nul n’euite la mort, pluſieurs l’ont ſouhaittée, Apres tout, ceſt vn fruit de l'amour d’Orantée.	Nul n'eugl la mort, plusieurs l'ont souhaitée, Après tout, cet fruit de l'amour d'Orantée.
OCTAVE.	OCTAVE.
Vn ſeul remede s’offre aſſez heureuſement.	Un seul remède s'offre assez heureusement.
Quel?	Quel?
LAVRE.	LAURE.
delAvA.	délAvA.
De vous traueſtir.	De vous travestir.
LAVRE.	LAURE.
Et de quel veſtement?	Et de quel vêtement?
CTAVE.	CTAUE.
D’vndes PagesauPiine, & ſous tette équippa Tenir lieu pres de luy, de Maitreſſe & de Page, Celuy qui le portoit, eſtmort depuis trois iours, Mais ilſe faut haſter.	D'unèdes PagesauPiine, et sous tette équippa Tenir lieu pres de notre, de Maitresse et de Page, Celui qui le portait, estmort depuis trois jours, Mais ilse faut hâter.
LAVRE.	LAURE.
Dieux, ſoyez mon recours!	Dieux, soyez mon recours!
LIDIE, Ieule.	LYDIE, Jeule.
E quel ſoing il la ſert?	E quel soing il la sert?
de quelle ardeur DO extreme EN Laure, ie crains pourvous, mais bien plus pour moy meſme, Le traiſtre à toutes deux vient d’anoncer la mort, A moy par ſon ſilence, à vous par ſon rapport.	de quelle ardeur DO extrême EN Laure, je crains pourvous, mais bien plus pour moi -même, Le traître à toutes deux vient d'anoncer la mort, À moi par son silence, à vous par son rapport.
Mais peut-eſtre qu'a tort, interdite, & confuſe Ie me trahis moy meſme, & moy meſme m'abuſe, L’Ordre d’aßiſter Laure, en ce beſoin preſſant Rend ma plainte coupable, & ſon ſoin innocent.	Mais peut-être qu'a tort, interdite, et confuse Je me trahis moi -même, et moi -même m'abuse, L'Ordre d'assister Laure, en ce besoin pressant Rend ma plainte coupable, et son soin innocent.
Etie me forge en l’airle ſoupçon qui m'afflige Carde croire qu’il ayme, ou le Prince a deſſein C’eſt vne folle crainte, indigne de monſein.	Etie me forge en l'airle soupçon qui m'afflige Carde croire qu'il aime, ou le Prince a dessein C'est une folle crainte, indigne de monsein.
Mon amourtoutefois encore en defiance Ne peut laiſſer qu’au temps reſoudre ma creance, Vn ver de ialouſie, vn importun penſer Eſt bien prompt a venir, mais bien lent à chaſ	Mon amourtoutefois encore en défiance Ne peut laisser qu'au temps résoudre ma créance, Un ver de jalousie, un importun penser Est bien prompt a venir, mais bien lent à chas
14 1 D – 2	14 1 D 2
S ENE LE ROY, LECOMTE, L CAPITAINE des Gardes, LES GARDES.	 SNE LE ROY, LECOMTE, L CAPITAINE des Gardes, LES GARDES.
LE ROY.	LE ROY.
Tbien s’est il rendu?	Tbien s'est il rendu?
2 LE COMTE.	2 LE COMTE.
C’en eſt fait, Sire, au reſ D'vn eſprit ſi tranquille, & d’vn œil ſi modeſte, Eume puouo uomuunsuy pu courtoiſe ment, Il n’euſt püreceuoir, ny rendre vn compliment.	C'en est fait, Sire, au rés D'un esprit si tranquille, et d'un œil si modeste, Eume puvo omuunsui pu courtoise ment, Il n'eût purecevoir, Seigneur rendre un compliment.
LE ROY.	LE ROY.
Mais cette enchantereſſe & trompeuſe syreine, Deſſus ſes volontez eſt touſiours ſouueraine?	Mais cette enchanteresse et trompeuse syreine, Dessus ses volontés est toujours souveraine?
Le temps.	Le temps.
LECOMTE.	LECOMTE.
LE ROY.	LE ROY.
Comment le temps?	Comment le temps?
peut eſtre qu’à ce iour.	peut -être qu'à ce jour.
L’Infante de ſa veuë honorera ma Cour, Les lettres de mes Gens, l’Alliance concluë Me font d’vn iour a l’autre attendre ſa venuë, Et voila qu’ilme met parſa brutalité, dupoint d’apprehenderce que i’ay ſouhaitté?	L'Infante de sa vue honorera ma Cour, Les lettres de mes Gens, l'Alliance conclue M ont d'un jour à l'autre attendre sa venue, Et voilà qu'ilme met sa brutalité, dupoint d'appréhenderce que j'ai souhaité?
Une fille inconnuë, vn rebut de fortune, Aux ſiens, à la Nature, à ſoy meſme importune, Jans naiſſance, ſans nom, ſans pays, ſans pouuoir, Pauure, & qui pourtout bien, n’a pas meſme l’eſpoir, ſonteux spectacle au Ciel, vile charge à la terre, Trauerſe mes deſſeins, me declare la guerre, Etſe ſert du pouuoir de quelque faux appas Pour priuer de repos, mon fils, & mes Eſtats, Preuoyants Medecins, en ce beſoin extréme ſſons contre vn grand mal, d’vn remede de meſme, Et pour ne perirpas, habiles Matelots, ettons ce qui nous peze a la mencydes flots, Ceruons contreſongré, cet imprudent Vliſſe, Et faiſons pourſon bien que ſa Circé periſſe.	Une fille inconnue, Elle rebut de fortune, Aux siens, à la Nature, à soi -même importune, Jans naissance, sans nom, sans pays, sans pouvoir, Pauvre, et qui pourtout bien, n'a pas même l'espoir, sonteux spectacle au Ciel, vile charge à la terre, Traverse mes desseins, me déclare la guerre, Etse sert du pouvoir de quelque faux appas Pour priver de repos, mon fils, et mes États, Prevoyant Médecins, en ce besoin extréme ssons contre grand mal, remède de même, Et pour ne perirpas, habiles Matelots, ettons ce qui nous pèze a la mencydes flots, Ceruons contresongré, cet imprudent Vlisse, Et faisons pourson bien que sa Circé :.
LE COMTE La perte d’vnſuiet d’angereux à l’Eſtat, duant toute autre ſoin importe au Potentat, 'el membre retranche ou corps d’vne Prouince ſt leſalut dureste & lerepes du Prince.	LE COMTE La perte d'unsuivet d'angereux à l'État, duant toute autre soin importe au Potentat, ' elle membre retranche ou corps d'une Province st les dureste et ntrepes du Prince.
B iij	 Bijà
LE ROY.	LE ROY.
Comte, ioignez vos pas, a nos ſoins diligens, I'ayſçeu quelle eſticy, parquelqu’vn de mes gen Et bruſlant d’etoufferce ſerpent domestique, Ace honteux deuoir, moy meſme ie m’applique;	Comte, joignez vos pas, à nos soins diligents, J'ayseu quelle étici, parquelqu'un de mes gen Et brûlant d'étoufferce serpent domestique, Ace honteux devoir, moi -même pu m'applique;
Emtesuid upaatrappuament.	Emtesuid upatrappuament.
ENE VI LAVRE, en Page.	ENE VI LAURE, en Page.
g Ciel, ioinsiton ſecours, à ce deguiſeme Qu i'oppoſe a ma mort, vne inuss peine, SRR Chaque obietme la montre, & chaq pas m'ymeine, Que voiſ-ie malheureux, ou s’addreſſent mes pa Voicy dequy dependmà vie, ou mon trespas, Paſſons, & s’ilſe peut gardons qu’il ne nous voye	g Ciel, joinsiton secours, à ce déguiseme Qu 'oppose à ma mort, une inuss peine, SR Chaque objetme la montre, et chaq pas m'ymeine, Que vois-je malheureux, ou s'adressent mes pa Voici dequy dependmà vie, ou mon trépas, Passons, et s'ilse peut gardons qu'il ne nous voie
S CETE VRE.	SEIGNEUR CETE VRE.
LEROY, LECOMTE, LES GARDES, LAVRE, OCTAVE.	LEROY, LECOMTE, LES GARDES, LAURE, OCTAVE.
LAVRE, ſe cachant.	LAURE, se cachant.
fuirai-je?	fuirai-je?
S LE COMTE.	 LE COMTE.
Hſola Page, arreſtez, faite voye	Hsolà Page, arrêtez, faite voie
Qu'eſt-ce?	Qu'est-ce?
LEROY.	LEROY.
LE COMTE, Vn Page du Prince.	LE COMTE, Un Page du Prince.
LEROY Approche Page.	LEROY Approche Page.
LAVRE.	LAURE.
O Dieux!	Ô Dieux!
Rien peut il que la mort, me tirer de ces lieux?	Rien peut -il que la mort, me tirer de ces lieux?
Nuages, couurez, moy.	Nuages, couvrez, moi.
LE ROY.	LE ROY.
Quelle eſt cette contrainte?	Quelle est cette contrainte?
Parle, leue les yeux, & banny cette crainte, Ne ſerts-tu pai le Prince?	Parle, lève les yeux, et banni cette crainte, Ne serts-tu pai le Prince?
LAVRE.	LAURE.
Ouy Sire.	Oui Sire.
LE ROY.	LE ROY.
Sous quel nom?	Sous quel nom?
LAVRE.	LAURE.
De Celio, ie tremble, arme toy, ma raiſon	De Celio, Seigneur tremble, arme toi, ma raison
LEROY.	LEROY.
Depuis quand?	Depuis quand?
LAVRE.	LAURE.
Ne voity que la ſeconde Lune, Depuis que ce bonheur, honore ma fortune, Et ie vais, s’il plaiſt, Sire, à voſtre Maieſté Le treuuer ou iay ſceu qu'on le tient arreſté.	Ne voiti que la seconde Lune, Depuis que ce bonheur, honore ma fortune, Et ie vais, j'il plaît, Sire, à votre Majesté Le trouver ou iay su qu'on le tient arrêté.
LE ROY.	LE ROY.
Reſponds, auparauant, a ce que ie deſire.	Responds, auparavant, a ce que Rome désire.
LAVR	LAUR
LA E.	LA E.
Helas que respondraiſ-je?	Hélas que répondrais-je?
& que ſauroiſ-ie dire?	et que saurais-je dire?
Oterre ouure ton ſein, Soleil retire toy, Nvhages, denttns ,iomete, C teuunomej.	Oterre ouvre ton sein, Soleil retire toi, Névhages, denttns ,, Ç teuunomej.
LE ROY.	LE ROY.
Connois tu cette Laure en beauté ſans ſeconde Le miracle ou l’on dit que tant de graces abonde,	Connais -tu cette Laure en beauté sans seconde Le miracle ou l'on dit que tant de grâces abonde,
LAVRE.	LAURE.
