A PARIO, Chez l’Autheur, dans la Cour du Palais, à l’Enſeigne de la Couronne, chez vn Orlogier.	À PARIO, Chez l'Auteur, dans la Cour du Palais, à l'Enseigne de la Couronne, chez un Orogier.
Le Conſul.	Le Consul.
I’ay beaucoup d’allegreſſe;	J'ai beaucoup d'allégresse;
Qu'il ſoit preſt d’obeïr lors que le Senat preſſe;	Qu'il soit prêt d'obéir lors que le Sénat presse;
Puis qu’il eſt ſi porté, à vouloir noſtre bien, Ie voy qu’il eſt bon fils, & fort bon citoyen:	Puis qu'il est si porté, à vouloir notre bien, Je vois qu'il est bon fils, et fort bon citoyen:
A Comme ce fils m’eſt cher, & que ie ſuis ſeuere, ne cramis de monmunieur, qu'il ne le dererpere, Toy qui ſur ſon eſprit, te ſens tant d’aſcendant, boie de fuy ce de moy, ndene confident, Rend à mes volontés ſon ame diſpoſée, Et puis ie luy diray moy meſme ma penſée.	À Comme ce fils m'est cher, et que sans suis sévère, ne cramis de monmunieur, qu'il ne le dererpere, Toi qui sur son esprit, te sens tant d'ascendant, boie de fuis ce de moi, nédène confident, Rend à mes volontés son âme disposée, Et puis ieblé dirai moi -même ma pensée.
Ariſte.	Ariste.
Dedans peu de mes ſoins vous connoiſtrés l'effet.	Dedans peu de mes soins vous connoistrés l'effet.
Le Conſul.	Le Consul.
ICL Adieu Ariſte, adieu, ie part fort ſatisfait.	ICL Adieu Ariste, adieu, notre part fort satisfait.
Ariſte ſeul.	Ariste seul.
STANCES.	STANCES.
Si ie gouuerne fes affaires Dont les intereſts ſont contraires, Ie ſuis honneſte-homme à demy;	Si ici gouverne fes affaires Dont les intérêts sont contraires, Je suis honnête-homme à demi;
Ie ne puis bien ſeruir le pere Que le fils ne ſe deſeſpere, Et qu’il ne ſoit mon ennemy.	Je ne puis bien servir le père Que le fils ne se désespère, Et qu'il ne soit mon ennemi.
A moy chacun des deux ſe fie Seruant l’amant de Sulpicie, Ie croy que ie fais mon deuoir;	À moi chacun des deux se fie Servant l'amant de Sulpicie, Je crois que sans fais mon devoir;
D'vn autre coſté ſi ie trompe Ce Conſul graue & plein de pompe Ie le mets dans le deſeſpoir.	D'un autre côté si ici trompe Ce Consul grave et plein de pompe Je le mets dans le désespoir.
Dans ce trouble qui m’embarraſſe, Honneur que faut-il que ie faſſe?	Dans ce trouble qui m'embarrasse, Honneur que faut-il que tu fasse?
Ie ſens qu’il m’inſpire tout bas;	Je sens qu'il m'inspire tout bas;
N’eſt rien du tout qu’vne chimere Que le monde n’approuue pas.	N'est rien du tout qu'une chimère Que le monde n'approuve pas.
L’amitié que i’ay pour Manlie, L’amour qu’il a pour Sulpicie Font que mon cœur panche vers luy;	L'amitié que j'ai pour Manlie, L'amour qu'il a pour Sulpicie Font que mon cœur penche vers deux;
Trouuons donc ſeurement la voye Qui faſſe mourir l’vn de ioye Si l’autre doit mourir d’ennuy.	Trouvons donc sûrement la voie Qui fasse mourir l'un de joie Si l'autre doit mourir d'ennui.
Ariſte, Liuie, Sulpicie, Sabine,	Ariste, Livie, Sulpicie, Sabine,
Liuie.	Livie.
Riſte vous auez de la part de Manlie AA Quelque billet galant pour noſtre Sulpicie, Apprenez s’il vous plaiſt que ie ſuis en couroux Contr’elle, contre luy;	Riste vous avez de la part de Manlie AA Quelque billet galant pour notre Sulpicie, Apprenez s'il vous plaît que je suis en courroux Contr'elle, contre notre;
mais bien plus contre vous, Vous eſtes eſtimé d’auoir beaucoup d’adreſſe A ſeruir comme il faut l’Amant & la Maiſtreſſe, O bien pour cette fois vous aurez le mal-heur De n’auoir pas eſté fort bon Ambaſſadeur.	mais bien plus contre vous, Vous êtes estimé d'avoir beaucoup d'adresse A servir comme il faut l'Amant et la Maîtresse, Ô bien pour cette fois vous aurez le malheur De n'avoir pas été fort bon Ambassadeur.
Ariſte.	Ariste.
Ie ne Içay ce qui peut cauler voitre coicre, Madame, quant à moy ie ne veux que vous plaire;	Je ne Içai ce qui peut cauler voitre coicre, Madame, quant à moi assez ne veux que vous plaire;
Ie ne cherche en tous lieux	Je ne cherche en tous lieux
Liuie.	Livie.
Moy qu’à voir vos talons, Et ie n’écoute plus vos meſchantes raiſons.	Mo qu’à voir vos talons, Et grands n'écoute plus vos méchantes raisons.
Ariſte s’en va.	Ariste s'en va.
4 Liuie continuë & parle à Sulpicie.	4 Livie continue et parle à Sulpicie.
Voſtre conduite eſt bien oppoſée à la gloire De Manlius & vous il ſe fait vne hiſtoire, Qui vous deuroit faſcher ſi l’amour ſuborneur Ne vous auoit oſté les ſentimens d’honneur, Quand Manlius ſeroit encor plus honneſte homme Ie voudrois le quitter m’ayant perduë a Rome, Le bruit qui court de vous choque voſtre deuoir, Et met tous vos amis dedans le deſeſpoir:	Votre conduite est bien opposée à la gloire De Manlius et vous il se fait une histoire, Qui vous devrait fâcher si l'amour suborneur Ne vous avait ôté les sentiments d'honneur, Quand Manlius serait encor plus honnête homme Je voudrais le quitter m'ayant perdue à Rome, Le bruit qui court de vous choque votre devoir, Et met tous vos amis dedans le désespoir:
Il vous a fait grand tort celles qui de juſtice Vous:	Il vous a fait grand tort celles qui de justice Vous:
ont cedé le pas abuſant du caprice, De ce faſcheux rencontre auront tous les partis Qui deuroient auec vous eſtre mieux aſſortis, 11	ont cédé le pas abusant du caprice, De ce fâcheux rencontre auront tous les partis Qui devront auec nous être mieux assortis, 11
B i.	B y.
Pour mon dernier mal-heur l’on me donne le blâme, Et l’on croit que ie ſuis cauſe de voſtre flame.	Pour mon dernier malheur l'on me donne le blâme, Et l'on croit que ici suis cause de votre flamme.
Sulpicie.	Sulpicie.
Madame, ie ne puis vous dire ma douleur, Faut-il qu’auſſi ſur vous i’attire ce mal heur;	Madame, Seigneur ne puis vous dire ma douleur, Faut-il qu'aussi sur vous j'attire ce mal heur;
Ie me conſolerois ſi toute la tempeſte Vouloit ſe contenter de mon vnique teſte;	Je me consolerais si toute la tempête Voulait se contenter de mon unique tête;
Mais que Rome ait l’eſprit à ce point médiſant, Dans ce rencontre icy rien n’eſt ſi déplaiſant A ma iuſte douleur que ſon iniuſte blâme Cependant ô grands Dieux auiourd’huy ie reclame, Vos yeux touſiours ouuerts, vos bras touſiours puiſSi tous mes procedez ne ſont pas innocens:	Mais que Rome ait l'esprit à ce point médisant, Dans ce rencontre ici rien n'est si déplaisant À ma juste douleur que son injuste blâme Cependant ô grands Dieux aujourd'hui pu réclame, Vos yeux toujours ouverts, vos bras toujours puisSi tous mes procédés ne sont pas innocents:
ſang Ie ne voy pas dequoy Manlius eſt coupable Sinon que ſa vertu le rend par tropaimable, Ny pourquoy ma conduite eſt digne de pitié Que parce que l’on croit qu’il a de l’amitié, Si c’eſt pour moy, ie ſçuy qu’il n’eſt point d’ennemie Qui me puiſſe blâmer ſans l’eſprit de l’enuie, Qui ne pouuant ſouffrir que ie viue en repos Veut encor obſcurcir la vertu d’vn Heros:	sang Je ne vois pas dequoy Manlius est coupable Sinon que sa vertu le rend par tropaimable, Ny pourquoi ma conduite est digne de pitié Que parce que l'on croit qu'il a de l'amitié, Si c'est pour moi, je suis qu'il n'est point d'ennemie Qui me puisse blâmer sans l'esprit de l'envie, Qui ne pouvant souffrir que ie vive en repos Veut encor obscurcir la vertu d'un Héros:
I’eſpere que le temps qui change toutes choſes Vn iour fera pour moy bien des metamorphoſes, Ie fonde mon eſpoir deſſus la verité Qui garde à la vertu touſiours fidelité:	J'espère que le temps qui change toutes choses Un jour fera pour moi bien des métamorphoses, Je fonde mon espoir dessus la vérité Qui garde à la vertu toujours fidélité:
Et mon cœur ioüira de la paix par auance Attendant que chacun ſçache ſon innocence.	Et mon cœur jouira de la paix par avance Attendant que chacun sache son innocence.
Liuie.	Livie.
Si Manlius en vous trouue de la bonté, Il trouuera dans moy grande ſeuerité:	Si Manlius en vous trouve de la bonté, Il trouvera dans moi grande zé:
Et ſi vous maintenez l’autheur de voſtre perte Ie luy veux declarer la guerre à force ouuerte, Ie pretends le faſcher en tous temps, en tous lieux, Et rendre le ſeiour qu’il fait bien odieux.	Et si vous maintenez l'auteur de votre perte Je lui veux déclarer la guerre à force ouverte, Je prétends le fâcher en tous temps, en tous lieux, Et rendre le séjour qu'il fait bien odieux.
Sulpicie.	Sulpicie.
Madame, il vous paroiſt vne fureur extreme, Si vous ne la fondez que ſur ce que ie l’aime, Vous pouuez ſur le champ moderer vos tranſports Ie ſuis dans le reſpect & iamais ie n’en ſors, Ie dois trop à vos ſoins, & voſtre inquietude Pour n’auoir pas pour vous toute la gratitude, Loin de vous attirer de parens deplamlirs Ie courray au deuant de vos moindres deſirs.	Madame, il vous paraît une fureur extrême, Si vous ne la fondez que sur ce que ie l'aime, Vous pouvez sur le champ modérer vos transports Je suis dans le respect et jamais Hommes n'en sors, Je dois trop à vos soins, et votre inquiétude Pour n'avoir pas pour vous toute la gratitude, Loin de vous attirer de parents déplamlirs Je courrai au devant de vos moindres désirs.
Liuie.	Livie.
Ie voy le naturel d’vne fille bien née Ie doutois que voſtre ame au point fuſt enchainée, Qu’elle ne pût briſer la honte de ſes fers Puiſque de voſtre eſprit tous les yeux ſont ouuerts:	Je vois le naturel d'une fille bien née Je doutais que votre âme au point fût enchaînée, Qu'elle ne pût briser la honte de ses fers Puisque de votre esprit tous les yeux sont ouverts:
Ie ſeray pour iamais voſtre meilleure amie Laiſſez moy cependant ma chere Sulpicie, Ie dois auec Sabine icy communiquer;	Je serai pour jamais votre meilleure amie Laissez moi cependant ma chère Sulpicie, Je dois toujours Sabine ici communiquer;
Sulpicie.	Sulpicie.
Madame i’obeïs, elle s’en va.	Madame j'obéis, elle s'en va.
Liuie, Sabine.	Livie, Sabine.
Liuie.	Livie.
Et ſans me repliquer, Tout va bien à preſent, il eſt temps de conduire Tous mes deſſeins cachez iuſqu’où mon cœur aſpire:	Et sans me répliquer, Tout va bien à présent, il est temps de conduire Tous mes desseins cachez jusqu'où mon cœur aspire:
C’eſt icy que ie puis parler bien librement, Sabine ie ſçay bien que ie puis ſeurement Raiſonner auec toy des ſecrets de mon ame Et te montrer à fonds le ſujet qui l’enflamme:	C'est ici que je puis parler bien librement, Sabine esprit sais bien que je puis sûrement Raisonner avec toi des secrets de mon âme Et te montrer à fond le sujet qui l'enflamme:
l’aime Sabine, i’aime, & Procule auiourd’huy Eſt l’amant dangereux qui cauſe mon ennuy;	l'aime Sabine, j'aime, et Procule aujourd'hui Est l'amant dangereux qui cause mon ennui;
Mais dedans mon ardeur i’ay eſté ſi diſcrette Qu’il n’a rien découuert de ma flamme ſecrette, Comme il eſt bien faſcheux de viure inceſſamment Et de ne voir iamais la fin de ſon tourment:	Mais dedans mon ardeur j'ai été si discrette Qu'il n'a rien découvert de ma flamme secrète, Comme il est bien fâcheux de vivre incessamment Et de ne voir jamais la fin de son tourment:
B iij	 Bijà
Ie veux vſer icy de grande politique, Et pour t’en éclaircir il faut que ie l’explique :	Je veux user ici de grande politique, Et pour t'en éclaircir il faut que ici l'explique :
Ie tiens entre mes mains cét obiet ſi charmant Qui plaiſt à Manlius dont Procule eſt amant, Quand ce dernier chez moy luy vient conter ſa peine Ie me plais à le voir;	Je tiens entre mes mains cet objet si charmant Qui plaît à Manlius dont Procule est amant, Quand ce dernier chez moi-même vient conter sa peine Je me plais à le voir;
