M.	M.
Neantmoins ainſi que les plus beaux corps celeſtes nous paroiſſent auec quelques tâches, de meſme y a-i’il des eſprits qui penſent trouuer quelques défauts dans ce chef-d’œuure.	Néanmoins ainsi que les plus beaux corps célestes nous paraissent avec quelques tâches, de même y a-j'il des esprits qui pensent trouver quelques défauts dans ce chef-d'œuvre.
Premierement ils accuſent noſtre Autheur de ſ’eſtre ſeruy bien ſouuent d’vn ſtile trop graue & trop releué pour vne Paſtorale;	Premièrement ils accusent notre Auteur de s'être servi bien souvent d'un style trop grave et trop relevé pour une Pastorale;
Mais à cela le Poëte Latin gépond luy-meſme, & leur ferme la bouche, quand il ordonne que les chants Bocagers ſoient dignes d’vn Conſul:	Mais à cela le Poète Latin gépond luy-même, et leur ferme la bouche, quand il ordonne que les chants Bocagers soient dignes d'un Consul:
Et la raiſon en doit eſtre, parce qu’ils ſemblent faits pour l’entretien de ces eſprits ſublimes, quãd ils ſe veulẽt délaſſer, & retirer du bruit & du ſoin des affaires publiques;	Et la raison en doit être, parce qu'ils semblent faits pour l'entretien de ces esprits sublimes, quand ils se veulent délasser, et retirer du bruit et du soin des affaires publiques;
C’eſt ce que ce grãd homme a pratiqué luy-meſme dans ſes Eglogues, & dans ſes liures de l'Agriculture, où il fait diſcourir de ſimples Bergers, & donne des leçons aux Laboureurs, auec vne majeſté de langage & de penſees auſsi grande, qu’alors qu’il chante les heroïques faits d’armes d’Ænee.	C'est ce que ce grand homme a pratiqué autre-même dans ses Églogues, et dans ses livres de l'Agriculture, où il fait discourir de simples Bergers, et donne des leçons aux Laboureurs, avec une majesté de langage et de pense aussi grande, qu'alors qu'il chante les héroïques faits d'armes d'Unée.
Auſsi ne faut-il pas que celuy qui décrit quelques auantures champeſtres, imite ſimplement les diſcours des Bergers, veu qu’il n’y a ſi groſsier qui ne le pûſt faire, mais pluſtoſt de quelquès perſonnes, qui loin de l’ambition & du tracas du monde, meinent vne vie priuée, & qui ne reconnoiſt que les innocentes & doucès paſsions de la Nature:	Aussi ne faut-il pas que celui qui décrit quelques aventures champêtres, imite simplement les discours des Bergers, vu qu'il n'y a si grossier qui ne le pût faire, mais plutôt de quelqués personnes, qui loin de l'ambition et du tracas du monde, meinent une vie privée, et qui ne reconnaît que les innocentes et doucès passions de la Nature:
Et de là vient, que la Paſtorale eſt le diuęrtiſſement des honeſtes gens, & que quand ils ſe veulent recréer, ils en choiſiſſent preſque touſiours quelqu’vne.	Et de là vient, que la Pastorale est le diuęrtissement des honnêtes gens, et que quand ils se veulent recréer, ils en choisissent presque toujours quelqu'une.
C’eſt donc loüer le Cremonin, que de le reprendre de la ſorte, & monſtrer le prix de ſes vertus, en faiſant voir combien ce que l’on repute vn vice en luy eſt recommandable.	C'est donc louer le Cremonin, que de le reprendre de la sorte, et montrer le prix de ses vertus, en faisant voir combien ce que l'on revite un vice en lui est recommandable.
Toutesfois ſi l’on y 14 prend garde, on trouuera que ces diſcours – trop releuez ne ſont qu’en la bouche de perſonnes à qui ils conuiennent fort bien, & que c’eſt, ou l’Ombre de Daphnis qui les tient, ou le Preſtre, ou Phillis, que ſon âge auoit renduë ſçauante, ou le Satyre, qui pour brûler de l’ardeur des beſtes, ne laiſſoit pas d’eſtreéclairé de la lumiere des demy-Dieux, ou l’Hamadryade, ou enfin Silene, que l’Autheur faiſoit pareillement vn demy.	Toutefois si l'on y 14 prend garde, on trouvera que ces discours ais trop relevés ne sont qu'en la bouche de personnes à qui ils conviennent fort bien, et que c'est, ou l'Ombre de Daphannis qui les tient, ou le Prêtre, ou Phillis, que son âge avait rendue savante, ou le Satire, qui pour brûler de l'ardeur des bêtes, ne laissait pas d'estreéclairé de la lumière des demi-Dieux, ou l'Hamadryade, ou enfin Silène, que l'Auteur faisait pareillement demi.
Dieu, & que ie me ſuis contenté de faire vn ancien & ſage Berger.	Dieu, et que je me suis contenté de faire un ancien et sage Berger.
Quelques autres ne ſ’en prennent pas à la grauité de l’Autheur, mais aux Perſonnages graues, & ne trouuant rien à redire au corps de la piece, s’attachent à l'Ombre de Daphnis, & la condamnent toute bien-heureuſe qu’elle eſt, comme eſtãt de mauuaiſe grace dans vne Paſtorale.	Quelques autres ne s'en prennent pas à la gravité de l'Auteur, mais aux Personnages graves, et ne trouvant rien à redire au corps de la pièce, s'attachent à l'Ombre de Daphnis, et la condamnent toute bienheureuse qu'elle est, comme étant de mauvaise grâce dans une Pastorale.
A quoy ie réponds, qu’auſsi ny entre-t’elle pas, puis qu’elle n’en fait que le Prologue & l’Adieu, & que quand elle en ſeroit, c’eſt ainſi que i’ay dit;	À quoi était réponds, qu'aussi nirené-t-elle pas, puis qu'elle n'en fait que le Prologue et l'Adieu, et que quand elle en serait, c'est ainsi que j'ai dit;
l’Ombre bien-heureuſe d’vn Berger de ce pays-là, & non pas quelque Ombre qui paroiſſe ſous vn ſuaire, comn d’ordinaire on les repreſente;	l'Ombre bienheureuse d'un Berger de ce pays-là, et non pas quelque Ombre qui paraisse sous un suaire, compn d'ordinaire on les représente;
& quand me me elle ſeroit triſte & funeſte, la Paſtora e peut reçeuoir de ces ſortes de ſujets graues.	et quand me me elle serait triste et funeste, la Pastora e peut recevoir de ces sortes de sujets graves.
Ils la pourſuiuent encore & diſent, qu’au moins ſemble-t’il fort eſtrange, que noſtre Autheur luy donne vne eſcorte pour la con duire, comme ſi Daphnis eſtoit encore aueugle apres ſa mort, qui eſt vn accident, dont il n’y a que le corps qui ſoit capable.	Ils la poursuivent encore et disent, qu'au moins semble-t-il fort étrange, que notre Auteur lui donne une escorte pour la con vire, comme si Daphnis était encore aveugle après sa mort, qui est un accident, dont il n'y a que le corps qui soit capable.
A quoy ie me préparois de répondre, que cela ſe deuoit entendre d’vne eſcorte inuiſible, par le pouuoir de laquelle Daphnis retraçoit vn chemin qu’il n’eſt pas permis à perſonne de rebattre, & c’eſt d’vne ſemblable eſcorte que l’Hamadryade parle, & les Ombres des Intermedes (que ie n’ay mis qu’en proſe, parce que ce n’eſt plus la couſtume de les reciter:	À quoi tu me préparais de répondre, que cela se devait entendre d'une escorte invisible, par le pouvoir de laquelle Daphnis retraçait un chemin qu'il n'est pas permis à personne de rebattre, et c'est d'une semblable escorte que l'Hamadryade parle, et les Ombres des Intermèdes (que ie j'ai mis qu'en prose, parce que ce n'est plus la coutume de les réciter:
Mais ie me ſuis reſſouuenu, qu’à la fin de la piece, les petits Satyres apperçoiuent veritablement plus d’vne Ombre à qui ils quittent la place.	Mais ie me suis ressouvenu, qu'à la fin de la pièce, les petits Satyres aperçoivent véritablement plus d'une Ombre à qui ils quittent la place.
C’eſt pourquoy il vaut L – mieux dire, qu’en cela noſtre Autheur ſ'eſt accommodé au ſentiment groſsier du vulgaire, & de ceſte Philoſophie Payenne, qui ne ſe pouuoit figurer que l’ame fût tellement dépoüillée du corps par la mort, qu’il ne luy en reſtaſt encore comme quelque legere couuerture.	C'est pourquoi il vaut LIME , mieux dire, qu'en cela notre Auteur s'est accommodé au sentiment grossier du vulgaire, et de cette Philosophie Payenne, qui ne se pouvait figurer que l'âme fut tellement dépoüillée du corps par la mort, qu'il ne lu en restât encore comme quelque légère couverture.
De là vient, qu’ils croyoient leurs morts aſſujettis aux meſmes ſoins & paſſions qui les trauailloient durant leur vie, & que Virgile ne feint point de leur donner des voix, quoy que greſles, & fort foibles.	De là vient, qu'ils croyaient leurs morts assujettis aux mêmes soins et passions qui les travaillaient durant leur vie, et que Virgile ne feint point de leur donner des voix, quoi que grêles, et fort faibles.
Que ſi nous ne nous offenſons pas de voir dans les vieux Poëtes Tragiques, l’Ombre de la mere d’Oreſte, qui paroiſt auec la playe encore toute ſanglante, qu’elle reçeut de la main de ſon fils;	Que si nous ne nous offensons pas de voir dans les vieux Poètes Tragiques, l'Ombre de la mère d'Oreste, qui paraît avec la plaie encore toute sanglante, qu'elle reçut de la main de son fils;
Pourquoy trouueronsnous mauuais que Daphnis retienne celle qu’il ſ’eſt faite luy-meſme, qui luy eſt ſi glorieuſe, & qui le rend immortel parmy les hõmes?	Pourquoi trouveronsnous mauvais que Daphnis retienne celle qu'il s'est faite quelque-même, qui lui est si glorieuse, et qui le rend immortel parmi les hommes?
Et de fait d’autres ne le deſapprouuent pas, maislaiſſant noſtre Ombre en repos, s’eſtonnẽt ſeulemẽt que l’Hamadryade .	Et de fait d'autres ne le désapprouvent pas, maislaissant notre Ombre en repos, s'estonnẽt seulement que l'Hamadryade .
7- – en ſorte pour faire vn des Perſonnages de piece;	7-à-le en sorte pour faire un des Personnages de pièce;
Et certes ils ne ſont pas ſeuls qu’ell eſtonne, car elle cauſe du trouble dans tou ceux qui la voyent parler, horſmis le Saty;	Et certes ils ne sont pas seuls qu'elle étonne, car elle cause du trouble dans tou ceux qui la voient parler, hormis le Satî;
Et moy, ie trouue qu’elle deuroit pluſtos cauſer de l’admiration d’ouyr comme ell parle, que de ce qu’elle parle;	Et moi, je trouve qu'elle devrait plaîtos causer de l'admiration d'ouïr comme elle parle, que de ce qu'elle parle;
Car & Virgile & Ouide, & la Taſſe ont introduit de ſem blables Diuinitez parlantes deſſous l’écorc des arbres, & ce n’a peû eſtre plus à propo que noſtre Autheur, ny en vn lieu plus con uenable, puis que tous les éuenemens d ceſte Paſtorale ſe font dans le bois, ou aur enuirons.	Car et Virgile et Ouide, et la Tasse ont introduit de sem ables Divinités parlantes dessous l'écorc des arbres, et ce n'a pu être plus à propos que notre Auteur, ni en un lieu plus con venable, puis que tous les événements d ceste Pastorale se font dans le bois, ou aur environs.
Que ſi l’on trouue à redire qu’ell marche, les raiſons en ſont ſi ingenieuſes que ſi on les conſidere, ie m’aſſeure que l’oi jugera qu’elle le fait de fort bonne grace Mais ils oppoſent, que d’vne choſe extraor dinaire, on attend quelque encet extraordi naire, & que neantmoins l’Hamadryade ne ſert que d’empeſcher que Damon ne ſe tuë ce que le premier venu euſt bien fait, & 2 faire retrouuer au Satyre ſes rets, qui eſt vne action indigne d’elle.	Que si l'on trouve à redire qu'ell marche, les raisons en sont si ingénieuses que si on les considère, votre m'assure que l'oi jugera qu'elle le fait de fort bonne grâce Mais ils opposent, que d'une chose extraor dinaire, on attend quelque encet extraordi naire, et que néanmoins l'Hamadryade ne sert que d'empêcher que Damon ne se tue ce que le premier venu eût bien fait, et 2 faire retrouver au Satyre ses rets, ou est action indigne d'elle.
A quoy ie répõds, qu’outre cela ſa veuë ſert de bon augure, & d’aſſeurance du bon-heur auenir, comme elle dit elle-meſme à Tityre, & que noſtre autheur a tres-judicieuſement fait de nous donner vn incident ſi agreable, qui s’accommodaſt ſi bien à ſa piece, ſans y eſtre toutesfois abſolument neceſſaire.	À quoi ie réponds, qu'outre cela sa vue sert de bon augure, et d'assurance du bonheur avenir, comme elle dit elle-même à Titire, et que notre auteur a trèsjudicieusement fait de nous donner un incident si agréable, qui s'accommodât si bien à sa pièce, sans y être toutefois absolument nécessaire.
Car ſuppoſons qu’il y fut neceſſaire, n’auroit-on pas raiſon de dire qu’il reſſembleroit à ces anciens dont on ſe mocquoit, qui, comme il eſt plus aiſé de faire des nœuds, que de les dénoüer, embroüilloient bien les intrigues;	Car supposons qu'il y fut nécessaire, n'aurait-on pas raison de dire qu'il ressemblerait à ces anciens dont on se moquait, qui, comme il est plus aisé de faire des nœuds, que de les dénuer, embrouillaient bien les intrigues;
mais apres cela, demeuroient courts dinuention, & n'en pouuant trouuer en Terre, auoient recours au Ciel, d’où ils faiſoient décendre par vne machine quelque Dieu, qui démeſloit toute l’affaire.	mais après cela, demeuraient courts dinuention, et n'en pouvant trouver en Terre, avaient recours au Ciel, d'où ils faisaient décendre par une machine quelque Dieu, qui démêlait toute l'affaire.
La derniere choſe à quoy quelques-vns croyent encore auoir raiſon le s’arreſter, c’eſt de voir que Damon prene Paris pour ſa maiſtreſſe, à cauſe ſeulemẽt qu’il en portel habit;	La dernière chose à quoi quelques-mêmes croient encore avoir raison le s'arrêter, c'est de voir que Damon prene Paris pour sa maîtresse, à cause seulement qu'il en portel habit;
car qu’il méconnoiſ Cloris veſtuë en Berger, ayant vn chappeſur ſa teſte, & changeant le ton de ſa voi pour n’eſtre pas connuë;	car qu'il méconnais Cloris vue en Berger, ayant un chapesur sa tête, et changeant le ton de sa voi pour n'être pas connue;
cela n’eſt poir I x etrange.	cela n'est poir I x étrange.
C’eſt pourquoy j’auois penſé de faire, que Paris fut frere de Cloris, pour deux raiſons:	C'est pourquoi j'avais pensé de faire, que Paris fut frère de Cloris, pour deux raisons:
l’vne, à fin que ce chãgement d’habits d’vne Bergere ſage, auec vn ieune Ber ger, fut plus ſupportable, encore que pour ſauuer cecy l’autheur faſſe dire exprez au Satyre à la fin de la piece, qu’vn tel déguiſe:	l'une, à fin que ce chemgement d'habits d'une Bergère sage, avec un jeune Ber ger, fut plus supportable, encore que pour sauver ceci l'auteur fasse dire exprez au Satire à la fin de la pièce, qu'un tel déguise:
ment eſt ordinaire aux iours de feſté, & de réjouyſſance;	ment est ordinaire aux jours de fêté, et de réjouyssance;
l’autre, à fin que par la reſſem blance des traits de viſage qui ſe rencontre bien ſouuent entre vn frere & vne ſœur, Da mon ſe laiſſaſt tromper auec plus d’apparence:	l'autre, à fin que par la ressem blance des traits de visage qui se rencontre bien souvent entre un frère et une sœur, Da mon se laissât tromper avec plus d'apparence:
Mais voulant éuiter vn inconuenient, ie tombois en vn autre, car il ſeroit touſiours difficile à comprendre, comment Damon pourroit méconnoiſtre le frere de ſa maiſtreſſe, quoy que ſous vn autre habit, & cõ ment Paris méconnoiſtroit Damon, ſerui ----- – teur de ſa ſœur;	Mais voulant évier un inconvénient, une tombais en un autre, car il serait toujours difficile à comprendre, comment Damon pourrait méconnaître le frère de sa maîtresse, quoi que sous un autre habit, et co ment Paris méconnaîtrait Damon, servi -à- -t teur de sa sœur;
De couurir auſsi Paris de quelque voile, il ne ſe peut pas,puis qué Cloris auoit perdu le ſien, deuant que de faire cét échange d’habits auec luy.	De couvrir aussi Paris de quelque voile, il ne se peut pas,puis qué Cloris avait perdu le sien, devant que de faire cet échange d'habits ap luy.
Ie me ſuis dóc contẽté de donner à ce ieune Berger le nom 2 de Paris, au lieu de celuy de Lesbin qu’il auoit, pour témoigner par là ſa grãde beauté;	Je me suis dès contenté de donner à ce jeune Berger le nom 2 de Paris, au lieu de celui de Lesbin qu'il avait, pour témoigner par là sa grande beauté;
laquelle il faut remarquer que Damon ne faiſant qu’entre-voir, parce que ce ieune homme auoit honte d’eſtre reconnu ſous cét habit (ainſi que Tirſis dit apres qu’il s’eſtoit mis en colere, d’auoir eſté pris par luy pour Cloris) & par conſequent ne monſtroit ſon viſage qu’à demy, & d’ailleurs Damon eſtãt hors de ſoy, & dans des tranſports d’amour & de rage, comme il le declare luy-meſme, il luy eſtoit bien-aiſé de ſe méprendre à l’éclat incertain d’vne autre beauté, & de croire que ce fut ſa maiſtreſſe, dont il voyoit deſja les habits.	laquelle il faut remarquer que Damon ne faisant qu'entre-voir, parce que ce jeune homme avait honte d'être reconnu sous cet habit (ainsi que Tirs dit après qu'il s'était mis en colère, d'avoir été pris parfois pour Cloris) et par conséquent ne montrait son visage qu'à demi, et d'ailleurs Damon estãt hors de soi, et dans des transports d'amour et de rage, comme il le déclare quel-même, il avait bien bienlare de se méprendre à l'éclat incertain de croire autre beauté, et de croire que ce fut sa maîtresse, dont il voyait déjà les habits.
Voila ce que i’ay penſé eſtre obligé de te dire, touchant les ſcrupules que la lecture de ceſte Paſtorale a fait naiſtre dans quelques eſprits.	Voilà ce que j'ai pensé être obligé de te dire, touchant les scrupules que la lecture de cette Pastorale a fait naître dans quelques esprits.
Maintenant il ſemblerõit à propos, apres auoir purgé noſtre Autheur de ſes fautes imaginaires, d’excuſer ou de deffendre les miennes;	Maintenant il semblerõit à propos, après avoir purgé notre Auteur de ses fautes imaginaires, d'excuser ou dé fendre les miennes;
mais parce que ie ne doibs pas preuenir ton iugement, & que d’autre part cet aduertiſſement commence d’eſtre ennuyeux, ie ne t’en diray pas beaucoup de choſes.	mais parce que cela ne doibs pas prévenir ton jugement, et que d'autre part cet avertissement commence d'être ennuyeux, je ne t'en dirai pas beaucoup de choses.
Au pis aller, figure-toy que cecy te tient lieu d’vn Argument de quatre ou cinq pages, tel qu’on les fait d’ordinaire, car puis-que j’imite l’Italien, i’en prendray auſsi ceſte coûtume de n’en point mettre:	Au pis aller, figure-toi que ceci te tient lieu d'un Argument de quatre ou cinq pages, tel qu'on les fait d'ordinaire, car puisque j'imite l'Italien, j'en prendrai aussi cette coûtume de n'en point mettre:
En effect, la Paſtorale ſeruira d’argument ellemeſme, à ceux qui auront la patience de la lire, & les autres n’en demeureroient pas plus ſatisfaits, pour ne ſçauoir que le ſimple ſubject d’vne fable.	En effet, la Pastorale servira d'argument ellemesme, à ceux qui auront la patience de la lire, et les autres n'en demeureraient pas plus satisfaits, pour ne savoir que le simple sujet d'une fable.
Pour reuenir donc à moy, ie ſouhaitte pour t’auoir plus fauorable, que tu ne ſois pas de ces gens qui ne croyent rien de bien fait, que ce qu’ils font:	Pour revenir donc à moi, ie souhaite pour t'avoir plus favorable, que tu ne sois pas de ces gens qui ne croient rien de bien fait, que ce qu'ils font:
Ils reſſemblent à ces petits luges, qui pour monſtrer leur puiſſance, en abuſent, & trai← –  – tent leurs parties auec plus de rigueur, que ne font ceux de qui la juriſdiction eſt ſouueraine.	Ils ressemblent à ces petits luges, qui pour montrer leur puissance, en abusent, et trai← tent leurs ai auec plus de rigueur, que ne font ceux de qui la jurisdiction est souueraine.
Tu conſidereras que l’obligation d’exprimer de certaines penſees, cauſe bien ſouuent dans la verſion, vne certaine contrainte, qu’on ne peut euiter qu’en ne les rendant pas, & neãtmoins tu ſçais que ceux qui imitent, étant des eſclaues, & à plus forte raiſon ceux qui traduiſent, la plus grande vertu des perſonnes de ceſte condition, c’eſt d’eſtre fidelles.	Tu considéreras que l'obligation d'exprimer de certaines pensées, cause bien souvent dans la version, une certaine contrainte, qu'on ne peut éviter qu'en ne les rendant pas, et néanmoins tu sais que ceux qui imitent, étant des esclaves, et à plus forte raison ceux qui traduisent, la plus grande vertu des personnes de cette condition, c'est d'être fidèles.
Or eſt il que de cet inconuenient, s’enſuit vn autre, que les penſees eſtant quelquefois fort étenduës, ainſi qu’elles ſont dans noſtre Autheur, qui écript en vers libres, c’eſt à dire preſque en proſe, on ne les peut pas touſiours renfermer dãs le juſte eſpace d’vn Dyſtique, ce qui eſt vn défaut aucunement déplaiſant à l’oreille:	Or est il que de cet inconvénient, s'ensuit un autre, que les pensées étant quelquefois fort étendues, ainsi qu'elles sont dans notre Auteur, qui écript en vers libres, c'est à dire presque en prose, on ne les peut pas toujours renfermer dans le juste espace d'un Stique, ce qui est un défaut aucunement déplaisant à l'oreille:
Tu prẽdras garde auſsi quand tu rencontreras des vers qui te ſembleront trop ſimples, ſi ce n’eſt point que la matiere n’en ſçauroit ſouffrir d’autres, & s’ils ne ſont point plus faciles, que foibles.	Tu prendas garde aussi quand tu rencontreras des vers qui te sembleront trop simples, si ce n'est point que la matière n'en saurait souffrir d'autres, et s'ils ne sont point plus faciles, que faibles.
Il y a des choſes, principalement dans les narrations, qu’on obſcurcit en les voulant rele uer, & leur donner plus de lumiere:	Il y a des choses, principalement dans les narrations, qu'on obscurcit en les voulant rele uer, et leur donner plus de lumière:
limer trop, gaſte & ruyne ce que l’on deſiroit polir d’auantage, & bien ſouuent pour conſeruer la naïueté entiere de l’Autheur qu’on traduit, on eſt contrainct de precipiter ſa veine, à l’imitation d’Atalante, qui ne per doit rien de ſa grace en courant.	limer trop, gâte et ruine ce que l'on désirait polirait d'avantage, et bien souvent pour conserver la naïveté entière de l'Auteur qu'on traduit, on est contrainct de précipiter sa veine, à l'imitation d'Atalante, qui ne per doit rien de sa grâce en courant.
Ce n’eſt pas pourtant que ie pretende que tu ne puiſſes remarquer icy beaucoup de fautes, quoy qu’il y ait des vers qui ne ſentent point ſa ver ſion;	Ce n'est pas pourtant que après prétende que tu ne puisses remarquer ici beaucoup de fautes, quoi qu'il y ait des vers qui ne sentent point sa ver sion;
& cela, iele dy plus par franchiſe, que par vanité, puis que aucunesfois l’induſtrie contribuë moins en ce meſtier, que le caprice, & la bonne fortune;	et cela, iele dis plus par franchise, que par vanité, puis que aucunesfois l'industrie contribue moins en ce métier, que le caprice, et la bonne fortune;
mais ſeulement ie veux dire, que la pluſpart de celles que tu verras, étoient comme inéuitables, que ie les ay bien connuës, ne les ay pas aymees, mais n’ay pû m’empeſcher d’y tomber.	mais seulement femme veux dire, que la plupart de celles que tu verras, étaient comme inévitables, que sans les ai bien connues, ne les a pas aimées, mais n'ai pu m'empêcher d'y tomber.
Auſsi ſi tu lis icy mon nom, plûtoſt qu’en quelques autres petits coups d’eſſay, qui ſont deſia par 2 - - –A tis de ma main;	Aussi si tu lis ici mon nom, plutôt qu'en quelques autres petits coups d'essai, qui sont déjà par 2 - - de ma main;
