PARIS, Chez IEAN CORROZET, au Palais, ſur le perron de la Saincte Chapelle.	PARIS, Chez IEAN COROZET, au Palais, sur le perron de la Sainte Chapelle.
Celin cher amy qui t’amene Icy pour augmenter la peine Qu'Amour cruel me fait ſouffrir?	Celin cher ami qui t'amène Ici pour augmenter la peine Qu'Amour cruel me fait souffrir?
CELIN.	CELYN.
Cher compagnon, c’eſt pour t'offrir Le ſecours, l’aide, & la parole Dont vn amy l’autre conſole, Et luy peut ſouuent apporter Le moyen du mal ſupporter.	Cher compagnon, c'est pour t'offrir Le secours, l'aide, et la parole Dont un ami l'autre console, Et lui peut souvent apporter Le moyen du mal supporter.
ALEXIS.	ALEXIS.
Ie cognois ta peine inutile, Car c’eſt choſe trop difficile Que de reſoudre vn amoureux Que le fort rend ſi malheureux Suiuant vne fiere Maiſtreſſe, Dont la rigueur iamais ne ceſſe.	Je connais ta peine inutile, Car c'est chose trop difficile Que de résoudre un amoureux Que le fort rend si malheureux Suivant une fière Maîtresse, Dont la rigueur jamais ne cesse.
Helas!	Hélas!
que le iour & la nuit Me hait, me deſdaigne & me fait.	que le jour et la nuit Me hait, me dédaigne et me fait.
CELIN.	CELYN.
Amy tu es la cauſe meſme Qui produit ton malheur extreme, Car tu fais par ta fermeté Trop de conte de ſa beauté, Il faut auoir de la conſtance Autant que l’on a d’eſperance, Et n'eſtre iamais enflamé Si vous ne vous voyeZ aimé:	Ami tu es la cause même Qui produit ton malheur extrême, Car tu fais par ta fermeté Trop de conte de sa beauté, Il faut avoir de la constance Autant que l'on a d'espérance, Et n'être jamais enflamé Si vous ne vous voyeZ aimé:
Et premier qu’en leurs mains nous mettre On doit leur humeur recognoiſtre, Et s’aſſeurer que la pitié Ne fit onc naiſtre l’amitié:	Et premier qu'en leurs mains nous mettre On doit leur humeur reconnaître, Et s'assurer que la pitié Ne fit onc naître l'amitié:
Et ne faut pas que ie te nie Que ta belle & fiere Ardenie A nul Berger veuille du bien, Et me croy qu’elle n’aime rien Sinon courir par ces montagnes Auecque ſes autres compagnes, Gardans leurs blanchiſſans troupeaux Au frais des ombres & des eaux, Oyant les douces chanſonnettes	Et ne faut pas que Seigneur te nie Que ta belle et fasse Ardénie A nul Berger veuille du bien, Et des croy auelle n'aime rien Sinon courir par ces montagnes Avec ses autres compagnes, Gardants leurs blanchissants troupeaux Au frais des ombres et des eaux, Oyant les douces chansonnettes
A iiij 24 De nos babillardes muſettes, Faiſant de roſes & de fleurs, Mille chappeaux de ſes couleurs:	A iiij 24 De nos babillardes musettes, Faisant de roses et de fleurs, Mille chapeaux de ses couleurs:
Rien à l’amour ne la prouoque, Mais d’auantage elle ſe mocque De celuy que ſon œil eſpoint Que de l’autre qui n'ayme point.	Rien à l'amour ne la provoque, Mais d'avantage elle se moque De celui que son œil époint Que de l'autre qui n'aime point.
ALEXIS.	ALEXIS.
Mais las!	Mais las!
comment ſe peut-il faire Qu'vn amant ſe puiſſe diſtraire D’vne ſi forte paßion, Qui vient de la perfection D’vn ſujet que nul ne ſeconde, L’honneur & la beauté du monde.	comment se peut-il faire Qu'Hannant se puisse distraire D'une si forte passion, Qui vient de la perfection D'un sujet que nul ne seconde, L'honneur et la beauté du monde.
CELIN.	CELYN.
Il eſt vray, mais puis que ſon cœur Ne produit que fiel & rigueur, Que iamais amour n'eut puiſſance D'en tirer de l’obeiſſance, Il la faut voir ſans t’enflamer, La ſeruir ſans parler d’aymer:	Il est vrai, mais puis que son cœur Ne produit que fiel et rigueur, Que jamais amour n'eut puissance D'en tirer de l'obéissance, Il la faut voir sans t'enflammer, La servir sans parler d'aimer:
Car vne humeur libre & plaiſante, E -	Car une humeur libre et plaisante, E -
Vne façon gaye & galante, Bien plutoſt pourroit engager Vn cœur arrogant & leger, Qu'vne façon morne & penſiue Qui ſort d’vn amour exceſsiue.	Une façon gaie et galante, Bien plutôt pourrait engager Un cœur arrogant et léger, Qu'une façon morne et pensive Qui sort d'être amour excesive.
Sus amy, ne vaplus reſuant, Les voicy, courons au deuant, Sus, donne trefue à ces allarmes, Reſous toy de ſeicher ces larmes, Et fais ſemblant de n’aimer plus, R’appellant tes eſprits confus:	Sus ami, ne vapplus rêvant, Les voici, courons au devant, Sus, donne trêve à ces alarmes, Résous toi de seicher ces larmes, Et fais semblant de n'aimer plus, Rappelant tes esprits confus:
Suy moy, car ie m'en vais leur dire Quelque mot pour les faire rire, Parce qu’il faut dißimuler Le mal qui nous peut deſoler.	Sui moi, car ie m'en vais leur dire Quelque mot pour les faire rire, Parce qu'il faut dissimuler Le mal qui nous peut désoler.
Bon iour mes gentilles fillettes, Cueillez vous toutes ces fleurettes?	Bon jour mes gentilles fillettes, Cueillez -vous toutes ces fleurettes?
Ne lairrez vous que des ſoucis A ce malheureux Alexis?	Ne lairrez -vous que des soucis A ce malheureux Alexis?
Suffiſe vous des belles roſes Qu'on voit ſur vos beaux ſeins décloſes, Et nous laiſſez ces fleurs pour nous, Quelque ſerpent caché deſſous Plein de venin & de malice V ou bleſſeracomme Enridice.	Suffise vous des belles roses Qu'on voit sur vos beaux seins décloses, Et nous laissez ces fleurs pour nous, Quelque serpent caché dessous Plein de venin et de malice V ou blesseracomme Enridice.
ARDENIE.	ARDENIE.
Non Berger, nous ne craignons rien, Et ſçauons encor le moyen D’eſchapper de telle auenture, Et d’euiter ceſte pointure, Mais vous ne ſçauriez pas guerir Du mal qui tant vous faict courir:	Non Berger, nous ne craignons rien, Et savons encor le moyen D'échapper de telle aventure, Et d'éviter cette pointure, Mais vous ne sauriez pas guérir Du mal qui tant vous fait courir:
Prenez en ce peril extreſme L’aduertiſſement pour vous meſme.	Prenez en ce péril extrême L'avertissement pour vous -même.
ALEXIS.	ALEXIS.
Quoy donc vous-verray-ie touſiour Inſenſible aux traits de l’amour, Malicieuſe, impitoyable, Au mal qui ſans ceſſe m’accable?	Quoi donc vous-verrai-je toujours Insensible aux traits de l'amour, Malicieuse, impitoyable, Au mal qui sans cesse m'accable?
Quel rocher de ces bois icy Se trouueroit plus endurcy Que le marbre de la poitrine Doù ma douleur prend origine?	Quel rocher de ces bois ici Se trouverait plus endurci Que le marbre de la poitrine Doù ma douleur prend origine?
ARDENIE.	ARDENIE.
Mais ſerez vous touſiours ainſe Le ſujet de voſtre ſoucy?	Mais serez -vous toujours ainse Le sujet de votre souci?
Importunant par ces valees De vos complaintes deſolees Non les rochers de ces deſerts, Non les animaux plus diuers, Mais le Ciel qui ſouuent s’en cache, Et de telles fureurs ſe faſche?	Importunant par ces valères De vos complaintes désolées Non les rochers de ces déserts, Non les animaux plus divers, Mais le Ciel qui souvent s'en cache, Et de telles fureurs se fâche?
Non non, il nous faudra quitter, Afin de ne plus diſputer, Le plaiſir de ce beau riuage, Ces prez fleuris & ceſt ombrage.	Non non, il nous faudra quitter, Afin de ne plus disputer, Le plaisir de ce beau rivage, Ces près fleuris et cet ombrage.
CHANSON D’ALEXIS.	CHANSON D'ALEXIS.
Ve fais-ie par ces montagnes, Par ces bois par ces campagnes, Auec l’horreur où ie ſuus?	Ve fais-je par ces montagnes, Par ces bois par ces campagnes, Avec l'horreur où ie suus?
O mon ame vagabonde, Penſois-tu laiſſant le monde Laiſſer encor tes ennuis?	Ô mon âme vagabonde, Pensois-tu laissant le monde Laisser encor tes ennuis?
O-- - I---	Ô-ce -ST-
Las que me ſeruent ces ombres, Ces eaux, ſes campagnes ſombres.	Las que me servent ces ombres, Ces eaux, ses campagnes sombres.
Où me conduit le malheur?	Où me conduit le malheur?
Quelle fraiſcheur, quel ombrage Au bord de ce doux riuage Peut moderer ſa chaleur?	Quelle fraîcheur, quel ombrage Au bord de ce doux rivage Peut modérer sa chaleur?
Que me ſert que ces prairies Soient ſi vertes & fleuries, Et ces champs ſi gracieux, Si le Soleil qui m’enflame, Et le printemps de mon ame Se retirent de mes yeux?	Que me sert que ces prairies Soient si vertes et fleuries, Et ces champs si grâce, Si le Soleil qui m'enflamme, Et le printemps de mon âme Se retirent de mes yeux?
Par ces rochers où i’arriue L’eſpine au lieu de l’oliue Me teſmoigne deſormais, Au malheur qui me pourchaſſe, Que i'auray ſans nulle eſpace Plus de guerre que de paix.	Par ces rochers où j'arrive L'épine au lieu de l'olive Me témoigne désormais, Au malheur qui me pourchasse, Que j'aurai sans nulle espace Plus de guerre que de paix.
O Nymphe dont Ariſtee Cauſa la fin limitee, Ie me compare à ton ſort:	Ô Nymphe dont Ariste Causa la fin limite, Je me compare à ton sort:
Car paſſant ceſte verdure –4	Car passant cette verdure 4
Ie receus vne pointure D’vn œil qui cauſa ma mort.	Je reçus une pointure D'une œil qui causa ma mort.
Ie croy qu'Amour me retire En ce bois où ie ſouſpire Auec mes tourmens diuers, Afin qu’en pleurant ma peine Il me transforme en fontaine Pour arroſer ces deſerts.	Je crois qu'Amour me retire En ce bois où ie juspire Avec mes tourments divers, Afin qu'en pleurant ma peine Il me transforme en fontaine Pour arroser ces déserts.
Belle & plaiſante Arethuſe Oyant ma plainte confuſe Parmy ces bois eſcartez, Permets que ton cher Alfee Rende ma flame eſtouffee Dedans ſes flots argentez.	Belle et plaisante Arethuse Oyant ma plainte confuse Parmi ces bois écartez, Permets que ton cher Alfée Rende ma flamme étouffe Dedans ses flots argentés.
Las!	Las!
que m’en chaut qu’on me change En quelqu'autre forme eſtrange, Où ie viue inceſſamment, Pourueu que plus ie ne ſente Ceſt' ardeur qui me tourmente, I'aymeray ce changement.	que m'en chaut qu'on me change En quelqu'autre forme étrange, Où ie vive incessamment, Pourvu que plus grands ne sente Cest' ardeur qui me tourmente, J'aimerai ce changement.
Le temps remply d’inconſtance L’heur & le bien nous auance,	Le temps rempli d'inconstance L'heur et le bien nous avance,
Et puis le fait retirer A l’endroit où ie ſouſpire, Dautres fois on ma veu rire Autant qu’on me voit pleurer.	Et puis le fait retirer À l'endroit où ie souspire, Dautres fois on ma vu rire Autant qu'on me voit pleurer.
Iniuſte enfant de Cyprine Qui naſquis de la marine, Ne penſe plus m'enflamer:	Iniuste enfant de Cyprine Qui nasquis de la marine, Ne pense plus m'enflammer:
Puis que ceſte ame cruelle Meſpriſe vn cœur ſi fidele, Ie ceſſeray de l’aimer.	Puis que cette âme cruelle Mêprise un cœur si fidèle, Je cesserai de l'aimer.
ACTE SECOND.	ACTE SECOND.
TRDENIE.	TRDENIE.
AMOVR.	AMOUR.
CORIDOR.	CORIDOR.
AVGILE.	AUGILE.
ARDENIE.	ARDENIE.
E!	E!
ne voy-ie pas, ma compagne, I IAu trauers de ceſte campagne S’en aller droict à nos foreſts, Auecque ſes chiens & ſes rets, Le beau Coridon qui ſurpaſſe Adonis des traicts de ſa face, Ayons le plaiſir auiourd’huy De nous en aller auec luy Prendre quelque beſte ſauuage:	ne vois-je pas, ma compagne, I JAu travers de cette campagne S'en aller droit à nos forêts, Avec ses chiens et ses rets, Le beau Coridon qui surpasse Adonis des traits de sa face, Ayons le plaisir aujourd'hui De nous en aller auec quelque Prendre quelque bête sauvage:
Laiſſons vn peu au paſtur age Noſtre doux & frisé troupeau Le long de ce plaiſant ruiſſeau.	Laissons un peu au pastur age Notre doux et frisé troupeau Le long de ce plaisant ruisseau.
AMOVR.	AMOUR.
Il faut ores que ie m'appreſte A cette amoureuſe conqueſte, Et que ie mette ſous ma loy Cetaur qui je mocque de moy.	Il faut ores que personne m'apprête À cette amoureuse conquête, Et que ie mette sous ma loi Craur qui je moque de moi.
ARDENIE.	ARDENIE.
Ie voy au haut de ceſte roche Vn petit chaſſeur qui s’approche, Qui nous pourra bien aduertir D’où la beſte pourra ſortir, Et ſans bouger de cette place Peut eſtre verrons nous la chaſſe, Le voicy qui vient droict a nous, Rengeons nous donc icy deſſous.	Je vois au haut de cette roche Un petit chasseur qui s'approche, Qui nous pourra bien avertir D'où la bête pourra sortir, Et sans bouger de cette place Peut être verrons nous la chasse, Le voici qui vient droit à nous, Rengeons nous donc ici -dessous.
CORIDON.	CORIDON.
N'eſt-ce pas vn malheur eſtrange Que tous nos chiens s’en vont au change, Dergeres venay de tennuy, Que nous ne pouuons aujourd’huy Vous donner plaiſir de la priſe.	N'est-ce pas un malheur étrange Que tous nos chiens s'en vont au change, Dergères venai de tennui, Que nous ne pouvons aujourd'hui Vous donner plaisir de la prise.
ARDENIE.	ARDENIE.
Vne autre ſort te fauoriſe, Coridon bien aimé des Cieux, Car tu as pris auec tes yeux Sans chiens, ny ſans tes filets tendre, de que d'untreon anvrent ſeeu prendre,	Une autre sort te favorise, Coridon bien aimé des Cieux, Car tu as pris avec tes yeux Sans chiens, Seigneur sans tes filets tendre, de que d'untre anvrent se prendre,
CORIDON.	CORIDON.
Vous auez raiſon, par ma foy, De vous mocquer ainſi de moy, Car courant les bois & la plaine, Ie n'ay rien pris que de la peine.	Vous avez raison, par ma foi, De vous moquer ainsi de moi, Car courant les bois et la plaine, Je n'ai rien pris que de la peine.
ARDENIE.	ARDENIE.
Tenez vous pour priſe legere Que le cœur de quelque Bergere De qui la grace & la beauté Peut engager la liberté Du plus grand Monarque du monde?	Tenez vous pour prise légère Que le cœur de quelque Bergère De qui la grâce et la beauté Peut engager la liberté Du plus grand Monarque du monde?
CORIDON.	CORIDON.
Ce n'eſt pas où mon bien ſe fonde, L dy vien vne aure amoiion.	Ce n'est pas où mon bien se fonde, L y viens un cre amoiion.
ARDENIE.	ARDENIE.
Quoy viuez vous ſans paßsion:	Quoi vivez -vous sans passion:
CORIDON.	CORIDON.
Non, car i’en ay trop à la chaſſe.	Non, car j'en ai trop à la chasse.
ARDENIE.	ARDENIE.
Dieux!	Dieux!
c’eſt auoir l’ame bien baſſe, Que n'aimer rien que les foreſts, Les chiens, les panneaux & les rets;	c'est avoir l'âme bien basse, Que n'aimer rien que les forêts, Les chiens, les panneaux et les rets;
Puis que tu reſſembles enaage, Au teint, & aux traits de viſage Le gentil enfant de Myrrha, De qui Venus s’enamoura, Fais en ce bois quelque maiſtreſſe Qui de l’humeur ſoit chaſſereſſe, Qui de rien ne te deſdira, Meſmes qui tes chiens gardera:	Puis que tu ressembles enaage, Au teint, et aux traits de visage Le gentil enfant de Myrrha, De qui Venus s'enamoura, Fais en ce bois quelque maîtresse Qui de l'humeur soit chasseresse, Qui de rien ne te dédira, Mêmes qui tes chiens gardera:
Et ſi quelquefois tu te laſſe Du chaud, du trauail de la chaſſe, Dans ſon giron qu'on peut priſer Tu te pourras lors repoſer.	Et si quelquefois tu te lasse Du chaud, du travail de la chasse, Dans son giron qu'on peut priser Tu te pourras lors reposer.
CORIDON.	CORIDON.
Bergere, il faut que tu m'excuſe, Außi qu'en rien ie ne t’abuſe, Ie ne puis la nuict & le iour Exercer la chaſſe & l’amour:	Bergère, il faut que tu m'excuse, Aussi qu'en rien fait ne t'abuse, Je ne puis la nuit et le jour Exercer la chasse et l'amour:
Où premier nature l’encline.	Où premier nature l'encline.
ARDENIE.	ARDENIE.
O Dieul pourquoy ſi promptement, Sans raiſon & ſans iugement, Ay-ie laißé pipper mon ame D’vn ſujet de qui l’œil m'enflame:	Ô Dieul pourquoi si promptement, Sans raison et sans jugement, Ay-je laisse pipper mon âme D'un sujet de qui l'œil m'enflamme:
Par qui ie me voy deſdaigner, Et qu’on ne void s’accompagner Que d’vn deſir irraiſonnable?	Par qui grande me vois dédaigner, Et qu'on ne voit s'accompagner Que d'un désir irraisonnable?
O Coridon trop miſerable, Triſte & fiere condition De refufer l’affection De celle qui cherit ta vie, Que peut eſtre on verra rauie Par quelque animal furieux, Poußé du ſort iniurieux,	Ô Coridon trop misérable, Triste et fière condition De refuser l'affection De celle qui chérit ta vie, Que peut être on verra ravie Par quelque animal furieux, Poussé du sort injurieux,
LVCILE.	LUCILE.
Or voicy ma chere Ardenie, Celle dont l’amitié me lie, Et me remplit d’affections:	Or voici ma chère Ardénie, Celle dont l'amitié me lie, Et me remplit d'affections:
Mais ie iuge à ſes actions Quelque choſe de bien eſtrange, Quel accident?	Mais ici juge à ses actions Quelque chose de bien étrange, Quel accident?
mais las!	mais las!
quel change  Junanain.	quel change Junanain.
ARDENIE.	ARDENIE.
Bon iour mon cœur & mon ſoucy, Vous me trouuez en cette riue Toute paſle, morne & penſiue:	Bon jour mon cœur et mon souci, Vous me trouvez en cette rive Toute pâle, morne et pensive:
Mais quoy?	Mais quoi?
c’eſt pour vn deſplaiſir Qui ſoudain mon cœur vint ſaiſir, Quand l’autre iour à l’impourueue Ie m'eſloignay de voſtre veue Et vous iure mon petit cœur, Que nulle autre extreme langueur N’a puiſſance deſſus ma vie.	c'est pour un déplaisir Qui soudain mon cœur vint saisir, Quand l'autre jour à l'impourue Je m'éloignai de votre vue Et vous jure mon petit cœur, Que nulle autre extrême langueur N'a puissance dessus ma vie.
LVCILE.	LUCILE.
Ma belle ame ie te ſupplie De ne me vouloir rien celer De ce qui te peut deſoler, Car ie te voy la couleur morte, Et le geſte de telle ſorte Que par cela i'ay recogneu Quelque nouueau mal auenu.	Ma belle âme ie te supplie De ne me vouloir rien celer De ce qui te peut désoler, Car ie te vois la couleur morte, Et le geste de telle sorte Que par cela j'ai reconnu Quelque nouveau mal auenu.
ARDENIE.	ARDENIE.
Croy moy donc ma belle Bergere, Que ie ne ſuis pas menſongere, Et que i’ay dict la verité, Ores que ie voy ta beauté Que i'ay ces iours tant deſiree Ma triſteſſe s’eſtretiree.	Crois -moi donc ma belle Bergère, Que je ne suis pas mensongère, Et que j'ai dit la vérité, Ores que je vois ta beauté Que j'ai ces jours tant désirée Ma tristesse s'estretirée.
LVCILE.	LUCILE.
Allons nous en donc dans ces bois Parmy ces antres les plus cois Aux bords des fraiſches ondelettes Ouyr les douces chanſonnettes Des plaiſans oiſillons diuers Hoſtes de ces fueillages vers:	Allons nous en donc dans ces bois Parmi ces antres les plus cois Aux bords des fraîches ondelettes Ouir les douces chansonnettes Des plaisants oisillons divers Hôtes de ces fueillages vers:
Car voicy dans ceſte prairie Du coſté de la Bergerie Coridon & le fort Celin, Alexis prenant ce chemin:	Car voici dans cette prairie Du côté de la Bergerie Coridon et le fort Celin, Alexis prenant ce chemin:
Et n’ois tu pas, mon Ardenie, La douce & plaiſante armonie Que fait iuſqu'icy reſonner Ce flageol que ſçait entonner Le plaiſant Celin dont la grace Celle là des autres efface?	Et n'ais tu pas, mon Ardénie, La douce et plaisante armonie Que fait jusqu'ici résonner Ce flageol que sait entonner Le plaisant Celin dont la grâce Celle là des autres efface?
B iij Lequel nous raconte en tous lieux Touſiours des mots facetieux.	 Bijà Lequel nous raconte en tous lieux Toujours des mots facétieux.
ACTE TROISIESME.	ACTE -TROISIÈME.
ARDENIE en habit de Paſteur.	ARDENIE en habit de Pasteur.
CORIDON.	CORIDON.
LVCILE.	LUCILE.
DAMETTE.	DAMETTE.
ARDENIE.	ARDENIE.
Niuſte enfant de Cyprine ISeul autheur de ma ruine, Qui range ma liberté Sous vn ſujet indompté, Dont l’ame froide & glacee Ne retire en ſa penſee Qu'vn ſoin de chaſſer au bois, Et de reduire aux abois, 8 Quelque animal bien ſauuage Caché dedans le fueillage, N'es-tu pas cruel vray' ment ------------ T Cau	Niuste enfant de Cyprine ISeul auteur de ma ruine, Qui range ma liberté Sous un sujet indompté, Dont l'âme froide et glacée Ne retire en sa pensée Qu'un soin de chasser au bois, Et de réduire aux abois, 8 Quelque animal bien sauvage Caché dedans le feuillage, N'es-tu pas cruel vrai ment -- 
De m'auoir ſi promptement Ceſte pauure ame enflamee?	De m'avoir si promptement Cette pauvre âme enflamène?
Helas!	Hélas!
qui n’eſt point aimee, Et qui viuoit tous les iours Franche d’ennuis & d’amours?	qui n'est point aimée, Et qui vivait tous les jours Franche d'ennuis et d'amours?
Ie dis de l’amour prophane Que fuit la chaſte Diane En ceſt habit maintenaut Où tu me vas retenant?	Je dis de l'amour prophane Que fuit la chaste Diane En cet habit maintenaut Où tu me vas retenant?
Las!	Las!
helas!	hélas!
il me faut ore Chercher celuy qui m’abhorre, Et qui ſe rit en effect Du tourment que tu m’as faict;	il me faut ore Cher celui qui m'abhorre, Et qui se rit en effet Du tourment que tu m'as fait;
Maintenant le cœur me tremble, Carie le voy ceme ſemble Couché ſous l’ombre mollet Auprés de ce ruiſſelet:	Maintenant le cœur me tremble, Carie le vois ce semble Couché sous l'ombre mollet Auprès de ce ruisselet:
Toutesfois il pourroit eſtre Qu’il ne me ſçauroit cognoiſtre, Mais il me faut déguiſer Ce cœur qui ſceut embraſer Par vn artifice extreſme	Toutefois il pourrait être Qu'il ne me saurait connaître, Mais il me faut déguiser Ce cœur qui sut embraser Par un artifice extrême
B iiij Encor mieux que le corps meſme.	 Bijà Encor mieux que le corps même.
CORIDON.	CORIDON.
Dieu vous gard gentil Paſteur, Si vous eſtes bon chaſſeur Nous prendrons en ce bocage Vn petit cheureuil ſauuage, Car i'apperçoy que vos chiens Sont or' plus frais que les miens.	Dieu vous gard gentil Pasteur, Si vous êtes bon chasseur Nous prendrons en ce bocage Un petit cheurevil sauvage, Car j'aperçois que vos chiens Sont or' plus frais que les miens.
ARDENIE.	ARDENIE.
Compagnon que ie t’embraſſe, Puis que tu aimes la chaſſe, Ie t’aime comme mon cœur, Ie ne viuois qu’en langueur Premier qu’en ceſte contree cenſje tue uumeuttencontree Qui ſe peuſſe conformer A ce que ie veux aimer.	Compagnon que deux t'embrasse, Puis que tu aimes la chasse, Je t'aime comme mon cœur, Je ne vivais qu'en langueur Premier qu'en cette contrée censje tue uumeuttencontree Qui se peusse conformer A ce que ie veux aimer.
CORIDON.	CORIDON.
On chaſſe mieux ce me ſemble Lors que l’on eſt deux enſemble:	On chasse mieux ce me semble Lors que l'on est deux ensemble:
Sus donc ne nous laiſſons pas, Tendons nos tets & nos lacs, Nous aurons quandie m’auiſe Oursae dctapije.	Sus donc ne nous laissons pas, Tendons nos tets et nos lacs, Nous aurons quandie m'avise Ourae ditapije.
ARDENIE.	ARDENIE.
Mais compagnon il nous faut Paſſer quelque peu le chaut Et la violence dure Au frais de ceſte verdure, Et pour le temps abuſer, Il faut vn peu deuiſer Au bruit de ces ondelettes De nos belles amourettes.	Mais compagnon il nous faut Passer quelque peu le chaut Et la violence dure Au frais de cette verdure, Et pour le temps abuser, Il faut un peu deuiser Au bruit de ces ondelettes De nos belles amourettes.
CORIDON.	CORIDON.
Cher amy ie te promets Que mon cœur n’en eut iamais, Et que nul attrait de femme Onc ne ſçeut gaigner mon ame, I’ay comme tu peux penſer Plus de plaiſir a chaſſer Vnebichette legere Qu'vne facheuſe Bergere.	Cher ami Princes te promets Que mon cœur n'en eut jamais, Et que nul attrait de femme Onc ne sut gagner mon âme, J'ai comme tu peux penser Plus de plaisir a chasser Âme légère Qu'une fâcheuse Bergère.
ARDENIE.	ARDENIE.
Cher amy en quel erreur *At- - Laiſſes-tu gliſſer ton cœur?	Cher ami en quel erreur *At- - Laisses-tu glisser ton cœur?
Car l’Amour où ie me fonde Eſt le ſeul plaiſir du monde.	Car l'Amour où tu me fonde Est le seul plaisir du monde.
Ne ſçais-tu pas que les Dieux Meſmes deſcendent des Cieux Pour la preſence mortelle Des yeux d’vne Paſtorelle?	Ne sçais-tu pas que les Dieux Mêmes descendent des Cieux Pour la présence mortelle Des yeux d'une Pastorelle?
.	.
J'l aya e Gjur Que d’aymer vn beau ſujet.	J'l aya eu Gjur Que d'aimer un beau sujet.
CORIDON.	CORIDON.
Amour eſt vne furie, Amy croy-le ie teprie, Qui nous ronge ſans repos L’ame, l’eſprit & les os, Vne violence extreſme Qui nom rauit a nom meſme, Qui nous fait quitier ça bas Tous autres plaiſans esbats.	Amour est assez furie, Ami crois-le ie teprie, Qui nous ronge sans repos L'âme, l'esprit et les os, Ône violence extrême Qui nom ravit a nom même, Qui nous fait quitier ça bas Tous autres plaisants ébats.
ARDENIE.	ARDENIE.
Amy, il faut en ſon ame Aymer vne belle femme, Sans ſelaiſſer emporter, Sans ſe laiſſer ſurmonter A l’extreme violence A quoy maintenant tu penſe:	Ami, il faut en son âme Aimer une belle femme, Sans selaisser emporter, Sans se laisser surmonter A l'extrême violence A quoi maintenant tu pense:
