Extraict du Priuilege du Roy.	Extrait du Privilège du Roi.
M’ais toy-meſme, ſçachant cette humeur obstinee Qu’oppoſe cette belle au doux ioug d’hymenee, Tu dois craindre ce ſemble, & de la meſme loy Que tu me veux preſcrire, en faire vne pour toy.	M'ai toi-même, sachant cette humeur obstinée Qu'oppose cette belle au doux joug d'hyménée, Tu dois craindre ce semble, et de la même loi Que tu me veux prescrire, en faire une pour toi.
Es tu d’aage, de biens, ou d’humeur plus ſortable?	Es tu d'âge, de biens, ou d'humeur plus sortable?
Crois tu treuuer en elle vn eſprit plus traictable?	Crois -tu trouver en elle un esprit plus traitable?
Reſoudrois tu Celie à partager tes feux Quand meſme tes parens voudroient ce que tu veux?	Résoudrais -tu Célie à partager tes feux Quand der tes parents voudraient ce que tu veux?
CELIANTE.	CELIANTE.
I'ay peu de vanité, mais ſouffre que ie croye Qu'elle me receuroit auec beaucoup de ioye, Qu'elle verroit mes vœux d’vn œil plus ſatisfaict, Et que tu ſerois vain des biens qu’elle me faict.	J'ai peu de vanité, mais souffre que je croie Qu'elle me recevrait auec beaucoup de joie, Qu'elle verrait mes vœux d'un œil plus satisfait, Et que tu serais vain des biens qu'elle me fait.
LVCIDOR.	LUCIDOR.
Cette amour, Celiante, eſt vn choix legitime, Son diuin iugement éclatte en cette eſtime;	Cette amour, Céliante, est un choix légitime, Son divin jugement éclatte en cette estime;
Le Ciel quand tu naſquis tint ſes treſors ouuers, Et ſes rares appas charment tout l’Uniuers.	Le Ciel quand tu nasquis tint ses trésors ouverts, Et ses rares appas charment tout l'Univers.
CELIANTE.	CELIANTE.
Je ne me flatte point de creances ſi vaines, Il luffit que Celie est ſenſible à mes peines, Et qu’ayant le pouüoir de diſpoſer de ſoy, Eile en ordonneroit en fautur de ma jeye	Je ne me flatte point de créances si vaines, Il luffit que Celie est sensible à mes peines, Et qu'ayant le pouvoir de disposer de soi, Eile en ordonnerait en fautur de ma jeie
V CIDOR.	V CIDOR.
Adieu, cueille les fruicts d'vne ardeur ſi fidelle, Ioüy de ſon amour quand ie ioüyray d’elle, Que Celie en tes feux prend vne iuſte part.	Adieu, cueille les fruits d'une ardeur si fidèle, Ioui de son amour quand quelque jouirai d'elle, Que Célie en tes feux prend une juste part.
ALAAANAE, Sei elldico Tu te gauſſes trou tost!	ÀLANANAE, Sei elldico Tu te gausses trou tôt!
LVCIDOR.	LUCIDOR.
Tu te plaindras trop tard.	Tu te plaindras trop tard.
Au poinct que de mes maux on doit borner la cour.	Au point que de mes maux on doit borner la cour.
Il contiL’inſenſé cherche aux ſiens encor quelque reſource, Filidan, e ſuperbe riual ne de eſpere pas De poſſeder Celie, & la voir en mes bras, Son pere a prononcé l’arreſt irreuocable Qui donne à mes ſouhaits vn bien ſi delectable, Son pouuoir abandonne à mes ſoings amoureux;	Il contiL'insensé cherche aux siens encor quelque ressourse, Filidan, e superbe rival ne de espere pas De posséder Célie, et la voir en mes bras, Son père a prononcé l'arrêt irrévocable Qui donne à mes souhaits un bien si délectable, Son pouvoir abandonne à mes soin amoureux;
Ce treſor qui ynaroit des Mionarques neureux Toutefois Filidan il faut que ie confeſſe, Vn regret qui ſe ioint au deſſein que ie preſſé, Celie eſt adorable, il ſt vray, mais	Ce trésor qui ynarait des Mionarques neureux Toutefois Filidan il faut que deux confesse, Un regret qui se joint au dessein que je pressé, Célie est adorable, il st vrai, mais
FILIDAN.	FILIDAN.
Quoy, mais?	Quoi, mais?
LVCIDOR.	LUCIDOR.
Un ſecret reventir n'altere ſes attraicts;	Un secret réventir n'altère ses attraits;
Tous l’iy neat que ſa grace, & moy que ſa fortune, Elle n’eſt à mes yeux, qu’vne beauté commune, Ie regrette Angelique, & ma iuste douleur Me peint tous les obiets d’vne fauſſe couleur Qu'vn premier obiet charme!	Tous l'y neat que sa grâce, et moi que sa fortune, Elle n'est à mes yeux, qu'une beauté commune, Je regrette Angelique, et ma juste douleur Me peint tous les objets d'une fausse couleur Qu'un premier objet charme!
& que ſes moindres Tates Dans le cœur d’vn amant font de profondes traces?	et que ses moindres Tates Dans le cœur d'un amant font de profondes traces?
FILIDAN.	FILIDAN.
Quel eſt cette Angelique?	Quel est cette Angélique?
VCIDOR.	VCIDOR.
fie iquoy, ne ſçais tu pas?	fie ici, ne sais tu pas?
Quoy?	Quoi?
FILIDAN.	FILIDAN.
LVCIDOR.	LUCIDOR.
Que ma negligence a cauſé ſon trépas!	Que ma négligence a causé son trépas!
Qe vuy coupp te ſie de la pin veue ccre Que les mains de la mort ayent encore rauie,	Que vu coupp te sièie de la pin vue crècre Que les mains de la mort aient encore ravie,
FILIDAN.	FILIDAN.
Ie n'en ay rien appris.	Je n'en ai rien appris.
LVCIDOR.	LUCIDOR.
Ecoute en peu de mots Ce fatal accident qui trouble mon repos;	Écoute en peu de mots Ce fatal accident qui trouble mon repos;
Seiournant à Lyon, au logis de ma tante Ie vis, & i’admiray cette beauté naiſſante, Mes yeux furent charmés, & ſes moindres at traicts Furent à ma raiſon d’inéuitables traicts;	Sournant à Lyon, au logis de ma tante Je vis, et j'admirai cette beauté naissante, Mes yeux furent charmés, et ses moindres at traits Furent à ma raison d'inéuitables traits;
	
Là ce cœur conſentit à ſes premieres peines, La, ie ſouſmis ces bras à leurs premieres chaiſnes, Et là, ie recogn us pour la premiere fois Du tyran de nos ſens les redoutables lois.	Là ce cœur consentit à ses premières peines, La, ie sousmis ces bras à leurs premières chaînes, Et là, ie recognnus pour la première fois Du tyran de nos sens les redoutables lois.
Je tovchay Filidan cette ame de ma vie Je treuuay ſon deſir conforme à mon enuie, Nos bras de meſmes fers ſe virent arreſtés Et nos cœurs reſpiroient de meſmes voluptés;	Je trouvai Filidan cette âme de ma vie Je trouvai son désir conforme à mon envie, Nos bras de mêmes fers se virent arrêtez Et nos cœurs respiraient de mêmes voluptés;
Un deſſein mutuel obligea nos deux ames A n'eteindre iamais ces innocentes flames, Sa foy me fut donnee, & d’vn commun accord Je mis le changement au delà de ma mort, Enfin par vn aduis d’vne extréme importancę Ie fus reduit au poinct de perdre ſa preſence.	Un dessein mutuel obligea nos deux âmes À n'éteindre jamais ces innocentes flammes, Sa foi me fut donnée, et d'un commun accord Je mis le changement au delà de ma mort, Enfin par un avis d'une extrême importanc Je fus réduit au point de perdre sa présence.
Ie reuins à Florence obligé par ſerment De borner dans ſix mois ce triſte eſloignement;	Je revins à Florence obligé par serment De borner dans six mois ce triste éloignement;
Mais ce temps expiré, l'hyuer, & ma pareſſe Me firent differer l’effect de ma promeſſe, Et tans me figurer ſa triſteſſe, & ſes pleurs I'attendis la ſaiſon qui ſe pare des fleurs, Lors ie me diſpoſois a reuoir cette belle, Quand i’appris de ſa mort la fatale nouuelle;	Mais ce temps expiré, l'hiver, et ma paresse Me firent différer l'effet de ma promesse, Et tans me figurer sa tristesse, et ses pleurs J'attendis la saison qui se pare des fleurs, Lorsqu' ie me disposais a revoir cette belle, Quand j'appris de sa mort la fatale nouvelle;
Elle me ſoupçonna d’vn honteux changement, Et ſa perte ſuiuit vn ſi faux ſentiment.	Elle me soupçonna d'ins honteux changement, Et sa perte suiuit un si faux sentiment.
ILIDAN.	ILIDAN.
O Dieux!	Ô Dieux!
que dites-vous!	que dites-vous!
LVCIDOR.	LUCIDOR.
Apres ceſte infortune, La mort m’eſt deſirable, & Celie importuné, Et ie ſuys ſeulement la reſolution D’vn pere, qui m’immole a ſon intention.	Après cette infortune, La mort m'est désirable, et Celie importuné, Et iecluis seulement la résolution D'un père, qui m'immole a son intention.
SCENE DEVXIESME ERASME, LVCIDOR, FILIDAN,	SCÈNE DEUXIÈME ERASME, LUCIDOR, FILIDAN,
LVCIDOR.	LUCIDOR.
Mou proceue, Mtonfieur, ceite metancholie?	Mou proçue, Mtonfieur, ceite métancholie?
ERASME.	ERASME.
Joignés a mes ennuys vos ſouſpirs, & vos pleurs, Teſmoignons a l’enuy nos communes douleurs:	Joignez à mes ennui vos soupirs, et vos pleurs, Témoignons à l'envi nos communes douleurs:
AVSIBON.	AUSIBON.
Quel accident nouueau differe les delices Que ſon conſentement accorde a mes ſeruices, Quel malheur ſuruenu diuertit nos plaiſirs, Et quelle occaſion demande vos ſouſpirs?	Quel accident nouveau diffère les délices Que son consentement accorde à mes services, Quel malheur survenu divertit nos plaisirs, Et quelle occasion demande vos soupirs?
ERASME.	ERASME.
Pleurés, pleurés ſon mal, vne telle manie A d’auec ſon eſprit ſa raiſon deſ-vnie, Que ceux où l’amitié font vn pieux effort Font beaucoup pour ſon bien de ſouhaitter ſa mort.	Pleurez, pleurez son mal, une telle manie A d'avec son esprit sa raison des-unie, Que ceux où l'amitié font un pieux effort Font beaucoup pour son bien de souhaiter sa mort.
CIDOR.	CIDOR.
Quoy, Celie est troublee?	Quoi, Celie est troublée?
ERASME.	ERASME.
Ouy, mais de telle ſorte, Que tout remede eſt vain au mal qui la tranſporte, Vn Demon furieux poſſede ce beau corps Oui quriee Ileuetins jerbient de vains efforts, Heureux ſi ſeulement les Miniſtres des temples Peuuent remedier a ce mal ſans exemples.	Oui, mais de telle sorte, Que tout remède est vain au mal qui la transporte, Un Démon furieux possède ce beau corps Oui qurie Ileuetins jerbient de vains efforts, Heureux si seulement les Ministres des temples Peuvent remédier à ce mal sans exemples.
VCIDOR.	VCIDOR.
O ſenſible malheur!	Ô sensible malheur!
ERASME.	ERASME.
Ie vais à Clidamant Orand Preſtre de nos Dieux, découurir ſon tourment, Puiſque ſes actions font iuger que ſa peine Excede les efforts de la ſcience humaine.	Je vais à Clidamant Orand Prêtre de nos Dieux, découvrir son tourment, Puisque ses actions font juger que sa peine Excède les efforts de la science humaine.
ILIDAN.	ILIDAN.
Deſlors que ie la vis chocquer voſtre deſſein Ie ne la iugeay pas auoir l’eſprit trop ſain, Et ie rabattis fort, en cinq, ou ſix viſites De l’eſtime qu'on faict de ſes rares merites, Ie doute ſeulement ſi ſa preſomption Euſt eſté ſupportable à ma condition, Ie voudrois feu, pour feu, des larmes, pour des larmes, Ie voudrois triompher quand ie rendrois les armes, Voir rire, quand ie ris, voir ſouffrir en ſouffrant, Voir venir, quand i’irois, en fin prendre en m'offrant.	Deslors que venir la vis chocquer votre dessein Je ne la jugeai pas avoir l'esprit trop sain, Et jour rabattis fort, en cinq, ou six visites De l'estime qu'on fait de ses rares mérites, Je doute seulement si sa présomption Eût été supportable à ma condition, Je voudrais feu, des larmes, des larmes, pour des larmes, Je voudrais triompher quand quelque rendrais les armes, Voir rire, quand ieclis, quand souffrir en souffrant, Voir en, sou firois, en fin prendre en m'offrant.
IDOR.	JDOR.
Sçachant que l’intereſt & mon obeïſſance Ont ſeuls deſſus mes iours étably ſa puiſſance, Crois-tu que ſon amour m’importe infiniment Et m'as-tu veu pouſſer vn ſouſpir ſeulement, Mais elle vient a nous.	Sachant que l'intérêt et mon obéissance Ont seuls dessus mes jours établi sa puissance, Crois-tu que son amour m'importe infiniment Et m'as-tu vu pousser un soupir seulement, Mais elle vient à nous.
SCENE TROISIESME, CELIE, LA NOVRRICE, LVCIDOR, FILIDAN,	SCÈNE -TROISIÈME, CELIE, LA NOURRICE, LUCIDOR, FILIDAN,
EVcidor, ſi ma plainte, LA NOVRRICE, courant apres elle.	EUcidor, si ma plainte, LA NOURRICE, courant après elle.
Hé!	Hé!
Dieux, retenés la.	Dieux, retenez la.
CELIE, tenant Lucidor.	CELIE, tenant Lucidor.
Peut rendre vne ame attainte, Deliure de leurs mains ce miſerable corps Qui ne peut euiter leurs nuiſibles efforts, On me retient captiue, on me croit inſenſee Et tu voys, cher amant, ſi mon ame eſt bleſſee, Tu voys ſi i’extrauague & ſi mon iugement A iamais ſur mes ſens regné plus ſainment, Ma raiſon, diſent-ils, a perdu ſon vſage, Et ſans s’apperceuoir que leur pitié m'outrage, Ils cherchent vn remede a de vaines douleurs, Et forgent a leur gré le ſuiet de leurs pleurs.	Peut rendre une âme attainte, Délivre de leurs mains ce misérable corps Qui ne peut éviter leurs nuisibles efforts, On me retient captive, on me croit insensée Et tu vois, cher amant, si mon âme est blessée, Tu es si j'extravague et si mon jugement A iamais plu mes s' in plus ment, Ma raison, disent-ils, a perdu son usage, Et sans s'apercevoir que leur pitié moutrage, Ils cherchent un remède a de vaines douleurs, Et forgent à leur gré le sujet de leurs pleurs.
LVCIDOR.	LUCIDOR.
Ie ne puis, Filidan, deſſus quelle apparence, Fonder l’opinion de ſon extrauagance, Tout ce diſcours eſt ſain,	Je ne puis, Fidan, dessus quelle apparence, Fonder l'opinion de son extravagance, Tout ce discours est sain,
LA NOVRRICE.	LA NOURRICE.
Tla:	Tla:
que tes vons moments.	que tes vons moments.
Sont vne trefue courte a ſes cruels tourments.	Sont une trêve courte à ses cruels tourments.
CELIE.	CELIE.
On me croit inſenſee, et ma nourrice meſme Accorde ſa croyance a cette erreur extréme, Que me veulent ces gens?	On me croit insensée, et ma nourrice même Accorde sa croyance à cette erreur extrême, Que me veulent ces gens?
quel deſſein enuieux Peut obliger leur voix a dementir leurs yeux?	quel dessein envieux Peut obliger leur voix a démentir leurs yeux?
Depuis que i’ay paru ſur la terre, & ſur l’onde En ce char lumineux d’où i’eclaire le monde.	Depuis que j'ai paru sur la terre, et sur l'onde En ce char lumineux d'où j'eclaire le monde.
A t’on veu dans ces lieux par d’inégales loix Mon corps croiſtre, décroiſtre, & diuiſer les mois?	A -t-on vu dans ces lieux par d'inégales lois Mon corps croître, décroître, et diviser les mois?
Ay-ie voulu ſortir de la vaſte ceinture Où mon cours m'est preſcrit des mains de la nature, Ay-ie par imprudence expoſé l’Vniuers A voir la terre en flame, & mon char a l’enuers?	Ai-je voulu sortir de la vaste ceinture Où mon cours m'est prescrit des mains de la nature, Ai-je par imprudence exposé l'Univers A voir la terre en flamme, et mon char a l'envers?
Et bien?	Et bien?
LA NOVRRICE.	LA NOURRICE.
LVCIDOR.	LUCIDOR.
Las ce diſcours dißipe aſſés mes doutes;	Las ce discours dissipe assez mes doutes;
CELIE.	CELIE.
Je faicts les mois egaux par d’inégales routes, Et de tant de chemins, l’vn & l’autre ſentier Battu par mes cheuaux, ne faict qu’vn cercle entier, I'emprunte ma clarté des rayons de mon frere, Et ſi nous nous treuuons ſur vn meſme hemiſpheJl change ma lumiere en la couleur des Cieux, Et ma figure alors paroiſt ſeule a vos yeux, Nos ſeules deités au ſeiour ou nous ſommes Trauaillent ſans repos, pour le repos des hommes, Ce Dieu, dont chacun craint & reuere le nom, Demeure languiſſant dans les bras de Junon, Le Demon des combats, las du trauail des armes, Trouue au ſein de Uenus d’incomparables charmes, L’amour les tient oiſifs et pour nous ſeulement Il n’a point deſtiné de maistreſſe, & d’amant, Ie languis toutefois d’vne atteinte ſecrette La beauté d’vn chaſſeur preſide à ma défaite, Mais la neceſſité de pourſuiure mon cours Me deffend de le voir qu’vn moment tous les iours, Un baiſer dérobé ſur ſa bouche vermeille, Lors qu’en ſon ori(on tout le monde ſommeille Vn regard, vn adieu, ſont tout l’allegement Que ma condition permet à mon tourment.	Je faits les mois égaux par d'inégales routes, Et de tant de chemins, l'Honneur et l'autre sentier Battu par mes chevaux, ne fait qu'un cercle entier, J'emprunte ma clarté des rayons de mon frère, Et si nous nous trouvons sur un homme hémispheût été ma lumière en la couleur des Cieux, Et ma figure alors paraît re a vos yeux, Nos seules sont au seiour ou nous sommes à vos yeux, Nos se repos de hommes, Le Se, dont chacun craint et ère le a, Demeure languissant sans re bras de Pô, Pour Le re combats, las du trauail es hommes, Do au le de Uenus hom mes, Damour les tient oisifs etpour nous seulement Il cra point lie de maîtresse, et Dem,Ure languis toutefois d an secrette La beauté chasseur preside a ma défaite, Mais a necessité de poursuiure an cours Me défend de le voir moment tous les iours, Un as de sur sa bouche m, Lors buen son du le monde sommeille regard, adieu, et tout la Que ma condition permet mon tourment.
LVCIDOR.	LUCIDOR.
Dieux!	Dieux!
quelle impreßion trouble ſa fantaiſie!	quelle impression trouble sa fantaisie!
Et de quel genre helas!	Et de quel genre hélas!
est ceſte frenaiſie.	est cette frénaisie.
LA NOVRRICE.	LA NOURRICE.
Auons, entres Celie, ha!	Avons, entres Célie, ha!
mes efforts ſont vains, Preſtés voſtre aßiſtance à ces debiles mains.	mes efforts sont vains, Prêtez votre assistance à ces débiles mains.
CELIE.	CELIE.
Lucidor Quelle rage, inſenſés, porte voſtre inſolence A diuertir l’effect des rayons que ie lance?	Lucidor Quelle rage, insensés, porte votre insolence A diuertir l'effet des rayons que ie lance.
chappe, Orgueilleux Phaëtons, quel deſſein criminel Oppoſe vos efforts a cet ordre eternel?	chape, Orgueilleux Phaétons, quel dessein criminel Oppose vos efforts à cet ordre éternel?
L’orient a mon char ouure ſa large porte, Le bruict ceſſe par tout, & la lumiere est morte, Le Aſtres eſtonnés ſont en confuſion, Et la nature ſouffre a vostre occaſion, Voyés ces lieux obſcurs et cette plaine nuë Où les filles d’Atlas attendent ma venuë, Voulés vous contre l’ordre & contre la ſaiſon Tenir mon frere, & moy ſur vn meſme oriZon?	L'orient à mon char gure sa large porte, Le bruit cesse par tout, et la lumière est morte, Le Astres étonnés sont en confusion, Et la nature souffre a votre occasion, Voyez ces lieux obscurs et cette plaine nue Où les filles d'Atlas attendent ma venue, Voulés vous contre l'ordre et contre la saison Tenir mon frère, et moi sur un autre orizon?
S’eſtant J’ay vaincu leurs efforts & Diane outragee De leurs profanes mains enfin s'est dégagee, Suiuons les mouuements d’vne iuſte fureur, Et purgeons l’Uniuers de ces obiets d’horreur.	S'étant J'ai vaincu leurs efforts et Diane outragée De leurs profanes mains enfin s'est dégage, Suivons les mouvements d'une juste fureur, Et purgeons l'Univers de ces objets d'horreur.
Tirons de l’Ocean, & du ſein de la terre, Une matiere propre a forger vn tonnerre, Faiſons voir ces beaux lieux en rochers conuertis.	Tirons de l'Océan, et du sein de la terre, Une matière propre à forger un tonnerre, Faisons voir ces beaux lieux en rochers convertis.
Animons les ſuiets d’Æole, & de Thetis, Confondons ceſte pleine, & les pleines ſallees Rendons ces monts deſerts, ces Foreſts deſolees, El que pour tonte marque ilreſte dans ces lieux Celle de ce que peut vne fille des Dieux.	Animons les sujets d'Épole, et de Thétis, Confondons cette pleine, et les pleines sallées Rendons ces monts déserts, ces Forêts désolées, Él que pour tonte marque ilreste dans ces lieux Celle de ce que peut une fille des Dieux.
CIDOR.	CIDOR.
Que ceſte impreßion eſt forte en ſa penſee, Que ſon mal est puiſſant & ſa raiſon bleſſee.	Que cette impression est forte en sa pensée, Que son mal est puissant et sa raison blessée.
CELIE, à Lucidor.	CELIE, à Lucidor.
Quoy, iuſques dans ces lieux, tu veux ſuiure mes pas?	Quoi, jusque dans ces lieux, tu veux suivre mes pas?
Ce perilleux deſſein ne t’épouuante pas?	Ce périlleux dessein ne t'épouvante pas?
Es-tu de ces Titans dont l’audace effrontée A iuſques dans les Cieux l’arrogance portee?	Es-tu de ces Titans dont l'audace effrontée A jusque dans les Cieux l'arrogance portée?
Es-tu du ſang honteux de ce monſtre a cent mains Qui fiſt contre les Dieux ſoufleuer les humains, Celeſtes cytoyens puniſſés ce profane Uniſſés voſtre force à celle de Diune, Mais ces bras ſuffirout, & cet vnique effort Te liure temeraire, au pouuoir de la mort.	Es-tu du sang honteux de ce monstre à cent mains Qui fît contre les Dieux souffleuver les humains, Célestes citoyens punissés ce profane Unissés votre force à celle de Diune, Mais ces bras suffirout, et cet unique effort Te livre téméraire, au pouvoir de la mort.
LVCIDOR, s’enfuyant Adieu, ie cede aux coups,	LUCIDOR, s'enfuyant Adieu, tu cède aux coups,
FILIDAN, le ſuiuant, Ie renonce aux maistreſſes Qui traictent leurs amants de ſemblables careſſes.	FILIDAN, le suivant, Je renonce aux maîtresses Qui traitent leurs amants de semblables caresses.
SCENE QVATRIESME.	SCÈNE QUATRIÈME.
LA NOVRRICE, CELIE, ſeuls.	LA NOURRICE, CÉLIE, seuls.
LA NOVRRICE.	LA NOURRICE.
leux!	leux!
