M.	M.
auquel ſujet elle chaſſa de ſa Cité lo meſ- Archiloque, auſſi-toſt qu’il y fur entré, pour auoir auancé par écrt vne propoſition, qu’elle eſtimoit dérogeante à ouïr les l’honneut:	auquel sujet elle chassa de sa Cité lo mes- Archiloque, aussitôt qu'il y fur entré, pour avoir avancé par écrt une proposition, qu'elle estimait dérogeante à ouïr les l'honnut:
Et à cette meſme fin defenPeïtts, dit toutes ſortes de Comedies & Tragedies, où des ſujets laſcifs & vicieux eſtoient repreſentez;	Et à cette autre fin defenPeïtts, dit toutes sortes de Comédies et Tragédies, où des sujets lascifs et vicieux étaient représentez;
ſans vouloir receuoir (ajoûte le meſme Autheur) pour excuſe (ce qu’alleguent nos Poëtes modernes) que les Fables (ou ſujets du Theatre) n’eſtoient inuentées que pour le delectable;	sans vouloir recevoir (ajoute le même Auteur) pour excuse (ce qu'alléguent nos Poètes modernes) que les Fables (ou jets du Théâtre) n'étaient inventées que pour le délectable;
dautant ( répondoient-ils) que ce plaiſir pretendu affoiblit, relâche & corrompt les eſprits.	dautant ( répondaient-ils) que ce plaisir prétendu affaiblit, relâche et corrompt les esprits.
Les Chrériens poutroient bien emprunter cette meſme réponſe, pour la faire à Horace & aux autres gaillards de meſme Secte, ſi nous ne la tenions d’vn des plus grands Docteurs de l’Egliſe, s.	Les Chrériens poutraient bien emprunter cette même réponse, pour la faire à Horace et aux autres gaillards de même Secte, si nous ne la tenions d'un des plus grands Docteurs de l'Église, s.
Baenſeignant de boûcher les aureilles aux diſcours de ce genre, comme on dit que ad jule prudent Vlyſſe fit aux chants des uenet Syrenes;	Baenseignant de boucher les oreilles aux discours de ce genre, comme on dit que ad jule prudent Vlysse fit aux chants des uenet Syrène;
fermant vne leçon ſi Chré-quomitienne, de cet Epiphoneme;	fermant une leçon si Chré-quomitienne, de cet Epiphoneme;
Que la parole eſt un chemin ouuert pour conduire & tirer à l’œuure.	Que la parole est un chemin ouvert pour conduire et tirer à l'œuvre.
Quant à ce qui concerne Ariſtote, ciant.	Quant à ce qui concerne Aristote, ciant.
c’eſt le tirer à coutrepoil que luy attribuer ce laſche ſentiment ſur quelques mots détournez & pris à contreſens;	c'est le tirer à coutrepoil que deux attribuer ce lâche sentiment sur quelques mots détournez et pris à contents;
comme il ſeroit aiſé de verifier par les claires authoritez de ſon raiſonnement.	comme il serait aisé de vérifier par les claires autorités de son raisonnement.
Et ſi ce Philoſophe eût eü cette penſée lors qu’il donne à ce genre de Poëſie les ſix parties qui font ſon aſſortiſſement aprés la premiere, qu’il nomme la Fable, & qui eſt le ſujet de l’action repreſentée, luy auroit-il aſſigné pour ſeconde & principale celle qu’il appelle les Mœurs, comme il a fait plulieurs fois au quatriéme de ſa ẽ Poëtique.	Et si ce Philosophe eût eue cette pensée lors qu'il donne à ce genre de Poésie les six parties qui font son assortissement après la première, qu'il nomme la Fable, et qui est le sujet de l'action représentée, elle aurait-il assigné pour seconde et principale celle qu'il appelle les Mœurs, comme il a fait plulieurs fois au quatrième de sa endre Poëtique.
Et on ne peut entendre par ce terme de Mœurs, vn peruertiſſement de la vraye Morale, tel qu’eſt celuy de la Tragedie moderne, à moins que de luy faire donner vn démenti à toute ſa Doctrine.	Et on ne peut entendre par ce terme de Mœurs, un pervertissement de la vraie Morale, tel qu'est celui de la Tragédie moderne, à moins que de lui faire donner un démenti à toute sa Doctrine.
Ie veux qu’il aye dit que cette façon de Poëſie eſt beaucoup delectable, en quoy il n’a fait qu’accommoder ſon Plato.	Je veux qu'il aie dit que cette façon de Poésie est beaucoup délectable, en quoi il n'a fait qu'accommoder son Plato.
ſentiment à celui de ſon Maiſtre, écriuant que la Tragedie eſt telle, qu’elle delecte exttéinement le peuple, & charme les eſprits:	sentiment à celui de son Maître, écrivant que la Tragédie est telle, qu'elle delecte exttéinement le peuple, et charme les esprits:
mais il ne s’enſuir pas qu’il approuue autre charme où delectation, que celle de l’eſprit,comme portent ſes ternes & ceux de ſon-dit Maiſtre.	mais il ne s'ensuir pas qu'il approuve autre charme où délectation, que celle de l'esprit, comment ses ternes et ceux de son-dit Maître.
En quel ſens pluſieurs ont voulit releuer Epicure de l’erceur qui lui eſt impoſée, prenans ſa volupte pour celle de l’eſprit entant que raiſonnable.	En quel sens plusieurs ont voulit relever Epicure de l'erçeur qui lui est imposée, prenants sa volupté pour celle de l'esprit entant que raisonnable.
Mais l’action du Theatre Moderne ne ſçauroit pas ſouffrir cette expoſition, elle eſt trop éloignée des mouuemens gracieux portans à la vertu, trop ſevrée des plaiſits de l’eſprit, ou depourueue des fiuit, uencieux de ia vraie raiſon, puis-qu’on n’y pretend point trauailler pour les mœurs, & qu’on ne s’y propoſe qu’à delecter ſans ſoin de profiter, qui n’eſt à bien prendre qu’à flatter le vice & chatoüiller la ſenſualité:	Mais l'action du Théâtre Moderne ne saurait pas souffrir cette exposition, elle est trop éloignée des mouvements gracieux portant à la vertu, trop sevrée des plaisits de l'esprit, ou dépourvue des fiduit, uencieux de ia vraie raison, puis-qu'on n'y prétend point travailler pour les mœurs, et qu'on ne s'y propose qu'à délecter qui soin à profiter, qui 'est à bien prendre qu'à flatter le vice et chatoüiller la sensalité:
à quelle fin les Acteurs ſe gagent pour abuſer, & les Spectateurs s’engagent pour eſtre abuſez.	à quelle fin les Acteurs se gagent pour abuser, et les Spectateurs s'engagent pour être abusés.
Il eſt vray que les vns ſemblent agir auec plus de malice, & les autres ſouffrir auec plus de ſottiſe:	Il est vrai que les uns semblent agir avec plus de malice, et les autres souffrir avec plus de sottise:
mais l’action des vns n’eſt vesitablement qu’vne en realité, auec là paſſion des autres;	mais l'action des uns n'est véitablement qu'une en realité, avec là passion des autres;
puis-que ceux-cy veulen;	puis-que ceux-cy veulen;
eſtre abuſez, de meſme que ceux-là veulent les abuſer.	Ah abusez, de même que ceux-là veulent les abuser.
Et en cette concurrence d’abus, les abuſeurs conuiennent auec les abuſez à faire vn effort conjoint pour armer puiſſamment le ſens contre la raiſon, luy oſtant la connoiſſance du vray par vn amuſement de Fables erronées, & luy perſuadant la fuite du bien par l’amorce ſenſuelle des vices & des mœuts corrompuës.	Et en cette concurrence d'abus, les abuseurs conviennent avec les abusés à faire un effort conjoint pour armer puissamment le sens contre la raison, lui ôtant la connaissance du vrai par un amusement de Fables erronées, et même persuadant la fuite du bien par l'amorce sensuelle des vices et des mœuts corrompues.
Ce fut ſous le pretexte d’vne repreſentation de Ieux que les premiers Romains attenterent le rauiſſement des Sabines, & le violement de leur pudicité:	Ce fut sous le prétexte d'une représentation de Jeux que les premiers Romains attentèrent le ravissement des Sabines, et le violement de leur pudicité:
& il n’eſt que trop vray qu’aujourd’huy le Theatre couue & trame de pareils attentats, & ne produit enfin que de meſmes effets.	et il n'est que trop vrai qu'aujourd'hui le Théâtre couve et trame de pareils attentats, et ne produit enfin que de mêmes effets.
Ce qui fait differer les Ieux modernes de ces anciens, eſt, que ceux-la n'auoſent pour fin S.	Ce qui fait différer les Jeux modernes de ces anciens, est, que ceux-la n'avosent pour fin S.
Nier.	Nier.
in epiſt.	in epist.
qu’vn mariage honneſte, & que ceux-cy ne viſent au contraire qu’à l’induction de diuerſes impuretez honteuſes, ſans ſe pouuoir ni couurir ni parer d’aucun titre où pretexte d’honneur & de juſtice.	qu'un mariage honnête, et que ceux-cy ne visent au contraire qu'à l'induction de diverses impureté honteuses, sans se pouvoir ni couvrir ni parer d'aucun titre où prétexte d'honneur et de justice.
C’eſt ce qui a fait ſi hautement crier les Saints Peres contre ce genre de Poëſie, & qui a tiré ces grands mois de de duo- la plume de S.	C'est ce qui a fait si hautement crier les Saints Pères contre ce genre de Poésie, et qui a tiré ces grands mois de de duo-là la plume de S.
Hierõme:	Hieromme:
Les vers de bus fi-ces Poëtes, cette ſcience ſeculiere, cette liis.	Les vers de bus fi-ces Poètes, cette science séculière, cette liis.
pompe de paroles rhetoriciennes, ſont la paſture du diable:	pompe de paroles rhétoriciennes, sont la pâture du diable:
Il n’y a point de ſatisfaction de verité, point de refection de juſtice:	Il n'y a point de satisfaction de vérité, point de réfection de justice:
les curieux de ces choſes perſeuerent en la faim du vray, & en la diſette des vertus.	les curieux de ces choses persévèrent en la faim du vrai, et en la disette des vertus.
Ce qui a fait donner 8.	Ce qui a fait donner 8.
Baſi-ce conſeil ſalutaire à Saint Baſile, qu’il faut prendre garde qu’eſtans chatoüillez par la volupté du diſcours, nous n’aualliont la corruption, comme de ceux qui façonnent artiſtement, & couurent le venin dans le miel.	Basi-ce conseil salutaire à Saint Basile, qu'il faut prendre garde qu'étant chatouillez par la volupté du discours, nous n'avalliont la corruption, comme de ceux qui façonnent artistement, et couvrent le venin dans le miel.
C'eſt ce qui S.	C'est ce qui S.
Chr.	Chr.
a donné ſujet à ce grand Patriarche, diuin Cenſeur du Theatre profane & diſſolu, dreſſé par les faux Chrétiens de ſon temps, de ſaite entenure rinpoſſibilité du ſalut à ceux qui s’habituënt à l’aſſiſtance de ſes ſpectacles, par ces termes dorez:	a donné sujet à ce grand Patriarche, divin Censeur du Théâtre profane et dissolu, dressé par les faux Chrétiens de son temps, de saiste entenure rinpossibilité du salut à ceux qui s'habituënt à l'assistance de ses spectacles, par ces termes dorés:
Que comme un lieu ſujet au dégorgement d’vne ſource qui ne decharge qu’une eau limoneuſe & ipaiſſe de bouë, a beau eſtre laut & nettoyé, puis-que le cours continuant de cette cauſe impure, reproduit auſſi-toſt l’effet inéuitable de ſon impureté:	Que comme un lieu sujet au dégorgement d'une source qui ne décharge qu'une eau limoneuse et jépaisse de boue, a beau être laut et nettoyé, puisque le cours continuant de cette cause impure, reproduit aussitôt l'effet inéuitable de son impureté:
De meſme ceux qui viuent expoſez aux ſales impreſſions que leur dégorge le Theatre, ont beau ſe lauer du rapport qu’ils font de ſes immondicitez, puis-que dans l’habitude de leur retour perſeuerant, eſtans ſoûmis à la recheute de ce bourbier infect, leurs ordures deuiennent plus fortes, plus épaiſſes, plus vilaines, & plus puantes.	De même ceux qui vivent exposés aux sales impressions que leur dégorge le Théâtre, ont beau se lauer du rapport qu'ils font de ses immondicités, puis-que dans l'habitude de leur retour persévérant, étant soumis à la rechute de ce bourbier infect, leurs ordures deviennent plus fortes, plus épaisses, plus vilaines, et plus puantes.
Si nous ſommes Chrétiens, pouuons-nous receuoir ces auis ſans gémir, ſans pleurer, & ſans deteſter l’étrange peruerſité du ſiecle malheureux où nous ſommes reduits?	Si nous sommes Chrétiens, pouvons-nous recevoir ces avis sans gémir, sans pleurer, et sans détester l'étrange perversité du siècle malheureux où nous sommes réduits?
auquel, ou nous auons entierement perdu la memoire d’auoir (à la face de Dieu & de l’Egliſe) promis & proteſté de renoncer au diable, à ſes pompes, & à ſes œuures;	auquel, ou nous avons entièrement perdu la mémoire d'avoir (à la face de Dieu et de l'Église) promis et protesté de renoncer au diable, à ses pompes, et à ses œuvres;
ou auec vne derniere effronterie nous retractons obſtinément cette promeſſe & proteſtation, n’ayans plus grand plaiſir qu’à viure, qu’à nous paiſtre, & à nous nourrit d’vn entretien du toue coutraire, & deuëment nommé la paſture du diuble Si la veuë attentiue des remarquables prejudices arriuez autrefois en la Police Romaine, par les Ieux ou Actions Comiques & Tragiques, tira cette Sentence tres-vraie & tresjudicieuſe de la bouche de tous les plus ſages Romains ( quoy que Payens) que le voluptueux Theatre de l’Ædile Scaure, délicieuſement imité par les Ædiles ſes ſucceſſeurs, ſit plus de tort à la Cite, que la proſcription horrible du Dictateur Sylla, cruellement ſuiui par les Tyrans ſes ſectateurs:	ou avec une dernière effronterie nous rétractons obstinément cette promesse et protestation, n'ayant plus grand plaisir qu'à vivre, qu'à nous paître, et à nous nourrit d'un entretien du toue coutraire, et duement nommé la pâture du divble Si la vue attentive des remarquables préjudices arrivez autrefois en la Police Romaine, par les Ieux ou Actions Comiques et Tragiques, tira cette Sentence très-vraie et trèsjudicieuse de la bouche de tous les plus sages Romains ( quoi que Payens) que le voluptueux Heatre de l'Ædile Scaure, délicieusement imité par les Ædiles ses successeurs, plus dé tort la Cite, que la proscription horrible du Dictateur Sylla, m suiui par les Tyrans ses sectateurs:
Tous ceux-cy ne s’eſtans portez qu’à chaſſer & bannir quelques vertueux Citoyens;	Tous ceux-cy ne s'étant portés qu'à chasser et bannir quelques vertueux Citoyens;
& ceux-là ne prenans plaiſir qu’à ſequeſtrer entierement de la Republique les vertus meſmes ciuiles & morales.	et ceux-là ne prenants plaisir qu'à séquestrer entièrement de la République les vertus mêmes civiles et morales.
Que peuuent aujourd’huy dire les vrais Chrétiens, de ce contagieux exercice des Payens (improuué par eux-meſmes) alors qu’ils conſiderent la ſacrée ſeuerité de leur doctrine confonduë en des farces & bouffonneries laſciues?	Que peuvent aujourd'hui dire les vrais Chrétiens, de ce contagieux exercice des Païens (improuvé par eux-mêmes) alors qu'ils considèrent la sacrée sévérité de leur doctrine confondue en des farces et bouffonneries lasciues?
les Loix celeſtes de leur ſainte profeſſion violées par des relâchemens profanes & impies?	les Lois célestes de leur sainte profession violées par des relâchements profanes et impies?
& l’Eſcole diuine du Docteur qu’ils font mine d’entendre, de ſuiure & d’imiter, tenué par le diabie, occupee en les pompes, remplie de ſes œuures;	et l'École divine du Docteur qu'ils font mine d'entendre, de suivre et d'imiter, tenvé par le diabie, occupe en les pompes, remplie de ses œuvres;
& ai(par vne deteſtable perfidie) trahie & proſtituée à ſes ennemis, par des écoliers & diſciples ſectaires de Iudas, baiſans & trahiſſans leur Maiſtre?	et ai(par de détestable perfidie) trahie et prostituée à ses ennemis, par des écoliers et disciples sectaires de Judas, baisants et trahissants leur Maître?
Que peuuent (dis-je) aujourd’hui dire les vrais Chrétiens,ſinon que ces Doüillets Profeſſeurs du Theatre Moderne, qui font gloire d’auoir pour fin le delectable, portent plus de dommage à la Republique Chrétienne par leurs complaiſances laſciues, que les pius cruels ennemis de la Foy ne luy ont jamais fait par leurs violentes perſecutions:	Que peuvent (dis-je) aujourd'hui dire les vrais Chrétiens, que ces Doüillets Ennemis de Théâtre Moderne, qui font gloire d'avoir pour fin le délectable, portent plus de dommage à la République Chrétienne par leurs complaisances lascives, que les pius cruels ennemis de la Foi ne lui ont jamais fait par leurs violentes persécutions:
Ceux-là par leurs tourments ont purifié les ames, ont accrû leurs merites, leur ont acquis des loyers & des couronnes, & ont enfin peuplé le Ciel de Saints:	Ceux-là par leurs tourments ont purifié les âmes, ont accru leurs mérites, leur ont acquis des loyers et des couronnes, et ont enfin peuplé le Ciel de Saints:
Ceux-cy par leurs chatoüillemens corrompent les eſprits, les ſurchargent de crimes, leur procurent des peines & des ſupplices, enfin comblent l’Enfer de perdus & de damnez;	Ceux-cy par leurs chatoüillemens corrompent les esprits, les surchargent de crimes, leur procurent des peines et des supplices, enfin comblent l'Enfer de perdus et de damnés;
puis-qu’il n’eſt que trop vray que de toutes les perſonnes qui s’expoſent aux dangers reconnus de ce diuertiſſement ſenſuel, il ne s’en trouue point qui n’en reuienne moins vertueuſe qu’elle n’y eſt allée;	puis-qu'il n'est que trop vrai que de toutes les personnes qui s'exposent aux dangers reconnus de ce divertissement sensuel, il ne s'en trouve point qui n'en revienne moins vertueuse qu'elle n'y est allée;
que les vnes y perdent (au moins mentalement) leur chaſteté;	que les unes y perdent (au moins mentalement) leur chasteté;
les autres la r’amenent chancellante & penchante à ſa cheüte:	les autres la ramènent chancelante et penchante à sa chue:
mais iamais l’innocence n’en eſt reuenue dans ſon integrité.	mais jamais l'innocence n'en est revenue dans son integrité.
Voilà tout le profit qu’on y peut eſperer, & qu’on y doit pretendre des leçons qui s’y font continüellement, des ruſes, artifices, & moyens propres à combattre la vertu, renuerſer la raiſon, fortifier le vice, & inthroniſer la ſenſualité.	Voilà tout le profit qu'on y peut espérer, et qu'on y doit prétendre des leçons qui s'y font continuellement, des ruses, artifices, et moyens propres à combattre la vertu, renverser la raison, fortifier le vice, et inthroniser la sensvalité.
C’eſt vne verité toute claire & conſtante, qu’vn Poëte eſt dans la crainte de paroître Chrétien, où le Theatre Moderne eſt expoſé par la production d’vne Pieçe qui porte l’air du Ciel, & ſoit veuë capable de donner quelque ſentiment de vertu, à moins que de riſquer la perte du credit qu’il peut auoir acquis;	C'est une vérité toute claire et constante, qu'un Poète est dans la crainte de paraître Chrétien, où le Théâtre Moderne est exposé par la production d'une Pieçe qui porte l'air du Ciel, et soit vue capable de donner quelque sentiment de vertu, à moins que de risquer la perte du crédit qu'il peut avoir acquis;
& que ce fut aſſez à vn des plus celebres de ce temps, d’auoir introduit en cette Academie de cortuption deux Actions Chrétiennes, parmi grand nombre de Profanes, pout jetter au rabais ſa reputation, s’il ne l’eût promptement releuée par la montre & les leçons d’vn Docteur de Menſonge.	et que ce fut assez à un des plus célèbres de ce temps, d'avoir introduit en cette Académie de cortuption deux Actions Chrétiennes, parmi grand nombre de Profanes, pout jetter au rabais sa réputation, s'il ne l'eût promptement relevée par la montre et les leçons d'un Docteur de Mensonge.
Ie ne contredis pas à celui qui a dit, qu’il y a temps de rire & de pleuter.	Je ne contredis pas à celui qui a dit, qu'il y a temps de rire et de pleuter.
I’auoue que comme il faut bandet l’arc & le luth pour s’en ſeruir, il faut les relaſcher pour ne pas rendre leur ſeruice inutile.	J'avoue que comme il faut bandet l'arc et le luth pour s'en servir, il faut les relâcher pour ne pas rendre leur service inutile.
Ie ne conteſte point la maxime de la raiſon naturelle, que tout ce qui trauaille a beſoin de repos;	Je ne conteste point la maxime de la raison naturelle, que tout ce qui travaille a besoin de repos;
& ſuis d’accord auec la Theologie, laquelle ne fait point de difficulté de receuoir l’Eutrapelie dans les vertus morales.	et suis d'accord avec la Théologie, laquelle ne fait point de difficulté de recevoir l'Eutrapelie dans les vertus morales.
I’ajoûte encor de ſurcroît, que l'vne des plus honneſtes recreations conuenantes à l’homme, eſt celle qu’il retire de l'vſage des Arts Liberaux, & en particulier de la Poëſie, entre les genres de laquelle je conuiens auec Platon & Ariſtote, que la Tragedie delecte exrrémement & charme les eſprits;	J'ajoute encor de surcroît, que l'une des plus honnêtes recreations convenantes à l'homme, est celle qu'il retire de l'usage des Arts Libéraux, et en particulier de la Poésie, entre les genres de laquelle je conviens avec Platon et Aristote, que la Tragédie délècte exrrémement et charme les esprits;
