M.	M.
La tyrannie du ſiecle à beau aſſuiettir la reputation des hommes ſous l’empire de l’opinion, la mienne ne releue que de la verité;	La tyrannie du siècle à beau assuiettir la réputation des hommes sous l'empire de l'opinion, la mienne ne relève que de la vérité;
Et comme i’attends d’elle ſeule ma recompenſe, mes plaiſirs naiſſent de mes trauaux.	Et comme j'attends d'elle seule ma récompense, mes plaisirs naissent de mes travaux.
D’ailleurs les loüanges ſont ſi communes auiourd’huy en la bouche des hommes, que l’intereſt ou la flatterie les diſtribuent prodigalement à tout le monde.	D'ailleurs les louanges sont si communes aujourd'hui en la bouche des hommes, que l'intérêt ou la flatterie les distribuent prodigalement à tout le monde.
Et de moy ie ſuis ſi delicat, que ſi la raiſon ne me les donne i’en refuſe les preſens.	Et de moi je suis si délicat, que si la raison ne me les donne j'en refuse les présents.
Adieu, ie coniure pourtant ton bon Genie de m’eſtre fauorahle.	Adieu, Seigneur conjure pourtant ton bon Génie de m'être favorahle.
CONSENTEMENT Monſieur le Procureur du Roy.	CONSENTEMENT Monsieur le Procureur du Roi.
DE	DE
E n’empeſche pour le Roy l’impreſſion du Iliure intitulé;	E n'empêche pour le Roi l'impression du Ilivre intitulé;
le Pandoſte, ou la Princeſſe mal-heureuſe du SrDE LA SERRE, eſtre faict par Claude Larjot, & Iean Aymé Candy', auec deffence en tel cas acouſtumee Ce 28.	le Pandôte, ou la Princesse malheureuse du SrDE LA SERE, être fait par Claude Larjot, et Jean Aymé Candi, était défense en tel cas acoutumée Ce 28.
Nou.	Nov.
1631.	1631.
PVGET.	PUGET.
PERMISSIONDE MONSIEPR le Lieutenant General.	PERMISIONDE MONSIEPR le Lieutenant Général.
Oit fait ſuiuant les concluſions du ProcuOreur du Roy, & deffences en tel cas requiſes Faict les an, & iour que deſſus.	Oit fait suivant les conclusions du ProcuOreur du Roi, et défenses en tel cas requises Fait les an, et jour que dessus.
DECHAPONAY ARGVMENT DE LA PREMIERE IOVRNEE.	DECHAPONAY ARGUMENT DE LA PREMIÈRE IOVRNEE.
Gatocles, Roy de Sicile, &eſtant venu viſiter le Roy Pandoſte, nouuellement mariée, pour renouueller les proteſtations de leur ancienne amitié.	Gatocles, Roi de Sicile, etestant venu visiter le Roi Pandôte, nouvellement mariée, pour renouveler les protestations de leur ancienne amitié.
Son bel eſprit & ſa bonne mine, eſgalement admirables rendent ſon hoſte ſi ialoux, qu’il ſe reſout de le faire empoiſonner le croyant conuaincu en effect, comme il l'eſtoit dans ſon imagination, du crime d’adultere auec la Royne Belaire ſon eſpouſe.	Son bel esprit et sa bonne mine, également admirables rendent son hôte si jaloux, qu'il se résout de le faire empoisonner le croyant convaincu en effet, comme il l'était dans son imagination, du crime d'adultère avec la Royne Bélaire son épouse.
Celuy à qui il auoit communiqué ſon pernicieux deſſein,, en decele le ſecret au Roy Agatocles, & tous deux enſemble cherchent leur abry dans leur fuite.	Celui à qui il avait communiqué son pernicieux dessein, en décele le secret au Roi Agatocles, et tous deux ensemble cherchent leur abri dans leur fuite.
Pandoſte fortifié dans ſa ialouſe opinion, par leur depart ineſperé fait empriſonner la Roy ne quoy qu’elle fuſt enceinte, & deſlors qu’elle fut ac couchée d’vne fille, il la fait expoſer à la mercy des ondes dãs vn petit eſquif, ſans voile, & ſans pilote.	Pandôte fortifié dans sa jalouse opinion, par leur départ inespéré fait emprisonner la Roi ne quoi qu'elle fût enceinte, et délors qu'elle fut ac couchée d'une fille, il la fait exposer à la merci des ondes dans un petit esquif, sans voile, et sans pilote.
Toutesfois le Ciel en voulut faire l’office;	Toutefois le Ciel en voulut faire l'office;
Car cet eſquif aborde heureuſement le riuage, & vn Payſan prẽd à protection cette ieune Princeſſe richement emmaillotée, & portant pendu au col vne bague de grand prix.	Car cet esquif aborde heureusement le rivage, et un Paysan prẽd à protection cette jeune Princesse richement emmaillotée, et portant pendu au col une bague de grand prix.
Le Roy Pandoſte cependant eſtãt contraint, par maxime d’Eſtat, de faire conſulter l’Oracle, ſur vne affaire de telle importance.	Le Roi Pandôte cependant étant contraint, par maxime d'État, de faire consulter l'Oracle, sur une affaire de telle importance.
Par ſa reſponſe, la Royne Belaire eſt declarée innocente.	Par sa réponse, la Royne Bélaire est déclarée innocente.
Et à meſme temps les funeſtes nouuelles de la mort de ſon fils vnique, donnent fin eſgalement, & a ſes malheuis,eeu la tierpous lirez les adieux qu’elle fait en mourant à ſon eſpoux, & les regrets dont il eſt attaint, pour vne ſi grande perte.	Et à même temps les funestes nouvelles de la mort de son fils unique, donnent fin également, et à ses malheuis,eeu la tierpous lirez les adieux qu'elle fait en mourant à son époux, et les regrets dont il est attaint, pour une si grande perte.
A RGVMENT de la ſeconde Iournee.	À RGUMENT de la seconde Journe.
Oraſte fils vnique du Roy 2 Agatocles deuient amoureux de Fauuye fille du Roy l’andoſte, faiſant toutesfois la profeſſion de Bergere, comme nourrie & eſleuée ſous la protectioh du Berger qui l’auoit trouuée ſur le riuage de lamer.	Oraste fils unique du Roi 2 Agatocles devient amoureux de Fauuye fille du Roy l'andôte, faisant toutefois la profession de Bergère, comme nourrie et élevée sous la protectioh du Berger qui l'avait trouvée sur le rivage de lamer.
L’amour de ce Prince deuient ſi extreme, qu’il ſe reſoud de l’enleuer;	L'amour de ce Prince devient si extrême, qu'il se résoud de l'enlever;
Et du deſſein, venant aux effects, apres s’eſtre promis reciproquement mariage, ils s’embarquent ſur mer & font voile, du coſté que le vent de leur fortune les pouſſe.	Et du dessein, venant aux effets, après s'être promis réciproquement mariage, ils s'embarquent sur mer et font voile, du côté que le vent de leur fortune les pousse.
Ils amenoient aucc auec eux le Pere nourricier de Fauuye;	Ils amenaient aucc ès eux le Père nourricier de Favuie;
de peur qu’il ne decelaſt par ſes plaintes, le ſujet de leur fuite.	de peur qu'il ne décelât par ses plaintes, le sujet de leur fuite.
L’orage & la tempeſte, dont ils ſont accueillis les iettent au port de la principale ville du Royaume de l'andoſte;	L'orage et la tempête, dont ils sont accueillis les jetent au port de la principale ville du Royaume de l'andôte;
Et comme la beauté de Fauuye attiroit les regards en foule de tout le monde.	Et comme la beauté de Fauuye attirait les regards en foule de tout le monde.
Les nouuelles de leur arriuée viennent iuſques aux oreilles du Roy, qui fut curieuy de voir ceſte belle eſtrangere.	Les nouuelles de leur arrivée viennent jusques aux oreilles du Roi, qui fut curieui de voir cette belle étrangère.
Sſ curioſité luy couſte cher:	Ss curiosité était coûte cher:
car il en deuient paſſiõné iuſques au poinct d’employer tous les efforts de ſon eſprit & tous les charmes de ſa grãdeur, pour tenter ſa pudicité, mais ſes ſoings ſont inutiles.	car il en devient passionné jusques au point d'employer tous les efforts de son esprit et tous les charmes de sa grandeur, pour tenter sa pudicité, mais ses soins sont inutiles.
Ce qui le porte à rechercher vn autre moyen, faiſant empriſonner ſon eſpoux & condamner à mort, pour obliger Fauuye en luy demandant ſa grace, de luy accorder celle qu’il deſire.	Ce qui le porte à rechercher un autre moyen, faisant emprisonner son époux et condamner à mort, pour obliger Favuie en était demandant sa grâce, de même accorder celle qu'il désire.
Il eſtoit en attente de ce contentement;	Il était en attente de ce contentement;
Quand les Ambaſſadeurs du Roy Agatocles luy demandẽt de ſa part l’eſlargiſſement de Doraſte ſon fils, & la punition de Fauuye bergere, comme complice de ſa fuite;	Quand les Ambassadeurs du Roi Agatocles lui demandẽt de sa part l'élargissement de Doraste son fils, et la punition de Favuie bergère, comme complice de sa fuite;
Doraſte ſort de priſon, & Fauuye eſt recogneuë pout fille du Roy Pandoſte, par la declaration de ſon pere nourricier, qui pour ſauuer ſa vie decele la verité, dont la bague qu’il preſente au Roy ſert de preuue.	Doraste sort de prison, et Fauuye est reconnue pout fille du Roi Pandôte, par la déclaration de son père nourricier, qui pour sauver sa vie décèle la vérité, dont la bague qu'il présente au Roi sert de preuve.
Vous verrez le mariage de Doraſte auec Fauuye, & la reſioüyſſance publique & reciproque de leurs parens.	Vous verrez le mariage de Doraste avec Favuie, et la réjouissance publique et reciproque de leurs parents.
NOMS DES ACIEVNS.	NOMS DES ACIEUNS.
E Roy Pandoste.	E Roi Pandôte.
La Royne Belaire ſon eſpouſe.	La Royne Bélaire son épouse.
Le Roy Agatocles.	Le Roi Agatocles.
Frauion Domeſtique de Pandoſte.	Fravion Domestique de Pandôte.
La Nobleſſe du Roy Pandoste.	La Noblesse du Roi Pandôte.
Ses conſeillers.	Ses conseillers.
Son Ambaßadeur.	Son Ambassadeur.
Les Ambaßadeurs du Roy Agatocles.	Les Ambassadeurs du Roi Agatocles.
Le Preuoſt.	Le Prévôt.
Confidente de la Royne.	Confidente de la Royne.
Payſan.	Paysan.
Le grand Preſtre.	Le grand Prêtre.
Et le Page.	Et le Page.
PANDOSTE, OV LA PRINCESSE MAL-HEVREVSE.	PANDOSTE, OU LA PRINCESSE MAL-HEUREUSE.
Tragedie en proſe.	Tragédie en prose.
PREMIERE IOVRNEE.	PREMIÈRE IOURNE.
Acte premier.	Acte premier.
4 1	4 1
PANDOSTEE ſuis-ie pas heureux de ne ſçauoir que ſouhaiter?	PANDOSTE suis-je pas heureux de ne savoir que souhaiter?
Il n’eſt point d’obiect dans les grandeurs qui puiſſe tenter mon ambition, & les plus doux plaiſirs qui ſe gouſtent icy bas, ſont les mets ordinaires de ma table.	Il n'est point d'objet dans les grandeurs qui puisse tenter mon ambition, et les plus doux plaisirs qui se goûtent ici bas, sont les mets ordinaires de ma table.
Veritable ritablement mes felicitez ſont sãs nombre, auſſi bien que ſans exemple, & ſi ie voulois leut donner vn nom, ie ne ſçaurois les appeller autrement.	Véritable ritablement mes félicités sont sans nombre, aussi bien que sans exemple, et si grande voulais lut donner un nom, je ne saurais les appeler autrement.
Ma chere Eſpouſe, vnique en beauté, de meſme qu’en vertu, partage auec moy ceſte grand' fortune.	Ma chère Espouse, unique en beauté, de même qu'en vertu, partage avec moi cette grand fortune.
Et toutes- fois la part qu’elle y a, me la faict poſſeder toute entiere;	Et toute- fois la part qu'elle y a, me la fait posséder toute entière;
d’autant que commé l’amour la luy donne, le meſme amour me la rend:	d'autant que commé l'amour la lui donne, le même amour me la rend:
de ſorte que tout contribuë à mon repos.	de sorte que tout contribue à mon repos.
Le Ciel ne verſe ſur ma teſte que des benignes influences;	Le Ciel ne verse sur ma tête que des bénignes influences;
la Terre ne fait naiſtre ſous mes pieds que des fleurs.	la Terre ne fait naître sous mes pieds que des fleurs.
Mes voiſins m’ayment, mes ennemis me redoutent, & tous les peuples du monde seitonnent dans leur admiration au bruit de ma valeur, & pour vn comble de proſperité, ruy en neritier qui comme vn ieune Athlas, commence deſia à porter le Ciel de mon Empire ſur ſes eſpaules.	Mes voisins m'aiment, mes ennemis me redoutent, et tous les peuples du monde seitonnent dans leur admiration au bruit de ma valeur, et pour un comble de prospérité, ruy en néritier qui comme un jeune Athlas, commence déjà à porter le Ciel de mon Empire sur ses épaules.
Ce qui me rend enuieux contre moy-meſme de l’exces de ce bon-heur, me voyant eſleué ſi haut, que ie ne me ſouuies plus de l’origine de mes miſeres.	Ce qui me rend envieux contre moi-même de l'excès de ce bonheur, me voyant élevé si haut, que venir ne me souvies plus de l'origine de mes misères.
O Fortune!	Ô Fortune!
quand changeras-tu de viſage, tes ris continuels me donnent enuie de pleurer, & li tu ne meſles quelques ſoucis parmy les fleurs, dont tu me fais des bouquets tous les jours, j’en refuſeray à la fin les preſens.	quand changeras-tu de visage, tes ris continuels me donnent envie de pleurer, et li tu ne mêles quelques soucis parmi les fleurs, dont tu me fais des bouquets tous les jours, j'en refuserai à la fin les présents.
Tes faueurs me deſobliget, & tes bien-faits m’engagent à vne ingratitude neceſſaire;	Tes faveurs me desobliget, et tes bienfaits m'engagent à une ingratitude nécessaire;
afin de te forcer à m’en eſtre plus auare.	afin de te forcer à m'en être plus avare.
Ie voy encore aſſez clair dans l’aueuglement où tu m’as reduit, pour conſiderer que le calme de mes felicitez, predit quelque orage de malheur, & que toſt ou tard, la triſteſſe me fera 4 payer les intereſts de la joye que me donnes.	Je vois encore assez clair dans l'aveuglement où tu m'as réduit, pour considérer que le calme de mes félicités, prédit quelque orage de malheur, et que tôt ou tard, la tristesse me fera 4 payer les intérêts de la joie que me donnes.
Ahique c’eſt eſtre n ſerable d’eſtre touſiours content Quand nous gouſtons les do ceurs toutes pures, le fiel & l’amas .	Ahique c'est être n érable d'être toujours content Quand nous goûtons les do ceurs toutes pures, le fiel et l'amas .
tume que le ſort nous preſente, ſont de meſme nature.	tume que le sort nous présente, sont de même nature.
Les grands plaiſirs produiſent les extremes douleurs, & d’vn throſne bien eſleué, on ne peut faire vne petite cheute.	Les grands plaisirs produisent les extrêmes douleurs, et d'int thrône bien élevé, on ne peut faire une petite chute.
Quoy, le Soleil ſern ſubiet aux eclipſes, & le flambegu de ma vie luira touſiours d’vn pareil eſclat!	Quoi, le Soleil sern sujet aux eclipses, et le flambegu de ma vie luira toujours d'un pareil éclat!
La Lune aura ſes viciſſitudes continuelles, & mon humeur ne ſera iamais alterée.	La Lune aura ses vicissitudes continuelles, et mon humeur ne sera jamais altérée.
Enfin les ſaiſons, les iours, les nuicts & tout ce qui eſt en la nature, s’enfuira comme l’onde, & ie demeureray ſur le mage auec la fermeté d’vn rocher, ſans receuoir quelque attain.	Enfin les saisons, les jours, les nuits et tout ce qui est en la nature, s'enfuira comme l'onde, et été demeurerai sur le mage avec la fermeté d'être rocher, sans recevoir quelque attain.
te d’inquietude.	te d'inquiétude.
Les rochers meſme que i’ay pris pour exemple, ſe.	Les rochers Seigneur que j'ai pris pour exemple, se.
ront enfin deuorez par le temps, & ie reſteray ſeul inuincible ſur la terre;	ront enfin dévorez par le temps, et ainsi resterai seul invincible sur la terre;
comme ſi ie n’eſtois pas de terre, la tromperie en eſt trop apparente.	comme si ici n'étais pas de terre, la tromperie en est trop apparente.
Ie m’ennuye d’eſtre heureux, ie me laſſe d’eſtre en repos.	Je m'ennuie d'être heureux, votre me lasse d'être en repos.
O Dieux donnez-moy la mort, ou vne vie montis uouce & plus aſſeurée.	Ô Dieux donnez-moi la mort, ou une vie montis ouvce et plus assurée.
Belaire ſon espouſe ſort toute triſte.	Bélaire son épouse sort toute triste.
PANDOSTE.	PANDOSTE.
L’ennuy de voſtre viſage, deteie ia tiitene de voſtrecœur, ne me detenez pas au moins la part que i’y pretends.	L'ennui de votre visage, deteie ia tiitène de votrecœur, ne me détenez pas au moins la part que j'y prétends.
BELAIRE.	BÉLAIRE.
Il me ſeroit impoſſible de vous cacher ce que i’ay dans le cœur, puis que vous le poſſedez, ſouffrez que ie vous faſſe le recit de l’affliſtion qui m’eſt venuë accueillir.	Il me serait impossible de vous cacher ce que j'ai dans le cœur, puis que vous le possédez, souffrez que je vous fasse le récit de l'afflistion qui m'est venue accueillir.
Repreſentez vous que la nuict paſſée, j’ay eu l’eſprit agité d’vn effroyable ſonge, qui me faiſoit voir dãs les agonies où il me reduiſoit, noſtre cher nourriſſon abandõné à la mercy des ondes, & que toute eſplorée i’employois les derniers cris de ma voix mourante, pour conjurer le Ciel de le ſauuer en me perdãt, & de laſcher tous les traits de ſa cholëre ſur mon ame criminelle, pluſtoſt que ſur ſon corps innocent.	Représentez -vous que la nuit passée, j'ai eu l'esprit agité d'ap effroyable songe, qui me faisait voir dans les agonies où il me réduisait, notre cher nourrisson abandonnée à la merci des ondes, et que toute esplorée j'employais les derniers cris de ma voix mourante, pour conjurer le Ciel de le sauver en me perdãt, et de lâcher tous les traits de sa cholère sur mon âme criminelle, plutôt que sur son corps innocent.
Maïs il me ſembloit que la mort donnoit fin à mes plaintes pluſtoſt qu’à mes malheurs, dont ce ſonge vous failoit complice.	Maïs il me semblait que la mort donnait fin à mes plaintes plutôt qu'à mes malheurs, dont ce songe vous failait complice.
Iugez s’il n’a pas aſſez d’horreur pour troubler mon repos.	Jugez s'il n'a pas assez d'horreur pour troubler mon repos.
PANDOSTE.	PANDOSTE.
Vous ne pouuez vous plaindre qu’en dormãt au Dieu de la nuict, du mal qu’il vous a faict durant voſtre ſommen.	Vous ne pouvez vous plaindre qu'en dormant au Dieu de la nuit, du mal qu'il vous a fait durant votre sommen.
Ce leront prendre troj trop d’auantage de luy reprocher en effect, la tyrannie que vous n’auez reſſentie qu’en idee.	Ce leront prendre troj trop d'avantage de lui reprocher en effet, la tyrannie que vous n'avez ressentie qu'en idée.
D’ailleurs voſtre imagination eſt plus coulpable que luy, puis qued’vn obiect faux, elle en a retenu des eſpeces veritables, dont l’image vous afflige maintenant.	D'ailleurs votre imagination est plus coulpable que deux, puis qued'un objet faux, elle en a retenu des espèces véritables, dont l'image vous afflige maintenant.
Voſtre reſuerie ne peut ſubſiſter auec voſtre raiſon.	Votre rêverie ne peut subsister auec notre raison.
D 2oiile	D 2oiile
BELAIRE.	BÉLAIRE.
Les ſonges nous prediſent ſouuent les infortunes qui nous doiuent arriuer, & les Dieux touſiours pitoyables, nous en donnent la preuoyance durant le ſommeil;	Les songes nous prédisent souvent les infortunes qui nous doivent arriver, et les Dieux toujours pitoyables, nous en donnent la prévoyance durant le sommeil;
afin qu’eſtans eſueillez, nous ſoyons en garde pour en eſuiter le coup.	afin qu'étant éveillez, nous soyons en garde pour en éviter le coup.
PANDOSTE.	PANDOSTE.
Vous eſtes trop ingenieuſe à vous tourmenter.	Vous êtes trop ingénieuse à vous tourmenter.
Vos malheurs imaginaires ſont encore à venir, & vous leur allez au deuant, comme ſi vous auiez de l’impatience en leur attente.	Vos malheurs imaginaires sont encore à venir, et vous leur allez au devant, comme si vous aviez de l'impatience en leur attente.
Donnez-moy la moitié de voſtre crainte, & vous ſerez à demy ſoulageé.	Donnez-moi la moitié de votre crainte, et vous serez à demi soulageé.
BELAIRE.	BÉLAIRE.
Il faudroit auoir le cœur de roche, pour n’eſtre pas eſmeuë d’vn ſonge ſi effroyable, où vous faiſiez l’office de bourreau, contre ceux dont vous eſtes, & l’eſpoux & le pere, i'en fremis encore d’horreur.	Il faudrait avoir le cœur de roche, pour n'être pas émue d'un songe si effroyable, où vous faisiez l'office de bourreau, contre ceux dont vous êtes, et l'époux et le père, j'en frémis encore d'horreur.
PANDOSTE.	PANDOSTE.
De meſme que la clarté du iour chaſſe les ombres de la nuict, ainſi la lumiere de voſtre raiſon doit diſſiper tous les faux obiects qui troublẽt voſtre fantaſie.	De même que la clarté du jour chasse les ombres de la nuit, ainsi la lumière de votre raison doit dissiper tous les faux objets qui troublent votre fantaisie.
On iugeroit à vos diſcouts que vous reſuez encore, & que voſtre eſprit aſſoupy n’eſt pas bien eſueillé.	On jugerait à vos discouts que vous rêvez encore, et que votre esprit assoupi n'est pas bien éveillé.
Changez de diſcours & de viſage:	Changez de discours et de visage:
Voicy le Roy Agatocles qui me vient viſiter ter pour renouueller noſtre anciẽne amitiè.	Voici le Roi Agatocles qui me vient visiter ter pour renouveler notre anienne amitiène.
Ie vous laiſſe le ſomg de l'accueillir de bonne grace.	Je vous laisse le somg de l'accueillir de bonne grâce.
Le bruict des trompettes m’annonce ſon arriuëe.	Le bruit des trompettes m'annonce son arrivée.
Hé, Sire, d’où me vient vn ſi grand bon-heur que de re- d'Agauoir encore voſtre Majeſté, lors que ie deiirois le plus, & que ie iinuë à l'attendois le moins.	Hé, Sire, d'où me vient un si grand bonheur que de re- j'Agavoir encore votre Majesté, lors que ie deiirais le plus, et que je jinue à l'attendais le moins.
AGATOCLES.	AGATOCLES.
Ne ſçauez vous pas que ie dois ce deuoir de viſite à noſtre amitié.	Ne sçauez -vous pas que ici dois ce devoir de visite à notre amitié.
Receuez le du meſme cœur que ie vous le rends.	Recez le du même cœur que je vous le rends.
Ie viens icy, Mâdame, pour admirer voſtre felicités Royne ayant l’honneur de poſſeder vn ſi grand Roy, mes ſa gloire n’eſt pas ſaluée.	Je viens ici, Mâdame, pour admirer votre félicités Royne ayant l'honneur de posséder un si grand Roi, mes sa gloire n'est pas saluée.
moindre, puis que la qualite qu’il porte de voſtre eſpoux, joinct à ſon Empire celuy de toute la terre.	moindre, puis que la qualité qu'il porte de votre époux, joint à son Empire celui de toute la terre.
BELAIRE.	BÉLAIRE.
Ie vous permets d’admirer mes	Je vous permets d'admirer mes
A 4 felicitez, puis que leur obiect les rend incomparables.	A 4 félicités, puis que leur objet les rend incomparables.
Et pour celles du Roy.	Et pour celles du Roi.
ie veux croire que voſtre arriuée les rendra dignes d’enuie.	Ne veux croire que votre arrivée les rendra dignes d'envie.
eMi	EMi
AGATOCLES.	AGATOCLES.
Le Roy voſtre eſpoux ne ſe peut reſioüyr de mon arriuée, que pour le contentement qu’il a de voir vn de ſes meilleurs amis, & vn de vos plus fidelles ſeruiteurs, & ceſte vetité peut donner l’enuie de ce plaiſir, à ceux qui ſont capables d’en cognoiſtre la grandeur.	Le Roi votre époux ne se peut resioüyr de mon arrivée, que pour le contentement qu'il a de voir un de ses meilleurs amis, et un de vos plus fidèles serviteurs, et cette vetité peut donner l'envie de ce plaisir, à ceux qui sont capables d'en connaître la grandeur.
BELAIRE.	BÉLAIRE.
Des complimens de lamitié vous paſſez à ceux de la courtoiſie, ie ne ſçaurois me deffendre contre vos ciuilitez, qu’auec mes reſpects ordinaires, vous aſſeurant toutesfois que ſi vous eſtes mon ſeruiteur de parole, ie ſuis voſtre ſeruante en errect.	Des compliments de lamitié vous passez à ceux de la courtoisie, je ne saurais me défendre contre vos civilités, qu'avec mes respects ordinaires, vous assurant toutefois que si vous êtes mon serviteur de parole, je suis votre servante en errect.
AGA	AGA
AGATOCLES.	AGATOCLES.
Ie m’eſtonne, Madame, comme ce mot de ſeruante peut ſortir de voſtre bouche;	Je m'étonne, Madame, comme ce mot de servante peut sortir de votre bouche;
puis que vous n’eſtes née que pour me commander, ou pluſtoſt pour faire la loy à tout le monde enſemble.	puis que vous n'êtes née que pour me commander, ou plutôt pour faire la loi à tout le monde ensemble.
Demandez pardon a vos pellections de les auoir prophanees.	Demandez pardon à vos pellections de les avoir prophanères.
PANDOSTE.	PANDOSTE.
