M.	M.
puiſque ſi Lida mon 7 Lyſandre s’ydeclarent auec Beliſe & Celante, contre les Ouurages du ſieur de Moliere' Palamede & Cryſolite qui ſont les deux Amans, leur ſont fauorables:	puisque si Lida mon 7 Lysandre s'ydeclarent avec Bélise et Celante, contre les Ouvrages du sieur de Molière Palamède et Crysolite qui sont les deux Amants, leur sont favorables:
y ayant beaucoup d’apparence, lors qu’ils chantent la Palynodie, comme tu verras, que ce n’eſt que par complaiſance, & quand ils ont reconu que leurs Amantes, en adroites femelles, leur tiroient les vers du nez, pour en tirer des conſequences qui, peuteſtre, leur auroyent eſté ruyneuſes.	y ayant beaucoup d'apparence, lors qu'ils chantent la Palinodie, comme tu verras, que ce n'est que par complaisance, et quand ils ont reconu que leurs Amantes, en adroites femelles, leur tiraient les vers du nez, pour en tirer des conséquences qui, peutestre, leur auraient été rues.
On n’excuſe point l’œconomie de cette petite Galanterie:	On n'excuse point l'œconomie de cette petite Galanterie:
l’Ouurage n'eſt pas d’aſſez grande conſequence pour le traitter comme vn Myſtere.	l'Ouvrage n'est pas d'assez grande conséquence pour le traiter comme un Mystère.
D’ailleurs, ou tu teconnois aux choſes, ou tu ne t’y connois pas.	D'ailleurs, ou tu teconnais aux choses, ou tu ne t'y connais pas.
Si tu t’y connois, tu ne t’en tiendrois pas à ce qu’on i’en diroit:	Si tu t'y connais, tu ne t'en tiendrais pas à ce qu'on j'en dirait:
& ſi tu ne t’y connois pas, il ne ſeruiroit à rien de te découurir le bon ou le mauuais, la lumiere eſt inutile aux Aueugles.	et si tu ne t'y connais pas, il ne servirait à rien de te découvrir le bon ou le mauvais, la lumière est inutile aux Augles.
Ainſi l’on doit rire de ceux qui donnans quelque choſe au Public, composé de Sçauans & d’Ignorans, s’amuſent à luy faire de grandes Prefaces:	Ainsi l'on doit rire de ceux qui donnant quelque chose au Public, composé de Savants et d'Ignorants, s'amusent à lui faire de grandes Préfaces:
qui ſelon le Principe infaillible qui vient d’eſtre posé, leur ſont entierement inutiles, s’ils n’y confeſsent ingenüement leurs fautes aux Intelligens, pour en euiter la Cenſure, en leur faiſant connoiſtre qu’ils ne les ignorent pas, mais qu’ils n'ont pû faire mieux.	qui selon le Principe infaillible qui vient d'être posé, leur sont entièrement inutiles, s'ils n'y confessent ingénuement leurs fautes aux Intelligents, pour en éviter la Censure, en leur faisant connaître qu'ils ne les ignorent pas, mais qu'ils n'ont pu faire mieux.
LE PANEGY RIQVE DE L’ECOLE DES FEMMES, CONVERSATION COMIQVE.	LE PANEGY RIQUE DE L'ECOLE DES FEMMES, CONVERSATION COMIQUE.
PREMIER LAQVAIS.	PREMIER LAQUAIS.
I les bouterons nous?	I les bouterons nous?
SECOND LAQVAIS, en tirant les oreilles à l'auire.	SECOND LAQUAIS, en tirant les oreilles à l'avire.
t.	t.
Il faut dire, où les mettrons nous?	Il faut dire, où les mettrons nous?
faquin.	faquin.
I.	I.
LAQVAIS portant la main à ſes diemes.	LAQUAIS portant la main à ses dièmes.
Hala!	Hala!
hala!	hala!
eſt-ce le droit qu’il faut que ie paye en entrant chez vn nouueau MAitre?	est-ce le droit qu'il faut que je paye en entrant chez un nouveau MAitre?
2.	2.
LAQVAIS.	LAQUAIS.
Ie penſe que tu n’as ſerui que dans vn vilage, & chez quelque Maître de charüe.	Je pense que tu n'as servi que dans un vilage, et chez quelque Maître de charue.
1.	1.
LAQVAIS.	LAQUAIS.
I’auons ſerui pourtant au fin milieu de l’aris, & chez vn Hiſtrion-graphe de la France.	J'avons servi pourtant au fin milieu de l'aris, et chez un Histrion-graphe de la France.
2.	2.
LAQVAIS.	LAQUAIS.
Quelle beſte eſt ce qu’vn Hiſtriongraphe de la France?	Quelle bête est ce qu'un Histriongraphe de la France?
1.	1.
LAQVAIS.	LAQUAIS.
Dame, que ſçai-je moy:	Dame, que sais-je moi:
c’eſt vn homme qui écrit quantité de papiers, puis les enuoye à vn Imprimeur, puis quand ils ſont imprimez, fait des pataraphes deſſus, iuſqu’à tant que celaſoit à ſa fantaiſie.	c'est un homme qui écrit quantité de papiers, puis les envoie à un Imprimeur, puis quand ils sont imprimés, fait des pataraphes dessus, jusqu'à tant que celasait à sa fantaisie.
2.	2.
LAQVAIS.	LAQUAIS.
Peſte ſoit de l’ignorant, ie te donnerois encor volontiers, ſur la moitié de	Peste soit de l'ignorant, ie te donnerais encor volontiers, sur la moitié de
ton minois:	ton minais:
tu veux dire vn Hiſtoriografe, gros ſor.	tu veux dire un Historiografe, gros sot.
Hé bien, quoi?	Hé bien, quoi?
tu ſeruois vn Hiſtoriografe, & tu parles comme vn Pitaut !	tu servais un Historiografe, et tu parles comme un Pitaut !
1.	1.
LAQVAIS.	LAQUAIS.
Oüi, mais ie ne liſois iamais ſes grimoires, car ie n’ay iamais appris à luire, & d’ailleurs, ie ne l’ay iamais entendu parler que quand il crioit comme vn beau dieble apres moy, ou apres ſon cocher, ou apres ſa ſeruante:	Oui, mais rien ne lisais jamais ses grimoires, car tu n'ai jamais appris à luire, et d'ailleurs, ie ne l'ai jamais entendu parler que quand il criait comme E beau dieble après moi, ou après son cocher, ou après sa servante:
car méme quand il étoit auec les belles Dames de ſon quartier, il ne faiſoit que ſonger creux, & n’ouuroit preſques iamais la bouche que pour bâiller.	car même quand il étoit avec les belles Dames de son quartier, il ne faisait que songer creux, et n'ouvrait presques jamais la bouche que pour bâiller.
2.	2.
LAQVAIS.	LAQUAIS.
Il étoit, donc, homme à carroſſe, ton Maitre?	Il était, donc, homme à carrosse, ton Majaitre?
1.	1.
LAQVAIS.	LAQUAIS.
Ouy ma foy, mais il l’entretient aux dépens de ceux qui le ſeruent:	Oui ma foi, mais il l'entretient aux dépens de ceux qui le servent:
il eſt vilain comme lard iaune, & n’a pas ſon pareil en chicheté.	il est vilain comme lard jaune, et n'a pas son pareil en chicheté.
Aga, il va luy méme au marché & à la boucherie, de peur qu’vne ſeruante ne farre la mule.	Aga, il va rien même au marché et à la boucherie, de peur qu'une servante ne sarre la mule.
Apres qu’il a diné & ſoupé, il coupe du pain	Après qu'il a diné et soupé, il coupe du pain
& de la viande aſſez petitement à ſes gens, & ſarre le reſte.	et de la viande assez petitement à ses gens, et sarre le reste.
Bien dauantage, quand on donne le foin & l’auoine à ſes cheuaux, il retranche toujours, quelque choſe de la bote, & du picotin, qu’il met à part, afin que les prouiſions durent le double	Bien davantage, quand on donne le foin et l'avoine à ses chevaux, il retranche toujours, quelque chose de la bote, et du picotin, qu'il met à part, afin que les provisions durent le double
2.	2.
LAQVAIS.	LAQUAIS.
Quel diantre de Raquedanaſe!	Quel diantre de Raquedanase!
c’eſt vn vray Treſorier de l’Epargne.	c'est un vrai Trésorier de l'Épargne.
LAQVAIS.	LAQUAIS.
C’eſt ainſi, qu’il tond ſur tout:	C'est ainsi, qu'il tond sur tout:
& s’il traite par fois, ſes voiſines à la ville, ou aux chãps, iamais il ne leur donne qu’vn aloyau, outre le potage dont la graiſſe ne fait point mal au cœur.	et s'il traite par fois, ses voisines à la ville, ou aux chans, jamais il ne leur donne qu'un aloyau, outre le potage dont la graisse ne fait point mal au cœur.
Mais ces Dames pour ſe vanger de ſa taquinerie, luy font mille niches, elles fouragent tout chez luy:	Mais ces Dames pour se venger de sa taquinerie, Seigneur font mille niches, elles fouragent tout chez lui:
& bien ſouuent y iouent à remüe menage, emportans les miroirs, & d’autres hardes qu’il ne ſçauroit r’auoir ſans qu’il leur paye de bonnes collations.	et bien souvent y jouent à remue menage, emportants les miroirs, et d'autres hardes qu'il ne saurait ravoir sans qu'il leur paye de bonnes collations.
Si elles empruntent ſon carroſ.	Si elles empruntent son carros.
ſe, elles font auec, le tour de Paris, & s’en ſeruans tout le iour, le contraignent d’aller à beau pied ſans lance, méme	se, elles font toujours, le tour de Paris, et s'en servants tout le jour, le contraignent d'aller à beau pied sans lance, même
dans le plus vilain temps.	dans le plus vilain temps.
On m’a dit plus, qu’vn iour qu’il les menoit en vn village à deux où trois lieües d’ici eſtant deſcendu hors les portes, pour quelque affaire, elles continüérent leur chemin ſans l’attendre, de ſorte qu’il fut obligé à ſe faire voiturer, apres elles, dans vn tombereau à grauois.	On m'a dit plus, qu'autre jour qu'il les menait en un village à deux où trois lieües d'ici étant descendu hors les portes, pour quelque affaire, elles continuèrent leur chemin sans l'attendre, de sorte qu'il fut obligé à se faire voiturer, après elles, dans un tombereau à gravais.
2.	2.
LAQVAIS.	LAQUAIS.
Le tour eſt aſſez plaiſant:	Le tour est assez plaisant:
ô ie voy bien ce que c’eſt que ton défunt Maiſtre:	ô ici vois bien ce que c'est que ton défunt Maître:
c’eſt vn homme que l’on berne, ainſi que nos Eueillées font pluſieurs bons Ladres, qu’elles contraignent à faire dépenſe, ſans qu’il leur en reuienne aucun plaiſir ni honneur.	c'est un homme que l'on berne, ainsi que nos Éveillées font plusieurs bons Ladres, qu'elles contraignent à faire dépense, sans qu'il leur en revienne aucun plaisir ni honneur.
Mais il n’a donc, point de femme?	Mais il n'a donc, point de femme?
1.	1.
LAQVAIS.	LAQUAIS.
De femme, vraimi non, & ie penſe qu’il n’en aura iamais, au moins s’il tient le ſerment qu’il fit l’autre iour, en ſortant de l’Ecole des Femmes.	De femme, vraimi non, et Seigneur pense qu'il n'en aura jamais, au moins s'il tient le serment qu'il fit l'autre jour, en sortant de l'École des Femmes.
Il auoit deja ſi peur d’eſtre cocu, à ce que ſes precedens Laquais m’auoyent dit, que c’eſtoit la cauſe qu’il ne ſe marioit point:	Il avait déjà si peur d'être cocu, à ce que ses précédents Laquais m'avaient dit, que c'était la cause qu'il ne se mariait point:
mais ayant oüi en cette Ecole, ce qu’on y dit des femmes, & comme preſque toutes fichent des cornes à leurs maris, il iura qu’il ne ſe metroit iamais en ce danger là.	mais ayant oui en cette École, ce qu'on y dit des femmes, et comme presque toutes fichent des cornes à leurs maris, il jura qu'il ne se métrait jamais en ce danger là.
2.	2.
LAQVAIS.	LAQUAIS.
Voila vne eſtrange Ecole, chacun en parle, & iuſqu’aux enfans en vont à la mouſtade:	Voilà quelque étrange École, chacun en parle, et jusqu'aux enfants en vont à la moustade:
mais voila auſſi comme vous autres eſtes accouſtumez à parler meſme de ceux dont vous mangez le pain:	mais voilà aussi comme vous autres êtes accoutumés à parler même de ceux dont vous mangez le pain:
vous ne valez pas la peſte, la plus part vous autres Laquais.	vous ne valez pas la peste, la plus part vous autres Laquais.
Sus plaçons nos Sieges, voicy l’heute que la compagnie doit arriuer.	Sus plaçons nos Sièges, voici l'hute que la compagnie doit arriver.
Elle ſera fort bien ſous ce berceau, entre cette palliſſade de iaſmin d’Eſpagne, & ce iect de cryſtal liquide, l’vne luy flatera l’odorat par la douceur de ſes parfums, l’autre luy charmera l’oreille par ſon délicieux murmure.	Elle sera fort bien sous ce berceau, entre cette pâlissade de jasmin d'Espagne, et ce moment de crystal liquide, l'une seule flattera l'odorat par la douceur de ses parfums, l'autre femme charmera l'oreille par son délicieux murmure.
& de cette maniere, la conuerſation ne pouura eſtre que tres charmante.	et de cette manière, la conversation ne pouvra être que très charmante.
1.	1.
LAQVAIS.	LAQUAIS.
Vramlche, camarade, ie t’admire & tu en ſçais ma foy plus que mon Hiſtrionrografe, diantre ſoit du nom, ie ne le ſçaurois prononcer.	Vramlche, camarade, Seigneur t'admire et tu en sais ma foi plus que mon Histrionrografe, diantre soit du nom, je ne le saurais prononcer.
Mais enfin, ie ne l’ay iamais ouy parler comme cela des palliſſades & des eaux de ſon iardin, & s’il eſt pourtant aſſez beau.	Mais enfin, Seigneur ne l'ai jamais ouï parler comme cela des pallissades et des eaux de son jardin, et s'il est pourtant assez beau.
2.	2.
LAQVAIS.	LAQUAIS.
Ho!	Ho!
ie ſuis icy parmy les beaux eſprits, & comme i’écoute attentiuement les belles choſcs, i’en retiens touſiours quelqu’vne:	Je suis ici parmi les beaux esprits, et comme j'écoute attentivement les belles choss, j'en retiens toujours quelqu'une:
Puis, ie lis les Romans qui apprennent à bien dire, la Comedie des Prétieuſes où l’on diſcourt à la mode, & tous les autres Pieces d’vn Poëte de ce temps qui eſt fort en vogue, à cauſe qu’il déchifre les gens dans ſes veis, c’eſt à dire qu’il en fait des peintures au naturel, qui font rire.	Puis, Seigneur lis les Romans qui apprennent à bien dire, la Comédie des Prétieuses où l'on discourt à la mode, et tous les autres Pièces d'un Poète de ce temps qui est fort en vogue, à cause qu'il déchifre les gens dans ses veis, c'est à dire qu'il en fait des peintures au naturel, qui font rire.
Pour dire vray, ſon ſtyle me plaiſt ſi fort que i’ay voulu m’eſſayer à faire quelque choſe de ſemblable:	Pour dire vrai, son style me plaît si fort que j'ai voulu m'essayer à faire quelque chose de semblable:
& i’ay commencé vne Comedie que ie pretend rendre auſſi ſatyrique qu’il s’ẽ ſoit encor veuë de cèt Autheur.	et j'ai commencé une Comédie que je prétend rendre aussi satyrique qu'il s'ẽ soit encor vue de côt Auteur.
C’eſt vn hõme qui recherche vne belle fille, & que ie tourne en ridicule, pour empeſcher la mere d’en faire ſon gendre:	C'est un homme qui recherche une belle fille, et que ici tourne en ridicule, pour empêcher la mère d'en faire son gendre:
& voicy par où ie debute.	et voici par où on débute.
Ce Laquais tire vn papier, & lit les vers ſuiuans.	Ce Laquais tire un papier, et lit les vers suivants.
MICHELIN.	MICHÉLIN.
O fi!	Ô fi!
gardez vous bien de luy donner ce Drille, C eſt bien morceau pour luy que voſtre belle Fille, Que ce petit Tendron, cette ieune Fanfan.	gardez -vous bien de puis donner ce Drille, Ç est bien morceau pour lui que votre belle Fille, Que ce petit Tendron, cette jeune Fanfan.
Quoy, donc, ignorez -vous quel étoit le Gros Iean?	Quoi, donc, ignorez -vous quel était le Gros Jean?
Car ce fut autresfois, le nom du ſieur la Lyre, Ie m’en vais vous conter ſon hiſtoire, pour rire.	Car ce fut autrefois, le nom du sieur la Lyre, Je m'en vais vous conter son histoire, pour rire.
Le Greffier de Porcheux, vn plaiſant Goguenard, M’en a fait le débit dans ſon ſtile gaillard.	Le Greffier de Porcheux, un plaisant Goguenard, M'en a fait le débit dans son style gaillard.
Autrefois, ce Gros Iean vint faire en ſon vilage Le demi-Crucifix dans vn pietre équipage.	Autrefois, ce Gros Jean vint faire en son vilage Le demi-Crucifix dans un piètre équipage.
PASITHÉE.	PASITHÉE.
Dieu!	Dieu!
que me dites vous?	que me dites -vous?
MICHELIN	MICHÉLIN
MICHELIN.	MICHÉLIN.
Ce que ie ſçais fort bien,	Ce que ici sais fort bien,
PASITHEÉ.	PASITHÉE.
A ce que ie voi, donc, c’eſt vn homme de nien.	À ce que ie voi, donc, c'est un homme de nien.
MICHELIN.	MICHÉLIN.
En Belitre, il montroit ſes feſſes découuertes, Et n’auoit plus d’entier que des iartieres vertes, Qu’il vendit ſeulement enuiron douze dous A certain Hoſtelier, y compris quelques pous.	En Bélitre, il montrait ses fesses découvertes, Et n'avait plus d'entier que des jarre vertes, Qu'il vendit seulement environ douze dous A certain Hôtelier, y compris quelques pous.
PASITHEE.	PASITHÉE.
Poüac, ne me parlez point de cette ſale engeance, Vous me feriez vomir ſur l'honnéte Aſſiſtance.	Pouac, ne me parlez point de cette sale engeance, Vous me feriez vomir sur l'honnête Assistance.
MICHELIN.	MICHÉLIN.
Eſtes-vous ſi poutieuſe?	Êtes-vous si poutieuse?
PASITHE’E.	PASITHÉE.
Hé bien en cet eſtat?	Hé bien en cet état?
MICHELIN.	MICHÉLIN.
Bien plus qu’vne punaiſe, helas!	Bien plus qu'une punaise, hélas!
il é.	il é.
oit plat.	oit plat.
Il auoit neantmoins, vne autre marchandiſe, Mais qui ſe trouuoit là, d’aſſez mauuaiſe iniſe.	Il avait néanmoins, une autre marchandise, Mais qui se trouvait là, d'assez mauvaise inise.
Il auoit dans ſa téte, vn grand nombre de vers, Non de ceux qui ſont bons, mais des vers tres-peruers.	Il avait dans sa tête, un grand nombre de vers, Non de ceux qui sont bons, mais des vers très-pervers.
En vain, en bien des lieux, il fit ſa vironnée, Afin d’en débiter:	En vain, en bien des lieux, il fit sa vironnée, Afin d'en débiter:
ſa triſte deſtinée Ne luy permit iamais, de leur trouuer marchand.	sa triste destinée Ne lui permit jamais, de leur trouver marchand.
PASITHEE.	PASITHÉE.
Il é:	Il es:
oit fort à plaindre en vn malheur ſi grand.	oit fort à plaindre en un malheur si grand.
MICHELIN.	MICHÉLIN.
26 Le Curé de Porcheux touché de ſa miſete, 171 L’alimenta deux mois, dedans ſonPreſbytére:	26 Le Curé de Porcheux touché de sa misète, 171 L'alimenta deux mois, dedans sonPresbytére:
Et durant ce temps là, voulant s'en diuertir, Luy fit deſon cerueau, les premiers vers ſostir.	Et durant ce temps là, voulant s'en divertir, Lui fit deson cerveau, les premiers vers sotir.
Il dreſſa la Legende, en time aſſez peu	Il dressa la Légende, en time assez peu
fine, Et de ſainteSeconde, & de ſainte Rufine.	fine, Et de sainteSeconde, et de sainte Rufine.
Ce fut ſon coup d’eſſay, mais quoy!	Ce fut son coup d'essai, mais quoi!
les Païſans, Diſoyent qu’ils auoyent veu des vers plus trelüiſans.	les Païsans, Disaient qu'ils avaient vu des vers plus trelüisans.
Il fat d’auis pouttant d’ouurir encor ſa veine, A fin d’en régaler quelqu’vn en bonne etreine.	Il fat d'avis pouttant d'ouvrir encor sa veine, A fin d'en régaler quelqu'un en bonne étreine.
Ce quele tay rour dire eſt le meilleur de tout, Mais Gios lean eut beſoin pour en venir à bout, De mettre vn peu le nez dans les Liures d’Aſtrée, Que l’on n’euſt pas trouuez dans toute la Contrée.	Ce quele tai rour dire est le meilleur de tout, Mais Gios léan eut besoin pour en venir à bout, De mettre un peu le nez dans les Livres d'Astrée, Que l'on n'eût pas trouvez dans toute la Contrée.
Or de ces habitans, vn certain compagnon, Pour le berner, luy dit qu’vn nommé Gros Talon, Le Sauetier du lieu, parlant par reuerance, Auroit ce qu’il cherchoit, ſans doute, en	Or de ces habitants, un certain compagnon, Pour le berner, était dit qu'un nommé Gros Talon, Le Savetier du lieu, parlant par revérance, Aurait ce qu'il cherchait, sans doute, en
ſa puiſſance:	sa puissance:
Ayant, adiouſtoit il, herité depuis peu, D’vn Curé d’alentour dont il eſtoit neueu, Et dans cét heritage, eu quantité de Liures, Que l’on faiſoit monter iuſqu’à cent bonnes liures.	Ayant, ajoutait -il, hérité depuis peu, D'un Curé d'alentour dont il était neu, Et dans cet héritage, eu quantité de Livres, Que l'on faisait monter jusqu'à cent bonnes livres.
Lors, Gros- Iean commençant de ſe bien réioüir, S’en court, ſans perdre temps, chez cet Orfevre en cuïr;	Lors, Gros- Jean commençant de se bien réjouir, S'en court, sans perdre temps, chez cet Orfevre en cuir;
Le quel ayant le mot, ne fit durant quinzaine, Sinon le baloter & tenir en haleine, Sur ſa ſucceſſion faiſant l’homme affairé Ce qui rendoit Gros Iean fort triſte & fort outté.	Le quel ayant le mot, ne fit durant quinzaine, Sinon le baloter et tenir en haleine, Sur sa succession faisant l'homme affairé Ce qui rendait Gros Jean fort triste et fort outé.
Mais enfin, le Moqueur, pour acheuer laBerne, Vn iout qu’il étoit gay, ſortant de la tauerne, Lui diſt:	Mais enfin, le Moqueur, pour achever laBerne, Un jout qu'il était gai, sortant de la taverne, Lui dît:
Gros Iean venez, me voicy de loiſir, Ie, vous feray tout voir, & vous pourrez choiſir.	Gros Jean venez, me voici de loisir, Je, vous ferai tout voir, et vous pourrez choisir.
choiſir.	choisir.
Par auance, Gros Iean oſta cent fois ſa cale, Sous qui ſe mitonnoyent la vermine, & la gale,	Par avance, Gros Jean ôta cent fois sa cale, Sous qui se mitonnaient la vermine, et la gale,
PASITHEE.	PASITHÉE.
C’eſtoit, donc, vn Chreſtien à faire mal au cœur,	C'était, donc, un Chrétien à faire mal au cœur,
MICHELIN.	MICHÉLIN.
Et luy diſt, ie vous rens mille graces Monſieur.	Et petit dît, Madame vous rends mille grâces Monsieur.
nucetes tonpmvrde ſi belle degaiſne, Il atriue au Taudis de ce Pouſſeur d’aleſne:	nucetes tonpmeurde si belle dégaisne, Il atrive au Taudis de ce Pousseur d'alêne:
Mais pour Bibliotheque & pour Liures de prix, Dont il fut alors fait de grands éclats de ris, Il luy montra derriere vne toile pourrie, Vn petit Magazin de ſabernauderie.	Mais pour Bibliothèque et pour Livres de prix, Dont il fut alors fait de grands éclats de ris, Il lui montra derrière toile pourrie, Un petit Magazin de sabernauderie.
Gros Iean au vif piqué, changeant de compliment, Fit voir au Sabernaud vn peu d’emportement :	Gros Jean au vif piqué, changeant de compliment, Fit voir au Sabernaud un peu d'emportement :
Le Panegyrique Et iura par la mort, qu’il auoit bonne grace De ſe ioüer ainſi d’vn Mignon du Parnaſſe.	Le Panégyrique Et jura par la mort, qu'il avait bonne grâce De se jouer ainsi d'un Mignon du Parnasse.
Mais l’autre à qui Baccus échaufoit le cerueau, Traittant de haut en bas, le maudit Poitereau, A coups de Tire-pied, qui fut ſa repartie, Vous luy fit faire viſte vn branle de ſortie :	Mais l'autre à qui Baccus échaufoit le cerveau, Traitant de haut en bas, le maudit Poiteau, A coups de Tire-pied, qui fut sa répartie, Vous a fit faire vite un branle de sortie :
Et puis vous luy fronda ſes formes aux talons, Qui l'empeſcherent bien d'aller à reculons.	Et puis vous lui fronda ses formes aux talons, Qui l'empêchèrent bien d'aller à reculons.
PASITHEE.	PASITHÉE.
Cette auanture eſt drôle,	Cette aventure est drôle,
MICHELIN.	MICHÉLIN.
Il en eut tant de honte, i’il ſortit de Porcheux:	Il en eut tant de honte, j'il sortit de Porcheux:
& là, finit le conte.	et là, finit le compte.
Depuis s’eſtant trouué parmy les Part.	Depuis s'étant trouvé parmi les Part.
ſans Il a fait quelque choſe ainſi que pluſieurs gen :	sans Il a fait quelque chose ainsi que plusieurs gén :
15 Mais quoy!	15 Mais quoi!
ce quelque choſe eſt peu conſiderable, C’eſt touiours, vn Obſcur, vn Laid eſpouüantable, En qui l’on ne découure aucune qualité Qui le puiſſe aſſortir auec cette Beauré:	ce quelque chose est peu considérable, C'est toujours, un Obscur, un Laid épuisable, En qui l'on ne découvre aucune qualité Qui le puisse assortir avec cette Beauré:
Et ce ſeroit vrayement, vne fortune eſtrange Que l’on viſt eſpouſer le Diable par vn Ange.	Et ce serait vraiment, une fortune étrange Que l'on vît épouser le Diable par un Ange.
Le Lacquais continuë de parler, & dit à	Le Lacquais continue de parler, et dit à
l’autre.	l'autre.
Hé bien, cela eſt t’il mauuais pour vn eſſay?	Hé bien, cela est t'il mauvais pour un essai?
ma foy ſans me flater, ie ne trouue pas que le Poëte qui eſt ſi fort en crédit, faſſe guere mieux, & nous verrons.	ma foi sans me flatter, Seigneur ne trouve pas que le Poète qui est si fort en crédit, fasse guère mieux, et nous verrons.
ie ne dis rien.	Ne ne dis rien.
Va ſi tu demeures long-temps ceans, ie te iure que tu deuiendras auſſi habile que moy:	Va si tu demeures longtemps céans, Seigneur te jure que tu deviendras aussi habile que moi:
mais voicy déja noſtre Maiſtre auec vn de ſes amis.	mais voici déjà notre Maître avec un de ses amis.
SECONDE ENTRE’E DE LIDAMON ET DE PALAMEDE.	SECONDE ENTRE DE DE LIDAMON ET DE PALAMEDE.
PALAMEDE:	PALAMEDE:
Vel ſera le ſujet de la conuerIſation;	Vel sera le sujet de la converIsation;
& quelles ſont les perſonnes qui en doiuent eſtre?	et quelles sont les personnes qui en doivent être?
LIDAMON.	LIDAMON.
Nous n’auons point cette fois, propoſé le ſuiet de noſtre entretien:	Nous n'avons point cette fois, proposé le sujet de notre entretien:
l’on le choiſira ſur le champ, afin que chacun faſſe mieux voir la preſence de ſon eſprit.	l'on le choisira sur le champ, afin que chacun fasse mieux voir la présence de son esprit.
