AVX LECTEVRS,	AUX LECTEURS,
ONNET.	ONNNET.
Ecteurs gardez-vous bien en liſant ceſte hiſtoire Gaye ce qui ce peut de rire vn peu trop fort De peur qu’en trop riant la meurtriere mort Ne vous faſſe du Stix paſſer la riue noire.	Ecteurs gardez-vous bien en lisant cette histoire Gaie ce qui ce peut de rire un peu trop fort De peur qu'en trop riant la meurtrière mort Ne vous fasse du Stix passer la rive noire.
Ie ne ſuis plus des vieux, mais i’ay bonne memoire D’auoir veu vn rieux nommé Iobin du Nort A rire & à goſſer mettant trop ſon effort, Mourir & deuenir außi blanc que l’yuoire.	Je ne suis plus des vieux, mais j'ai bonne mémoire D'avoir vu un rieux nommé Jobin du Nort A rire et à gosser mettant trop son effort, Mourir et devenir aussi blanc que l'yvoire.
CraigneZ c’eſt accident, donc puiſqu’en trop riant L’on decede außi bien que par trop ſe fachant Encor que ces ſentiers ne tendent à meſme empire, Et qu’il y ayt vn peu trop de diuerſité Car i’ay touſiours ouy dire en l’vniuerſité Qu'on meurt de deſplaiſir außi bien que de rire.	Craignez c'est accident, donc puisqu'en trop riant L'on décède aussi bien que par trop se fâchant Encor que ces sentiers ne tendent à même empire, Et qu'il y ait un peu trop de diversité Car j'ai toujours ouï dire en l'université Qu'on meurt de déplaisir aussi bien que de rire.
Fanfreluche.	Fanfreluche.
Gaudichon.	Gaudichon.
Le vieillard.	Le vieillard.
La vieille.	La vieille.
Le Docteur, Biſtory valet de Panfierache.	Le Docteur, Bistori valet de Panfierache.
Le Diable.	Le Diable.
La Mort	La Mort
TRAGI-COMEDIE PLAISANTE ET FACETIEVSE.	TRAGI-COMÉDIE PLAISANTE ET FACÉTIEUSE.
ACTE PREMIER.	ACTE PREMIER.
FANFRELVCHE.	FANFRELUCHE.
{ 8 F.	{ 8 F.
e DYG M uelle, E!	 EYG M uelle, E!
que ie ſuis heureux d’eſtre ſi commencé Et que par mon ſçauoir ie ſuis tant aduancé, I’eſtois vn ignorant par ma creuſe ceruelle,  C Maintenant l’on me voit dire choſe nou(Eo quod video) vn tas de Damoiſelles Qui ſont icy venus comme des arondelles, Pour prendre leur plaiſir pour me voir triompher, (Sub bonum Theatrum) où ie viens le premier:	que je suis heureux d'être si commencé Et que par mon savoir ie suivi tant avancé, J'étais un ignorant par ma creuse cervelle, Ç Ré on me voit dire chose nouirsEo quod vidéo) un tas de Damoiselles Qui sont ici venus comme des arondelles, Pour prendre leur plaisir pour me voir triompher, (Sub bonum Théatrum) où ie viens le premier:
Ie ris auſſi bien qu’eux ſans monſtrer mes machoires (Sine pecunia) chacun m’apporte à boire, Commençons à riſer, non eſt tempus fleud',	Je ris aussi bien qu'eux sans montrer mes mâchoires (Sine punia) chacun m'apporte à boire, Commençons à riser, non est tempus fleud',
A iij	À jijà
Tragi-tomedie Ceux qui viennent icy n’ont point le cœur marri Au temps que ſuis mal ſain deſidero potum Vn iambon ou leuraut atque bonner vinum Iettant (ſoleſsimos) me gardant de tomber Quand yure ie ſerois me faudroit releuer, Que veut dire cela que perſonne ne chante Harangant mon Latin qui les demons enchante (Venter cautat vire virga) veut remüer Voila ce qui ſouuent diffame vn eſcolier, Semper cum inſtibus ludere pillijs Prouendo vaginem viceribus illis.	Tragi-tomédie Ceux qui viennent ici n'ont point le cœur marri Au temps que suis mal saur desidero potum Que jambon ou leuraut atque bonner vinum Ietant (solessimos) me gardant de tomber Quand ivre Se serais me faudrait relever, Que veut dire cela que personne ne chante Harangant mon Latin qui les démons enchante (Vent cautat vire virga) veut remuer Voilà ce qui souvent diffame femme écolier, Semper cum instibus ludere illis Pro vaginem viceribus illis.
Hé bien mes bonnes gens voulez vous diſputer De Metamorphoſis, ou vos noms decliner, Ou le Dieu Cuiſſe-ne qui ſur le vin domine Puis qu’on ne ſonnez mot de la langue Latine.	Hé bien mes bonnes gens voulez -vous disputer De Métamorphosis, ou vos noms décliner, Ou le Dieu Cuisse-ne qui sur le vin domine Puis qu'on ne sonnez mot de la langue Latine.
Venite ſi vultjeparma parata ſunt Vous eſtes des frelaux meurtriers de chapons:	Venite si vultjeparma parata sunt Vous êtes des frèrelaux meurtriers de chapons:
Vos dents font plus de mal que du moulin là meulle Lors qu’ils ſont aiguiſez tenant à voſtre gueule.	Vos dents font plus de mal que du moulin là meulle Lors qu'ils sont aiguisez tenant à votre gueule.
Et toy frere Thibaut ſubtil chartreur de puces Veux-tu gay batailler ainſi qu’vn fier autruche?	Et toi frère Thibaut subtil chartreur de puces Veux-tu gay tailler ainsi qu'un fier autruche?
Laiſſons là ce plaiſant parlons des Damoiſelles, De ces ieunes cadets, & de tous ces pucelles (Qui aymant amoren) trois iours de leur folie Apres vous les voyez declarer leur partie, 147 « Bannir les cœurs changeans, car ils ſont trop laſſez D’embraſſer bras à bras par leurs ſubtilitez Ces vieilles edentez, ces ſalles lipandieres, Ces noires Alectons, Trigones & Megeres:	Laissons là ce plaisant parlons des Damoiselles, De ces jeunes cadets, et de tous ces pucelles (Qui aimant amoren) trois jours de leur folie Après vous les voyez déclarer leur partie, 147 " Bannir les cœurs changéants, car ils sont trop lassez D'embrasser bras à bras par leurs subtilités Ces vieilles édentez, ces salles lipandières, Ces noires Alectons, Trigones et Mères:
Si i’eſtois marié ie ferois par police Qu’on les euſt à ietter dedans vn precipice, Bien que ie ſois orné d’vn piteux équipage.	Si j'étais marié Dieu ferais par police Qu'on les eût à jeter dedans un précipice, Bien que je sois orné d'un piteux équipage.
Vn pauure Freluchon veſtu groſſo modo Deſirant iour & nuict le plaiſant gobelot Et du flacon coulant l’agreable rouzée Dans le grand entonnoir de ma gorge alterée.	Un pauvre Frêluchon vêtu grosso modo Désirant jour et nuit le plaisant gobelot Et du flacon coulant l'agréable rouzée Dans le grand entonnoir de ma gorge altérée.
SLENEII.	SLENEII.
Le Vieillard, la Vieille, & Gaudichon.	Le Vieillard, la Vieille, et Gaudichon.
A Le Vieillard.	À Le Vieillard.
Vel ſera le ſouſpir & la triſte amertume Que ie dois regretter malheureuſe fortune?	Vel sera le soupir et la triste amertume Que personne dois regretter malheureuse fortune?
quel ſera le ſentier qui me pourta mener Au fleuue Yberien, au gouffre de la mer?	quel sera le sentier qui me pourta mener Au fleuve Ybérien, au gouffre de la mer?
Ou ſur le dos aigu d’vn chameau ſauuagin Ou au dur Elephant qui eſt doux & benin Sans lequel d’eſiſter de ſa veuë effroyable Tout droit me conduira au vray lieu deſirable Encor qu’vn animal reputé par nature Eſt capable & benin cerchant ſon aduanture Aduiſant l’innocent prés d’vn lieu d’angereux Il le retirera de peril odieux:	Ou sur le dos aigu d' Hameau sauvagin Ou au dur Élephant qui est doux et bénin Sans lequel d'éister de sa vue effroyable Tout droit me conduira au vrai lieu désirable Encor qu'à animal réputé par nature Est capable et bénin cerchant son aventure Aduisant l'innocent prés d'H lieu d'reux Il le retirera de péril odieux:
Grande benignité, amitié naturelle Qui guides l’innocent d’adreſſer fraternelle, Guides donc maintenant le vieillard refroigné 2	Grande bénignité, amitié naturelle Qui guides l'innocent d'adresser fraternelle, Guides donc maintenant le vieillard refroigné 2
Qui c’eſt aueuglé ment maintenant eſloigné A l’infernal profond faute d’vne conduite Ne voyant le chemin de la voye predite, Voyant l’aſpect malin de mes vieillardes dents, Voyant mon poil grifard & mon nez degoutant, Mon maintien vacillant, mes membres demeurez, Mes os hors de leurs joincts, mes nerfs tous deſſeiMon ſens jà pertroublé, ma parole foiblette (chez, Ne pouuant plus patir ſur ma force foiblette Car voulant cheminer ie n’ay tendrons ne veines Qui n’aille ſupportant vne cruelle peine:	Qui c'est aveuglé ment maintenant éloigné À l'infernal profond faute d'une conduite Ne voyant le chemin de la voie prédite, Voyant l'aspect malin de mes vieillardes dents, Voyant mon poil grisard et mon nez dégoûtant, Mon maintien vacillant, mes membres demeurez, Mes os hors de leurs joints, mes nerfs toujours desseiMon sens jà pertroublé, ma parole faiblette (chez, Ne pouvant plus pâtir sur ma force foiblette Car voulant cheminer ger àay tendrons ne veines Qui n'aille supportant cruelle peine:
Que pourrois-ie apporter donc pour dõpter ce mal Et mon cœur reſiouyt contre le ſort fatal, Qui fier & rigoureux eruellement m’oppreſſe auappeuune au tomocau qla treneurante vieilleſſe, Si voyois Gaudichon richement mariée.	Que pourrais-je apporter donc pour donner ce mal Et mon cœur resiouyt contre le sort fatal, Qui fier et rigoureux ervellement m'oppresse au au tomocau qla treneurante vieillesse, Si voyais Gaudichon richement mariée.
Mes veines reprendroient leur ſorce accouſtumée.	Mes veines reprendraient leur sotce accoutumée,
La Jieille.	La Jieille.
Ment Eſt-ce ce qui vous tient, cé n’eſt grand maladie Il la faut marier à voſtre fantaſié?	Ment Est-ce ce qui vous tient, cé n'est grand maladie Il la faut marier à votre fantaisié?
eni dea i.	eni dea y.
Le Vieillard mu mie appruenez vous, etttoraniez toſtre pere Qui deſire vous voir ainſi que voſtre mere, N’obeyrez vos pas à mon commandement n fole telray mibun aduancement?	Le Vieillard m ie approuvenez vous, ettoraniez totre père Qui désire vous voir ainsi que votre mère, N'obéiriez vos pas à mon commandement n ole telrai mibun avancement?
A	À
Gaudichon.	Gaudichon.
Cenent ma volonte, laictes voite mmnaite	Cenent ma volonté, laites te mennaite
Le Vieillard.	Le Vieillard.
Hé!	Hé!
que ie ſuis ioyeux ſçauoir voſtre ſecret.	que ici suis joyeux sçauoir avoir secret.
Fanfreluche.	Fanfreluche.
Ie ſuis tout enragé.	Je suis tout enragé.
Le Vieillard.	Le Vieillard.
Qu'auez-vous mon amy, he!	Qu'avez-vous mon ami, hé!
qu’auez.	qu'avez.
vous mangé?	vous mangé?
Qui vous roülle, tempeſte & fait ce mal au ventre, auez-vous veu le Stix ou bien l’auernal centre Que vous eſtes attainct de relle maladie.	Qui vous roulle, tempête et fait ce mal au ventre, avez-vous vu le Stix ou bien l'avernal centre Que vous êtes attaint de relle maladie.
Fanfreluche.	Fanfreluche.
Ie viens faire mon cours en la Theologie, Ie ſuis docteur paſſé ainſi que l’Aretin, Pour ſçauoir le Gregeois, l’Hebreu, & le Laain, Et iuis yenu veis vous pouruuon vortre mie, Le louure de beautez pour ſa grace gentille.	Je viens faire mon cours en la Théologie, Je suis docteur passé ainsi que l'Aretin, Pour sçauoir le Grégeois, l'Hebreu, et le La, Et juis yen vis vous pourvon vortre mie, Le louvre de beautés pour sa grâce gentille.
La Vieille.	La Vieille.
Qu’entendez-vous parler, eſt-ce vne moquerie, Eſtes vous incenſé, dites moy ie vous prie?	Qu'entendez-vous parler, est-ce une moquerie, Êtes -vous incendsé, dites mo ie vous prie!
Fanfreluche.	Fanfreluche.
Non, i’ay touſiours ayme ma chere Gaudichon, Pant leunct ay jeentc amirqu vle Drdon, Elle eſt tout mon ſoulas, c’eſt ma vraye amoureuſe, Car mon ame ne fat d’autre aymer deſireuſe.	Non, j'ai toujours aime ma chère Gaudichon, Pant leunct ai -je amirqu' elle Drdon, Elle est tout mon soûlas, c'est ma vraie amoureuse, Car mon âme ne fat d'autre aimer désireuse.
Le Vieillard.	Le Vieillard.
Que veut dire cela, approchez Gaudichon nefecognomen touapour vn bon compagnon?	Que veut dire cela, approchez Gaudichon nefecgnomen touapour un bon compagnon?
Gaudichon.	Gaudichon.
Il m’a porté touſiours vne amour enragée Eſperant qu’en bref temps ſerois ſon eſpouſée.	Il m'a porté toujours une amour enragée Espérant qu'en bref temps serais son épousée.
Allons deliberer.	Allons délibérer.
La Pieille.	La Pieille.
ACTE II.	ACTE II.
Le vieillard, la vieille, Gauat.	Le vieillard, la vieille, Gavat.
le Dueteur, Fanfra	le Dueteur, Fanfra
9 Le Vieillard.	9 Le Vieillard.
E cachot deſcouuert de la chere amitié lEEt leurs cœurs en vn vœu ſi chaſtement lié, Quel deſir chatoüilleux va eſclairant mes iours;	E cachot découvert de la chère amitié lEEt leurs cœurs en un vœu si chastement lié, Quel désir chatoüilleux va éclairant mes jours;
Alors que ie cognois ces fideles amours:	Alors que ici connais ces fidèles amours:
Ce ſera Gaudichon qui ſeule appaiſera L’orage & le malheur qui or m’attaquera:	Ce sera Gaudichon qui seule apaisera L'orage et le malheur qui or m'attaquera:
Puiſqu’à ma volonté elle ce vient offrir Cognoiſſant que ie ſuis ioyeux de ſon deſir Pour voir en ſon Printemps ſon ame priſonniere Au cachot amoureux de la belle lumiere, Au flambeau tenebreux qui me ſoulloit mener Dedans l’obſcurité captif & priſonnier, Puis que tout exempté de la priſon obſcure Qui detenoit mon ſens & meſme ma nature, Mon cœur à de couuertie vray pomnt demenn, Auſſi toſt que i’ay veu ce loyal amoureux, Lequel bien ſagement c’eſt venu addreſſeron A mon cœur que voila afin de l’eſpouſer.	Puisqu'à ma volonté elle ce vient offrir Cognaissant que je suis joyeux de son désir Pour voir en son Printemps son âme prisonnière Au cachot amoureux de la belle lumière, Au flambeau ténébreux qui me soullait mener Dans l'obscurité captif et prisonnier, Puis que tout exempté de la prison obscure Qui détenait mon sens et m a nature, Mon cœur à de couvertie vrai pomnt démenn, Aussi tôt que j'ai vu ce loyal amoureux, Lequel bien sagement c'est venu adresseron A mon cœur que voilà afin de l'épouser.
La Vieille.	La Vieille.
Puiſque nous cognoiſſons ceſt excellent Docteux Trnous taut ens em ou eſt homme d’honneur, Et s’il a le ſçauoir comme il lefait entendre Auant que d’accorder le poinct qui veut pretendre, De peur d’eſtre trompez & meſme noſtre fille Qui eſt de la cité la plus belle & gentille.	Puisque nous connaissons cette excellent Docteux Trnous tauts ens d' ou est Et s'il a Le s'il a le savoir comme il lésait entendre Avant que d'accorder le point qui veut prétendre, De peur d'être trompez et même notre fille Qui est de la cité la plus belle et gentille.
Le vieillard.	Le vieillard.
Allons nous enquelcenr.	Allons nous enquelcenr.
Le Docteur.	Le Docteur.
Incredulitas attius beſtijs, ita vt non ſum beſtia, Doctrina attius aſinis, Doctor non eſt aſinus.	Incredulitas attius bestijsà vita vît non sum bétia, Doctrina attius asinis, Doctor non est asinus.
Oarde ioocrbribus.	Oarde ioocrbribus.
Fanfreluche.	Fanfreluche.
Le Docteur.	Le Docteur.
Quid petis.	Qui petis.
Fanfreluche.	Fanfreluche.
Vellerem, auon vne amoueule, Et non poſſum habere ſine doctrina.	Vellerem, avon une amoule, Et non possum habère sine doctrina.
Le Docteur.	Le Docteur.
Srort ta teferas-tu tout ce que te diray?	Srort ta teferas-tu tout ce que te dirai?
Fanfreluche.	Fanfreluche.
eltuoracieique onidise.	eltuoracieique onidise.
Le Docteur.	Le Docteur.
d̀i ne tient qu'a ma prelence tu l’auras.	di ne tient qu'à ma prélence tu l'auras.
Fanfreluche.	Fanfreluche.
Quando interroges, interroga leuiter.	Quando interroges, interroga leviter.
Le Docteur.	Le Docteur.
Allez, nihil curetis, Excellentiſſimus homo magna ſa pientis præditus Labille amer, labille orator.	Allez, nihil curetis, Excellentissimus homo magna sa pientis præditus Labille amer, labille orator.
IAI Contre-fait le ſçauant & le ſabtil doctor.	IAI Contre-fait le sçauant et le sabtil doctor.
Le Vieillard.	Le Vieillard.
A vous!	À vous!
ô grand Docteurlô ſage perſonnage Qui prediſez à tous le futur & l’orage Puis que Dieu t’a donné vn ſçauoir excellent, Rends noſtre cœur certain de tout éuenement.	ô grand Docteurlô sage personnage Qui prédisez à tous le futur et l'orage Puis que Dieu t'a donné un savoir excellent, Rends notre cœur certain de tout événement.
Qui eſt ce grand Docteur qui a ſi bonne mine, ni ſe di ſi ſçauant, & ſi plein de docteine, Il parle tout Latin,ſi vous l’oyez parler De ces graues diſcours vous feroit eſtonner.	Qui est ce grand Docteur qui a si bonne mine, ni se di si savant, et si plein de docteine, Il parle tout Latin,si vous l'oyez parler De ces graves discours vous ferait étonner.
Le Docteur.	Le Docteur.
Ie croy en auoir ouy parle.	Je crois en avoir ouï parle.
Le Vieillard.	Le Vieillard.
Il le faut appeller tu l’examineras, Car il eſt bien fondé tu le recognoiſtras?	Il le faut appeler tu l'examineras, Car il est bien fondé tu le reconnaîtras?
Allez, ſus qu’on l’appelle & crie promptement Puis que ce docteur eſt du Latin fondement.	Allez, sus qu'on l'appelle et crie promptement Puis que ce docteur est du Latin fondement.
Le Docteur.	Le Docteur.
Venite Doctorum.	Venite Doctorum.
Panfrciuche.	Panfrciuche.
Salue ſapientibus.	Salue sapientibus.
Quomodo portas.	Quomodo portas.
Le Docteuy.	Le Docteui.
Fanfreluche.	Fanfreluche.
Venio lutetia vidi in viam tornet qui curebat poſt vacati de vonebue guanpare mper doſſa enis.	Venio lutetia vit in viam tornet qui curebat post vacati de vonebue guanpare mper dossa enis.
Le Docieur.	Le Docieur.
Olelegantiſſima narratjoni, ie n’en veux plus ouyr,	Olegantissima narratjoni, Elle n'en veux plus ouïr,
Le Vieillard.	Le Vieillard.
Hé bien monſieur que vous ſemble?	Hé bien monsieur que vous semble?
Le Docteur.	Le Docteur.
ſi ſçauant.	si sçauant.
Comment que me ſemble, iamais ie n’en ay veu vn	Comment que me semble, jamais belle n'en ai vu un
Le Vieillard.	Le Vieillard.
Helas!	Hélas!
quel reconfort à ma triſte langueur, Quel ſoulas m’eſiouyſt & me donne vigueur:	quel réconfort à ma triste langueur, Quel soûlas m'esiouyst et me donne vigueur:
Car Gaudichon eſt ot pour viure heureuſement, Mes yeux eſtincelans verront l’aduancement De l’amour qui a pris ſa pudique penſée D’vn regard radieux qui l’a illuminée.	Car Gaudichon est ot pour vivre heureusement, Mes yeux étincelants verront l'avancement De l'amour qui a pris sa pudique pensée D'un regard radieux qui l'a illuminée.
O telebre Hymen!	Ô telèbre Hymen!
ô plaiſante entrepriſe Tu as ſaiſi mon cœur pour en faire à ta guiſe Me voyant vagabond vn vieillard libertin Qui couroit les foreſts du ſoir iuſqu’au matin, Puis que court arreſté tu as tiré la bride Du malheur qui vouloit le tiltrer mon vray guide, Ocher aduancement!	ô plaisante entreprise Tu as saisi mon cœur pour en faire à ta guise Me voyant vagabond un vieillard libertin Qui courait les forêts du soir jusqu'au matin, Puis que court arrêté tu as tiré la bride Du malheur qui voulait le titrer mon vrai guide, Ocher avancement!
ô infuſe lumiere Qui ſeule a captiué mon ame priſonniere Voyant la liberté d’vn deſſoyal ennuy Qui c’eſtoit emparé pour me donner ſoucy Agrauant le ſommeil, deſpeignant ma vieilleſſe Cerchant tous les ſecrets pour me donner triſteſſe Pour me rendre au tombeau en la concauité Dix ans deuant mes iours, qui n’ont pas merité Encor de voir Charon, le Stix & le malheur Et le Tartare plein de ſoulphre & puanteur, Ne voulant ſupporter ma vieilleſſe esbranſlée, Ains m’accabler à coup de fureur animée.	ô infuse lumière Qui seule a captivé mon âme prisonnière Voyant la liberté d'un dessoyal ennui Qui c'était emparé pour me donner souci Agravant le sommeil, dépeignant ma vieillesse Cerchant tous les secrets pour me donner tristesse Pour me rendre au tombeau en la concavité Dix ans devant mes jours, qui n'ont pas mérité Encor de voir Charon, le Stix et le malheur Et le Tartare plein de soulphre et puanteur, Ne voulant supporter ma vieillesse ébranlée, Ains m'accabler à coup de fureur animée.
O cœur trop ſoulagé!	Ô cœur trop soulagé!
meſſager deſcouuert, Qui as tout declaré ceſt amoureux ſecret:	messager découvert, Qui as tout déclaré cet amoureux secret:
Ce veneneux regard, ceſte cruelle trongne Qui par ſa liberté meſpriſe la couronne.	Ce vénéneux regard, cette cruelle trongne Qui par sa liberté méprise la couronne.
La Pieille.	La Pieille.
Iettons bas mon amy la dure ſeruitude Qui ainſi nous tenoit en ſi grand l’aſſitude, Puiſque le dur collier & la fiere priſon A laiſſé le captif voyant ſa paſſion Pouſſez d’vne pitié voyant le ſeul amour Volleter en ſon cœur pour prendre ſon ſeiour.	Itons bas mon ami la dure servitude Qui ainsi nous tenait en si grand l'assitude, Puisque le dur collier et la fière prison A laissé le captif voyant sa passion Poussez d'une pitié voyant le seul amour Volleter en son cœur pour prendre son séjour.
Gaudichon.	Gaudichon.
Puis que tout aneure mon pere ſe contente Lors qu’il a entendu la ſcience excellente, Il nous faut aduiſer ce qui eſt de certain Auant qu’effectuer noſtre amoureux deſſein.	Puis que tout aneure mon père se contente Lors qu'il a entendu la science excellente, Il nous faut aviser ce qui est de certain Avant qu'effectuer notre amoureux dessein.
Parlez à voſtre pere.	Parlez à votre père.
La Vieille.	La Vieille.
Gaudichon.	Gaudichon.
Allons ioyeuſement, allons chere vieilleſſe I nous faut deſpartir en ioye & en lieſſe.	Allons joyeusement, allons chère vieillesse I nous faut départir en joie et en liesse.
Le VieillardAllons ma Gaudichon, adieu ſage docteur Ie ſuis voſtre ſeruant.	Le VieillardAllons ma Gaudichon, adieu sage docteur Je suis votre servant.
Adieu, adieu patron.	Adieu, adieu patron.
Le Docteur.	Le Docteur.
Fanfreluche.	Fanfreluche.
O bonus ſeuex qui credit lingua timida,	Ô bonus seuex qui crédit lingua timida,
Le Docteur.	Le Docteur.
Sans moy l’euſſe-tu euë en don?	Sans moi l'eusse-tu eue en don?
Fanfreluche, Magnas gratientiſſimas ago	Fanfreluche, Magnas gratientissimas ago
Le Docteur.	Le Docteur.
Il te faut diſcourir d’vn Latin bien hardy, meu teraj je uicouteriorsque leindſcy.	Il te faut discourir d' Latin bien hardi, meu terajje uicouteriorsque leindscy.
De lingua Græca, de Latina, de Barbara Et linguidi alius modo doctori vt potini habeas filiã.	De lingua Græca, de Latina, de Barbara Et linguidi us modo doctori vt potini habeas filiant.
Fanfreluche.	Fanfreluche.
Si ne tient qu’à cela ie diſcoureray trop Du Latin, de l’Hebreu, & du Grec au galop.	Si ne tient qu'à cela ie discourerai trop Du Latin, de l'Hebreu, et du Grec au galop.
Conimient, igllorez-vous que n’aye la maniere De contenter vn Roy amateur de lumiere?	Conimient, igllorez-vous que n'aie la manière De contenter un Roi amateur de lumière?
Ie parlerols au Turc, vorre au grand Soliman, Diſant, reddis Græca al Rex bonus Francam,	Je parlerols au Turc, vorre au grand Soliman, Disant, rédis Græca al Au bon Francam,
Le Docteur.	Le Docteur.
Os non fumetis ne ſis turbulentiſſimus.	Os non fumétis ne sis turbulentissimus.
nanfréluche.	nanfréluche.
C’eſt mon ſemblant de faire.	C'est mon semblant de faire.
Le Docteur.	Le Docteur.
Si cares doctrina cauta ambula, & omnia quæ attine ſtulto.	Si cares doctrina cauta ambula, et omnia quæ attine stulto.
Fanfreluche.	Fanfreluche.
Veux-tu dire que ie ſois fol?	Veux-tu dire que ici sois fol?
Le Docteurs E uagodanime duiciele	Le Docteurs E uagodanime duicle
Fanfreluche.	Fanfreluche.
Adieu graue Docteur, qui as dans la ceruelle Vue mer de Latin & paroles nouuelles, æ Ton ventre eſt tout farcy de points & de virgules, Et tes yeux tous tournez de voir tant d’Opuſcules, Ie croy que tu ferois d’vne graue façon Aux aſnes Arcadiens vne docte leçon:	Adieu grave Docteur, qui as dans la cervelle Veuve mer de Latin et paroles nouvelles, æ Ton ventre est tout farci de points et de virgules, Et tes yeux tous tournés de voir tant d'Opuscule, Je crois que tu ferais d'une grave façon Aux ânes Arcadiens une docte leçon:
Car tu ayme pluſtoſt la fertille cuiſine Que tu ne fais cent fois l’excellente doctrine.	Car tu aime plutôt la fertille cuisine Que tu ne fais cent fois l'excellente doctrine.
Fama tibi refero!	Fama tibi reféro!
ô braue bribonnier, Qui aymas niſeen!	ô brave bribonnier, Qui aimas niseen!
ô grand gallefretier, Quelqu’vn ta-il doüé de plus grandes vertus, T’attribuant l’honneur vires virtutious Portia fortinum aſinum Doctora Semper deſiderans cubile & menſa	ô grand gallefretier, Quelqu'Honneur ta-il doüé de plus grandes vertus, T'attribuant l'honneur vires virtious Portia fortinum asum Doctora Semper desidérants cubile et mensa
ACIE III.	ACIE III.
Fanfreluche, Biſtory vallet.	Fanfreluche, Bistori vallet.
Fanfreluche.	Fanfreluche.
Vel cruel accident en dormant ayſongé, 2 Ne te ſouuient-il point de ce qu’au rauaſſé, Eſtoit-ce verité ou choſe memengere, nsteso Eſtoit-ce Gaudichon qui ſeruoit de lumiere?	Vel cruel accident en dormant aisongé, 2 Ne te souvient-il point de ce qu'au ravassé, Était-ce vérité ou chose mémengère, nsteso Était-ce Gaudichon qui servait de lumière?
Eſclairant ſur mon lict d’vn flambeau iournalier, De certain ie penſois eſtre ſon priſonnier.	Éclairant sur mon lit d'un flambeau journalier, De certain autre pensais être son prisonnier.
Croyant qu’elle cerchaſt mafranche libetté,	Croyant qu'elle cerchât mafranche libeté,
C’eſtoit donc mon eſprit qui eſtoit tout troublé I’auois les pieds trop hauts & la teſte trop baſſe, C’eſtoit ce qui tenoit mon amour en ſa grace:	C'était donc mon esprit qui était tout troublé J'avais les pieds trop hauts et la tête trop basse, C'était ce qui tenait mon amour en sa grâce:
