M.	M.
Ctfece que confeſſe auec tout le monde celuy qui eſt,	Ctfèce que confesse avec tout le monde celui qui est,
MADEMOISELLE,	MADEMOISELLE,
ADVERTISSEMENT.	ADVERTISEMENT.
AVt’eſtonneras peut-eſtre, Lecteur.	AUt-étonneras peut-être, Lecteur.
εἐιςις que i’aye mis cét Aminte au iour, apres celuy que tu as veu depuis peu:	Ô que j'aie mis cet Aminte au jour, après celui que tu as vu depuis peu:
mais quand ie te diray que ie te donne vne verſion tres fidelle, ie m’aſſeure que tu l'eſtimeras digne de ta curioſité:	mais quand notre te dirai que ie te donne une version très fidèle, tu m'assure que tu l'estimeras digne de ta curiosité:
Auſſi ſi nous nous reſſouuenons que ſon Autheur eſtoit vn des plus iudicieux perſonnages d’Italie, nous aurons de la peine à nous figurer que la diſpoſition de ſon ouurage n’ait pas toute la grace requiſe.	Aussi si nous nous ressouvenons que son Auteur était un des plus judicieux personnages d'Italie, nous aurons de la peine à nous figurer que la disposition de son ouvrage n'ait pas toute la grâce requise.
Et de fait, examinons-le en paſſant ſelon les regles de l’art, & dans la luitte des éuenemens, & nous verrens áyſémẽt qu’on n’y ſçauroit pas meſme treuuer à dire que tous les accidens ſe font derriere le neatre, horſmis l’éuanouyſſement d’Aminte.	Et de fait, examinons-le en passant selon les règles de l'art, et dans la luite des événements, et nous verrents áysémẽt qu'on n'y saurait pas même trouver à dire que tous les accidents se font derrière le neattre, horsmis l'évanouissement d'Aminte.
Car encore que les choſes qui n’entrent que par l’oreille, ne nous émeuuent pas tant à beaucoup prés que celles qui touchent nos yeux, il eſt pourtant vray qu’il ne faut pas eſtaller en la Scene ce qui ne merite pas d’y eſtre produit, & qu’il eſt bon de ſouſtraire à la cõnoiſſance de la veuë beaucoup de choſes qui ſont incontinent apres ſuffiſamment ra contées.	Car encore que les choses qui n'entrent que par l'oreille, ne nous émeuuent pas tant à beaucoup près que celles qui touchent nos yeux, il est pourtant vrai qu'il ne faut pas étaller en la Scène ce qui ne mérite pas d'y être produit, et qu'il est bon de soustraire à la connaissance de la vue beaucoup de choses qui sont incontinent après suffisamment ra contées.
C’eſt pourquoy on ne ſçauroit aſſez loüer la modeſtie du Taſſe, de nous auoir cachél’inſolence du Satyre, & la nudité de Syl uie:	C'est pourquoi on ne saurait assez louer la modestie du Tasse, de nous avoir cachell'insolence du Satyre, et la nudité de Syl vie:
Ce que l’honneſteté l’ayant contraint de faire, il ne pouuoit par conſequent nous fairt voir le coup dont Aminte s’alloit tuër ſans le ſecours de Daphné, lors que Syluie ſe mit er fuitte apres qu’il l’eut retirée d’ẽtre les main du Satyre;	Ce que l'honnêteté l'ayant contraint de faire, il ne pouuoit par conséquent nous fairt voir le coup dont Aminte s'allait tuer sans le secours de Daphné, lors que Syluie se mit er fuite après qu'il l'eut retirée d'entre les main du Satire;
Ioint que cette action de deſel poir d’Aminte eſtoit de mauuais exemple prurre peuple, deuant qui, comme vn granc maiſtre a dit, il ne faut pas que Medée tuë ſe enfans:	Joint que cette action de désel poir d'Aminte était de mauvais exemple prurre peuple, devant qui, comme un granc maître a dit, il ne faut pas que Medée tues se enfants:
& qu’on ne m’objecte pas que Sene que n’a pas obſerué cecy dans ſa Medée, ca ie reſpõdray par la bouche d’vn autre Seneque, qu’on nedoit point pecher par exẽple, & que ce n’eſt pas eſtre innocent que d’imiter la faute d’autruy.	et qu'on ne m'objecte pas que Sene que n'a pas observé ceci dans sa Medée, ca ie respõdray par la bouche d'un autre Sénèque, qu'on nedait point pécher par exemple, et que ce n'est pas être innocent que d'imiter la faute d'autrui.
Noſtre Autheur ne pouuoit pas non plus nous faire voir le danger que le Loup fit courir à Syluie, parce qu’il eſtoit à propos que les ſpectateurs, auſsi bien qu’Aminte, la creuſſent morte, & qu’ils compatiſſent à ſa douleur:	Notre Auteur ne pouvait pas non plus nous faire voir le danger que le Loup fit courir à Syluie, parce qu'il était à propos que les spectateurs, aussi bien qu'Aminte, la crussent morte, et qu'ils compatissent à sa douleur:
autrement la narration que Nerine fait de la mort de Syluie, qu’ils euſsẽt ſçeu n’eſtre pas morte, leur eut eſté importune, comme celle que Syluie fait apres du grãd peril qu’elle a couru, leur eut auſsi eſté ſuperfluë.	autrement la narration que Nerine fait de la mort de Syluie, qu'ils eussent su n'être pas morte, leur eut été importune, comme celle que Syluie fait après du grand péril qu'elle a couru, leur eut aussi été superflue.
Il ne reſte plus qu’à parler du dernier deſeſpoir qui porta Aminte à ſe precipiter, & de la concluſion qui ſe fait par les embraſſemens d’Aminte, & de Syluie.	Il ne reste plus qu'à parler du dernier désespoir qui porta Aminte à se précipiter, et de la conclusion qui se fait par les embrassements d'Aminte, et de Syluie.
Pour ce qui eſt du premier, i’ay deſia dit qu’il n’eſtoit pas bõ de faire voir de ces actions de mauuais exemple:	Pour ce qui est du premier, j'ai déjà dit qu'il n'était pas bien de faire voir de ces actions de mauvais exemple:
Pour le ſecond, quãd ie conſidere que ces embraſſements ſont vn peu trop licentieux, & que le peuple meſme ne les ſçauroit ſouffrir ſans riſée, & preſque ſans mocquerie, ie treuue que noſtre Autheur a tres-prudemment fait de nous les cacher, & de nous en apprendre la nouuelle par la bouche d’vn tiers.	Pour le second, quand ne considere que ces embrassements sont un peu trop licentieux, et que le peuple même ne les saurait souffrir sans risée, et presque sans moquerie, Seigneur trouve que notre Auteur a très-prudemment fait de nous les cacher, et de nous en apprendre la nouuelle par la bouche d'un tiers.
L’Epilogue de Venus qui ſuit n’eſt pas du Taſſe, à mon aduis, ny ne ſe rencontre pas dans tous les Amintes:	L'Épilogue de Venus qui suit n'est pas du Tasse, à mon avis, ni ne se rencontre pas dans tous les Amintes:
le n’ay pas laiſſé pourtant de le traduire, parce qu’il rend cette piece aucunement plus parfaite.	le n'ai pas laissé pourtant de le traduire, parce qu'il rend cette pièce aucunement plus parfaite.
C’eſt vne imitation d’vn Poëme Grec de Moſchus, intitulé l’Amour Fugitif, en quoy celuy qui l’a fait n'a pas malimité le Taſſe, qui s’eſt fort heureuſement ſeruy des anciens Autheurs:	C'est quelque imitation d'une Poème Grec de Moschus, intitulé l'Amour Fugitif, en quoi celui qui l'a fait n'a pas malimité le Tasse, qui s'est fort heureusement servi des anciens Auteurs:
de ſorte que ce n’eſtoit pas ſans raiſon que quelqu’vn diſoit, qu’il auoit fort de l’air de l’ancienne Rome.	de sorte que ce n'était pas sans raison que quelqu'un disait, qu'il avait fort de l'air de l'ancienne Rome.
I’ay traduit auſsi les Chœurs du troiſieſme & du quatrieſme acte qui ſont paſſables, & qui ſont, à mon aduis, de celuy-la meſme qui a fait l’Epilogue, noſtre Autheur n’en ayant point fait pour ces deux Actes non plus que pour le dernier, parce qu’il s’eſt contenté de le faire parler dans les Scenes de ces trois derniers Actes, ſans le faire encore parler à part à la fin de chacun.	J'ai traduit aussi les Chœurs du troisième et du quatrième acte qui sont passables, et qui sont, à mon avis, de celui-la même qui a fait l'Épilogue, notre Auteur n'en ayant point fait pour ces deux Actes non plus que pour le dernier, parce qu'il s'est contenté de le faire parler dans les Scène de ces trois derniers Tes, sans le faire encore parler à part à la fin de chacun.
Mais puis que i’ay rendu raiſon de ce que i’ay adjouſté, ie diray auſsi que i’ay obmis la prediction de Mopſe que Tirſis raconte à Aminte à la fin du premier Acte:	Mais puis que j'ai rendu raison de ce que j'ai ajouté, tu dirai aussi que j'ai obmis la prédiction de Mopse que Tirsis raconte à Aminte la fin du premier Acte:
Ce n’eſt pas qu’il y ait rien d’inutile ny de lâche dãs ce Chef d’œuure, mais c’eſt que tout ce diſcours eſt allegorique, & qu’il y eſt parlé en termes couuerts de quelques perſonnages d’Italie.	Ce n'est pas qu'il y ait rien d'inutile ni de lâche dans ce Chef d'œuvre, mais c'est que tout ce discours est allégorique, et qu'il y est parlé en termes couverts de quelques personnages d'Italie.
Au reſte (Lecteur) ne t’attends pas que ie t’aille faire icy vn Panegyrique de cette Paſtorale, car i’ay touſjours creu que c’eſtoit trop de preſomption d’entreprendre de loüer ce que tout le monde admire, parce qu’en effet c’eſt comme s’attribuër tacitement la gloire de ſ’en pouuoir mieux acquiter que pas vn, & d’eſtre plus clair-voyant que tous les autres enſemble.	Au reste (Lecteur) ne t'attends pas que sans t'aille faire ici un Panégyrique de cette Pastorale, car j'ai toujours cru que c'était trop de présomption d'entreprendre de louer ce que tout le monde admire, parce qu'en effet c'est comme s'attribuër tacitement la gloire de s'en pouvoir mieux acquitter que pas un, et d'être plus clairvoyant que tous les autres ensemble.
Seulement te diray-je ( & tu le remarqueras ayſément) qu’on ne treuue pas icy ce ſtile enflé, dont quelques-vns ſe bouffiſſent au lieu de ſe remplir.	Seulement te dirai-je ( et tu le remarqueras aisément) qu'on ne trouve pas ici ce style enflé, dont quelques-mêmes se bouffissent au lieu de se remplir.
Bien que l’Amour qui fait icy parler Aminte, & Syluie, ſe ſoit luymeſme reuolté contre ſa mere en la quittant, il parle pourtant par leur bouche en enfant plein de douceur & de reſpect, il eſt touſiours dans la ſoumiſsion, & ne tranche pas tant du maiſtre, qu’il ne ploye ſous la Fortune, & ne la reconnoiſſe pour maiſtreſſe:	Bien que l'Amour qui fait ici parler Aminte, et Syluie, se soit luymesme révolté contre sa mère en la quittant, il parle pourtant par leur bouche en enfant plein de douceur et de respect, il est toujours dans la soumission, et ne tranche pas tant du maître, qu'il ne ploie sous la Fortune, et ne la reconnaisse pour maîtresse:
Il parle, diſ-je, en enfant, & non pas en Geant;	Il parle, dis-je, en enfant, et non pas en Geant;
Il ne fulmine point contre les Dieux au premier deſaſtre qui luy arriue, ny ne les menace point de deſtruire & d’embraſer leurs temples:	Il ne fulmine point contre les Dieux au premier désastre qui porte arrive, ni ne les menace point de détruire et d'embraser leurs temples:
enfin s’il a du feu, ce n’eſt pas le feu d’vne Furie, mais c’eſt celuy d’Amour.	enfin s'il a du feu, ce n'est pas le feu d'une Furie, mais c'est celui d'Amour.
Tu ne liras pas non plus icy ces pointes ſi eſtudiées & ſi recherchées, qui ſont les delices de noſtre ſiecle:	Tu ne liras pas non plus ici ces pointes si étudiées et si recherchées, qui sont les délices de notre siècle:
auſsi ne faut-il guiere d’artifice pour exprimer la naïueté d’vne paſsion;	aussi ne faut-il guière d'artifice pour exprimer la naïveté d'une passion;
il ne faut point tirer de I’eſprit ce qui doit venir du cœur, ny ſonger à vne belle conception lors que l’ame ne demande qu’à enfanter.	il ne faut point tirer de J'esprit ce qui doit venir du cœur, ni songer à une belle conception lors que l'âme ne demande qu'à enfanter.
La douleur, l’amour, & quelques autres paſsions ont cela de propre, qu’elles ſont comme leurs ſages femmes à elles-meſmes;	La douleur, l'amour, et quelques autres passions ont cela de propre, qu'elles sont comme leurs sages femmes à elles-mêmes;
pour ſi peu qu’õy porte la main il faut craindre de les eſtouffer;	pour si peu qu'on porte la main il faut craindre de les étouffer;
& quoy qu’elles demeurent toutes nuës, elles n’en ſont que plus agreables;	et quoi qu’elles demeurent toutes nues, elles n'en sont que plus agréables;
qui les veut trop parer les déguiſe:	qui les veut trop parer les déguise:
La Ioye comme plus licencieuſe, & comme celle qui s’eſtalle au dehors pour eſtre veuë, peut bien ſouffrir quelques ornemens:	La Joie comme plus licencieuse, et comme celle qui s'étalle au dehors pour être vue, peut bien souffrir quelques ornements:
mais la Triſteſſe eſt plus retirée, & plus modeſte, il n’y a rien de plus ſimple, ny de moins ambitieux qu’elle.	mais la Tristesse est plus retirée, et plus modeste, il n'y a rien de plus simple, Seigneur de moins ambitieux qu'elle.
Ces trop grands rechercheurs de ſubtilitez ſont les plus grãds ennemis qu’ayent les Muſes, & peut-eſtre n’a-t’on feint que l’araignée eſtoit haye de Minerue, qu’à cauſe que ſa toile eſt ſi déliée, qu’elle en eſt du tout inutile.	Ces trop grands rechercheurs de subtilités sont les plus grands ennemis qu'aient les Muses, et peut-être n'a-t-on feint que l'araignée était haie de Minerve, qu'à cause que sa toile est si déliée, qu'elle en est du tout inutile.
Ils font encore chercher des pointes à ceux qui ſont tous preſts de ſe tuër, dont ils les arment dauantage que de leur poignard.	Ils font encore chercher des pointes à ceux qui sont tous prêts de se tuer, dont ils les arment davantage que de leur poignard.
Ah voicy le poignard qui du ſang de ſon maistre S'eſt ſoüillé laſchement, il en rougit le traistre.	Ah voici le poignard qui du sang de son maître S'est soüillé lâchement, il en rougit le traître.
le treuue qu’elle meſme deuroit rougir, &	le trouve qu'elle même devrait rougir, et
que ces paroles l’accuſent plus qu’elles ne Aaneriiſſement.	que ces paroles l'accusent plus qu'elles ne Aanériissement.
font ce poignard, d’auoir trahy Pyrame.	font ce poignard, d'avoir trahi Pyrame.
Car comment vne perſonne vrayment touchée auroit-elle de ſemblables penſées, qui tant s’en faut qu’elles percent, qu'elles ne piquent pas ſeulement, mais ne font que nous chatoüiller l’ame, & nous exciter à rire en nous meſmes, qui eſt vn mouuement bien leger, principalement pour vne action trágique.	Car comment une personne vraiment touchée aurait-elle de semblables pensées, qui tant s'en faut qu'elles percent, qu'elles ne piquent pas seulement, mais ne font que nous chatoüiller l'âme, et nous exciter à rire en nous mêmes, qui est un mouvement bien léger, principalement pour une action tracique.
Cela c’eſt faire plus du Declamateur que du Poëte, & affecter de paroiſtre pluſtoſt aigu, que graue.	Cela c'est faire plus du Déglamateur que du Poète, et affecter de paraître plutôt aigu, que grave.
Ce n’eſt pas que les poihtes ne ſoient de fort bonne grace, mais il les faut choiſir fortes, & qui ne ſe rebouchent pas, lors qu’elles ſemblent penetrer:	Ce n'est pas que les poihtes ne soient de fort bonne grâce, mais il les faut choisir fortes, et qui ne se rebouchent pas, lors qu'elles semblent pénétrer:
de meſme que ces eſpées dont on ſe ſeruoit anciennement au theatre, qui rentroient dans ellesmeſmes, lors qu’on penſoit qu’elles entraſſent dans le corps:	de même que ces épées dont on se servait anciennement au théâtre, qui rentraient dans ellesmesmes, lors qu'on pensait qu'elles entrassent dans le corps:
En fin s’il faut qu’elles ſoiẽt pleines d’eſprit, que ce ſoit d’vn eſprit genereux;	En fin s'il faut qu'elles soient pleines d'esprit, que ce soit d'un esprit généreux;
de façon que lon reconnoiſſe que c’eſt pluſtoſt la paſsion qui occupe l’eſprit, que l’eſprit qui tienne lieu de paſſion:	de façon que lon reconnaisse que c'est plutôt la passion qui occupe l'esprit, que l'esprit qui tienne lieu de passion:
Auſſi ne Aduertiſſement.	Aussi ne Aduertissement.
ſçauroit-on rien reprendre en ce que Pyrame dit parlant du meſme poignard.	sçauroit-on rien reprendre en ce que Pyrame dit parlant du même poignard.
Voicy dequoy vanger les injures du ſort, C’eſt icy mon tonnerre, & mon gouffre, & ma mort.	Voici dequoy venger les injures du sort, C'est ici mon tonnerre, et mon gouffre, et ma mort.
Car qu'on ne ſe ſigure pas que ie condamne abſolument ce Poëte, ie ſçay qu’il a fait de bons vers, & qu’il y en a dans ſon Immortalité de l’Ame, qui ſeuls ſeroient capables de limmortaliſer, & ie n’approuue pas entierement celuy qui faiſoit paſſer iuſqu’à ſa Poëſie leiugement qu’il donnoit de ſa vie, en diſant que la meilleure preuue qu’il pouuoit apporer contre l’immortalité de l’ame, eſtoit la torruption de la ſienne:	Car qu'on ne se sigure pas que ainsi condamne absolument ce Poète, toujours sais qu'il a fait de bons vers, et qu'il y en a dans son Imortalité de l'Âme, qui seuls seraient capables de limmortaliser, et Seigneur n'approuve pas entièrement celui qui faisait passer jusqu'à sa Poésie liugement qu'il donnait de sa vie, en disant que la meilleure preuve qu'il pouvait apporer contre l'immortalité de l'âme, était la torruption de la sienne:
Mais ie veux ſeulement inferer de cecy, qu’il ſe faut bien prendre garde d’vn vice dont vn homme de ſi rande reputation n’a pas meſme eſté exẽpt:	Mais ie veux seulement inférer de ceci, qu'il se faut bien prendre garde d'un vice dont un homme de si rande réputation n'a pas même esté exẽpt:
et ie le dy d’autant plus hardiment, que preſque tout le deſeſpoir de Pyrame, & de Thisé, eſt de ce genre.	et même le dis d'autant plus hardiment, que presque tout le désespoir de Pyrame, et de Thisé, est de ce genre.
N’eut-il pas fait beau voir Taſſe s’amuſer à faire dire à Aminte, lors u'on luy monſtre le voile de Syluie qu’iltenoit pour morte, ce que Pyrame dit rencontrant celuy de Thisbé dans les tenebres, ou lon croiroit que ſon eſprit s’eſtoit égaré?	N'eût-il pas fait beau voir Tasse s'amuser à faire dire à Aminte, lors on lui monstre le voile de Syluie iltenoit pour morte, ce que Pyrame dit rencontrant celui de Thisbé dans les ténèbres, ou lon croiroit que son esprit estoit égaré?
Euton treuué bon qu’il luy eut fait dire aux rochers ſur leſquels il eſtoit monté pour ſe precipiter, qu’ils ſ’éclatent de deüil, & ſ’ouurent pour luy donner vn cercueil, en luy faiſant comme chercher parmy les choſes inſenſibles le reſſentiment qui luy manque.	Eûton trouvé bon qu'il lui eut fait dire aux rochers sur lesquels il était monté pour se précipiter, qu'ils s'éclatent de deuil, et s'ouvrent pour lui donner un cercueil, en lui faisant comme chercher parmi les choses insensibles le ressentiment qui lui manque.
Enfin eut il eſté à propos qu’il luy eut fait dire lors qu’il demande d’eſtre deuoré des Loups comme Syluie, que depuis que ſon beau ſang eſtoit paſſé en leur nourriture ils auoient plus d’amour que de brutalité?	Enfin eut il été à propos qu'il lui eut fait dire lors qu'il demande d'être dévoré des Loups comme Syluie, que depuis que son beau sang était passé en leur nourriture ils avaient plus d'amour que de brutalité?
Car ſi on ſ'eſt mocqué d’Ouide, qui auoit eſcript qu’au temps du deluge le Loup deuenu doux nageoit auec les Brebis, & a-t on dit que ce n’eſtoit pas le fait d’vn iugement bien ſobre, de ſe joüer ainſi apres que tout le rond de la terre auoit eſté englouty, ie ne ſçay pas comment on pourroit deffendre celuy qui s’amuſe à faire deſcrire à vn Amant la douceur de la beſte qui a deuoré ſa maiſtreſſe dont la mort le preſſe de ſe tuër.	Car si on s'est moqué d'Ouide, qui avait écript qu'au temps du déluge le Loup enu doux nageait avec les Brebis, et a-t on dit que ce n'était pas le fait d'un jugement bien sobre, de se jouer ainsi après que tout le rond de la terre avait été englouti, je ne sais pas comment on pourrait défendre celui qui s'amuse à faire décrire à un Amant la douceur de la bête qui a dévoré sa maîtresse dont la mort le presse de se tuer.
Il n’y a donc rien de ſemblable à cecy dans noſtre autheur, mais tout y eſt fort raiſonnable, & fort à propos, & ſi les penſées en ſont bonnes, l’œconomie de l’ouurage entier eſt admirable, & chacune de ſes parties ſe rapporte à ſon Tout, comme font les membres a leur corps:	Il n'y a donc rien de semblable à ceci dans notre auteur, mais tout y est fort raisonnable, et fort à propos, et si les pensées en sont bonnes, l'œconomie de l'ouvrage entier est admirable, et chacune de ses parties se rapporte à son Tout, comme font les membres à leur corps:
En quoy certes peu de perſonnes ſ'eſtudient à ſuiure le Taſſe, car on void vne telle confuſion dans la pluſpart des ouurages de ce temps, que de deux ou trois ſubjets qui y ſont traitez à la fois, à peine diſcerne-t’on celuy qui eſt le principal, & ce qui ſemble eſtrange, faute d’inuention on ſe donne trop de matiere:	En quoi certes peu de personnes s'étudient à suivre le Tasse, car on void une telle confusion dans la plupart des ouvrages de ce temps, que de deux ou trois sujets qui y sont traités à la fois, à peine discerne-t-on celui qui est le principal, et ce qui semble étrange, faute d'invention on se donne trop de matière:
Il n’en va pas icy de meſme, on n’y parle point d’autres amours (ſi ce n’eſt en paſſant) que de celles d’Aminte, & de Syluie, & ſi le Satyre y meſle les ſiennes, touſiours eſt-ce à Syluie qu’elles ſ'addreſſent, de ſorte que conſiderant combien cette Paſtorale eſt peu embroüillée, ie n'ay pas iugé qu’il fut beſoin de l’accompagner d’aucun argument pour en faire mieux comprendre la ſuitte, ou deuant, ou apres l’auoir leuë:	Il n'en va pas ici de même, on n'y parle point d'autres amours (si ce n'est en passant) que de celles d'Aminte, et de Syluie, et si le Satire y mêle les siennes, toujours est-ce à Syluie qu'elles s'adressent, de sorte que considérant combien cette Pastorale est peu embrouillée, Seigneur n'ai pas jugé qu'il fut besoin de l'accompagner d'aucun argument pour en faire mieux comprendre la suitte, ou devant, ou après l'auoir leuë:
Outre que i’eſtime qu’il n’y a rien de plus contraire au plaiſir qu’on peut receuoir dés ouurages de cette ſorte, que d’en lire l’argument, parce que tout à coup il preuient nos attentes, & ne permet pas que noſtre eſprit demeure en ſuſpens dans l’incertitude des éuenemens.	Outre que j'estime qu'il n'y a rien de plus contraire au plaisir qu'on peut recevoir dés urages de cette sorte, que d'en lire l'argument, parce que tout à coup il prévient nos attentes, et ne permet pas que notre esprit demeure en suspens dans l'incertitude des événements.
Quant à ce qui eſt de la concluſionde cette Paſtorale, il n’y a rien de ſi naturel;	Quant à ce qui est de la conclusionde cette Pastorale, il n'y a rien de si naturel;
ny qui vienne mieux au ſubject:	Ne qui vienne mieux au sujet:
En quoy pareillemẽt ſi c’eſtoit choſe bien ſéante à vn mauuais Verſificateur de cenſurer dauantage les Poëtes, ie monſtrerois bien comme la pluſpart des noſtres ont failly:	En quoi pareillement si c'était chose bien séante à un mauvais Versificateur de censurer davantage les Poètes, ie montrerais bien comme la plupart des nôtres ont failli:
auſſi eſt-ce la partie la plus delicate, & qui endure moins de contrainte, & de geſne:	aussi est-ce la partie la plus délicate, et qui endure moins de contrainte, et de gêne:
Il eſt bien vray qu’on deuient caduc ſur l’aage, & que la laſsitude nous rend plus ſubjets à tomber:	Il est bien vrai qu'on devient caduc sur l'âge, et que la lassitude nous rend plus sujets à tomber:
mais il ne faut pas qu’il nous en arriue icy de meſme, ou lon doit conſeruer ſa vigueur enuiere iuſqu’au bout:	mais il ne faut pas qu'il nous en arrive ici de même, ou lon doit conserver sa vigueur envière jusqu'au bout:
ce n’eſt rien de bien faire durant le cours de la vie, ſi l’on ne finit bien auſſi, & entre les reſſemblances qu’il y a de la Comedie auec la vie, celle-cy peut-eſtre des premieres qui eſt que l’on peut preſque juger de meſme façon der ino te de rautre, par le dernier acte.	ce n'est rien de bien faire durant le cours de la vie, si l'on ne finit bien aussi, et entre les ressemblances qu'il y a de la Comédie avec la vie, celle-cy peut-être des premières qui est que l'on peut presque juger de même façon der ino te de rautre, par le dernier acte.
DE Ie ne doute point, Lecteur, que tu ne treuues deſia cét Aduertiſſement trop long, tu me permettras pourtant de te dire encore quelque choſe.	DE Je ne doute point, Lecteur, que tu ne trouvez déjà cet Aduertissement trop long, tu me permettras pourtant de te dire encore quelque chose.
Et certes ie puis bien prendre quelque liberté, pour la contrainte que i’ay ſoufferte durant cette verſion dont ie te veux maintenant parler, & non point pour me louër, mais ſeulement pour juſtifier mon deſſein, & mon trauail.	Et certes esprit puis bien prendre quelque liberté, pour la contrainte que j'ai soufferte durant cette version dont votre te veux maintenant parler, et non point pour me louer, mais seulement pour justifier mon dessein, et mon travail.
Sçaches donc qu’il y a enuiron deux ans qu’eſtant reduit à la campagne aſſez ſeul, ie m’auiſay de ce diuertiſſement.	Saches donc qu'il y a environ deux ans qu'étant réduit à la campagne assez seul, Seigneur m'avisai de ce divertissement.
Le grand loiſir que i’auois, qui eſt ſi propre aux Muſes, & le beau temps qu’il faiſoit lors, m’y conuierent.	Le grand loisir que j'avais, qui est si propre aux Muses, et le beau temps qu'il faisait lors, m'y convièrent.
Ie faiſois conſcience de perdre tant de bonnes heures en des promenades ſteriles, & qui ne pouuoient qu'eſtre mauuaiſes ſi ie ne les euſſe faites qu’en ma compagnie:	Je faisais conscience de perdre tant de bonnes heures en des promenades stériles, et qui ne pouvaient qu'être mauvaises si personne ne les eusse faites qu'en ma compagnie:
C’eſt pourquoy ie ne ſortois plus du logis qu’auec l’Aminte, aymant encore mieux me mettre au hazard de ne rien faire de bien, que ne rien faire du tout.	C'est pourquoi Madame ne sortais plus du logis qu'avec l'Aminte, aimant encore mieux me mettre au hasard de ne rien faire de bien, que ne rien faire du tout.
Tu reconnois donc par là que ce n’a pas tant eſté le deſir de chercher de la gloire, que celuy de fuyr l'oyſiueté, qui m’a fait entreprendre ce que ie te donne:	Tu reconnais donc par là que ce n'a pas tant été le désir de chercher de la gloire, que celui de fuir l'oisiveté, qui m'a fait entreprendre ce que tu te donne:
Car ie n’ay iamais ignoré qu’vnc verſion apporte d’ordinaire plus de peine que de loüange:	Car ici n'ai jamais ignoré qu'unc version apporte d'ordinaire plus de peine que de louange:
& ſi ie n’ay pas mis icy mon nom, ce n’eſt pas que ie me cache afin qu’on me cherche, mais c’eſt qu’auſsi bien ne ſe ſoucie t’on pas trop de ſçauoir celuy d’vn Traducteur.	et si ici n'ai pas mis ici mon nom, ce n'est pas que tu me cache afin qu'on me cherche, mais c'est qu'aussi bien ne se soucie t'on pas trop de savoir celui d'un Traducteur.
Cependant, à le bien conſiderer, ce n’eſt pas peu de choſe qu’vne bonne verſion:	Cependant, à le bien considérer, ce n'est pas peu de chose qu'une bonne version:
