M.	M.
& ne me commandez point d’eſcouter cette ennemie de ſes propres loüanges dans le deſſein que i’ay de publier des choſes que toute la France ne ſçauroit taire ſans ingratitude, & que tout le monde n’oſeroit deſaduoüer ſans iniuſt ice.	et ne me commandez point d'écouter cette ennemie de ses propres langes dans le dessein que j'ai de publier des choses que toute la France ne saurait taire sans ingratitude, et que tout le monde n'oserait désavouer sans injust jusée.
Ne croyez point toutesfois que ie veuille comprendre dans vne lettre ce qui merite des volumes entiers;	Ne croyez point toutefois que ie viville comprendre dans une lettre ce qui mérite des volumes entiers;
de ſi hautes merueilles ne ſe peuuent exprimer par des terflies orchriaires, auſſi veux-ie qu’en vne ſi noble matiere l’admiration ſoit toute mon eſloquence, & que l’adueu de ma foibleſſe, ſoit le crayon de voſtre grandeur.	de si hautes merveilles ne se peuvent exprimer par des terlies orchriaires, aussi veux-je qu'en une si noble matière l'admiration soit toute mon éloquence, et que l'aveu de ma faiblesse, soit le crayon de votre grandeur.
Cet aſſez que l’on ſçache que vos ſoins ont contribué beaucoup à l’affermiſſement de cette monarchie, & qu’eſt ant heureuſement paruenuaux charges les plus conſiderables de la Couronne, voſtre eſprit à laiſſé par tout des marques de voſtre gloire.	Cet assez que l'on sache que vos soins ont contribué beaucoup à l'affermissement de cette monarchie, et qu'est ant heureusement parvenuaux charges les plus considérables de la Couronne, votre esprit à laissé par tout des marques de votre gloire.
Ces conſideratiõs, Monſeigneur, ont obligé ce braucHermogene à venir implorer voſtre ſecours contre ſes enuieux;	Ces considération, Monseigneur, ont obligé ce braucHermogène à venir implorer votre secours contre ses envieux;
quelques rares qualitez qu’il ait, il n’eſt pas ians ennemis, & comme autrefois on luy a voulu rauir la Couronne qu’il auoit ſi legitiment meritée, peut-eſtre que maintenant on taſchera encore de luy oſter le prix qu’il attend de ſa vertu;	quelques rares qualités qu'il ait, il n'est pas jant ennemis, et comme autrefois on a a voulu ravir la Couronne qu'il avait si légitiment méritée, peut-être que maintenant on tâchera encore de lui ôter le prix qu'il attend de sa vertu;
mais ſi vous entreprenez ſa deffence, il redoutera peu les traits de l’enuie, & ſes ennemis ſeront foibles s’il eſt appuyé de voſtre perfection, ceſt la faueur qu’il eſpere de vous, & que ie maſſeure que vous luy accorderez, bien quelle vous ſoit demandée par la perſonne du monde qui merite le moins, mais qui deſire le plus deſtre toute ſa vie.	mais si vous entreprenez sa défense, il redoutera peu les traits de l'envie, et ses ennemis seront faibles s'il est appuyé de votre perfection, cet te faveur qu'il espère de vous, et que Seigneur massure que vous donner accorderez, bien quelle vous soit demandée par la personne du monde qui mérite le moins, mais qui désire le plus dêtre toute sa vie.
MONSEIGNEVR, Voſtre tres-humble tres-obeïſſant & tres- affectionné ſeruiteur.	MONSEIGNEUR, Votre très-humble très-obeïssant et très- affectionné serviteur.
2	2
DESFONTAINES.	DESFONTAINES.
TRTVILEGEDV ROY.	TRTUILÉGEDV ROY.
OVISPAR LA GRACE DE DIEV RO.	OUISPAR LA GRACE DE DIEU RO.
Y DE FRAN.	Y DE FRAN.
CEET DE NAVARE, à nosamez & feaux Conſeilleis les Gens tenans nos Cours de Parlement Maiſties des Requeſtes ordinaires de Noſtre Hoitel, Baillifs, yeneſchaux, P'ieuoſts leurs lieutenans, & à tous autres de nos Officiers qu’il appartiendra, Salut.	CET DE NAUARE, à nosamez et féaux Conseilleis les Gens tenants nos Cours de Parlement Maisties des Requêtes ordinaires de Notre Hoitel, Baillifs, yeneschaux, P'ieuosts leurs lieutenants, et à tous autres de nos Officiers qu'il appartiendra, Salut.
No1t.	No1t.
L.	L.
1 & pien aymé Touſſainct Quin-t, Marchant Libraire de noſire bonne ville de P'atis, nous à fait remõſtrer qu’il deſiroit faire imprimer vne piece de theatre intitulée Hermogene, Trag-Come.	1 et pien aimé Toussaint Quint, Marchant Libraire de nosire bonne ville de Patis, nous à fait remontrer qu'il désirait faire imprimer une pièce de théâtre intitulée Hermogène, TragNe.
lie, ce qu’il ne peut faire ſans auoir ſur ce nos lettre humblement requetant icelles ACES CAVSES deſirant fauorablement traitter ledit expoſant, nous luy auont permis & permettons par ces preſentes de fane imprimer, vendre debiter en tous lieux de noſtre obeïſlanct, ledit liure en telle marge & tel caractere & autant de fois qne bon luy ſemblera durant le temps & eſpace de cinq ans, entiers & accomplis à conter du iour que ledit liure ſera acheut d’imprimer pour la premiere fois, & faiſons tres-expreſſes deffenſes à toutes peiſonnes de quel que qualité & condition qu’elles ſoient de l imprimet faire imprimer vendre ny debiter durant ledit temps en aucun lieu de noſtre obeïſſance ſans le conſentement del expoſant, ſous pretexte d’augmentation, correction, changement de tiltre, fauces marques ou autres en quelque ſorte & maniere que ce ſoit, à peine de trois mil liutes d’amande payable ſans deport, nonobſtant epofitions ou appell ations quelconques par chacun des contreuenans, appliquables vntiers à nous, vn tiers à l’Hoſtel Dieu de noſtre bonne ville de Paris, & l’auite tieis auditerpoſant, confiſcation des exemplaires contrefaits & de tous deſpens dommages & interrells a cond tion qu’il en ſera mis deux exemplaires en noſt re Biblute que pubiique, & vn en celle de noſtre tres-cher & feal le ſieur Seguier Cheualier Chancelier de France, auant que de les expoſer en vente, à peine de nulité des preſentes, du contenu deſquelles nous vous mandons que vous faſſiez ioüir & yſer plainement & paiſiblement ledit expoſant, & tous ceux qui auront droit de luy ſans aucun empeſchement.	lie, ce qu'il ne peut faire sans avoir sur ce nos lettre humblement requêtant icelles ACES CAUSES désirant favorablement traiter ledit exposant, nous nous auont permis et permettons par ces présentes de fane imprimer, vendre débiter en tous lieux de notre obeïslanct, ledit livre en telle marge et tel caractère et autant de fois qne bon lui semblera durant le temps et espace de cinq ans, entiers et accomplis à conter du jour que ledit livre sera acheut d'imprimer pour la première fois, et faisons très-expresses défenses toutes peisonnes de quel que qualité et condition elles soient de imprimet faire imprimer vendre ni débiter durant ledit temps en aucun lieu de nôtre obeïssance sans le ment exposant, sous pretexte daugmentation, correction, changement de tiltre, fauces marques ou autres en quelque sorte et maniere que ce soit, peine de trois mil liutes amande payable sans déport, nonobstant et ou a ations quelconques par chacun des contreuenans, appliquables vntiers nous, tiers Hostel Dieu de nôtre bonne ville de Paris, et auite tieis auditerposant, confiscation des exemplaires contrefaits et de tous dépens dommages et interrells a cond tion uil en sera mis deux exemplaires en nost re Biblute que pubiique, et en celle de nôtre très-cher et féal le sieur Seguier Cheualier Chancelier de France, auant que de les exposer en vente, ie de nulité des presentes, du contenu desquelles nous vous mandons que vous fassiez ioüir et iser plainement et paisiblement ledit exposant, et tous ceux qui a droit de lui sans aucun empêchement.
Voulons auſſi qu’en mettant au commencement ou à la fin dudit liure vn extraict des preſentes, elles ſont tenuës pour deuëment ſigninees & que loy y lort adiounee, & aux coples d'leelles collationnées par l’vn de nos amez & feaux.	Voulons aussi qu'en mettant au commencement ou à la fin dudit livre un extrait des présentes, elles sont tenues pour devement signinées et que loi y lort adiounée, et aux coples d'leelles collationnées par l'un de nos âmez et féaux.
Conſeillers & Secretaires, comme à l’original, Mandons auſſi au premier noſtre Huiſſier ou Sergent ſur ce requis de faire pour l’execution des prcſentes tous exploits neceſſaires ſans demander autre paſſion.	Conseillers et Secrétaires, comme à l'original, Mandons aussi au premier notre Huissier ou Sergent sur ce requis de faire pour l'exécution des prusentes tous exploits nécessaires sans demander autre passion.
CART ELEST NOSTRE PLAISIR, Nonobſtant clameur de Haro, & Chartres Normandes & autres lettres à ce contraires.	CART ÉLEST NÔTRE PLAISIR, Nonobstant clameur de Haro, et Chartres Normandes et autres lettres à ce contraires.
Donné à Chaliot le 14.	Donné à Chaliot le 14.
iour de May l’an de grace mil ſix cens trente-huict & de noſtre regne le vingt-huicieſme.	jour de May l'an de grâce mil six cens trente-huit et de notre règne le vingt-huiciême.
Parle Roy en ſon Conſeil,	Parle Roi en son Conseil,
DIMONCEAVX.	DIMONCEAUX.
Lec exemplaites ont eſté fournis, ainſi qu'il eſt pòlté par les lettres de Priuilege.	Lec exemplaites ont été fournis, ainsi qu'il est pòlté par les lettres de Privilège.
Acheué d’Imprime t la premierefois le 15.	Achevé d'Imprime t la premièrefois le 15.
Autil,1659.	Autil,1659.
GELIASTE,	GELIASTE,
NVACIE EME,	NVACIE EME,
CLINDOR,	CLINDOR,
TIRINTE,	TIRINTE,
ALTIRSE,	ÀLTIRSE,
PHILISTE,	PHILISTE,
EVDROME,	EUDROME,
THEMISTE,	THÉMISTE,
Prince eſtranger.	Prince étranger.
Prince de Cypre.	Prince de Cypre.
Piſće eſttanger.	Pisée esttanger.
Prince eſtranger.	Prince étranger.
Gentil-homme Cyprien.	Gentilhomme Cyprien.
Conſident de Poliante.	Consident de Poliante.
Officiers d’Hermogene.	Officiers d'Hermogène.
Prince eſtranger.	Prince étranger.
Prince eſtranger.	Prince étranger.
Reine de Cypre.	Reine de Cypre.
Sœur de Poliante.	Sœur de Poliante.
Dame Cyprienne.	Dame Cyprienne.
IILRTEOUDEVE TRAGI-COMEDIE.	IILRTEOUDEUE -THRAGI-COMÉDIE.
1T2 L 27	1T2 L 27
SCENE PREMIERE.	SCÈNE PREMIÈRE.
POLIANTE, NARCIZE.	POLIANTE, NARCIZE.
POLIANTE.	POLIANTE.
Arcize, ie l’aduouë:	Arcize, Seigneur l'avoue:
Oriane eſt parfaite, A peine ma raiſon s’oppoſe à ma deffaite, Et mon cœur ſe rendroit partizan de mes yeux, Si ie reſt stois moins l’authorité des Dieux:	Oriane est parfaite, À peine ma raison s'oppose à ma défaite, Et mon cœur se rendrait partisan de mes yeux, Si ils rest stais moins l'autorité des Dieux:
I'admire comme toy ce miracle viſible, Mais malgré ſes attraits ie demeure inſenſible, Et quoy que ſa beaitte puiſſe tout enflamer, Ie ne ſçaurois pourtant me reſoudre à l’aymer.	J'admire comme toi ce miracle visible, Mais malgré ses attraits était demeure insensible, Et quoi que sa beaite puisse tout enflammer, Je ne saurais pourtant me résoudre à l'aimer.
NARCIZE.	NARCIZE.
Ah!	Ah!
certes cette humneur a beaucoup de foibleſſe Quine vous permet pas d’aymer vne Princeſſe, Dont les charmes puiſſans peuuent deſſous ſes loix Rangerles libertez, des plus ſuperbes Rois:	certes cette humneur a beaucoup de faiblesse Quine vous permet pas d'aimer une Princesse, Dont les charmes puissants peuvent dessous ses lois Rangerles libertés, des plus superbes Rois:
Poliante, les Dieux ayment trep leurs ouurages Pour voir d’vn œilialoux de ſiiuſtes hommages, Et ſans crime on ne peut haïr une beauté Puis que c’eſt vn rayon de leur Diuinité.	Poliante, les Dieux aiment trep leurs ouvrages Pour voir d'un œilialoux de siiustes hommages, Et sans crime on ne peut haïr une beauté Puis que c'est un rayon de leur Divinité.
Adreſſez, doncq vos vœux aux attraits d’Oriane, Dans apprenenſion de vons rendre prophane, Et que celle de qui tout le monde eſt eſpris, Ne ſoit pas à vous ſeul vnobiet de meſpris,	Adressez, donc vos vœux aux attraits d'Oriane, Dans apprenension de vont rendre prophane, Et que celle de qui tout le monde est épris, Ne soit pas à vous seul vnobiet de mépris,
POLIANTE.	POLIANTE.
Manayne (chere ſœir) n'eſt pomt particuliere, Tout voſtre ſexe en eſt la funeſte matiere, Et ſi le ſang n'ouſt fait noſtre inciination Tus participerois à cetté auerſion.	Manaine (chère sœir) n'est pompt particulière, Tout vôtre sexe en est la funeste matière, Et si le sang n'oust fait quelque inciciination Tus participerais à ceté aversion.
RCIZE.	RCIZE.
Iuſtes Dinuu ld’où vient cet eſtrange ceprice!	Justes Dinu l'où vient cet étrange ceprice!
Quel pretexle authorins vne tello iniuſlice:	Quel prétexle autorins une tello injuslice:
Et pour quelles raiſons eſtes vous animé Contre vn ſexe innocent ſi digne d’eſtre aymé?	Et pour quelles raisons êtes -vous animé Contre un sexe innocent si digne d'être aimé?
Ne ſçauriez vous ſouffrir qu’il ayt cet aduantage D’auoirreceu du ciel les beautez en partage?	Ne sauriez vous souffrir qu'il ait cet avantage D'auoirreceu du ciel les beautés en partage?
De ſirares attraits vous rendent-t’ils ialoux?	De sirares attraits vous rendent-t-ils jaloux?
Portez vous de l’enuie à des charmes ſi doux?	Portez -vous de l'envie à des charmes si doux?
Ah!	Ah!
cette paſſion ne ſied qu’aux ames baſſes, Et qui hait noſtre ſexe eſt ennemy des graces.	cette passion ne sied qu'aux âmes basses, Et qui hait notre sexe est ennemi des grâces.
POLIANTE.	POLIANTE.
Ie puis par les raiſons de la meſme equité H'ayr les ennemis de ma felicité, Al Muns presjentumes e catort qu’onmte vlajuie, Puis que tout mon mal-heurdoit naiſtre d’vn femme.	Je puis par les raisons de la même équité Hair les ennemis de ma félicité, Al Muns presjentumes e atort qu'onmette veulajuie, Puis que tout mon malheurdait naître d'un femme.
NARCIZE.	NARCIZE.
Il eſt vray que parfois vn obiet imprudent Peut eſtre le motif d’vn funeſte accident, Mais quel mal peut cauſer vne Reine innocentes Vne ieune beauté, vertueuſe, charmante, Humble, ſage, modeſte, & telle que nos yeux Doiuẽ̈t croire qu'elle eſt vn chef d’œuure descieux.	Il est vrai que parfois vn objet imprudent Peut être le motif d'un este accident, Mais quel mal peut causer une Reine innocentes Vne ieune beauté, vertueuse, charmante, Humble, sage, modeste, et telle que nos yeux Doivent croire qu'elle est un chef d'œuvre descieux.
POLIANTE.	POLIANTE.
Ces rares qualités meritent qu’on l’adore,	Ces rares qualités méritent qu'on l'adore,
.	.
Muis telle fut iadis cette belle Pandore Où les Dieux à l’enuy firent tous leurs efforts Pour la rendre admirable & d’esprit, & de corps:	Muis telle fut jadis cette belle Pandore Où les Dieux à l'en vient tous leurs efforts Pour la rendre admirable et d'esprit, et de corps:
ette beauté pourtant en charmes ſi feconde, De maux, & de mal-heurs a remply tout le monde, Grieiceus epure pes jeto enonuimoient les humains, Elle portoit leur perte en ſes fatales mains.	ette beauté pourtant en charmes si féconde, De maux, et de malheurs a rempli tout le monde, Grieiceus épure pe to enonuimoient les humains, Elle portait leur perte en ses fatales mains.
NARCIZE.	NARCIZE.
La curioſité d’vne main indiſcrette Fit vn mal-heur public d’vne faute ſecrette.	La curiosité d'une main indiscrette Fit un malheur public d'une faute secrète.
POLIANTE.	POLIANTE.
Et le meſme deſir ioint à l’ambition ævounnumnpmoq omemunpuvoccaſion.	Et le même désir joint à l'ambition ævounumnpoq omemunpuvoccasion.
NARCIZE.	NARCIZE.
Appellez vous mal-heur vne auguſte couronne?	Apelez -vous malheur une auguste couronne?
POLIANTE.	POLIANTE.
Non:	Non:
ie la cherirois ſans celle qui la donne, Mais la crainte que i’ay de viure ſoubs ſa lo y Me faict meſme hayr la qualité de Roy.	Elle la chérirais sans celle qui la donne, Mais la crainte que j'ai de vivre sous sa lo y Me fait même haïr la qualité de Roi.
NARCIZE.	NARCIZE.
y uns fujeSont toyqmin a qne des detices.	y uns fuiedSont toiqin a qne des détices.
POLIANTE.	POLIANTE.
Ie fuy ce quiſeroit cauſe de mes ſupplices, Et pour tefaire voir que ie n’aypoint de tort, Apprens en peu de mots larigueur de mon ſort;	Je fuis ce quiserait cause de mes supplices, Et pour tefaire voir que je n'aipoint de tort, Apprends en peu de mots larigueur de mon sort;
Vniour trop curieux de ſçauoir ma fortune, Ie conſultay l’oracle, & ſa voix importune Reſpondit que i’aurois vn de b'in malheureux Siiamais quelque obiet me rendoit amoureux, Du depuis interdit par cet arreſt ſeuere Ie n'ay plus inuocqué la Reyne de Cythere, Et ie me ſuis priué de ce doux ſentiment Dont toute la nature vſe ſi librement.	Uniour trop curieux de savoir ma fortune, Je consultai l'oracle, et sa voix importune Répondit que j'aurais un de b'in malheureux Siiamais quelque objet me rendait amoureux, Du depuis interdit par cet arrest sévère Je n'ai plus inuocqué la Reine de Cynthère, Et votre me suis privé de ce doux sentiment Dont toute la nature use si librement.
NARCIZE.	NARCIZE.
He bien puiſque les dieux par la voix des oracles Donnent à voſtre amour de ſi puiſſans obſtacles, Deſpouïllez vvoſtre cœur de cette paſſion, Mais ſouffrez qu'en ſon lieu regne l’ambition.	He bien puisque les dieux par la voix des oracles Donnent à votre amour de si puissants obstacles, Dépouillez vvostre cœur de cette passion, Mais souffrez qu'en son lieu règne l'ambition.
Si la belle Oriane eſt fatale à voſtre aiſe, Qu’au lieude ſa beauté ſa couronne vous plaiſe, Et puiſque voſtre erreur vous là faict deſclaigner, Du moins laiſſez vous vaincre au deſir de regner:	Si la belle Oriane est fatale à votre aise, Qu'au lieude sa beauté sa couronne vous plaise, Et puisque votre erreur vous là fait déclaigner, Du moins laissez vous vaincre au désir de régner:
A il Banniſſez cette peur dont voſtre ame eſt atteinte, Le troſne eſt vn azile où ne va pas la crainte, Et ſi vous paruenez a ce hault rang d’honneur, Vous ſerez Polyante, au deſſus du malheur;	À il Bannissez cette peur dont votre âme est atteinte, Le trône est un asile où ne va pas la crainte, Et si vous parvenez à ce haut rang eur, Vous serez Polyante, au dessus du malheur;
Tout veillera pourvous, mille braues courages Vous mettront à couuert des plus ſanglans orages, Et meſme ſans vſer d’vn abſolu pouuoir, Le ſeul reſpect tiendra chacun en ſon deuoir:	Tout veillera pourvous, mille braves courages Vous mettront à couvert des plus sanglants orages, Et même sans user d'un absolu pouvoir, Le seul respect tiendra chacun en son devoir:
Iugezapres cela ſice n’eſt pas foibleſſe De viure plus long-temps en l’erreurqui vous bleſEt de fuïr vn bien ſi charmant, & ſi doux Qu'il nes s’eſt iamais veu meſpriſé que de vous;	Jugezaprès cela siée n'est pas faiblesse De vivre plus longtemps en l'erreurqui vous blesEt de fuir un bien si charmant, et si doux Qu'il nés s'est jamais vu méprisé que de vous;
Pour cette qualité ſi pompeuſe, & ſi chere N’at on pas veu l’enfant s’armer contre le pere, Et le frere enuieux d’vn pouuoir ſouuerain Diſputer vaillamment le ſceptre à ſon rermain?	Pour cette qualité si pompeuse, et si chère N'at on pas vu l'enfant s'armer contre le père, Et le frère envieux d'un pouvoir souuerain Disputer vaillamment le sceptre à son rermain?
S'ans doute Polyante, & ce ſuperbe empire Eſt auiourd’huy le but où tout le monde aſpire, Ce royaume eſt l’eſpoir de mille ambitieux, Rendez vous proſſeſſeur d’vn bien ſi precieux, Et ne permettez, pas que des autres prouinces Par voſtre laſcheté l’on vous donne des princes,	S'ans doute Polysante, et ce superbe empire Est aujourd'hui le but où tout le monde aspire, Ce royaume est l'espoir de mille ambitieux, Rendez vous prossesseur d'un bien si précieux, Et ne permettez, pas que des autres provinces Par votre lascheté 'on vous donne des princes,
POLIANTE.	POLIANTE.
Tes diſcours, chere ſœur, font voir ta paſſion Mais quand i’obeirois à ton ambition, Et que pourcet eſclat de grandeur ſouiser:	Tes discours, chère sœur, font voir ta passion Mais quand j'obéirais à ton ambition, Et que pourcet éclat de grandeur souiser:
ine Ie pouuois oublier & ma crainté, & ma hayne:	ine Je pouvais oublier et ma crainté, et ma haine:
Croy tu que ce deſſein tenté ſi vainement Se rende fauorable a mes veux ſeulement?	Crois -tu que ce dessein tenté si vainement Se rende favorable a mes veux seulement?
NARCIZE.	NARCIZE.
Oüy vous deuez tenter cette heureuſe aduanture, C’eſt de vous que la boette attend’ ſonouuerture, Et le bandeau royal qu’elle tient enfermé.	Oui vous devez tenter cette heureuse aventure, C'est de vous que la boette attend' sonouuerture, Et le bandeau royal qu'elle tient enfermé.
Doit briller auiourd’huyſur ce front bien aymé:	Doit briller aujourd'huisur ce front bien aimé:
Vous eſtiez fauory du feu Roy Zenopire, Et ce Prince en mourant vous euſt laiſſé l’empire, Si des dieux immortels il n’euſt reçeu la loy Qui veut que le hazard donne à la Cypre vn Roy.	Vous étiez favori du feu Roi Zénopire, Et ce Prince en mourant vous eût laissé l'empire, Si des dieux immortels il n'eût reçeu la loi Qui veut que le hasard donne à la Cypre un Roi.
Mon frere croyez moy, le ciel’eſt eſſez iuſte Pour vous fauoriſer de cette place auguſta, Et malgré vos meſpris vous verrez qu'en effest La fortu ne fera ce que le chois euſt faict, Lariche boette d’or d’ou le deſtin ordonne Que pour regner à Cypre on tire la couronne Eſt compoſee en rond de cinq cercles diuers Dont les reſſors encor ne ſont pas deſcouuers, Et porte ſur ſon front en riche caractere Vn Enigme gratte qui n'eſt pas ſans myſtere, Sans doute c’eſt le point ous giſt tout le ſecret Qui pluſtoſt que des mains veut vn eſprit adroit, Le ſens eneſtobſcur, ainſi que les parolles, Mais elles ne ſont pas ny vaines ny friuoles, Leſceptre eſt pour celuy qui peu les expliquer, Et ie vay maintenant vous les communiquer.	Mon frère croyez moi, le ciel est essez juste Pour vous favoriser de cette place augusta, Et malgré vos mépris vous verrez qu'en effet La fortu ne fera ce que le chois eût fait, Lariche boète d'or d'ou le destin ordonne Que pour régner à Cypre on tire la couronne Est compose en rond de cinq cercles divers Dont les ressors encor ne sont pas découvert, Et porte sur son front en riche caractère Un Enngame gratte qui n'est pas sans mystère, Sans doute c'est le point gît tout le secret Qui plustost que des mains veut esprit adroit, Le sens enestobscur, ainsi que les pô, Mais elles ne sont pas ni vaines ni friuoles, Lesceptre est pour celui qui peu les expliquer, Et ie vay maintenant vous les communiquer.
L’ENIGME.	L'ÉNIGME.
Souuent ſans y penſer ma mere me faict naiſtre, Cette inhum aine auſſi refuſe à me nourrir, Ceiix qui me font du bien loing de le reconnoiſte, I'eſperemon adreſſe à les faire ſouffrir:	Souvent sans y penser ma mère me fait naître, Cette inhum ne aussi refuse à me nourrir, Ciix qui me font du bien loing de le reconnaiste, J'espéremon adresse à les faire souffrir:
Bien que ie ſois ſans corps & d’eſſence inuiſible, I’agis deſſus les corps & ie me rens ſenſible, Mais ne pretendez pas me connoiſtre par là, Car tantoſt ie ſuis humble, & tantoſt plein d’audace, Ie ſuis tyran, flatteur, tantoſt feu, tantoſt glace, Et mon eſtre pourtant n'eſt riende tout cela.	Bien que Seigneur sois sans corps et d'essence invisible, J'agis dessus les corps et tÉ tendez pas sensible, Mais ne prétendez pas me connaître par là, Car tantôt que suis humble, et tantôt plein d'audace, Je suis tyran, flatteur, tantôt feu, tantôt glace, Et mon être pourtant n'est riende tout cela.
POLIANTE,	POLIANTE,
POLIANTE.	POLIANTE.
Quel Oedipe pouroit comprendre ce miſtere, Ces paroles ma ſœur m’obligent à me taire, Ctoſt que de montrer deuant toute vne cour Que ie manque dadreſſe auſſi bien que d’amour.	Quel Oedipe pourrait comprendre ce mystère, Ces paroles ma sœur m'obligent à me taire, Ctôt que de montrer devant toute une cour Que tu manque dadresse aussi bien que d'amour.
NARCIZE.	NARCIZE.
Mon frere vous manquez ſeulement d’aſſeurance, Mais tirez de mes ſoins vne heureuſe eſperance, Ie ſçay d’où vous attendre du ſecours En l’eſclairciſſement de ce facheux diſcours.	Mon frère vous manquez seulement d'assurance, Mais tirez de mes soins une heureuse espérance, Je sais d'où vous attendre du secours En l'éclaircissement de ce fâcheux discours.
Et coment?	Et coment?
I .	I .
.	.
OLIANTE.	OLIANTE.
NARCIZE.	NARCIZE.
Eſcoutez, hier par fantaiſie Que ie me promenois autour de Nicoſie Ie vis vn payſan qui faiſant vn foſſé, Quitta ſoudainement louurage commencé Et puis tou eſtonné ſe pancha contre terre Pour plus facilement en tirer vne pierre, Dont la forme monſtroit par les effets de l’art Quelle n’eſtoit pas la produitte par hazart:	Écoutez, hier par fantaisie Que on me promenais autour de Nicosie Je vis un paysan qui faisant un fossé, Quitta soudainement louvrage commencé Et puis tou étonné se pencha contre terre Pour plus facilement en tirer une pierre, Dont la forme montrait par les effets de l'art Quelle n'était pas la produite par hasard:
I'aborday ce bon homme, & ie iettay la veuë Deſſus vne merueille à ſes yeux Inconnuë, La pierre eſtoit graueé, & les mots eſtoient tels:	J'abordai ce bon homme, et ieprêtai la vue Dessus une merveille à ses yeux Inconnue, La pierre était gravé, et les mots étaient tels:
Mortels ne troublez, pas des manes immortels, cy par les effects d’vne eſtrange aduenture Vn des fils du ſoleil à faict ſa ſepulture.	Mortels ne troublez, pas des mânes immortels, cy par les effets d'une étrange aventure Un des fils du soleil à fait sa sépulture.
Ie m’attache à ces mots, i’en medite le ſens, Ie compte, & ie faits voir ce prodige aux paſſans, Mais tous eſgallement confus de ce miracle Ne pouuoient expliquer ce merueilleux oracle:	Je m'attache à ces mots, j'en médite le sens, Je compte, et toujours faits voir ce prodige aux passants, Mais tous égallement confus de ce miracle Ne pouvaient expliquer ce merveilleux oracle:
L’vn diſoit qu’il falloit que ce fuſt Phaëton Qui fuſt par cet endroit chez Pluton, Ou que quelqu’autre fils du Dieude la lumiere Euſt iadis en ce champs baſty ſon cimetiere:	L'un disait qu'il fallait que ce fût Phaéton Qui fût par cet endroit chez Pluton, Ou que quelqu'autre fils du Dieu la lumière Eut jadis en ce champs bâti son cimetière:
Mais vn ieune eſtranger en cet occaſion Nous tira de l’erreur de noſtre opinion, Et par vn rare effect nous fit voir le miſtere Quc cachoit aux humains ce diuin caractere:	Mais un jeune étranger en cet occasion Nous tira de l'erreur de notre opinion, Et par un rare effet nous fit voir le mystère Qu a aux humains ce divin caractère:
