C’eſt bien viande pour ſon oyſeau Seſmon ma foy.	C'est bien viande pour son oiseau Sémon ma foi.
ONlorIlvo La bonne peſte	ONlorIlvo La bonne peste
LELIE.	LELIE.
Nous n’avons pas de temps de reſte, Adieu Beatris, laiſſe moy Ie vais mediter comme quoy Man esoleuouda pu audrene Ie pourray deſlivrer Lucreſſe Des pourſuittes de ce Docteur.	Nous n'avons pas de temps de reste, Adieu Béatris, laisse -mo Ie vais -moi -m quoi Man esoleuouda pu audrène Je pourrai délivrer Lucresse Des poursuittes de ce Docteur.
DEAIRIS.	DEAIRIS.
Il m'a miſe en mauvaiſe humeur Ce bouquin de plus d’vne race.	Il m'a mise en mauvaise humeur Ce bouquin de plus d'une race.
LELIE.	LELIE.
Va, va Beatris quoy qu’il faſſe Crois que i’en viendray bien à bout Aduertis Lucreſſe de tout Cependant, tu peux faire conte Qu’auant le retour de Geronte Que tu m’as dit eſtre dehors I’auray fait de puiſſans effors Pour deſtruire noſtre adverſaire Comme ie le connois, l’affaire N’eſt par ſi penible qu’on croit.	Va, va Béatris quoi qu'il fasse Crois que j'en viendrai bien à bout Aduertis Lucresse de tout Cependant, tu peux faire compte Qu'avant le retour de Géronte Que tu m'as dit être dehors J'aurai fait de puissants essors Pour détruire notre adversaire Comme ie le connais, l'affaire N'est par si pénible qu'on croit.
duarledes .	duarlèdes .
SCENE II.	SCÈNE II.
LELIE, CRISPIN.	LELIE, CRISPIN.
LELIE.	LELIE.
LELIE.	LELIE.
cion pas Mais enfin ie ne ſçaurois vivre Si ton ſecours ne me deſliure D'vn riual que i’ay ſur les bras.	cyon pas Mais enfin rien ne saurais vivre Si ton secours ne me délivre D'un rival que j'ai sur les bras.
RISPIN.	RISPIN.
Mettez-le à terte, eſtant à bas Il ne vous ul lla vouerera plas de pelies	Mettez-le à terte, étant à bas Il ne vous ul la vouerera plas de peliez
LELIE Quoy Criſpin me voit a la geſne Et loin de m’offrir ſon ſecours Il pert le temps en vains diſcours Et rit du tourment que iendure?	LELIE Quoi Crispin me voit à la gêne Et loin de m'offrir son secours Il pert le temps en vains discours Et rit du tourment que iendure?
C’eſt avoir vne ame bien dure Et peu ſenſible a l’amitié.	C'est avoir une âme bien dure Et peu sensible à l'amitié.
CRISPIN Vous vous trompez de la moitié Monſieur, fauf correction voſtre Ie ſuis voſtre amy plus qu’vn autre.	CRISPIN Vous vous trompez de la moitié Monsieur, saufs correction votre Ie suis vôtre a plus autre.
C’a déclarez moy voſtre mal.	C'a déclarez moi votre mal.
Quelle bontoele to du tir riual?	Quelle bontoèle to du tir rival?
LELIE Pecore!	LELIE Pécore!
vn riual c’eſt vn homme.	Il rival c'est un homme.
1 27 ARISPIN Et vous voulés que ie l’aſſomme Affin qu’il n'en ſoit plus parlé?	1 27 ARISPIN Et vous voulez que deux l'assomme Affin qu'il n'en soit plus parlé?
TSLIE Que t’on eſprit eſt r’aualé Quoy, coquin!	TSLIE Que t'on esprit est ravalé Quoi, coquin!
m’as veu capable De faire vne action ſemblable?	m'as vu capable De faire une action semblable?
CRISPIN Non monſieur, iamais, mais ie croy Que vous voulés que ce ſoit it Vous n’eſtes pas ſi ſanguinaire Et puis pour ne vous le pas taire, Vous aymeriez mieux entre nous Que ie fuſſe pendu que vous.	CRISPIN Non monsieur, jamais, mais je crois Que vous voulez que ce soit it Vous n'êtes pas si sanguinaire Et puis pour ne vous le pas taire, Vous aimeriez mieux entre nous Que tu fusse pendu que vous.
LELIE Sçais-tu bien que tant de ſottiſe Aupres de moy n’eſt pas de miſe Et que ſi tu ne rompts le cours De cet iipeitmant afſcours Tu m’attraperas quelques choſes.	LELIE Sais-tu bien que tant de sottise Auprès de moi n'est pas de mise Et que si tu ne rompts le cours De cet jipeitmant afscours Tu m'attraperas quelques choses.
CRISPIN.	CRISPIN.
Moy Monſieur,	Moy Monsieur,
LELIE.	LELIE.
Ouy toy, ſi tu l’oſes Contmide, da lais ie gauſſeur	Oui toi, si tu l'oses Contmide, da lais ie gausseur
RISPIN.	RISPIN.
Vous vous mocquéz de moy monſieur	Vous vous mocquéz de moi monsieur
LELIE En veux tu?	LELIE En veux tu?
ſans ceremonie	sans cérémonie
RISPIN.	RISPIN.
Ah!	Ah!
Monſieur, ie vous remercie.	Monsieur, Seigneur vous remercie.
LELIE.	LELIE.
Tu n'as qu’a parler ſi tu veux.	Tu n'as qu'a parler si tu veux.
LELIE.	LELIE.
Vois tu, ie na’y qu’vne parolle, Si tu veux pourſuiure t’on roole, Iu verras ſi ie ſuis menteur.	Vois -tu, grands n'y qu'une parole, Si tu veux poursuivre t'on roole, Ju verras si grande suis menteur.
CRISPIN.	CRISPIN.
Ah!	Ah!
ie ſuis voſtre ſeruiteur.	Il suis votre serviteur.
LELIE.	LELIE.
Tréve donc de boufonnerie, Il ne s’agit point de tuerie, Il n’eſt ſeulement queſtion Que de trouver l’inuention De deſtruire aupres de Geronte Vn viel Docteur, qui fait ſon compte D’eſpouſer Lucreſſe demain.	Trêve donc de boufonnerie, Il ne s'agit point de tuerie, Il n'est seulement question Que de trouver l'invention De détruire auprès de Geronte Un viel Docteur, qui fait son compte D'épouser Lucresse demain.
C lelsnave Et penſéz vous d’vn tournemain, Qu'vne affaire ſi chatouilleuſe?	Ç lelnave Et penséz -vous d'un tourne, Qu'une affaire si chatouilleuse?
LELIE.	LELIE.
Vne entrepriſe merueilleuſe ue ie viens de me figurer M’en fait beaucoup mieux eſperer Vn Ambaſſadeur de l’Affrique Touchant quelque affaire publicque Eſt icy depuis quinze iours.	Une entreprise merveilleuse ue ie viens de me figurer M'en fait beaucoup mieux espérer Un Ambassadeur de l'Afrique Touchant quelque affaire publique Est ici depuis quinze jours.
Ie puis, ayde de ton ſecours M'en ſeruir en cette occurrence.	Je puis, aide de ton secours M'en servir en cette occurrence.
CRISPINIe nay point de Correſpondance En Affrique, & ne veux auoir Rien a faire à cette Homme noir Vuidez vos affaires vous meſme	CRISPINIe nay point de Correspondance En Afrique, et ne veux avoir Rien a faire à cette Homme noir Videz vos affaires vous même
LELIE.	LELIE.
Ah?	Ah?
Criſpin la beauté que jayme A pour moy de ſi doux appas Que je ſouffriray le trepas Si quelqu’autre en fait ſa conqueſte Ouy Criſpin, ouy ma mort eſt preſte S' il la faut ceder.	Crispin la beauté que jayme A pour moi de si doux appas Que je souffrirai le trépas Si quelqu'autre en fait sa conquête Oui Crispin, oui ma mort est prête S' il la faut céder.
CRISPIN.	CRISPIN.
Trépaſſez	Trépassez
LELIE.	LELIE.
Helas:	Hélas:
quand nos ſens ſont bleſſez Mourir pour finir ſa ſouffrance, Eſt vne petitte alegeance.	quand nos sens sont blessés Mourir pour finir sa souffrance, Est ête petit alègeance.
CRISPIN.	CRISPIN.
CIO MEIELLE PASEE	CIO MEIELLE PASE
LELIE.	LELIE.
Ah!	Ah!
Criſpin, Mon trépas eſt vn mal certain.	Crispin, Mon trépas est un mal certain.
CRISPIN.	CRISPIN.
Trépaſſéz donc.	Trépasséz donc.
LELIE.	LELIE.
Que ie trépaſſe, Et qu’vn autre ocuppe ma place?	Que quelque trépasse, Et qu'un autre occuppe ma place?
e eit ce que le ne puis lounrir.	 eit ce que le ne puis lounrir.
CRISPIN.	CRISPIN.
Prenéz do ne garde de mourir, Car ce n'eſt pas vn badinage.	Prenéz do ne garde de mourir, Car ce n'est pas un badinage.
La mort tout ainſi qu’vn fromage Qu’on affine ſous vn cuvier Dans vne caue:	La mort tout ainsi qu'un fromage Qu'on affine sous un cuvier Dans une cave:
ou le bou vier Lors qu’il reuient de la charûe, Vâ chercher a pas de tortüe De quoy r’affraichir ſes poulmons, ait que qui s’engage aux demons N'eſt pas dans vne bonne route.	ou le bou vier Lors qu'il revient de la charue, Vâ cher a pas de tortue De quoi raffraichir ses poulémons, ait que qui s'engage aux démons N'est pas dans une bonne route.
Or quand on meurt on ne voit goute vi bien que ſi vous eſtiez mort Par violence, ou ſans eſſort Et que voſtre bierte fut preſte Vous n’auriez plus mal à lateſte.	Or quand on meurt on ne voit goute vi bien que si vous étiez mort Par violence, ou sans essort Et que votre bierte fut prête Vous n'auriez plus mal à lateste.
e conclus donc pour vous guerir Qu’i:	 conclus donc pour vous guérir Qu'y:
faut s’il ſe peut entr’ouurir, pat vn reſſort qui.	faut s'il se peut entr'ouvrir, pat un ressort qui.
qui peneſtre La choſe par le diamettre.	qui penêtre La chose par le diamettre.
Le centre dont eſt queſtion.	Le centre dont est question.
e ſuppole la tention.	E supole la tention.
A ce, requiſe & neceſſaire?	À ce, requise et nécessaire?
De cette façon voſtre affaire.	De cette façon votre affaire.
Ne prendra pas vn mauuais ply Et vous aurez l’ors accomply tout ce qu’vn riual vous diſpute Iuſte & quaré comme vne fluſte	Ne prendra pas un mauvais pli Et vous aurez l'ors accompli tout ce qu'un rival vous dispute Juste et quaré comme une flûte
LELIE.	LELIE.
Quel diable de raiſonnement?	Quel diable de raisonnement?
Le plus ſubtil entendement perdoit ſa peine à le comprendre.	Le plus subtil entendement perdait sa peine à le comprendre.
Teſmoignons poutrant de l’Entendre Et flatons encor aujourd’huy Ce brutal.	Témoignons poutrant de l'Entendre Et flattons encor aujourd'hui Ce brutal.
jay beſoin de luy.	jay besoin de belle.
Ei cit.	Ei cit.
c’eit fort bien conclure.	c'éit fort bien conclure.
Tu ne manque pas de lecture.	Tu ne manque pas de lecture.
A ce que ie voy.	À ce que ici vois.
CRISPIN.	CRISPIN.
Moy Monſieur Ie ſçay tout l’Eſpiegle par Cœur	Moi Monsieur Je sais tout l'Épiegle par Cœur
LELIE.	LELIE.
Ce ſeroit aſſéz pour me plaire Si tu voulois me ſatisfaire Et trauailler de ton coſté A ce que jay premedité Touchant l’Ambaſſadeur d’Afrique Pour peu que ton zele s’aplique A me ſeruir a ſes deſpens, avion tldui donnera decudo	Ce serait assurés pour me plaire Si tu voulais me satisfaire Et travailler de ton côté AVI ce que jay prémédité Touchant l'Ambassadeur d'Afrique Pour peu que ton zèle s'applique À me servir à ses dépens, avion tlui donnera décudo
CRISPIN.	CRISPIN.
Moy!	Moi!
puiſ-ie aux deſpens de l’Affrique, Trâmer quelque ſourde pratique?	puis-je aux dépens de l'Afrique, Trâmer quelque sourde pratique?
Ouy LELIE.	Oui LELIE.
I’ay chéz elle du pouvoir?	J'ai chez elle du pouvoir?
Non.	Non.
LEEIE.	LEIE.
CRISPIN.	CRISPIN.
A t’elle eu l'heur de me voir?	A -t-elle eu l'heur de me voir?
Non diſ-ie.	Non dis-je.
LELIE.	LELIE.
CRISPIN.	CRISPIN.
Ay-ie la derpendance?	Ai-je la derpendance?
LELIE.	LELIE.
Encore moins.	Encore moins.
CRISPIN.	CRISPIN.
Mon ordonnance.	Mon ordonnance.
A t’elle en ce lieu du credit?	A -t-elle en ce lieu du crédit?
Nullement LELIE.	Nullement LELIE.
CRISPIN.	CRISPIN.
Qui vous â donc dit Qu'a ſes frais par mon artifice Ie pouvois vous reudre ſeruice	Qui vous â donc dit Qu'a ses frais par mon artifice Je pouvais vous reudre service
LELIEO LEI LOII La reſſemblance de vos rais Car ie n’ay iamais veu portrais Mieux jmitez 2 1	LELIEO LEI LOI La ressemblance de vos rais Perso ie n'ai jamais vu portrais Mieux imités 2 1
CRISPIN Eſtes vous ſage Monſieur de tenir ce langage a118y je le feieidle à ce demon.	CRISPIN Estes vous sage Monsieur de tenir ce langage a18i je le fidèle à ce démon.
Ah!	Ah!
je gagerois bien que non.	je gagerais bien que non.
LELIE  Ie dis par les trais & la taille.	LELIE -Je dis par les trais et la taille.
Non pas en couleur, 134	Non pas en couleur, 134
CRISPIN.	CRISPIN.
Tout coup vaille.	Tout coup vaille.
Quand jautois la taille & le port D’vn qui peur ſans luy fairé toit Eſtre baſtard de feu mon pere Cela ne fuit pas voſtre affaire Et de l’Affrique luſqu’icy Le Chemin le plus racourcy, N’eſt pas plus long ſi je m’e plique Que d’ici juſques en affiique 2 Oy donc pour vous condaincte mieux Criſpin n’ayant point de commerce En Affrique ny dans la perle Conclud concluant de bon cœur Qu'i eit sien ioit ion icauiteus	Quand jautois la taille et le port D'un qui peur sans lui fairé toit Estre bâtard de feu mon père Cela ne fuit pas votre affaire Et de l'Afrique lusqu'ici Le Chemin le plus racourci, N'est pas plus long si je m'e plique Que d'ici jusques en affiique 2 Oy donc pour vous conduite mieux Crispin n'ayant point de commerce En Afrique ici dans la perle Conclud concluant de bon cœur Qu'ici eit sitien j' eus
LELIE.	LELIE.
Tu n’as l’eſprit de comprendre Mon ſens	Tu n'as l'esprit de comprendre Mon sens
CRISPIN Comment diable l’Entendre Monſieur ſi vous n’en auez pas.	CRISPIN Comment diable l'Entendre Monsieur si vous n'en avez pas.
Nanonnez:	Nanonnez:
peucenie cu ce cas Expliqueray-ie voſtre Enuie	peucénie cv ce cas Expliquerai-je votre Envie
LELIE.	LELIE.
Mais je pretends la voir ſuiuie quand je te l’auray dit	Mais je prétends la voir suivie quand je te l'aurai dit
CRISPIN.	CRISPIN.
Vrayment le ne T’entends pas autrement LELIE.	Vraiment le ne T'entends pas autrement LELIE.
a l’Oreile de Criſpin.	à l'Oreile de Crispin.
Il faut donc.	Il faut donc.
CRISPIN.	CRISPIN.
Ie vays faire rage 8	Je vais faire rage 8
Et.	Et.
BELIE.	BÉLIE.
CRISPIN N’en dittes pas d’auantage	CRISPIN N'en dites pas d'avantage
LELIE.	LELIE.
Il doit dans peu venir icy Proſner ſon amoureux ſoucy Tu voys par la que le temps preſſe Fais en ſorte par ton adreſſe de t’y trouuer au meſme inſtant.	Il doit dans peu venir ici Prôner son amoureux souci Tu vois par la que le temps presse Fais en sorte par ton adresse de t'y trouver au même instant.
Ie l’amuſeray cependant 2110 2 conduiray ſi bien la choſe Que je ſuis certain.	Je l'amuserai cependant 2110 2 conduirai si bien la chose Que je suis certain.
CRISPIN.	CRISPIN.
Bouche Cloſe I'en ſcay plus que vous & dans peu Nous allons ie croy voir beau jeu.	Bouche Close J'en sais plus que vous et dans peu Nous allons ici crois voir beau jeu.
Taſchons d’ouyr ce qu’il medite, Il me ſera facille enſuitte.	Tâchons d'ouïr ce qu'il médite, Il me sera facille ensuite.
SCENE IV.	SCÈNE IV.
LELIE, LE DOCTEVR, LE DOCTEVR.	LELIE, LE DOCTEUR, LE DOCTEUR.
!	!
Dieux qu’Ouide à bien deſcrit J Le mal qui trouble mon eſprit Euſt-on cogité qu’vne verue D’amour, rendit mon ame ſerue Que l’emplumé fils de Venus Fût venu chez moy ſicut mus Pour me naurer de ſa dardelle Et de mon antique ceruelle Faire vn braſier ex abrupto Qui l’auroit iammais crû?	Dieux qu'Ouide à bien décrit J Le mal qui trouble mon esprit Eut-on cogité qu'une verve D'amour, rendit mon âme serve Que l'emplumé fils de Venus Fût venu chez moi sicut mus Pour me naurer de sa dardelle Et de mon antique cervelle Faire un brasier ex abrupto Qui l'aurait jammais crû?
Nemo.	Nemo.
Tamen verum eſt hodie.	Tamen verum est hodie.
Donc ie ſeray congedié D’Helicon, & de la Fontaine Ou l’on boir les eaux d’Hypocrene Mercure m’abandonnera	Donc ie serai congédié D'Hélicon, et de la Fontaine Ou l'on boir les eaux d'Hypocrène Mercure m'abandonnera
Minerue me délaiſſera Appollon me fera la moüe, Et ſes ſœurs pouſſans à la roüe Pour blaſmer mes vœux imprudens Riront a moy du bout des dents.	Minerve me délaissera Apollon me fera la mue, Et ses sœurs poussants à la roue Pour blâmer mes vœux imprudents Riront à moi du bout des dents.
Que dis-je on blaſmera ma flamme Ay-ie lieu de craindre du blâme Pour aymer, Pluſquam perfecto.	Que dis-je on blâmera ma flamme Ai-je lieu de craindre du blâme Pour aimer, Plusquam perfecto.
Vn objet parfait, vt octo?	Un objet parfait, ait octo?
Non puiſque celle que j’adore, A comme la diuine Aurore, Des attrais ſans comparaiſon, Ie ſerois orbe de raiſon.	Non puisque celle que j'adore, A comme la divine Aurore, Des attrais sans comparaison, Je serais orbe de raison.
Si ie n’en reſſentois l’atteinte, L’vnique motif de ma crainte, Doit eſtre que cette beauté, Qui ma raui ma liberté, Ne me deſdaigne, & ne meſpriſe, La conqueſte de ma franchiſe.	Si personne n'en ressentais l'atteinte, L'unique motif de ma crainte, Doit être que cette beauté, Qui ma ravi ma liberté, Ne me dédaigne, et ne méprise, La conquête de ma franchise.
Mais pourquoy craindre de rechef?	Mais pourquoi craindre de rêches?
Chacun me connoit pour le chef, De la ſçauante diſcipline.	Chacun me connaît pour le chef, De la Savante discipline.
Ie parle la langue latine, Ad vnguem, ie poſſede auſſi Le grec, aſſes bien Dieu mercy Je ſçay quand on me de propoſe.	Je parle la langue latine, Ad vnguem, Elle possède aussi Le grec, asses bien Dieu merci Je sais quand on me de propose.
DAFTRIEVE.	DAFTRIEUE.
Par l’effet decider la cauſe, Ie connois les évenemens Et les vertus des Taliſmans I'entends des mieux l’Aſtrologie La blanche & la noire magie Les proprietez des metaux, Des plantes, & des mineraux, Ie ſçais la Methopoſcopie, La Geomence & Nomancie, Les cauſes du flux de la mer, Et des Meteores de l’air.	Par l'effet décider la cause, Je connais les événements Et les vertus des Talismans J'entends des mieux l'Astrologie La blanche et la noire magie Les propriété des métaux, Des plantes, et des minéraux, Je sais la Méthopposcopie, La Gomense et Nomancie, Les causes du flux de la mer, Et des Métores de l'air.
D’ailleurs s’il faut en docte proſe Deſduire vne metamorphoſe, Pouſſer la fleurette en Phœbus Ou debiter quelque rebus, On ſçait fort bien qu’il n'eſt point d’homme, Qui m’oſe diſputer la pomme.	D'ailleurs s'il faut en docte prose Déduire vne métamorphose, Pousser la fleurette en Phœbus Ou débiter quelque rebus, On sait fort bien qu'il n'est point d'homme, Qui m'ose disputer la pomme.
Mais c’eſt aſſez faire recit Des qualitez de mon eſprit Deſcendons à la corporelle:	Mais c'est assez faire récit Des qualités de mon esprit Descendons à la corporelle:
Ie ſuis fait ſur vn beau modelle, Et dois eſtre au conſeil choiſi S’il eſt vray qu’ad formam naſi l’eſprit d’vn homme ſe meſure Mon port eſt exempt de cenſure I’ay la main belle, & le pied beau Ie ſuis gay comme vn ſautereau, Item, ie dance comme vn maiſtre Et ſuis vif comme le ſalpeſtre, Bref, on peut dire de mon fait Nunquam genitiuo caret, Ainſi ma peur eſt ſuperfluë.	Je suis fait sur un beau modèle, Et dois être au conseil choisi S'il est vrai qu'ad formam nazi l'esprit d'un homme se mure Mon port est exempt de censure J'ai la main belle, et le pied beau Je suis gai comme un sautereau, Item, elle dance comme un maître Et suis vif comme le salpêtre, Bref, on peut dire de mon fait Nunquam enitivo caret, Ainsi ma peur est superflue.
LELIE.	LELIE.
Si ie ſouffre qu’il continuë, I’l n’aura pas finy ce ſoir Abordons-le, peut-on ſçavoir Comment ſe porte voſtre muſe Grand Docteur,	Si ici souffre qu'il continue, J'l n'aura pas fini ce soir Abordons-le, peut-on savoir Comment se porte votre muse Grand Docteur,
LE DOCTEVR Ma muſe s’amuſe, A muſer ſur certain muſeau Dont les yeux m’vſent le cerueau, M’euſſiez-vous crû ſans interprette Eſmeu de pareillé amuſette.	LE DOCTEUR Ma muse s'amuse, A user sur certain museau Dont les yeux m'usent le cerveau, M'eussiez-vous cru sans interprète Esmu de pareillé amusette.
LELIE.	LELIE.
Quoy vous aymez;	Quoi vous aimez;
LE DOCTEVR.	LE DOCTEUR.
Aſſeurement.	Assurement.
LELIE.	LELIE.
I'en ay bien de l’eſtonnement, Et ce bel objet qui vous griſle,	J'en ai bien de l'étonnement, Et ce bel objet qui vous grîle,
LE DOCTEVR.	LE DOCTEUR.
Qui?	Qui?
c’eſt vne fille.	c'est une fille.
