A PARIS.	À PARIS.
Cependant la prudence & les ſoins de V.	Cependant la prudence et les soins de V.
M.	M.
les bons conſeils qu’elle a pris, les grands courages qu’elle à choiſis pour les executer, ont agi ſi puiſſemment dans tous	les bons conseils qu'elle a pris, les grands courages qu'elle à choisis pour les exécuter, ont agi si puissemment dans tous
les beſoins de l'Eſtat, que cette premiere année de ſa Regence a non ſeulement égalé les plus glorieuſes de l’autre regne, mais à meſmes effacé par la priſe de Thionuille, le ſouvenir du malheur qui devant ſes murs avoit interrompu vne ſi longue ſuite de victoires.	les besoins de l'État, que cette première année de sa Règence a non seulement égalé les plus glorieuses de l'autre règne, mais à mêmes effacé par la prise de Thionville, le souvenir du malheur qui devant ses murs avait interrompu une si longue suite de victoires.
Permettez que je me laiſſe emporter au raviſſement que me donne cette penſée, & que je m’écrie dans ce tranſport:	Permettez que je me laisse emporter au ravissement que me donne cette pensée, et que je m'écrie dans ce transport:
Que vos ſoins, gtande Reine, enfantent de miracles!	Que vos soins, gtande Reine, enfantent de miracles!
Bruxelles & Madrid en ſont tous interdits, Et ſi noſtre Apollon me les avoit predits, I’aurois moy-meſme oſé douter de ſes oracles.	Brux et Madrid en sont tous interdits, Et si notre Apollon me les avait prédits, J'aurais moi-même osé douter de ses oracles.
Sous vos commodemens on force tous obſtacles.	Sous vos commodements on force tous obstacles.
On porte l’épouvante aux cœurs les plus hardis, Et par des coups d’eſſay vos Eſtats agrandis Dos drap caun emiemns ront d’illuſtres ſpectacles.	On porte l'épouvante aux cœurs les plus hardis, Et par des coups d'essay vos États agrandis Dos rap caun emiemns ront d'illustres spectacles.
La Victoire elle meſme accourant à mon Roy, Et mettant à ſes pieds Thionville & Rocroy, Fait retenir ces vers ſur les bords de la Seine.	La Victoire elle -même accourant à mon Roi, Et mettant à ses pieds Thionville et Rocroi, Fait retenir ces vers sur les bords de la Seine.
France, atten tout d’vn regne ouvert en triom	France, atten tout d'ins règne ouvert en triom
Il ne faut point douter que des commencemens ſi merveilleux ne ſoient ſouſtenus par des prorrez encor plus eſtonnans;	Il ne faut point douter que des commencements si merveilleux ne soient soutenus par des prorrez encor plus étonnants;
Dieu ne laiſſe point ſes ouvrages imparfaits, il les achevera, Madame, & rendra non ſeulement la Regence de V.	Dieu ne laisse point ses ouvrages imparfaits, il les achèvera, Madame, et rendra non seulement la Régence de V.
M.	M.
mais encor toute ſa vie vn enchaiſnement continuel de proſperitez.	mais encore toute sa vie un enchaînement continuel de prospérités.
Ce ſont les vœux de toute la France, & ce ſont ceux que fait avec plus de zele,	Ce sont les vœux de toute la France, et ce sont ceux que fait avec plus de zèle,
MADAME,	MADAME,
De voſtre Majeste, Le tres-humble, tres obeïſſant, & tres-fidelle ſeruiteur & ſubjet,	De votre Majeste, Le très-humble, très obéissant, et très-fidelle serviteur et sujet,
CORNEILLE.	CORNEILLE.
ADRE	ADRE
ABREGE' DV MARTYRE DE S.	ÀBREGE DU MARTYRE DE S.
POLYEUCTE Eſcrit par OEMBON MLPAPAIRASTE, & rapporté par Surius.	POLYEUCTE Écrit par OEMBON MLPAPAIRASTE, et rapporté par Surius.
INGENIEVSE tiſſure des fictions auec la verité, où conſiſte le plus beau ſecret de la Poëſie, produit d’ordinaire deux ſortes d’effets, ſelon la diuerſité des eſprits qui la voyent.	INGÉNIEUSE tissure des fictions avec la vérité, où consiste le plus beau secret de la Poésie, produit d'ordinaire deux sortes d'effets, selon la diversité des esprits qui la voient.
Les vns ſe laiſſent ſi bien perſuader à cet enchaiſnement, qu’auſſi toſt qu’ils ont remarqué quelques euenemens veritables, ils s’imaginent la meſme choſe des motifs qui les font naiſtre, & des circonſtances qui les accompagnent:	Les uns se laissent si bien persuader à cet enchaînement, qu'aussi tôt qu'ils ont remarqué quelques événements véritables, ils s'imaginent la même chose des motifs qui les font naître, et des circonstances qui les accompagnent:
les autres mieux advertis de noſtre artifice, ſoupçonnent de fauſſeté tout ce qui n’eſt pas de leur connoiſſance, ſi bien que quand nous traitons quelque Hiſtoire écartée dont ils ne trouvent rien dans leur ſouvenir, ils l’attribuent toute entiere à l’effort de noſtre imagination, & la prennent pour une avanture de Romant.	les autres mieux advertis de notre artifice, soupçonnent de fausseté tout ce qui n'est pas de leur connaissance, si bien que quand nous traitons quelque Histoire écartée dont ils ne trouvent rien dans leur souvenir, ils l'attribuent toute entière à l'effort de notre imagination, et la prennent pour une avanture de Romant.
L’un & l’autre de ces effets ſeroit dangereux en cette rencontre;	L'un et l'autre de ces effets serait dangereux en cette rencontre;
il y và de la gloire de Dieu qui ſe plaiſt dans celle de ſes Saincts, dont la mort ſi precieuſe devant ſes yeux ne doit pas paſſer pour fabuleuſe devant ceux des hommes.	il y vu de la gloire de Dieu qui se plaît dans celle de ses Saints, dont la mort si précieuse devant ses yeux ne doit pas passer pour fabuleuse devant ceux des hommes.
Au lieu de ſanctifier noſtre Theatre par ſa repreſentation, nous y profanerions la ſaincteté de leurs ſouffrances, ſi nous nous permetrions que la credulité des uns, & la deffiance des autres également abuſées par ce meſlange ſe mépriſſent également en la venerâtion qui leur eſt deuë, & que les premiers la rendiſſent mal à propos à ceux qui ne la meritent pas, cependant que les autres la dénieroient à ceux à qui elle appartient.	Au lieu de sanctifier votre Théâtre par sa représentation, nous y profanerions la sainteté de leurs souffrances, si nous nous permettrions que la crédulité des uns, et la défiance des autres également abusées par ce mélange se méprissent également en la venerâtion qui leur est due, et que les premiers la rendissent mal à propos à ceux qui ne la méritent pas, cependant que les autres la dénieraient à ceux à qui elle appartient.
Sainct Polyeucte eſt un Martyr, dont, s’il m’eſt permis de parler ainſi, beaucoup ont pluſtoſt appris le nom à la Comedie qu’à l’Egliſe, Le Martyrologe Romain en fait mention ſur le 13.	Saint Polyeute est un Martyr, dont, s'il m'est permis de parler ainsi, beaucoup ont plutôt appris le nom à la Comédie qu'à l'Église, Le Martyrologe Romain en fait mention sur le 13.
de Fevrier, mais en deux mots, ſuivant ſa couſtume;	de Février, mais en deux mots, suivant sa coutume;
Baronius dans ſes Annales les n’en dit qu’vne ligne, le ſeul Surius, ou pluſtoſt Moſander qui l’a augmenté dans les dernieres impreſſions, en rapporte la mort aſſez au long ſur le neufuieſme de Ianuier, & j’ay creu qu’il eſtoit de mon devoir d’en mettre icy l’abregé.	Baronius dans ses Annales les n'en dit qu'une ligne, le seul Surius, ou plutôt Mosander qui l'a augmenté dans les dernières impressions, en rapporte la mort assez au long sur le neuvième de Janvier, et j'ai cru qu'il était de mon devoir d'en mettre ici l'abrégé.
Comme il a eſté à propos d’en rendre la repreſentation agreable afin que le plaiſir peuſt inſinuer plus doucement l’utilité & luy ſervir comme de vehicule pour la porter dans l’ame du peuple:	Comme il a été à propos d'en rendre la représentation agréable afin que le plaisir pût insinuer plus doucement l'utilité et lui servir comme de vehicule pour la porter dans l'âme du peuple:
il eſt juſte auſſi de luy donner cette lumiere pour démeller la verité d’avec ſes ornemens, & luy faire reconnoiſtre ce qui luy doit imprimer du reſpect comme Sainct, & ce qui ſe doit ſeuſement divertir comme induſtrieux.	il est juste aussi de gloire donner cette lumière pour démeller la vérité d'avec ses ornements, et et notre reconnaître ce qui a doit imprimer du respect comme Saint, et ce qui se doit seument divertir comme industrieux.
Voicy donc ce que ce dernier nous apprend.	Voici donc ce que ce dernier nous apprend.
Polyeucte & Nearque eſtoient deux Caualiers eſtroitement liez enſemble d’amitié:	Polyeucte et Narque étaient deux Cavaliers étroitement liés ensemble d'amitié:
Ils vivoyent en l’an 250.	Ils vivaient en l'an 250.
ſous l’Empire de Decius;	sous l'Empire de Dius;
leur demeure eſtoit dans Melitene capitale d’Armenie, leur Religion differente, Nearque eſtant Chreſtien, & Polyeucte ſuivant encor la ſecte des Gentils, mais ayant toutes les qualitez dignes d’un Chreſtien, & une grande inclination à le deuenir.	leur demeure était dans Mélitène capitale d'Arménie, leur Religion différente, Nearque étant Chrétien, et Polyeute suivant encor la secte des Gentils, mais ayant toutes les qualités dignes d'un Chrétien, et une grande inclination à le devenir.
uenir.	uenir.
L’Empereur ayant fait publier vn Edict tres-rigoureux contre les Chreſtiens, cette publication donna vn grand trouble à Nearque, non pour la crainte des ſupplices dont il eſtoit menacé, mais pour l’apprehenſion qu’il eut que leur amitié ne ſouffriſt quelque ſeparation ou refroidiſſement par cet Edict, veu les peines qui y eſtoient propoſées à ceux de ſa Religion, & les honneurs promis à ceux du parti contraire.	L'Empereur ayant fait publier un Édit très -rigoureux contre les Chrétiens, cette publication donna un grand trouble à Narque, non pour la crainte des supplices dont il était menacé, mais pour l'appréhension qu'il eut que leur amitié ne souffrît quelque séparation ou refroidissement par cet Édict, vu les peines qui y étaient proposées à ceux de sa Religion, et les honneurs promis à ceux du parti contraire.
Il en conceut vn ſi profond deplaiſir que ſon amy s’en apperceut, & l’ayant obligé de luy en dire la cauſe, il priſt de la occaſion de luy ouvrir ſon cœur.	Il en conçut un si profond déplaisir que son ami s'en aperçut, et l'ayant obligé de même en dire la cause, il prît de la occasion de même ouvrir son cœur.
Ne craignez point, luy dit-il, que l’Edict de l’Empereur nous deſvniſſe, j’ay veu cette nuit le Chriſt que vous adorez, il m’a dépoüillé d’vne robe ſale pour me reueſtir d’vne autre toute lumineuſe, & m’a fait monter ſur vn cheval aiſlé pour le ſuiure.	Ne craignez point, lui dit-il, que l'Édict de l'Empereur nous désunisse, j'ai vu cette nuit le Christ que vous adorez, il m'a dépouillé d'une robe sale pour me reuestir d'une autre toute lumineuse, et m'a fait monter sur un cheval aisé pour le suivre.
Cette viſiõ m’a reſolu entierement à faire ce qu’il y a long-temps que je médite, le ſeul nom de Chreſtien me manque, & vous meſme toutes les fois que vous m’auez parlé de voſtre grand Meſſie, vous auez peu remarquer que je vous ay touſiours écouté auec reſpect, & quand vous m’auez leu ſa vie & ſes enſeignemens, j’ay touſiours admiré la ſaincteté de ſes actions & de ſes diſcours.	Cette vision m'a résolu entièrement à faire ce qu'il y a longtemps que je médite, le seul nom de Chrétien me manque, et vous même toutes les fois que vous m'avez parlé de votre grand Messie, vous avez pu remarquer que je vous ai toujours écouté avec respect, et quand vous m'avez lu sa vie et ses enseignements, j'ai toujours admiré la sainteté de ses actions et de ses discours.
O Nearque, ſi je ne me croyois point indigne d’aller à luy ſans eſtre initié de ſes myſteres, & auoir receu la grace de ſes Sacremens, que vous verriez éclater l’ardeur que j’ay de mourir pour ſa gloire & le ſouſtien de ſes eternelles veritez.	Ô Nearque, si je ne me croyais point indigne d'aller à parler sans être initié de ses mystères, et avoir reçu la grâce de ses Sacrements, que vous verriez éclater l'ardeur que j'ai de mourir pour sa gloire et le soutien de ses éternelles vérités.
Nearque l’aiant éclairici du ſcrupule où il eſtoit par l’exẽple du bon Larron qui en un moment merita le Ciel, bien qu’il n’euſt pas receu le Bapteſme, auſſi-toſt noſtre Martyr plein d’vne ſaincte ferueur prend l’Edict de l’Empereur, crache deſſus & le déchire en morceaux qu’il jette au vent, & voyant des Idoles que le peuple portoit ſur les Autels pour les adorer, il les arrache à ceux qui les portoient, les brize contre terre & les foule aux pieds, eſtonnãt tout Ie monde & ſon amy meſme, par la chaleur de ce zele qu’il n’auoit pas eſperé.	Nearque l'ayant éclairici du scrupule où il était par l'exple du bon Larron qui en un moment mérita le Ciel, bien qu'il n'eût pas reçu le Baptême, aussitôt notre Martyr plein d'une sainte ferveur prend l'Edict de l'Empereur, crache dessus et le déchire en morceaux qu'il jette au vent, et voyant des Idoles que le peuple portait sur les Autels pour les adorer, il les arrache à ceux qui les portaient, les brize contre terre et les foule aux pieds, estonnãt et Son mondeur de ce que, par la chaleur de ce zele il auoit pas esperé.
Son beau pere Felix qui avoit la commiſſion de l’Empereur pour perſecuter les Chreſtiens, ayant veu luy meſme ce qu’auoit fait ſon gendre, ſaiſi de douIes, en ſuite par des menaces, enfin par des coups qu’il luy fait donner par ſes bourreaux ſur tout le viſage;	Son beau -père Félix qui avait la commission de l'Empereur pour persécuter les Chrétiens, ayant vu lui même ce qu'avait fait son gendre, saisi de douIes, en suite par des menaces, enfin par des coups qu'il lui fait donner par ses bourreaux sur tout le visage;
mais n’en ayant peu venir à bout, pour dernier effort il luy envoye ſa fille Pauline, afin de voir ſi ſes larmes n’auroient point plus de pouvoir ſur l’eſprit d’un mary, que n’avoient eu ſes artifices & ſes rigueurs.	mais n'en ayant pu venir à bout, pour dernier effort il lui envoye sa fille Pauline, afin de voir si ses larmes n'auraient point plus de pouvoir sur l'esprit d'un mari, que n'avaient eu ses artifices et ses rigueurs.
Il n’avance rien davantage par là, au contraire voyant que ſa fermeté convertiſſoit beancoup de Payens, il le condamne à perdre la teſte.	Il n'avance rien davantage par là, au contraire voyant que sa fermeté convertissait beancoup de Païens, il le condamne à perdre la tête.
Cet arreſt fut executé ſur l’heure, & le ſainct Martyr ſans autre Bapteſme que de ſon ſang, s’en alla prendre poſſeſſion de la gloire que Dieu à promile à ceux quirenonceroyent a eux-meſmes pour l’amour de luy.	Cet arrêt fut exécuté sur l'heure, et le saint Martyr sans autre Baptême que de son sang, s'en alla prendre possession de la gloire que Dieu à promile à ceux quirenonceraient a eux-mêmes pour l'amour de Se.
Voila en peu de mots ce qu’en dit Surius.	Voilà en peu de mots ce qu'en dit Surius.
Le ſonge de Pauline, l’amour de Seuere, le Bapteſme effectif de PoIyeucte, le ſacrifice pour la victoire de l’Empereur, la dignité de Felix que je fais Gouverneur d’Armenie, la mort de Nearque, la converſion de Felix & ce Pauline, ſont des inventions & des embelliſſemens de Theatre.	Le songe de Pauline, l'amour de Seuère, le Baptême effectif de PoIyucte, le sacrifice pour la victoire de l'Empereur, la dignité de Félix que je fais Gouverneur d'Arménie, la mort de Narque, la conversion de Félix et ce Pauline, sont des inventions et des embellissements de Théâtre.
La ſeule victoire de l’Empereur contre les Perſes à quelque fondement dans l’Hiſtoire, re, & ſans chercher d’autres Autheurs, elle eſt rapportée par Monſieur Coëffeteau dans ſon Hiſtoire Romaine, mais il ne dit pas, ny qu’il leur impoſa tribut, ny qu’il envoya faire des Sacrifices de remerciement en Armenie.	La seule victoire de l'Empereur contre les Perses à quelque fondement dans l'Histoire, re, et sans chercher d'autres Auteurs, elle est rapportée par Monsieur Coëffeteau dans son Histoire Romaine, mais il ne dit pas, ni qu'il leur imposa tribut, ni qu'il envoya faire des Sacrifices de remerciement en Arménie.
Si j’ay adjouſté ces incidens & ces particularitez ſelon l’art ou non, les ſçavans en jugeront, mon but icy n’eſt pas de les juſtifier, mais ſeulement d’avertir le Lecteur de ce qu’il en peut croire.	Si j'ai ajouté ces incidents et ces particularités selon l'art ou non, les sçavans en jugeront, mon but ici n'est pas de les justifier, mais seulement d'avertir le Lecteur de ce qu'il en peut croire.
POLY	POLI
POLYEUCTE, Seigneur d’Armenle, gendre de Feſix.	POLYEUCTE, Seigneur d'Armenle, gendre de Fésix.
SEVERE, Chevalier Romain, fauory de l’Empereur.	SÉVÈRE, Chevalier Romain, favori de l'Empereur.
NEANQUE, Seigneul Mmenien, amy de Polyeucte.	NEANQUE, Seigneul Mmenien, ami de Polyeute.
AULINE, Fille de renlx, & femme de Polyeucte.	AULINE, Fille de renlx, et femme de Polieute.
STRATONICE, Confidente de Pauiine.	STRATONICE, Confidente de Pauiine.
ALBIN, Confident de Felix.	ÀLBIN, Confident de Félix.
FABIAN, Domeſtique de Severe.	FABIAN, Domestique de Sévère.
CLEON, Domeſtique de Felix.	CLEON, Domestique de Félix.
TROIS GARDES.	TROIS GARDES.
La Scent eſt à Militene capitale d'Armenie, dans le Palais de Felix.	La Scent est à Militène capitale d'Arménie, dans le Palais de Félix.
POLYEUCTE MARTYR, Tragedie Chreſtienne.	POLYEUCTE MARTYR, Tragédie Chrétienne.
ACTE PREMIER.	ACTE PREMIER.
UGMAE AXBAIERE.	OÙGMAE AXBAIERE.
POLYEYCTE, NEARQVE.	POLYEYCTE, NEARQUE.
NEAR QVE.	NEAR QUE.
VOY?	VOY?
vous vous arreſtez aux ſonget d’une femme!	vous vous arrêtez aux songet d'une femme!
De ſi foibles ſujets troublent cette grande ame!	De si faibles sujets troublent cette grande âme!
Et ce cœur tant de fois dans la guerre éprouvé S’alarme d’vn peril qu’vne femme a reſvé!	Et ce cœur tant de fois dans la guerre éprouvé S'alarme d'un péril qu'une femme a rêvé!
POLYEVCTE.	POLYEUCTE.
Ie ſçay ce qu’eſt vn ſonge & le peu de croyance Qu’vn homme doit donner à ſon extravagance, Qui d’vn amas confus des vapeurs de la nuit Forme de vains objets que le réueil détruit:	Je sais ce qu'est un songe et le peu de croyance Qu'un homme doit donner à son extravagance, Qui d'un amas confus des vapeurs de la nuit Forme de vains objets que le rueil détruit:
Mais vous ne ſçavez pas ce que c’eſt qu’vne fẽme, Ny le juſte pouvoir qu’elle prend ſur vne ame Quand apres vn long-temps qu’elle à ſçeu nous chârmer Les Les flambeaux de l’Hymen viennent de s’allumer.	Mais vous ne savez pas ce que c'est qu'une femme, Ni le juste pouvoir qu'elle prend sur une âme Quand après un longtemps qu'elle à su nous châtrer Les Les flambeaux de l'Hymen viennent de s'allumer.
Pauline ſans raiſon dans la douleur plongée Craint & croit deſia voir ma mort qu’eſle a ſõgée, Elle oppoſe ſes pleurs au deſſein que je fais, Et tâche à m’empeſcher de ſortir du Palais;	Pauline sans raison dans la douleur plongée Craint et croit déjà voir ma mort qu'élè a sõgée, Elle oppose ses pleurs au dessein que je fais, Et tâche à m'empêcher de sortir du Palais;
Ie mépriſe ſa crainte & je cede à ſes larmes, Elle me fait pitié ſans me donner d’alarmes, Et mon cœur attendry ſans eſtre intimidé N’oſe déplaire aux yeux dont il eſt poſſedé L’occaſion, Nearque, eſt elle ſi preſſante Pour ne rien deferer aux ſoûpirs d’vne amante?	Je méprise sa crainte et je cède à ses larmes, Elle me fait pitié sans me donner d'alarmes, Et mon cœur attendri sans être intimidé N'ose déplaire aux yeux dont il est possédé L'occasion, Nearque, est elle si pressante Pour ne rien déférer aux soupirs d'une amante?
Remettons ce deſſein qui l’accable d’ennuy, Nous le pourrons demain auſſi bien qu’aujoutd’huy.	Remettons ce dessein qui l'accable d'ennui, Nous le pourrons demain aussi bien qu'aujoutd'hui.
NEAR QVE.	NEAR QUE.
Ouy, mais où prenez-vous l’infaillible aſſeurance D’avoir aſſez de vie ou de perſeverance?	Oui, mais où prenez-vous l'infaillible assurance D'avoir assez de vie ou de persévérance?
main Ce Dieu qui ti ent voſtre ame & vos jours dans ſa Vous a-t’il aſſeuré de le pouvoir demain?	main Ce Dieu qui ty ent vôtre âme et vos jours dans sa Vous a-t-il assuré de le pouvoir demain?
ce Il eſt touſiours tout juſte & tout bon, mais ſa graNe deſcend pas touſiours avec meſme efficace, Apres certains momẽs que perdent nos longueurs Elle quitte ces traits qui penetrent les cœurs, Le bras qui la verſoit s’arreſte & ſe courrouce, Noſtre cœur s’endurcit & ſa pointe s’émouſſe, Et cette ſainte ardeur qui nous emporte au bien rouibe fat ru tocher & n’opere plus rien.	ce Il est toujours tout juste et tout bon, mais sa graNe descend pas toujours avec même efficace, Apres certains moments que perdent nos longueurs Elle quitte ces traits qui pénètrent les cœurs, Le bras qui la versait s'arrête et se courrouce, Notre cœur s'endurcit et sa pointe s'émousse, Et cette sainte ardeur qui nous emporte au bien rouibe fat ru tocher et n'opère plus rien.
Celle qui vous preſſoit de courir au Bapteſme Languiſſant deſia ceſſe d’eſtre le meſme, Et pour quelques ſoûpirs qu’on vous a fait ouyr Sa flame ſe diſſipe & va s’évanouyr.	Celle qui vous pressait de courir au Baptême Languissant déjà cesse d'être le même, Et pour quelques soupirs qu'on vous a fait ouïr a flamme se dissipe et va s'évanouir.
POLYEVCTE.	POLYEUCTE.
brule, Vous me eognoiſſez mal, la meſme ardeur me Et le deſir s’accroiſt quand l’effet ſe recule.	brule, Vous me reconnaissez mal, la même ardeur me Et le désir s'accroît quand l'effet se recule.
Ces pleurs que je regarde avec vn œil d’eſpoux Me laiſſent dans le cœur auſſi Chreſtien que vous:	Ces pleurs que je regarde avec un œil d'époux Me laissent dans le cœur aussi Chrétien que vous:
6 Mais Mais pour en recevoir le ſacré caractere Qui laue nos forfaits dans vne eau ſalutaire, Et d’vn rayon divin nous deſillant les yeux Nous rend le premier droit que nous avions aux Cieux, Quoy que je le préfere aux grãdeurs d’vn Empire, Comme le bien ſupreme & le ſeul où j’aſpire, Ie croy pour latisrane vajunte de lanit amoui Pouvoir vn peu remettre & differer d’vn jour.	6 Mais Mais pour en recevoir le sacré caractère Qui laue nos forfaits dans une eau salutaire, Et d'vn rayon divin nous désillant les yeux Nous rend le premier droit que nous avions aux Cieux, Quoi que je le préférer aux grandeurs d'un Empire, Comme le bien suprême et le seul où j'aspire, Je crois pour latisrane vajunte de lanit amoui Pouvoir un peu remettre et différer d'un jour.
NEARQVE.	NEARQUE.
Ainſi du gente humain l’ennemy vous abuſe, Ce qu’il ne peut de force, il l’entreprend de ruſe, Ialoux des bons deſſeins qu’il rache d’ébranſler, Quand il ne les peut rompte, il pouſſe à reculer:	Ainsi du gente humain l'ennemi vous abuse, Ce qu'il ne peut de force, il l'entreprend de ruse, Jaloux des bons desseins qu'il rache d'ébranler, Quand il ne les peut rompte, il pousse à reculer:
D’obſtacle ſur obſtacle il va troubler le voſtre, Aujourd’huy par des pleurs, chaque jour par quelque autre.	D'obstacle sur obstacle il va troubler le vôtre, Aujourd'hui par des pleurs, chaque jour par quelque autre.
Ce ſonge ſi remply de noires viſions N’eſt que le coup d’eſſay de ſes illuſions, Il met tout en uſage, & priere, & menace, Il attaque touſiours, & jamais ne ſe laſſe, Il croit pouvoir en fin ce qu’encor il n’a pû, Et que ce qu’on differe eſt à demy rompu.	Ce songe si rempli de noires visions N'est que le coup d'essai de ses illusions, Il met tout en usage, et prière, et menace, Il attaque toujours, et jamais ne se lasse, Il croit pouvoir en fin ce qu'encor il n'a pu, Et que ce qu'on diffère est à demi rompu.
Rõpes ſes premiers coups, laiſſez pleurer Pauline.	Rõpes ses premiers coups, laissez pleurer Pauline.
Dieu ne veut point d’vn cœur que le monde domine, Qui regarde en arriere & douteux en ſon choix, Lors que ſa voix l’appelle, écoute vne autre voix.	Dieu ne veut point d'un cœur que le monde domine, Qui regarde en arrière et douteux en son choix, Lors que sa voix l'appelle, écoute une autre voix.
POLYEVCTE.	POLYEUCTE.
Pour ſe donner à luy faut-il n’aymer perſonne?	Pour se donner à vertu faut-il n'aimer personne?
NEARQVE.	NEARQUE.
ne, Nous pouvons tout aymer, il le ſouffre, il l’ordonMais ce grand Roy des Rois, ce Seigneur des Seigneurs Veut le premier amour & les premiers honneurs, Comme rien n’eſt égal à ſa grandeur ſupreſme Il faut ne rien aymer qu’apres luy, qu’en luymeſme, (rang, Negliger pout luy plaire, & ſemme & biens & Expoſer pour ſa gloire & verſer tout ſon ſang:	ne, Nous pouvons tout aimer, il le souffre, il l'ordonMais ce grand Roi des Rois, ce Seigneur des Seigneurs Veut le premier amour et les premiers honneurs, Comme rien n'est égal à sa grandeur suprême Il faut ne rien aimer qu'après nous, qu'en luymesme, (rang, Négliger pout a paire, et semme et biens et Exposer pour sa gloire et verser tout son sang:
Mais que vous eſtes loin de certe amour parfaite Qui vous eſt neceſſaire & que je vous ſouhaite:	Mais que vous êtes loin de certe amour parfaite Qui vous est nécessaire et que je vous souhaite:
