Ses cheres Manes me demandoint ce devoir, & veritablement c’eſt avec elles que j’ay concerté lors que j’ay conceu le deſſein de Vous dedier avec ma vie, la premiere de mes productions.	Ses chères Manes me demandoint ce devoir, et véritablement c'est avec elles que j'ai concerté lors que j'ai conçu le dessein de Vous dédier avec ma vie, la première de mes productions.
Si mon ambition, MONSEIGNEVR, peut rencontrer chez Vous autant de protes ction comme elle y a trouvé d’illuſtres bornes, que je priſeray peu l’approbation ou la cenſeure des autres:	Si mon ambition, MONSEIGNEUR, peut rencontrer chez Vous autant de protes ction comme elle y a trouvé d'illustres bornes, que je priserai peu l'approbation ou la censure des autres:
Et que je tâcheray pendant tout le cours de ma vie de Vous faire connoître le reſpe ctueux attachement avec leque * ſuis.	Et que je tâcherai pendant tout le cours de ma vie de Vous faire connaître le respe ctueux attachement avec leque * suis.
De vôtre GRANDEVR,	De votre GRANDEUR,
Le tres-humble, tres obeïſſant, & tres ſoûmis Serviteur LAPOVIADE	Le très-humble, très obéissant, et très soumis Serviteur LAPOUYADE
DONNVET.	DONNVET.
Ncomparable ALBRET, que T la gloire environne, Et qui dans tous les lieux où l’on voit des humains Ainſi qu’un Scipion vainqueur des Affriquains, Etendez les Lauriers que la GVTENNE vous donne.	Nécomparable ALBRET, que Tla gloire environne, Et qui dans tous les lieux où l'on voit des humains Ainsi qu'un Scipion vainqueur des Afriquains, Étendez les Lauriers que la GUTENE vous donne.
Si le Roy jetta l’oëil deſſus vôtre Perſonne, Pour tenir le timon à tous les Aquitains, Où pouvoit-il choiſir de plus auguſtes mains e celles du meilleur apuy de a Couronne.	Si le Roi jeta l'oèril dessus votre Personne, Pour tenir le timon à tous les Aquitains, Où pouvait-il choisir de plus augustes mains celles du meilleur appui de a Couronne.
La Nobleſſe du Sang, la force de l’eſprit, La grandeur du courage, & le Ciel qui vous rit, Vous ont mis à l’enuy dans ce rang tout illuſtre.	La Noblesse du Sang, la force de l'esprit, La grandeur du courage, et le Ciel qui vous rit, Vous ont mis à l'envi dans ce rang tout illustre.
Et ſi vos grands exploicts n'inrerrompent leur cours, Vous allés étaller à nos yeus plus de luſtre Que l’Aſtre qui nous rend ſe clarté tous les jours.	Et si vos grands exploits n'inrerrompent leur cours, Vous allés étaller à nos yeus plus de lustre Que l'Astre qui nous rend se clarté tous les jours.
ACTEVRS.	ACTEURS.
FARAMOND, Roy des François;	FARAMOND, Roi des Français;
Amant de Roſemonde.	Amant de Rosemonde.
BALAMIR, frere inconnu de Roſemonde, Amant d’Eunimonde.	BALAMIR, frère inconnu de Rosemonde, Amant d'Eunimonde.
VIRIDOMARE, fils du Roy de Suëve, Amant de Polixene.	VIRIDOMARE, fils du Roi de Sue, Amant de Polixène.
MARCOMIRE.	MARCOMIRE.
VNNON, freres de Faramond.	UNNNON, frères de Faramond.
POLIXENE, ſœur de Faramond.	POLIXENE, sœur de Faramond.
EVNIMONDE, Princeſſe des Gots.	EUNIMONDE, Princesse des Gots.
L’ALTORVNE, MELVSINE, DRVIDE, Gardes.	L'ALTORUNE, MÉLUSINE, DRVIDE, Gardes.
La Scene eſt à Cologne.	La Scène est à Cologne.
FARAMOND, ) LE TRIOMPHE DES HEROS, IRIIEICEMEDIE.	FARAMOND, ) LE TRIOMPHE DES HÉROS, IRIIEICEMEDIE.
HCIE I.	HICIE I.
SCENE I.	SCÈNE I.
LE ROY DE SVEVE.	LE ROY DE SUEUE.
BRIOMER.	BRIOMER.
LE ROY DE SVEVE.	LE ROY DE SUEUE.
E voicy, grace aux Dieux, au comble de ma joye, Nageant dans les faveurs que le deſtin m’envoye:	E voici, grâce aux Dieux, au comble de ma joie, Nageant dans les faveurs que le destin m'envoie:
Rien ne ſçauroit troubler deſormais mes plaiſirs, Mes progrés, Briomer, ſurpaſſent mes deſirs:	Rien ne saurait troubler désormais mes plaisirs, Mes progrès, Briomer, surpassent mes désirs:
Par tout également le bon-heur m’accompagne, Derriere nos rampars, ainſi qu’à la campagne.	Par tout également le bonheur m'accompagne, Derrière nos remparts, ainsi qu'à la campagne.
Ie voy, cher confident, une troupe de Roys Qui ſont tous glorieux de recevoir mes loys, Et ce qui rend, enfin, ma gloire ſans ſeconde C’eſt d’avoir dans mes fers la Reyne Roſemonde, Dont l’extreme beauté, l’eſprit & la grandeur Echauffent tous les cœurs d’une amoureuſe ardeut.	Je vois, cher confident, une troupe de Rois Qui sont tous glorieux de recevoir mes lois, Et ce qui rend, enfin, ma gloire sans seconde C'est d'avoir dans mes fers la Reine Rosemonde, Dont l'extrême beauté, l'esprit et la grandeur Échauffent tous les cœurs d'une amoureuse ardeut.
Que!	Que!
Faramond, publie au milieu de ſes tentes, La gloire d’avoir veu ſes Troupes Triomphantes!	Faramond, publie au milieu de ses tentes, La gloire d'avoir vu ses Troupes Triomphantes!
Que Balamir & luy, d’un mouvement égal, Preparent à Cologne un aſſaut general.	Que Balamir et lui, d'un mouvement égal, Préparent à Cologne un assaut général.
Ie mépriſe ces deux, auſſi bien que les autres, Ges ſurperbes guerriers cederont tous aux nôtres Car quoy que Balamir nous ait abandonnés, Gondiot eſt pour nous, & le fier Varanez, Les Gimbres ſubornés au dépens de leurs tétes Sçauront que quand je veux j’éleve des tempêtes.	Je méprise ces deux, aussi bien que les autres, Ges surperbes guerriers céderont tous aux nôtres Car quoi que Balamir nous ait abandonnés, Gondiot est pour nous, et le fier Varanez, Les Gimbres subornés au dépens de leurs tête Sauront que quand je veux j'élève des tempêtes.
Il ne ſera pas dit que les Princes François Ait vaincu Bourguignons, Perſſans & Suevois, pec Et leur ſang épargné dans diverſes batailles, Comme un large ruiſſeau lavera nos murailles.	Il ne sera pas dit que les Princes Français Ait vaincu Bourguignons, Perssants et Suvais, pec Et leur sang épargné dans diverses batailles, Comme un large ruisseau vera nos murailles.
Qu’un fils ſans naturel, un Prince perverty Faſſe ligue avec eux, & prenile leur parcy.	Qu'un fils sans naturel, un Prince perverti Fasse ligue avec eux, et prenile leur parci.
Il demordra l’ingrat, il apprendra le traître Le reſpect qu’il doit rendre à ceux qui l’ont faut Pob naître.	Il démordra l'ingrat, il apprendra le traître Le respect qu'il doit rendre à ceux qui l'ont faut Pob naître.
BRIOMER.	BRIOMER.
Seigneur, nous apprenons que Brutus autrefoit Eit paſſer ſes enfans par la rigueur des loys, Pour s’eſtre avec Tarquin re voltés contre Rome, Das Ce qui fait admirer le cœur de ce grand homme.	Seigneur, nous apprenons que Brutus autrefait Eit passer ses enfants par la rigueur des lois, Pour s'être avec Tarquin re voltés contre Rome, Das Ce qui fait admirer le cœur de ce grand homme.
Vain Ces deux pauvres Romains étans pris & punis Dans le genre de mort, virent leurs noms ternis, Et leur gloire premiere indignement flétrie, D'éto Ils n’agiſſoient pourtant que contre leur patrie;	Vain Ces deux pauvres Romains étants pris et punis Dans le genre de mort, virent leurs noms ternis, Et leur gloire première indignement flétrie, D'éto Ils n'agissaient pourtant que contre leur patrie;
Suive Mais un fils aujourd’huy s’en prend directement Contre ſon Roy, fon pere, & méme ouvertemelliConſe Ah!	Suive Mais un fils aujourd'hui s'en prend directement Contre son Roi, son père, et même ouvertemelliConse Ah!
la rigueur des loys eſt encore trop do uce Tour punir des forfaits dont le Ciel ſe courrouce.	la rigueur des lois est encore trop do uce Tour punir des forfaits dont le Ciel se courrouce.
Enpet	Enpet
Perſevere, cruel, de courir ſur mes pas!	Persevère, cruel, de courir sur mes pas!
Que ton lâche attentat ne ſe modere pas!	Que ton lâche attentat ne se modère pas!
Acheve de remplir tes jours d ignominie, Et de combler les maux dont ton ame eſt ternie, Ie me defais d’un fils ſi plein de deshonneur, deusp'un fils!	Acheve de remplir tes jours d' ignominie, Et de combler les maux dont ton âme est ternie, Je me défais d'un fils si plein de déshonneur, dusp'un fils!
Ah!	Ah!
qu’ay je dit?	qu'ai je dit?
c’eſt mon perſecuteur.	c'est mon persécuteur.
Non?	Non?
ce n’eſt plus mon fils;	ce n'est plus mon fils;
qui s’en prend à ſon pere, Merite de ſouffrir la mort la plus ſevere;	qui s'en prend à son père, Mérite de souffrir la mort la plus sévère;
Mais laiſſons là ce traitre, ô mon cher Briomer, Et venons au ſujet qui m’oblige d’aymer.	Mais laissons là ce traître, ô mon cher Briomer, Et venons au sujet qui m'oblige d'aimer.
tres Que Polixene eſt belle, & brillante de charmes;	très Que Polixène est belle, et brillante de charmes;
Qu'elle m’a biomap prie diuy rendie les aimes!	Qu'elle m'a biomap prie divie rendie les aimes!
Que je l’ayme en un mot, & que dans ma priſon Ie reſſens des douleurs qui paſſent la raiſon!	Que je l'aime en un mot, et que dans ma prison Je ressens des douleurs qui passent la raison!
BRIOMER.	BRIOMER.
Puis qu’il eſt de l’amour prudent & raiſonnable ois, De cherir ſa priſon, quand elle eſt favorable:	Puis qu'il est de l'amour prudent et raisonnable ois, De chérir sa prison, quand elle est favorable:
Seigneur, prennez de moy cét avis en ſecret, N'aymés plus deſormais que pour voſtre intereſt.	Seigneur, prennez de moi cet avis en secret, N'aimez plus désormais que pour votre intérêt.
Tandis que vous ſerés heureux dans l’eſclavage, Soyez toûjours captif, vous aymerés en ſage;	Tandis que vous serez heureux dans l'esclavage, Soyez toujours captif, vous aimerez en sage;
pais ii par un caprice inſolent & facheux, nt f’objet que vous aymés ſe mocque de vos veux, Si la rigueur, enfin, domine Polixene, oſe vous conſeinen de rompre voitre chaine.	pais ji par un caprice insolent et fâcheux, n 'objet que vous aimez se moque de vos veux, Si la rigueur, enfin, domine Polixène, ose vous conseinen de rompre voitre chaine.
LE ROY DE SVRVE.	LE ROY DE SURVE.
Que dis-tu?	Que dis-tu?
Briomer.	Briomer.
Quoy?	Quoi?
briſer des liens ome Dans leſquels j’ay fondé mes plus ſolides biens l me.	briser des liens ome Dans lesquels j'ai fondé mes plus solides biens lé me.
pall & cauerchort :	páll et caverchort :
BRIOMER.	BRIOMER.
S’il vous eſt impoſſible D’étoufer une flame, où vous étes ſenſible!	S'il vous est impossible D'étouffer une flamme, où vous êtes sensible!
rienluivez donc ce conſeil, qui ſeul peut moderer.	rienluivez donc ce conseil, qui seul peut modérer.
LE ROY DE SVEVE.	LE ROY DE SUEUE.
emeſ onſeille;	emes onseille;
mais prens garde à ne rien alterer.	mais prends garde à ne rien altérer.
BRIOMER.	BRIOMER.
uceh peu de mots voicy le chemin qu’il faut prendre, faut à polixene aujourd’huy faire entendre A 2 Que ſi ſa fiere humeur ne s’accorde à vos veux;	Uceh peu de mots voici le chemin qu'il faut prendre, faut à polixène aujourd'hui faire entendre A 2 Que si sa fière humeur ne s'accorde à vos veux;
Vne main irritée, un pouvoir rigoureux Faira malgré l’excés d’une aveugle colere, Ce que, ny la raiſon, ny l’amour n’ont peu fairt.	Une main irritée, un pouvoir rigoureux Faira malgré l'excès d'une aveugle colère, Ce que, ni la raison, ni l'amour n'ont pu fairt.
LE ROY DE SVEVE.	LE ROY DE SUEUE.
Cét avis me ſurprend.	Cet avis me surprend.
BRIOMER.	BRIOMER.
Il e ſt pourtant utile.	Il e ut pourtant utile.
Il vous furprenu, Seigneur	Il vous furprenu, Seigneur
LE ROY DE SVEVE.	LE ROY DE SUEUE.
Il bleſſe mon honneur	Il blesse mon honneur
BRIOMER.	BRIOMER.
Il flatte vos deſirs, & ſoulage vos peines.	Il flatte vos désirs, et soulage vos peines.
LE ROIDE SVEVE.	LE ROIDE SUEUE.
Ah!	Ah!
j’ayme beaucoup mieux endurer dans més chaines.	j'aime beaucoup mieux endurer dans mès chaînes.
BRIOMER.	BRIOMER.
Vn Roy doit bien ſouvent forcer ſa volonté,	Un Roi doit bien souvent forcer sa volonté,
LE ROY DE SVEVE.	LE ROY DE SUEUE.
Muais i ne dort famais manquer a nomeſteré.	Muais jours ne dort jamais manquer a nomesteré.
BRIOMER.	BRIOMER.
Si vous eſtes diſcret, voſtre affaire eſt vuidée, De d Vous connoiſſez ſa haine, elle n’eſt point fardée.	Si vous êtes discret, votre affaire est vidée, De Vous connaissez sa haine, elle n'est point fardée.
Cepe	Cépe
LE ROY DE SVEVE.	LE ROY DE SUEUE.
Quoy qu’elle n’ait pour moy que haine & qu D’un rigueur, an ne laut qu'un momene pour ramnonir ſon cœul M'orc	Quoi qu'elle n'ait pour moi que haine et qu 'un rigueur, an ne laut qu'un momene pour ramnonir son cœul M'orc
BRIOMER.	BRIOMER.
Vous avez donc deſſein d’eſtablir une treve Amo Avecque Faramond, & le Roy de Sueve, Mont Sans ce moyen, Seigneur, voſtre eſpoir eſt perdi Veng	Vous avez donc dessein d'établir une trouve Amo Avec Faramond, et le Roi de Suve, Mont Sans ce moyen, Seigneur, votre espoir est perdi Veng
LE ROY DE SVEVE.	LE ROY DE SUEUE.
Mon cœur ſe rend, enfin, il s’eſt trop deffendu.	Mon cœur se rend, enfin, il s'est trop défendu.
Qu’un Les conſeils des amis ſont toûjours eſtimables:	Qu'un Les conseils des amis sont toujours estimables:
Mais d Sur tout de ces amis qu’on voit inébranlables O Die Hé bien, cher confident, hé bien cher Briomer, llon v Si je ne puis porter Polixene à m’aymer, Du moius l’obligeray je à ſubir l’hymenée Ou les traits d’une rude & triſte deſtinée;	Mais d Sur tout de ces amis qu'on voit inébranlables Ô Die Par bien, cher confident, hé bien cher Briomer, llon Sisite de puis porter Polixène à m'aimer, Dues -moi l'obligerai je à subir l'hyménée Ou les traits d'une rude et triste destinée;
Grace à ton bon avis, je me ſens ſoulagé D'une cruelle peine où j’eſtois engagé;	Grâce à ton bon avis, je me sens soulagé D'une cruelle peine où j'étais engagé;
Mais j’apperçois venir noſtre ſuperbe Re yne, Cachons-nous pour ſçavoir le ſujet qui l’ammene rais vite, jouyſſons du fruict de l’entretien,	Mais j'aperçois venir notre superbe Re yne, Cachons-nous pour savoir le sujet qui l'amène rais vite, jouissons du fruit de l'entretien,
BRIOMER.	BRIOMER.
Vôtre deſir, Seigneur, ſera touiours le mien.	Votre désir, Seigneur, sera toujours le mien.
SCENE II.	SCÈNE II.
ROSEMONDE, ALBISINDE.	ROSEMONDE, ALBISINDE.
LE ROT DE SVEVE ET BRIOMER cachés.	LE ROT DE SUEUE ET BRIOMER cachés.
GARDES.	GARDES.
ROSEMONDE.	ROSEMONDE.
H!	H!
ne m’en parles plus, il faut que je le chaſſe, At’ombre de Theobalde à preſent me menace.	ne m'en parles plus, il faut que je le chasse, At-ombre de Théobalde à présent me menace.
Ne luy promis-je pas au moment de ſa mort, De deſtruire l’autheur de ſon funeſte ſort?	Ne avait promis-je pas au moment de sa mort, De détruire l'auteur de son funeste sort?
Cependant je me rends, & je me ſens ſi lâche Que mon reſſentiment veut prendre du relache.	Cependant je me rends, et je me sens si lâche Que mon ressentiment veut prendre du relache.
D’un cher frere, ma ſœur, je voy les yeux mourans, Qui, l’anceans deſſus moy des regards penetrans cœſM’ordonnent de punir leur cruel averſaire;	D'un cher frère, ma sœur, je vois les yeux mourants, Qui, l'ance dessus moi des regards pénétrants cœsM'ordonnent de punir leur cruel aversaire;
Hé bien, cher Theobalde, il vous faut ſatisfaire:	Hé bien, cher Théobalde, il vous faut satisfaire:
Armons donc Roſemonde, armõs bien noſtre cœur, Montrons-nous d’un tel frere une tres digne ſœur, Vengeons-le, vengeons-nous, & montrons à la terre, u’un tres-juſte motif nous invite à la guerre:	Armons donc Rosemonde, armons bien notre cœur, Montrons-nous d'un tel frère une très digne sœur, Vengeons-le, vengeons-nous, et montrons à la terre, u'un très-juste motif nous invite à la guerre:
Mais d’où vient que je ſuis ſi lente à me venger?	Mais d'où vient que je suis si lente à me venger?
O Dieux!	Ô Dieux!
en quel eſtat voulez vous me ranger?	en quel état voulez -vous me ranger?
ſlon vaillant ennemy me paroit ſous les armes Et tout remply d’horreur, & tout remply de charmes.	slon vaillant ennemi me parait sous les armes Et tout rempli d'horreur, et tout rempli de charmes.
Le devoir me le rend odieux & cruel, Le devoir me le rend un ennemy mortel.	Le devoir me le rend odieux et cruel, Le devoir me le rend un ennemi mortel.
Le devoir veut, enfin, qu’il me ſoit effroyable, Et je ne ſçay quel ſort me le rendra geable.	Le devoir veut, enfin, qu'il me soit effroyable, Et je ne sais quel sort me le rendra géable.
Ah!	Ah!
ſi c’eſt vous amour ?	si c'est vous amour ?
allés, retirés.	allés, retirez.
vous, Et ſouffrés que je vive à l’abry de vos coups;	vous, Et souffrez que je vive à l'abri de vos coups;
Si vous eſtes un Dieu, comme je le veux croire, Faites paroiſtre ailleurs l’excez de voſtre gloire.	Si vous êtes un Dieu, comme je le veux croire, Faites paraître ailleurs l'excès de votre gloire.
N’occupés point un cœur qui ne doit s'étaller Qu’à venger un trépas qu’i ſemble luy parler:	N'occupez point un cœur qui ne doit s'étaller Qu'à venger un trépas qu'y semble lui parler.
Allés donc établir loin de moy vos conqueſtes, Et laiſſés-moy venger, importun que vous étes, Elle fait deux pas ſans dire mot, & puis reprend.	Allez donc établir loin de moi vos conquêtes, Et laissez-moi venger, importun que vous êtes, Elle fait deux pas sans dire mot, et puis reprend.
Hé pourquoy, Faramond, un motif ſi puiſſant M’oblige à te pourſuivre, & perdre un innocent.	Hé pourquoi, Faramond, un motif si puissant M'oblige à te poursuivre, et perdre un innocent.
ALBISINDE.	ÀLBISINDE.
Qu’avez-vous, dit ma ſœur?	Qu'avez-vous, dit ma sœur?
quoy?	quoi?
perſiſter encou Mo Dans le deſſein de perdre un Roy qui vous adore?	persister encou Mo Dans le dessein de perdre un Roi qui vous adore?
Ma Ne vous repaiffez plus de fantoſmes ſi vains!	Ma Ne vous repaissez plus de fantômes si vains!
Gardès ce cœur Royal, & ces illuſtres mains, Vo Pour un plus beau, plus noble, & plus auguſte uſage, Combatez, combatez ce ſentiment de rage, Qui venant ſans reſpect traverſer voſlre amour Vous ôte le repos, & la nuit & le jour.	Gardez ce cœur Royal, et ces illustres mains, Vo Pour un plus beau, plus noble, et plus auguste usage, Combatez, combattez ce sentiment de rage, Qui venant sans respect traverser vos amour Vous ôte le repos, et la nuit et le jour.
C’eſt là que vous devez vous ſervir de vos armes Au Et reſerver ailleurs tout l’éclat de vos charmes.	C'est là que vous devez vous servir de vos armes Au Et réserver ailleurs tout l'éclat de vos charmes.
Ce oignles aveugienient, puis qu’il vous eſt permis.	Ce oignles aveugienient, puis qu'il vous est permis.
Car Vne paix generale avec vos ennemis;	Car Une paix générale avec vos ennemis;
Mais c’eſt leur faire injure, & m’en faire à mor méme De nommer de ce titre un Heros qui vous ayme.	Mais c'est leur faire injure, et m'en faire à mór même De nommer de ce titre un Héros qui vous aime.
Mo	Mo
ROSEMONDE.	ROSEMONDE.
Que ne me laiſſe il ſouſpirer en repos, Sans venir ſe méler toûjours dans mes propos, lvec Celuy que je ne puis jamais aymer ſans blâme Sag Adore ma rigueur, & ma haine l’enflame, Si je le veux détruire, il veut étre détruit, Où mon courrous l’attend, ſon amour le condu Par Si je veux ſon trépas, il m’apporte ſa teſte, Etm Ce que je veux, eimti;	Que ne me laisse il soupirer en repos, Sans venir se mêler toujours dans mes propos, lvec Celui que je ne puis jamais aimer sans blâme Sag Adore ma rigueur, et ma haine l'enflamme, Si je le veux détruire, il veut être détruit, Où mon courrous l'attend, son amour le condu Par Si je veux son trépas, il m'apporte sa tête, Et Ce que je veux, estimti;
Faramond le Iouhaite.	Faramond le Jouhaite.
De n Dieux!	De n Dieux!
qui voyez la peine où mon cœur eſt reduſle fe Accordés à mes jours une eternelle nuict, Si vous voulez paſſer pour des Dieux equitables!	qui voyez la peine où mon cœur est redûle se Accordés à mes jours une éternelle nuit, Si vous voulez passer pour des Dieux équitables!
Ou bien adoucilles mes maux inſuportables.	Ou bien adoucilles mes maux insuportables.
ALBISINDE.	ÀLBISINDE.
Ils ſeroient des faux Dieux, ſi leur divinité Ne s’intereſfoit pas pour voſtre majeſté, nu eit nomme ny Dieu, qui n'ayme Roremonde, Et tout ſçait reverer ſa beauté ſans ſeconde.	Ils seraient des faux Dieux, si leur divinité Ne s'intèresfait pas pour votre majesté, nu eit nomme rien Dieu, qui n'aime Roremonde, Et tout sait révérer sa beauté sans seconde.
ROSEMONDE.	ROSEMONDE.
Ces douceurs, ô ma ſœur, ne me conſolent pas, Puiſque de ma beauté je fais ſi peu de cas.	Ces douceurs, ô ma sœur, ne me consolent pas, Puisque de ma beauté je fais si peu de cas.
Ie mépriſe la gloire, étant vaine & fardée, Et je luy fais la Cour, lors qu’elle eſt bien fondée:	Je méprise la gloire, étant vaine et fardée, Et je vou lais la Cour, lors qu'elle est bien fondée:
Si je n’ay pas dequoy la pouvoir ſouſtenir neo Mon ame la rejette, & perd ſon ſouvenir;	Si je n'ai pas dequoy la pouvoir soutenir neo Mon âme la rejette, et perd son souvenir;
mais prenons garde a nous.	mais prenons garde à nous.
Voſtre pere ſans doute A poſté dans celieu quelqu’un qui nous écoute, Vous ſȩavez ſon humeur.	Votre père sans doute À posté dans celieu quelqu'un qui nous écoute, Vous savez son humeur.
ALBISINDE.	ÀLBISINDE.
O pere trop cruel.	Ô père trop cruel.
Faut.	Faut.
il uſer ainſi du pouvoir paternel!	il user ainsi du pouvoir paternel!
Ah !	Ah !
c’en eſt fait, ma ſœur, contre moy tout s’obſtine, mes Au jeûne Prince Vmberg, l’inhumain me deſtine.	c'en est fait, ma sœur, contre moi tout s'obstine, mes Au jeûne Prince Vamberg, l'inhumain me destine.
Ce courtiſan plairoit à tout autre qu’à moy, misſCar il n’a rien en luy qui ne ſente le Roy;	Ce courtisan plaierait à tout autre qu'à moi, missCar il n'a rien en lui qui ne sente le Roi;
Mais, helas!	Mais, hélas!
vous ſçavez pour qui mon cœur ſoûpire Dépuis le jour fatal que je vis Marcomire, Mourant entre mes bras percé de mille coups, Privé de ſentiment auſſi bien que de poux.	Vous savez pour qui mon cœur soupire Dépuis le jour fatal que je vis Marcomire, Mourant entre mes bras percé de mille coups, Privé de sentiment aussi bien que de poux.
Dés le moment, enfin, que pour ma délivrance, Avecque Gondemat ayant rompu ſa lance, ja glorieuſe épée & ſon bras deffenſſeur M’arracherent des mains d’un cruel raviſſeur.	Dès le moment, enfin, que pour ma délivrance, Avecque Gondemat ayant rompu sa lance, ja glorieuse épée et son bras défenseur M'arrachèrent des mains d'un cruel ravisseur.
Ce vaillant Prince alors, quoy que méconnoiſſable ar l’horreur de ſon ſang, me parut tout aymable, Et mon cœur ſuſceptible aux attaintes d’amour, te De méme qu’il m’ayma le cherit à ſon tour.	Ce vaillant Prince alors, quoi que méconnaissable ar l'horreur de son sang, me parut tout aimable, Et mon cœur susceptible aux attaintes d'amour, te De même qu'il m'aima le chérit à son tour.
teſſte feu qui doucement s’écoula dans mon ame	tesste feu qui doucement s'écoula dans mon âme
A 4 Au lieu de s’amortit inceſſament s’enflame, Ce Prince deguiſé ſe preſente à mes yeux A vec un air ſi doux qu’il charmeroit les Dieux, Et de quelque façon que ie le conſidere Ie trouve en luy dequoy m’engager & me plaire.	A 4 Au lieu de s'amortit incessament s'enflamme, Ce Prince déguisé se présente à mes yeux A vec un air si doux qu'il charmerait les Dieux, Et de quelque façon que sans le considère Je trouve en lui dequoy m'engager et me plaire.
maveu frune que le fais de l’état de mon cœus Sera-il condamné de mon aymable ſœur?	maveu frune que le fais de l'état de mon cœus Sera-il condamné de mon aimable sœur?
ROSEMONDE.	ROSEMONDE.
Au contraire s’il faut parler pour Marcomire, Pour luy donner ſur vous un plus puiſſant empire, Bien loin de condamner un ſi beau ſentiment, 1e le connimeray par mon conſentement;	Au contraire s'il faut parler pour Marcomire, Pour lui donner sur vous un plus puissant empire, Bien loin de condamner un si beau sentiment, 1e le connimerai par mon consentement;
Mais helas!	Mais hélas!
Que ie vois d’obſtacles effroyables Qui vous traverſſeront.	Que tu vois d'obstacles effroyables Qui vous traversseront.
ALBISINDE.	ÀLBISINDE.
Ils ſeront fuportables Pourveu que Roſemonde autoriſe mes veux, Vn pere ne peut rien ſur un cœur amoureux.	Ils seront fuportables Pourvu que Rosemonde autorise mes veux, Un père ne peut rien sur un cœur amoureux.
