& que voicy vn jeu de paume, où des Comediẽs qui ne ſont point nous, & leſquels nous ſommes pourtãt, repreſentent vne Paſtoralle, ces inſenſez ont tous pris des noms de guerre, & pẽſent vous eſtre inconnus, en s’appellant, Belle Ombre, Beau Soleil, Beau Seiour, & d’autres encor tous ſemblables:	et que voici un jeu de paume, où des Comediẽs qui ne sont point nous, et lesquels nous sommes pourtant, représentent une Pastorle, ces insensé ont tous pris des noms de guerre, et pẽsent vous être inconnus, en s'appelant, Belle Ombre, Beau Soleil, Beau Seiour, et d'autres encor tous semblables:
ils veulent que vous croyez eſtre au bord du Rhoſne, & non pas à celuy de la Seine;	ils veulent que vous croyez être au bord du Rhône, et non pas à celui de la Seine;
& ſans partir de Paris, ils pretendent vous faire paſſer pour des habitans de Lion:	et sans partir de Paris, ils prétendent vous faire passer pour des habitants de Lion:
à moy meſme ces Meſſieurs des petites Maiſons, me veulẽt perſuader que la Metempſychoſe eſt vraye, & que par conſequent Pithagore eſtoit vn Euangeliſte, car ils diſent que ie ſuis vn certain monſieur de Blandimare, bien que ie m’apelle veritablement Mondory, & voyez s’ils ont le ſens bien eſgaré, ils doiuent faire paſſer i cy vn Tambour & vn Harlequin, comme le pratiquenie ies petites lfouINOLOGVE.	à moi même ces Messieurs des petites Maisons, me veulent persuader que la Métempsychose est vraie, et que par conséquent Pithagore était un Évangeliste, car ils disent que tu suis un certain monsieur de Blandimare, bien que sans m'apelle véritablement Mondori, et voyez s'ils ont le sens bien égaré, ils doivent faire passer y cy un Tambour et un Harlequin, comme le pratiquenie jes petites louINOLOGUE.
pes dedans les petites villes;	pes dedans les petites villes;
n’eſt-ce pas ſe faire tort, & vous offencer auſſi?	n'est-ce pas se faire tort, et vous offenser aussi?
mais ce n’eſt point encore tout, leur folie va bien plus auant;	mais ce n'est point encore tout, leur folie va bien plus avant;
car la piece qu’ils repreſentent, ne ſçauroit durer qu’vne heure & demie, mais ces inſenſez aſſeurent, qu’elle en dure vingt & quatre:	car la pièce qu'ils représentent, ne saurait durer qu'une heure et demie, mais ces insensé assurent, qu'elle en dure vingt et quatre:
& ces eſprits dereglez, appellent cela ſuiure les regles, mais s’ils eſtoient veritables, vous deuriez enuoyer querir à diſner, à ſouper, & des licts;	et ces esprits déréglez, appellent cela suivre les règles, mais s'ils étaient véritables, vous devriez envoyer quérir à dîner, à souper, et des lits;
iugez ſi vous ne ſeriez pas couchez bien chaudement, de dormir dans vn ieu de Paume:	jugez si vous ne seriez pas couchez bien chaudement, de dormir dans un jeu de Paume:
en fin leur manie m’oblige à faire vn vovage à Saint Mathurin pour eux, où ie m’en vay:	en fin leur manie m'oblige à faire un vovage à Saint Mathurin pour eux, où belle m'en vais:
& cepẽdant (Meſſieurs) ne les croyez pas, quoy qu’ils puiſſent dire;	et cependant (Messieurs) ne les croyez pas, quoi qu'ils puissent dire;
car ie meure s’il y aura rien de veritable:	car Elle meure s'il y aura rien de véritable:
mais il eſt bien tard pour partir;	mais il est bien tard pour partir;
& le Soleil s’abaiſſe fort, de ſorte que puis que ie ſuis contraint de remettre mon voyage à demain, il faut neceſſairement que ie m'accommode pour auiourd’huy, à l’humeur de ces Paſſerellis:	et le Soleil s'abaisse fort, de sorte que puis que sans suis contraint de remettre mon voyage à demain, il faut nécessairement que sans m'accommode pour aujourd'hui, à l'humeur de ces Passerellis:
car elle ſe peut vaincre par la douceur, & s’ifrite par la reſiſtance:	car elle se peut vaincre par la douceur, et s'ifrite par la résistance:
& de peur de les mettre en mauuaiſe, ne dites mot ie vous ſuplie:	et de peur de les mettre en mauvaise, ne dites mot tu vous suplie:
parce qu’eſtans melancholiques, ils ſont amateurs du ſilence,	parce qu'étant mélancoliques, ils sont amateurs du silence,
ACTE PREMTER.	ACTE PREMTER.
BELLE OMBRE, HARLEQVIN, LE TAMBOVR, BELLE-FLEVR, BELLE ESPINE, SA FEMME, BEAVSEIOVR, BEAV SOLEIL, SA FEMME, MF.	BELLE OMBRE, HARLEQUIN, LE -TAMBOUR, BELLE-FLEUR, BELLE ÉPINE, SA FEMME, BEAUSEIOUR, BEAU SOLEIL, SA FEMME, MAS.
DE DElaDAMAscey Son xxoul.	DE DÉlaDAMAscey Son xxxoul.
SCENE PRHACIINE.	SCÈNE PRHACINE.
SBEEECMERL.	SBECECMERL.
A1 arg cer E E meure, s’il n’eſt vray que tout ce qui reluit n’eſt pas or:	A1 arg er E E meure, s'il n'est vrai que tout ce qui reluit n'est pas or:
& que les belles aparences ſont le plus ſouuent trompeuſes.	et que les belles apparences sont le plus souvent trompeuses.
auant qu’auoi gouité la forme de vie que ie meine, ie me l’imaginois la plus agreable de toutes:	avant qu'avoi gouité la forme de vie que ie mène, tu me l'imaginais la plus agréable de toutes:
& A iij croyois indubitablement la Comedie auſſi plaiſante à faire, qu’à voir:	et ET jij croyais indubitablement la Comédie aussi plaisante à faire, qu'à voir:
mais l’experiencem a contraint de changer d’opinion:	mais l'expériencem a contraint de changer d'opinion:
&certes il faudroit que i’euſſe le gouſt bien malade, pour ne ſçauoir pas faire la difference de ces deux choſes, puis que l’vne commence, continuë, & finit auec plaiſir, & que l’autre au contraire, eſt ſuiuie de mille incommoditez:	etcertes il faudrait que j'eusse le goût bien malade, pour ne savoir pas faire la différence de ces deux choses, puis que l'une commence, continues, et finit avec plaisir, et que l'autre au contraire, est suivie de mille incommodités:
Ce n’eſt pas que la qualité que nous auons de Bourgeois de l’vntvers, où de Citoyens du Monde, ne ſoit capable de contenter l’eſprit d’vn ieune homme, par les diuerſitez qu’elle preſente à la curioſite, comme à ſa veuë, mais ce peu de douceur eſt meſlé de tant d’amertume, & ces roſes accompagnees de tant d’eſpines, qu’il eſt impoſſible de prendre l’vne ſans deſgouſt, ny de toucher aux autres ſans picqueure.	Ce n'est pas que la qualité que nous avons de Bourgeois de l'untivers, où de Citoyens du Monde, ne soit capable de contenter l'esprit d'un jeune homme, par les diversités qu'elle présente à la curiosité, comme à sa vue, mais ce peu de douceur est mêlé de tant d'amertume, et ces roses accompagnées de tant d'épines, qu'il est impossible de prendre l'une sans dégoût, ni de toucher aux autres sans piquure.
quoy que le perſonnage que ie iouëa cette porte, ne ſoit pas le plus honorable, il eſt pourtant le plus vtile, & comme il fais la part a mes Compagnons, ie n’ay pas la memoire ſi mauuaiſe, que i’oublie à faire la mienne bõne;	quoi que le personnage que ainsi jouea cette porte, ne soit pas le plus honorable, il est pourtant le plus utile, et comme il fais la part à mes Compagnons, elle n'ai pas la mémoire si mauvaise, que j'oublie à faire la mienne bonne;
mais le malheur eſt, que mon induſtrie ne trouue point où agir pleinemẽt, à cauſe de l’humeur de ces habitans, plus froide que la ſaiſon où nous sõmes, de ſorte que ſi ce deſordre continuë, BELLE OMBRE, ie penſe que le meilleur ſera de nous y tenir, c’eſt à dire d’aller reuoir les clochers de noſtre ville, & demeurer à la maiſon clos & couuert de peur du haſle.	mais le malheur est, que mon industrie ne trouve point où agir pleinement, à cause de l'humeur de ces habitants, plus froide que la saison où nous sommes, de sorte que si ce désordre continue, BELLE OMBRE, ie sans que le meilleur sera de nous y tenir, c'est à dire d'aller revoir les clochers de notre ville, et demeurer à la maison clos et couvert de peur du hâle.
Mais voicy noſtre Tambour & noſtre Harlequin reuenus & ie penſe puis que ie ne voy venir perſonne, que lé bruit qu’ils ont faict par les ruës, n’aura pas eſté plus perſuaſif, que les menteries de l’affiche.	Mais voici notre Tambour et notre Harlequin revenus et ie pense puis que ie ne vois venir personne, que lé bruit qu'ils ont fait par les rues, n'aura pas été plus persuasif, que les menteries de l'affiche.
SCENE SECONDE.	SCÈNE SECONDE.
HARLEQVIN, LE TAMBOVR,	HARLEQUIN, LE -TAMBOUR,
HARLEQVIN.	HARLEQUIN.
OVS pouuons bien bander noſtre quaiſſe, & noſtre Tambour desbander la ſienne:	OUS pouvons bien bander notre quaisse, et notre Tambour débander la sienne:
car deſormais ie ne voy point d’apparence que nous faſſions rien icy, il n’eſt grande ny petite ruë, que nous n’ayons viſitee quatre fois, auec plus de ſoin, que ſi nous euſſions eu ordre du Magiſtrat de faire la patroüille:	car désormais beau ne vois point d'apparence que nous fassions rien ici, il n'est grande ni petite rue, que nous n'ayons visitée quatre fois, avec plus de soin, que si nous eussions eu ordre du Magistrat de faire la patrouille:
mais le tout inutilement, & puiſſay-ie ne ſouper d’auiourd’huy, à voir le peu d’eſmorion que ma preſence leur apporte, ſi l’on ne diroit que ie ſuis Bourgeois comme eux, ou qu’ils ſont tous Harlequins comme moy, il n’eſt pas iuſqu’aux petits enfans, qui ne ſoient fols à force d’eſtre ſages, & ie puis dire ſans vanité, que iamais homme de ma condition ne ſe vid ſi mal accompagne, i’ay meſme plus fait que ne porte ma commiſſion, car ce que les affiches leur monſtrent par les yeux, i’ay taſché de le leur aprendre par les oreilles, & cette ville n’a point de carrefour, où ie n’aye faict le crieur publie;	mais le tout inutilement, et puissai-je ne souper d'aujourd'hui, à voir le peu d'esmorion que ma présence leur apporte, si l'on ne dirait que je suis Bourgeois comme eux, ou qu'ils sont tous Harlequins comme moi, il n'est pas jusqu'aux petits enfants, qui ne soient fols à force d'être sages, et votre puis dire sans vanité, que jamais homme de ma condition ne se vid si mal accompagne, j'a mesme plus fait que ne porte ma commission, car ce que les affiches leur montrent par les yeux, j'ai tâché de le leur apprendre par les oreilles, et cette ville n'a point de carrefour, où ie aye faict le crieur publie;
mais ie penſe qu’ils ont tous voyagé en Egypte, & que le bruict des Cataractes du Nil, leur a deſrobé l’ouye.	mais était pense qu'ils ont tous voyagé en Égypte, et que le bruit des Cataractes du Nil, leur a dérobé l'ouïe.
SCENE TROISTESME.	SCÈNE -THROISTESME.
TOVS LES COMEDIENS.	TOUS LES COMÉDIENS.
H BELLE FLEVR.	H BELLE FLEUR.
A ha, te voila ſur l’hiſtoire, à ee que i’entends.	À ha, te voilà sur l'histoire, à ce que j'entends.
HARLEQVIN.	HARLEQUIN.
Ouy;	Oui;
& plus veritable à mon grand regret, que celle de Pline, qui raporte ce que ie viens de dire:	et plus véritable à mon grand regret, que celle de Pline, qui rapporte ce que personne viens de dire:
car il eſt indubitable, que nous ne gagneLOIISIICHICY.	car il est indubitable, que nous ne gagneLOIISIICHICY.
BELLE-ESPINE.	BELLE-ÉPINE.
Voila les plus mauuaiſes nouuelles, que tu nous pouuois aprendre:	Voilà les plus mauvaises nouvelles, que tu nous pouvais aprendre:
il eſt vray qu’elles ne me ſurprennent pomis, car ie les auois bien preueuës.	il est vrai qu'elles ne me surprennent pomis, car tu les avais bien preueuës.
BEAV-SEIOVR.	BEAU-SEIOUR.
Voicy vn de ces Prophetes, qui prediſent les choſes arriuees:	Voici un de ces Prophètes, qui prédisent les choses arrivées:
& Tiercelet de Noſtradamus, ſi vous preuoyez le malheur de la Troupe que ne l’en aduertiſſiez vous?	et Tiercelet de Nostradamus, si vous prévoyez le malheur de la Troupe que ne l'en avertissiez vous?
BELLE-ESPINE.	BELLE-ÉPINE.
Ce qui m’en empeſcha, fut que ie connoiſſois que l’ay parmy vous autres le malheur de Caſſandre, qui bien que touſiours veritable, ne fut pourtant to cittuis crue, iais vous pourriez bien auoir la punition des Troyens, il eſt vray que i’y auray ma part comme elle.	Ce qui m'en empêcha, fut que je connaissais que l'ai parmi vous autres le malheur de Cassandre, qui bien que toujours véritable, ne fut pourtant to cittuis crue, iais vous pourriez bien avoir la punition des Troyens, il est vrai que j'y aurai ma part comme elle.
.	.
.	.
.	.
	
BEAV-SOLEIL.	BEAU-SOLEIL.
Voila à mon aduis, le plus grand nombre de tes humanitez, & de tes fleurs de Rethorique eſtalé, & pour peu qu’on te preſſaſt encore, tu ſerois contraint de recourir, à l’eloquence de ton pays, c’eſt à dire aux phraſes Perigourdines.	Voilà à mon avis, le plus grand nombre de tes humanités, et de tes fleurs de Rétorique étalé, et pour peu qu'on te pressât encore, tu serais contraint de recourir, à l'éloquence de ton pays, c'est à dire aux phrases Perigourdines.
LA BELLE ESPINE.	LA BELLE ÉPINE.
Monſieur de Beau-Soleil, ſi mon Mary n’a pas la lague ſi bien pẽduë que vous, il a d’autres parties en luy, qui le rendent recommandable.	Monsieur de Beau-Soleil, si mon Mari n'a pas la gué si bien pendue que vous, il a d'autres parties en lui, qui le rendent recommandable.
LA BEAV SOLEIL.	LA BEAU SOLEIL.
Nous le debuons croire puis que vous le dites, Mademoiſelle de Belle Elpine, car iln en a point de ſi cachees, dont vous ne puiſſiez parler comme ſçauante:	Nous le débuons croire puis que vous le dites, Mademoiselle de Belle Élpine, car iln en a point de si cachées, dont vous ne puissiez parler comme savante:
BELLEC MERE.	BÉLEC MERE.
La repartie n’eſt pas mauuaiſe, mais elle meſemble vn peu bien libre pour v ne femme.	La repartie n'est pas mauvaise, mais elle mesemble un peu bien libre pour vu ne femme.
Bi LA BEAV-SOLEIL.	Bi LA BEAU-SOLEIL.
Les eaux dormantes ne ſont pas les plus ſaines, & la vertu ſe trouue pour le moins auſſi ſouuent dans vn eſprit libre, que parmy ces ames rétenuës, qu’on a droict de ſoupçoner d’hypocriſie, mais c’eſt vne erreur où tombe preſque tout le monde, pour ce qui regarde les femmes de noſtre profeſſion, car ils penſent que la farce eſt l'image de noſtre vie, & enous ne faiſons que repreſenter ce que nous pratiquons en effect, ils croiẽt que la femme d’vn de vous autres, l’eſt indubitablement de touté la Troupe;	Les eaux dormantes ne sont pas les plus saines, et la vertu se trouve pour le moins aussi souvent dans un esprit libre, que parmi ces âmes rétenuës, qu'on a droit de soupçoner d'hypocrisie, mais c'est une erreur où tombe presque tout le monde, pour ce qui regarde les femmes de notre profession, car ils pensent que la farce est l'image de notre vie, et en ne faisons que représenter ce que nous pratiquons en effet, ils croient que la femme d'un de vous autres, maest indubitablement de tout la Troupe;
& s’imaginant que nous ſommes vn bien commun, comme le Soleil ou les Elemens, il ne s’en treuue pas vn, qui ne croye auoir droict de nous faire ſouffrir l’importunité de ſes demandes, & certes c’eſt bien de là que procede la plus facheuſe choſe, qui s’eſprouue à noſtre condition:	et s'imaginant que nous sommes un bien commun, comme le Soleil ou les Elemens, il ne s'en trouve pas un, qui ne croie avoir droit de nous faire souffrir l'importunité de ses demandes, et certes c'est bien de là que procède la plus fâcheuse chose, qui s'éprouve à notre condition:
car cortitiie lios enariibrez tiennẽt des Temples, en ce qu’elles ſont ouuertes à chacun, pour vn honneſte homme qui nous y viſite, il nous faut endurer les impertinences, de mille qui ne le ſont pas, l’vn viendra branſler les iambes toute vne apres-dinee ſur vn coffre ſans dire mot, ſeulement pour nous monſtrer qu’il a des mouſtaches.	car cortitiais lios enariibrez tiennent des Temples, en ce qu'elles sont ouvertes à chacun, pour un honnête homme qui nous y visite, il nous faut endurer les impertinences, de mille qui ne le sont pas, l'un viendra branler les jambes toute une après -dînée sur un coffre sans dire mot, seulement pour nous montrer qu'il a des moustaches.
& qu’il les ſçait releuer, l’autre vn peu moins réueur que celuy-cy, mais non pas plus habile homme, fera toute ſa conuerſation de bagatelles, auſſi peu conſiderables que ſon eſprit:	et qu'il les sait relever, l'autre un peu moins réueur que celui-cy, mais non pas plus habile homme, fera toute sa conversation de bagatelles, aussi peu considérables que son esprit:
& tranchant de l’officieux, il voudra;	et tranchant de l'officieux, il voudra;
placer vne mouche ſur la gorge, mais c’eſt à deſſein d’y toucher:	placer une mouche sur la gorge, mais c'est à dessein d'y toucher:
il voudra tenir le miroir, attacher vn nœud, mettre de la poudre aux cheueux, & prenant ſuiet de parler de toutes ces choſes, il le faict auec des pointes auſſi nouuelles, & auſſi peu communes que la Guimbarde, ou Lanturlu.	il voudra tenir le miroir, attacher un nœud, mettre de la poudre aux cheveux, et prenant sujet de parler de toutes ces choses, il le fait avec des pointes aussi nouvelles, et aussi peu communes que la Guimbarde, ou Lenturlu.
Le troiſieſme prenant vn ton plus haut, & trop fort pour ſon haleine, s’engage inconſiderément, à la cenſure 24 LA COMEDIS des Poëmes, que nous aurons repreſentez:	Le troisième prenant ton plus haut, et trop fort pour son haleine, s'engage inconsidérément, à la censure 24 LA COMEDIS des Poèmes, que nous aurons représentez:
l’vn ſera trop ennuyeux pour ſa lõgueur, l’autre manque de iugement en ſa conduitte, cettuy-cy eſt plat & trop ſterile en penſees, cetuy-là au contraire à force d’en auoir s’embaraſſe, & parle Galimatias;	l'autre sera trop ennuyeux pour sa lõgueur, l'autre manque de jugement en sa conduite, celui-cy est plat et trop stère en pensées, celui-là au contraire à force d'en avoir s'embarrasse, et parle Galimatias;
vn eſt deffectueux en ce qu’il ne s’attache pas aux regles des anciens, ce qui teſmoigne ſon ignorance;	vn est défectueux en ce qu'il ne s'attache pas aux règles des anciens, ce qui témoigne son ignorance;
l’autre pour les auoir trop religieuſement obſeruees, eſt froid, & preſque du tout ſans action;	l'autre pour les avoir trop religieusement observées, est froid, et presque du tout sans action;
celuy-cy ne lie pas ſon diſcours, & fait des fautes au langage, cetuy-là n’a pas la politeſſe de la Cour;	celui-cy ne lie pas son discours, et fait des fautes au langage, celui-là n'a pas la politesse de la Cour;
l’vn manque des ornemens de la poëſie;	l'un manque des ornements de la poésie;
l’autre eſt trop abondant en fables;	l'autre est trop abondant en fables;
ce qui ſent plus le Pedant que l’honneſte homme, & plus l’huile que l’Ambre gris;	ce qui sent plus le Pédant que l'honnête homme, et plus l'huile que l'Ambre gris;
en fin, il n’en eſchape pas vn à la langue de ce Critique, qui faiſant ainſi le proces à tat de bons eſprits, ſans les ouir en leurs deffenſes, monſtre qu’il eſt auſſi mauuais iuge en matiere de vers, que le ſont en la connoiſſance de l’honneſteté des femmes, ceux qui Monsloupgonllent d enmaliduer.	en fin, il n'en échappe pas un à la langue de ce Critique, qui faisant ainsi le procès à tat de bons esprits, sans les ouïr en leurs défenses, montre qu'il est aussi mauvais juge en matière de vers, que le sont en la connaissance de l'honnêteté des femmes, ceux qui Monsloupgonllent d' enmaliduer.
BELLE-FLEVR.	BELLE-FLEUR.
Ie meure ſi elle n’habille ſes raiſons de bonne grace;	Je meure si elle n'habille ses raisons de bonne grâce;
& bien que cinq heures ayent ſonné, depuis qu’elle parle, ie m’eſtois reſolu de ne l’interrompre point;	et bien que cinq heures aient sonné, depuis qu'elle parle, était m'étais résolu de ne l'interrompre point;
mais puis qu’vne femme a peu s’impoſer ſilence elle meſme, faiſons en autant, & rentrons;	mais puis qu'une femme a peu s'imposer silence elle -même, faisons en autant, et rentrons;
& bien que nous ayos accouſtumé ailleurs d’auoir acheué à cette heure, ne laiſſe pas Belle Ombre, de te tenir encore quelque temps à la porte;	et bien que nous aios accoutumé ailleurs d'avoir achevé à cette heure, ne laisse pas Belle Ombre, de te tenir encore quelque temps à la porte;
car peut eſtre, ce que nous iugeos rtupidrte, nle le trouuela que parcne, e le bien ne vient iamais tard, quand il arriue.	car peut -être, ce que nous jugeos rupidrte, nle le trouvela que parcne, est le bien ne vient jamais tard, quand il arrive.
BELLE-OMBRE.	BELLE-OMBRE.
Si nous repaiſſons de cette eſperance ſeule, nous auons la mine de ne ſouper que de vent.	Si nous repaissons de cette espérance seule, nous avons la mine de ne souper que de vent.
eu -  F .	eu - eu
SCENE QVATRIESME.	SCÈNE QUATRIÈME.
