RCIDVAS.	RCIDVAS.
Si j’implore aujourd’hui leur ſouverain pouvoir, Mes Vœux ſont les effets de mon juſte devoir, Puiſque de mes Combats ie leur donne la gloireAvoüant que ſans eux ie ſerois ſans Victoire, Et qu’ils me font braver les Deſtins envieux;	Si j'implore aujourd'hui leur souverain pouvoir, Mes Vœux sont les effets de mon juste devoir, Puisque de mes Combats m leur donne la gloireAvoüant que sans eux ie serais sans Victoire, Et qu'ils me font braver les Destins envieux;
N’eſt-ce pas rendre hommage au pouvoir de nos Dieux?	N'est-ce pas rendre hommage au pouvoir de nos Dieux?
Ciel!	Ciel!
ſi l’on a cõmis contr’eux quelque inſolence, Qui contraigne l’Oracle à garder le ſilence;	si l'on a commis contr’ eux quelque insolence, Qui contraigne l'Oracle à garder le silence;
Pour le rompre, & ſçavoir ce qui doit m’avenir, Fais-moy voir le coupable & j’iray le punir:	Pour le rompre, et sçavoir ce qui doit m'avenir, Fais-moi voir le coupable et j'irai le punir:
Oüy, ſi pour expier l’énormité des crimes, Il faut leur immoler des Hõmes pour Victimes, Pourveu que ie découvre où ſont les Criminels, I’iray les égorger juſqu’au pied des Autels;	Oui, si pour expier l'énormité des crimes, Il faut leur immoler des Hommes pour Victimes, Pourvu que sans découvre où sont les Criminels, J'irai les égorger jusqu'au pied des Autels;
Et ſi pour appaiſer l’excés de leur colere, Il faut verſer mon ſang, ie conſens de le faire, Que l’Oracle prononce, & ie ſeray tout preſt A tout ſacrifier pour leur ſeul intereſt.	Et si pour apaiser l'excès de leur colère, Il faut verser mon sang, notre consens de le faire, Que l'Oracle prononce, et un serai tout prêt À tout sacrifier pour leur seul intérêt.
TYRIDATE.	TYRIDATE.
Les Dieux s’appaiſeront ſans tant de Sacrifices, Comme ils n’ont rien d’injuſte ils vous ſeront propices;	Les Dieux s'apaiseront sans tant de Sacrifices, Comme ils n'ont rien d'injuste ils vous seront propices;
Seigneur, nous allõs voir tout nos vœux exaucez, Puiſque dans leur couroux vous vous intereſſez:	Seigneur, nous allons voir tout nos vœux exaucés, Puisque dans leur courroux vous vous intéressez:
Le Ciel qui juſtement eſt jaloux de ſa gloire, Veut que de ſes bien-faits on garde la memoire;	Le Ciel qui justement est jaloux de sa gloire, Veut que de ses bienfaits on garde la mémoire;
Vous le reconnoiſſez, puiſqu’aprés vos combats, L’éclat de tant d’Exploits ne nous ébloüit pas;	Vous le reconnaissez, puisqu'après vos combats, L'éclat de tant d'Exploits ne nous ébloüit pas;
C’eſt pour cette raiſon que tout le Peuple eſpere, Qu’à vos deſſeins iamais il ne ſera contraire, Allez, entreprenez & livrez le combat, Vous en avez l’aveu du Prince & du Senat, Tous les Dieux ſont d’accord d’une belle entrepriſe, Quand le peuple y conſent, ou l’Eſtat l’authoriſe.	C'est pour cette raison que tout le Peuple espère, Qu'à vos desseins jamais il ne sera contraire, Allez, entreprenez et livrez le combat, Vous en avez l'aveu du Prince et du Sénat, Tous les Dieux sont d'accord d'une belle entreprise, Quand le peuple y consent, ou l'État authorise.
ASTASE.	ASTASE.
Helas!	Hélas!
à quoy me ſert que ſon authorité Me favoriſe, ou non, ſi les Dieux m’ont quitté, Tant que le Ciel s’obſtine à garder le ſilence, Si ie n’ay ſon aveu, ie n’ay point d’aſfurance, Et s’il ne me prédit d’heureux évenemens, Ie ne pretends plus rien contre les Marcomans.	à quoi me sert que son autorité Me favorise, ou non, si les Dieux m'ont quitté, Tant que le Ciel s'obstine à garder le silence, Si ici n'ai son aveu, je n'ai point d'assurance, Et s'il ne me prédit d'heureux événements, Je ne prétends plus rien contre les Marcomants.
YRIDATE.	YRIDATE.
Vous ſuffit-il, Seigneur de ny plus rien pretẽdre, Et ne craignez-vous point qu’ils n’oſent entreprendre, Vous voyant ſi long-temps remettre & differer, N’auront-ils pas ſujet d’oſer & d’eſperer, Tandis que vers le ciel vous adreſſés des plaintes?	Vous suffit-il, Seigneur de mains plus rien prétendre, Et ne craignez-vous point qu'ils n'osent entreprendre, Vous voyant si longtemps remettre et différer, N'auront-ils pas sujet d'oser et d'espérer, Tandis que vers le ciel vous adressez des plaintes?
Ils font tout leur eſpoir du ſujet de vos craintes;	Ils font tout leur espoir du sujet de vos craintes;
Ces paniques terreurs, ces vœux re terez, Ces timides reſpects, font que vous ſoûpirez, Et que vous étouffez cette naiſſante envie, De vous aſſujettir les Rois de Mauravie, Qui ſe voyant en paix, Maiſtre de leurs Eſtats, Ligueront tous enſemble, afin qu’en leurs combats.	Ces paniques terreurs, ces vœux re teréz, Ces timides respects, font que vous soupirez, Et que vous étouffez cette naissante envie, De vous assujettir les Rois de Maurie, Qui se voyant en paix, Maistre de leurs Estats, Ligueront tous ensemble, afin qu'en leurs combats.
ASTASE.	ASTASE.
Et bien, forçons l’Oracle à me rendre juſtice, Peut-eſtre qu’il demande encore un Sacrifice;	Et bien, forçons l'Oracle à me rendre justice, Peut-être qu'il demande encore un Sacrifice;
Va dõner l’ordre au Temple & le fais cõmencer;	Va donner l'ordre au Temple et le fais commencer;
Mais ce dernier finy, s’il ne veut prononcer, Ie n’examine plus qui l’oblige à ſe taire, Ny ſi j’auray le Ciel favorable ou contraire;	Mais ce dernier fini, s'il ne veut prononcer, Je n'examine plus qui l'oblige à se taire, Ni si j'aurai le Ciel favorable ou contraire;
Pourvû qu’il n’ait pas lieu de ſe plaindre de moi, Ayãt fait pour nos Dieux tout ce que je leur doy;	Pourvu qu'il n'ait pas lieu de se plaindre de moi, Aussy pour nos Dieux tout ce que je leur dois;
I’elpere leur ſecours en faveur de mes Armes, Encore un Sacrifice.	J'élpère leur secours en faveur de mes Armes, Encore un Sacrifice.
& ie n’ay plus d’allarmes.	et notre n'ai plus d'alarmes.
TIRIDATE.	TIRIDATE.
Le temps que vous mettez à tant ſacrifier, En donne à l’Ennemy pour ſe fortifier;	Le temps que vous mettez à tant sacrifier, En donne à l'Ennemi pour se fortifier;
Il attend que le Scithe ayant le Vent en poupes, Vienne pour ſeconder & pour groſſir ſes Troupes;	Il attend que le Sithe ayant le Vent en poupes, Vienne pour seconder et pour grossir ses Troupes;
Toute la Mauravie eſpere du ſecours;	Toute la Mauravie espère du secours;
Il en peut arriver au plus tard en deux iours;	Il en peut arriver au plus tard en deux jours;
Ne differez-donc plus, Seigneur, ſongez encor Qu'en parle d’alliance avec un Prince More, Que Fritigile en âge eſt preſte à demander, Et que le Roy ſon pere, enfin peut l’accorder;	Ne différez-donc plus, Seigneur, songez encor Qu'en parle d'alliance avec un Prince More, Que Fritigile en âge est prête à demander, Et que le Roi son père, enfin peut l'accorder;
Pour ſoûtenit ſon Trône il a beſoin d’un Gendre, Qui dans l’occaſion s’arme pour le deffendre;	Pour soutenit son Trône il a besoin d'un Gendre, Qui dans l'occasion s'arme pour le défendre;
Que pourrei-vous tout ſeul cõtre tãt d’ennemis, Qui s’eſtans alliez ſe croiront tout permis?	Que pourre-vous tout seul cõtre tant d'ennemis, Qui s'étant alliez se croiront tout permis?
Ne ſacriſiez plus, laiſſez faire l’Oracle;	Ne sacrisiez plus, laissez faire l'Oracle;
Empeſchez de former un ſi puiſſant obſtacle, Faites manquer l’Hymen & ne permettez pas, Que le Scithe & le More uniſſent leurs Eſtats, Qu’eux & les Marcomãs ne faſsẽt qu’une Armée;	Empêchez de former un si puissant obstacle, Faites manquer l'Hymen et ne permettez pas, Que le Scithe et le More unissent leurs États, Qu'eux et les Marcomãs ne fassent qu'une Armée;
Et tandis que la voſtre eſt ſi fort animée, Qu’elle attend pour marcher ſeulement voſtre aveu, Ne laiſſez pas éteindre en elle un ſi beau feu;	Et tandis que la vôtre est si fort animée, Qu'elle attend pour marcher seulement vôtre aveu, Ne laissez pas éteindre en elle un si beau feu;
Doutez-vous qu’à preſent l’Oracle ne prononce, Ou que depuis hyer il n’ait donne réponſe:	Doutez-vous qu'à présent l'Oracle ne prononce, Ou que depuis hier il n'ait donne réponse:
Encore un coup, Seigneur, ne differez-donc plus, I’ant de veux redoublez sõt des vœux ſuperflus.	Encore un coup, Seigneur, ne différez-donc plus, J'ant de veux redoublés sõt des vœux superflus.
ASTASE.	ASTASE.
Tiridate, aprés-donc ce qu’il faut que je faſſe, Vois le Grand Preſtre au Temble, apprens ce qui s’y paſſe, Pour la dernier fois prens encor ſon avis, Qu’il m’authoriſe, ou non, les tiens ſeront ſuivis, Pour n’entreprendre rien qu’avec tout aſſurance, Ie luy veux faire voir encor ma deference, Aprés avoir rendu tout l’hommage à nos Dieux, Il eſt temps d’achever un projet glorieux.	Tiridate, après-donc ce qu'il faut que je fasse, Voit le Grand Prêtre au Temble, apprends ce qui s'y passe, Pour la dernier fois prends encor son avis, Qu'il m'autorise, ou non, les tiens seront suivis, Pour n'entreprendre rien qu'avec tout assurance, Je lui veux faire voir encor ma déférence, Après avoir rendu tout l'hommage à nos Dieux, Il est temps d'achever un projet glorieux.
YRIDAIE.	YRIDAIE.
A vos Ordres, Seigneur, je vais eſtre fidele, Vous en aurez bien-toſt une ſeure nouvelle.	À vos Ordres, Seigneur, je vais être fidèle, Vous en aurez bientôt une sûre nouvelle.
ASTASE.	ASTASE.
oois prompt a revenir, car aprés ton retour, Ie ne differe plus le Combat que d’vn iour.	oais prompt a revenir, car après ton retour, Je ne diffère plus le Combat que d'un jour.
Tyridate ſort.	Tiridate sort.
SCENE II.	SCÈNE II.
ASTASE.	ASTASE.
DOur l'avoir differé pieux qu’il m’eſt difficilet Y Je crains mes ennemis bien moins que Fritigile;	DOur l'avoir différé pieux qu'il m'est difficilet Y Je crains mes ennemis bien moins que Fritigile;
Par tout on eſt charmé du bruit de ſes Exploits Elle commande en Reyne, elle impoſe des Loix, Aux travaux de la Guerre elle eſt accoûtumée, Elle-meſme conduit & deffend ſon Armée;	Par tout on est charmé du bruit de ses Exploits Elle commande en Reine, elle impose des Lois, Aux travaux de la Guerre elle est accoutumée, Elle-même conduit et défend son Armée;
Le Roy ſur ſa valeur en a remis le ſoin;	Le Roi sur sa valeur en a remis le soin;
Déja de ſes hauts faits je me ſuis veu témoin, Dans nos derniers Combats aux Sieges de Pavie,	Déjà de ses hauts faits je me suis vu témoin, Dans nos derniers Combats aux Sièges de Pavie,
Par tout où je l’ay veuë elle a riſqué ſa vie;	Par tout où je l'ai vue elle a risqué sa vie;
Quand elle a triomphé de nos plus grands vainqueurs, D'un ſeul de ſes regars elle a gagné leurs cœurs, Qui charmés de ſes yeux comme de ſon courage, N’ont pas voulu contr’elle inſiſter davantage:	Quand elle a triomphé de nos plus grands vainqueurs, D'un seul de ses regars elle a gagné leurs cœurs, Qui charmés de ses yeux comme de son courage, N'ont pas voulu contre elle insister davantage:
Ce grand cœur martial, ce courage indompté, Dont la force eſt égale à ſa noble fierté, Ne me laiſſa jamais emporter de Victoire, Qu’elle n’en partageât également la gloire, Et je n’ay jamais pû, quoy que Victorieux, Me garantir des coups que m’ont dõné ſes yeux;	Ce grand cœur martial, ce courage indompté, Dont la force est égale à sa noble fierté, Ne me laissa jamais emporter de Victoire, Qu'elle n'en partageât également la gloire, Et je n'ai jamais pu, quoi que Victorieux, Me garantir des coups que m'ont donné ses yeux;
Mon cœur reſſent encor les traits de leur bleſſure, Il s’en plaint en ſecret, mais en vain il murmure, Puis qu’en nôtre naiſſance une inégalité, Rompt l’eſpoir de l’Hymendõt je m’étois flatté:	Mon cœur ressent encor les traits de leur blessure, Il s'en plaint en secret, mais en vain il murmure, Puis qu'en notre naissance une inégalité, Rompt l'espoir de l'Hymendons je m'étais flatté:
Elle eſt Reine, ou plûtoſt c’eſt l’unique heritiere, D’un Roy qui luy cedant une puiſſance entiere, N’en n’a voulu pour ſoy reſerver que le nom, Et cette Fille enfin avec tant de renom, Ne trouve point d’Epoux digne d’eſtre en ſon Trône, [Couronne, A moins qu’il n’ait un Sceptre à joindre à ſa Sãs les droits qu’elle dõne on ne peut l’acquerir;	Elle est Reine, ou plutôt c'est l'unique héritière, D'un Roi qui lui cédant une puissance entière, N'en n'a voulu pour soi réserver que le nom, Et cette Fille enfin avec tant de renom, Ne trouve point d'Époux digne d'être en son Trône, [Couronne, À moins qu'il n'ait un Sceptre à joindre à sa Sans les droits qu'elle donner on ne peut l'acquérir;
Ma naiſſance m’en prive, il faut en conquerir, Puiſque pour l’épouſer il faut un Diadême, L’ambition me porte à ravir le ſien même, Ie tâche à l’uſurper, mais ce n’eſt qu’à deſſein De luy reſtituer en luy donnant la main;	Ma naissance m'en prive, il faut en conquérir, Puisque pour l'épouser il faut un Diadme, L'ambition me porte à ravir le sien même, Je tâche à l'usurper, mais ce n'est qu'à dessein De Se restituer en A donnant la main;
Ie n’ay que ce moyen propre à cette Hymenée;	Je n'ai que ce moyen propre à cette Hyménée;
Du ſuccés du Combat dépend ma deſtinée, Ou ſi i’y ſuis Vainqueur, j’iray le meſme jour Offrir & ma Victoire & mon cœur à l’Amour :	Du succès du Combat dépend ma destinée, Ou si j'y suis Vainqueur, j'irai le même jour Offrir et ma Victoire et mon cœur à l'Amour :
I’iray traiter ma paix avec mon Ennemie, Ie rendray ſes Eſtats, ſon Trône, ſa Patrie, Et pour ſes biens rendus ne voulãt que ſon cœur, Sous l’eſpoir de l’Hymen l’Amour ſera vainqueur;	J'irai traiter ma paix avec mon Ennemie, Je rendrai ses États, son Trône, sa Patrie, Et pour ses biens rendus ne voulut que son cœur, Sous l'espoir de l'Hymen l'Amour sera vainqueur;
Ie ſçais qu’entre elle & moy la Victoire incertaine, Dés la premiere attaque.	Je sais qu'entre elle et moi la Victoire incertaine, Dès la première attaque.
où va ce Capitaine.	où va ce Capitaine.
CENE III.	CÈNE III.
THRASEE, ASTASE.	THRASE, ASTASE.
THRASEE.	THRASE.
’Heureuſe occaſion qui me fait rencontrer.	Qu'Heureuse occasion qui me fait rencontrer.
LL ASTASE.	LL ASTASE.
Quoy?	Quoi?
Thraſée hors du Camp, oſe-t’il ſe mõtrer;	Thrasée hors du Camp, ose-t-il se montrer;
Dans un danger preſſant, quand l’honneur le convie, De vaincre ou repouſſer tonte la Mauravie;	Dans un danger pressant, quand l'honneur le convie, De vaincre ou repousser tonte la Maurie;
Lors que les Marcomans, plus mutins que jamais;	Lors que les Marcomants, plus mutins que jamais;
Loin de faire un accoid pour obtenir la Paix, Superbes & flatez du ſuccez de leurs Armes, Diſent que dans la Guerre ils goûtent plus de charmes.	Loin de faire un accoid pour obtenir la Paix, Superbes et flattez du succès de leurs Armes, Disent que dans la Guerre ils goûtent plus de charmes.
THRASEE.	THRASE.
Et bien, tant mieux, Seigneur, on veut ce que je veux, vœux;	Et bien, tant mieux, Seigneur, on veut ce que je veux, vœux;
La Guerre & non la Paix, eſt l’objet de mes Plus ils reſiſteront, plus nous aurons de Gloire;	La Guerre et non la Paix, est l'objet de mes Plus ils résisteront, plus nous aurons de Gloire;
Auſſi-bien ſans cõbattre on n’a point de victoire, Car dés que l’Ennemy la cede à l’abandon [Don;	Aussi-bien sans connaître on n'a point de victoire, Car dès que l'Ennemi la cède à l'abandon [Don;
Nous ne l’emportons pas, la crainte en fait un Si l’on nomme vaincu le party qui la quitre, L’autre eſt nommé vainqueur, ſans gloire, ſans merite, Et l’Ennemy défait quand il a combatu, Nous fait dans ſa foibleſſe admirer ſa vertu :	Nous ne l'emportons pas, la crainte en fait un Si l'on nomme vaincu le parti qui la quitre, L'autre est nommé vainqueur, sans gloire, sans mérite, Et l'Ennemi défait quand il a combattu, Nous fait dans sa faiblesse admirer sa vertu :
Ce n’eſt pas que j’approuve un deſſein temeraire, Ie ſerois pour la paix, ſi nous la devions faire, rllaii quau Pevenemer d di Doibat en douteux, Triompherou perir eſt tout ce que ie veux.	Ce n'est pas que j'approuve un dessein téméraire, Je serais pour la paix, si nous la devions faire, rllaii quau Pevénement d ès Daibat en douteux, Triompherou périr est tout ce que sans veux.
ASTASE.	ASTASE.
Que n’executez-vous ce deſir qui vous preſſe?	Que n'exécutez-vous ce désir qui vous presse?
I'ourquoy venir icy montrer voſtre foibleſſe?	J'ourquoi venir ici montrer votre faiblesse?
Et puiſque vous avez ces nobles ſentiments, Pourquoi perdre en ces lieux de precieux momẽs Eſt-ce que cette Cour eſt un Champ de Bataille, I venezavous motier t'ardeur qui vous travaille ?	Et puisque vous avez ces nobles sentiments, Pourquoi perdre en ces lieux de précieux moments Est-ce que cette Cour est un Champ de Bataille, I venezavous motier t'ardeur qui vous travaille ?
Eſt-ce dans ce Palais parmy les Courtiſans, Qu’avecque des Romains on void des Marcomans?	Est-ce dans ce Palais parmi les Courtisans, Qu'avec des Romains on voit des Marcomants?
THRASEE.	THRASE.
Non, je viens ſeulement où mon devoir m’envoye, Ie viens vous faire part de la commune joye;	Non, je viens seulement où mon devoir m'envoie, Je viens vous faire part de la commune joie;
ne ruis dans ce r'afais depula une nure du deux Pour vous entretenir d’un incident heureux, Qui fait que dans ces lieux il a fallu me rendre, Et m’y retient encore, afin de vous l’apprendre.	ne ruis dans ce rafais depula une nure du deux Pour vous entretenir d'un incident heureux, Qui fait que dans ces lieux il a fallu me rendre, Et m'y retient encore, afin de vous l'apprendre.
ASTASE.	ASTASE.
liniitame dis vray, Thraſée explique moy, Quel heureux incident ſuccede à mon effroy;	liniitame dis vrai, Thrasée explique moi, Quel heureux incident succède à mon effroi;
Les Dieux ſont.	Les Dieux sont.
ils pour nous, à t’on ſçu de l’Oracle, Si nous pouvions livrer le combat ſans obſtacle.	ils pour nous, à t'on sçu de l'Oracle, Si nous pouvions livrer le combat sans obstacle.
THRASEE.	THRASE.
I'ignore ſi les Dieux ſont pour, ou contre nous, Si nous reſſentirons leur ayde ou leur couroux;	J'ignore si les Dieux sont pour, ou contre nous, Si nous ressentirons leur aide ou leur courroux;
Mais j’ay plus de ſujet d'eſperer que de craindre, Six Marcomans ſont pris, nous les allons contraindre, Et nous allons ſçavoir dés qu’ils ſeront ſoûmis:	Mais j'ai plus de sujet d'espérer que de craindre, Six Marcomants sont pris, nous les allons contraindre, Et nous allons savoir dès qu'ils seront soumis:
Quelles ruſes de Guerre, on craint des ennemis.	Quelles ruses de Guerre, on craint des ennemis.
ASTASE.	ASTASE.
Les Eſpions ſont Pris!	Les Espions sont Pris!
quelle heureuſe avanture, Vous a favoriſez dans cette conjoncture, Comment les a-ton pris?	quelle heureuse aventure, Vous a favorisés dans cette conjoncture, Comment les a-ton pris?
THRASEE.	THRASE.
Ce fut pendant la nuit, Sans jetter l’épouvante, & ſans faire aucun bruit, Que dans l’obſcurité, je trompay leurs attentes, A peine eſtois-je entré dans l’une de nos tentes, Où j’avois commencé déja de ſommeiller, [ler, Qu’un murmur mécounu ſoudain vient m’éveilIe me leve, j’écoute, & de peur qu’il n’augmente?	Ce fut pendant la nuit, Sans jeter l'épouvante, et sans faire aucun bruit, Que dans l'obscurité, je trompai leurs attentes, À peine étais-je entré dans l'une de nos tentes, Où j'avais commencé déjà de sommeiller, [ler, Qu'un murmur mécounu soudain vient m'éveilIe me lève, j'écoute, et de peur qu'il n'augmente?
De peur que mes ſoldats n’en prenẽt l’épouvente Ie reſiſte au ſommeil qui me veut accabler?	De peur que mes soldats n'en prenẽt l'épouvante Je résiste au sommeil qui me veut accabler?
Ce bruit qui me ſurprend ne me ſçauroit troubler?	Ce bruit qui me surprend ne me saurait troubler?
Ie fais naiſtre en main cœur une maſle aſſurãce, Ma premiere frayeur ſe change en eſperance, Ie prends à mon eſcorte un nombre de Soldats, Qui ſuivent à l’envy mon deſſein & mes pas;	Je fais naître en main cœur une mâle assurance, Ma première frayeur se change en espérance, Je prends à mon escorte un nombre de Soldats, Qui suivent à l'envi mon dessein et mes pas;
Tous le Sabre à la main, nous sõmes en defence, Iuſqu’au milieu du Camp mon eſcorte s’avance;	Tous le Sabre à la main, nous sommes en défense, Jusqu'au milieu du Camp mon escorte s'avance;
I’y fais alte, on s’arreſte, & pas un ne me ſuit;	J'y fais alte, on s'arrête, et pas un ne me suit;
Ie vais ſeul, à peu prés où s’eſtoit fait le bruit, I’examine, ie cherche & tâche à reconnoiſtre D'où venoit ce murmure, & qui ſe pouvoit eſtre, La nuit profonde & noire aidant à me cacher, Cache auſſi l’Ennemy que je veux approcher, Et cette obſcurité qui luy ſemble propice, Dérobant à nos veux la ruſe & l’artifice, Qu’il avoit pour nous perdre, invẽté cẽtre nous, Raſſure mon courage & me cache à ces coups;	Je vais seul, à peu prés où s'était fait le bruit, J'examine, ie cherche et tâche à reconnaître D'où venait ce murmure, et qui se pouvait être, La nuit profonde et noire aidant à me cacher, Cache aussi l'Ennemi que je veux approcher, Et cette obscurité qui était semble propice, Dérobant à nos veux la ruse et l'artifice, Qu'il avait pour nous perdre, invẽté cẽtre nous, Rassure mon courage et me cache à ces coups;
Outre l’obſcurité, la nuit a le ſilence, Qui fait que tout un Camp ſe croit en aſſurance;	Outre l'obscurité, la nuit a le silence, Qui fait que tout un Camp se croit en assurance;
Mais ce profond ſilence & cette obſcurité, Parmy des ennemis n’ont point de ſeureté;	Mais ce profond silence et cette obscurité, Parmi des ennemis n'ont point de sûreté;
Le ſilence & la nuit aident beaucoup à feindre;	Le silence et la nuit aident beaucoup à feindre;
Mais lors qu’on ne voit rien, on a lieu de tout craindre, Et tels que nous croyons prés de nous endormis, Veillẽt à nous ſurprendre, & ſont nos ennemis;	Mais lors qu'on ne voit rien, on a lieu de tout craindre, Et tels que nous croyons près de nous endormis, Veillent à nous surprendre, et sont nos ennemis;
C’eſt ainſi que déja par ces ruſes de Guerres, Vn nonbre d’Eſpions avançoit dans nos teries, Ils nous venoient trahir connoiſſant nos chemins, Si mon ſilence adroit n’eut trahy leurs deſſeins, Donc pour les decouvrir, & ſçavoir le myſtere, Vn eſpace de tems ie m’oſtine à me taire, Ils ſe parlent, I’écoute, & dans tous leurs propos Vn qui parloit moins bas me fit oüir ces mots :	C'est ainsi que déjà par ces ruses de Guère, Un nonbre d'Espions avançait dans nos teries, Ils nous venaient trahir connaissant nos chemins, Si mon silence adroit n'eut trahi leurs desseins, Donc pour les découvrir, et savoir le mystère, Ven espace de temps seulement m'ostine à me taire, Ils se parlent, J'écoute, et dans tous leurs propos Un qui parlait moins bas me fit ouïrir ces mots :
„, Attendons pour ſortir que la nuit ſoit moins ſombre, », Demain nous reviendrons avec un plus grand nombre, " Et ſi nous les trouvons de la ſorte endormis;	„, Attendons pour sortir que la nuit soit moins sombre, ", Demain nous reviendrons avec un plus grand nombre, " Et si nous les trouvons de la sorte endormis;
Ie rèponds du ſuccez que ie vous aypromis.	Je réponds du succès que je vous aipromis.
A l’inſtant par ces mots liſant dans leur pensée, Je rejoins mon eſcorte où je l’avois laiſſée, Peur de l’intimider ie nomme qui ie ſuis, Ie dis ce qui ſe paſſe, en un mot ie l’inſtruis, De l’ordre & du chemin qu’il faut que chacun ſuive, De peur d’eſtre ſurpris, ſur tout quoy qu’il arrive Je deffends de parler ny de faire aucun bruit;	À l'instant par ces mots lisant dans leur pensée, Je rejoins mon escorte où je l'avais laissée, Peur de l'intimider Elle nomme qui tu suis, Je dis ce qui se passe, en un mot ie ainstruis, De l'ordre et du chemin qu'il faut que chacun suive, De peur d'être surpris, sur tout quoi qu'il arrive Je défends de parler ni de faire aucun bruit;
Cét ordre ainſi donné mon Eſcorte me ſuit, Je la meine en la place où la Troupe ennemie, Dãs le milien du Camp feignoit d’être endormie Là dans l’impatience, attendant que le jour, Ou que l’Aurore au moins ſe mõtraſt de retour.	Cet ordre ainsi donné mon Escorte me suit, Je la mène en la place où la Troupe ennemie, Dans le milien du Camp feignait d'être endormie Là dans l'impatience, attendant que le jour, Ou que l'Aurore au moins se mõtrast de retour.
DES CERMAIO.	DES CERMAIO.
Vn ſilence profond regne de part & d’autre, La troupe d’ennemis ſe mêle avec la noſtre, Et dans l'obſcurité je ne reconnois pas 13 Quels ſont les Eſpions non plus que mes ſoldats, Enfin l’aſtre du jour quitte le ſein de l’onde, Et ſemble en ſe levant produire un nouveau monde, Il diſſipe la nuit, chaſſe l’obſcurité, Faiſant n’eſtre en ſa place une ſombre clarté, Des aſtres de la nuit à nos yeux diſparoiſſent, Sans que les Eſpions pourtant ſe reconnoiſſent;	Un silence profond règne de part et d'autre, La troupe d'ennemis se mêle avec la nôtre, Et dans l'obscurité je ne reconnais pas 13 Quels sont les Espions non plus que mes soldats, Enfin l'astre du jour quitte le sein de l'onde, Et semble en se levant produire un nouveau monde, Il dissipe la nuit, chasse l'obscurité, Faisant n'être en sa place une sombre clarté, Des astres de la nuit à nos yeux disparaissent, Sans que les Espions pourtant se reconnaissent;
