M.	M.
Mais quelques ſentimens que l’eſtime me donne Voſtre amour me deſplaiſt plus que voſtre perſonne Et te vvous reatrayphijque vonsm yforces, Que vous deués guerirſi vous vous cognoiſſés.	Mais quelques sentiments que l'estime me donne Votre amour me déplaît plus que votre personne Et te vvous reatraiphijque vonsm yforces, Que vous devez guériri vous -vous connaissez.
PHILOXENE.	PHILOXENE.
Ie me cognois Madame, & ceſte amour extréme, Qui m'a preſque en naiſſant detaché de moy-meſme, Ne m'aueugle pas tant, que pour comble d’ennuys Ie ne puiſſe iuger qui j’ayme & qui ie ſuis, Si de vous adorer la gloire eſt interdite, A ceux que la grandeur, le ſang & le merite, Ne rendent point egaux à voſtre Majeſté, Qui ſe pourrà vanter de l’auoir merité?	Je me connais Madame, et cette amour extrême, Qui m'a presque en naissant détaché de moi-même, Ne m'aveugle pas tant, que pour comble d'ennuis Je ne puisse juger qui j'aime et qui ie suis, Si de vous adorer la gloire est interdite, À ceux que la grandeur, le sang et le mérite, Ne rendent point égaux à votre Majesté, Qui se pourra vanter de auoir mérité?
Mais ſi parles ardeurs d’vne flame eternelle Par vn profond reſpect, par vn feu pleinde zele, Par des preuues d'amour, de conſtance & de foy On le peut eſperer, qui le doit mieux que moy?	Mais si parles ardeurs d'une flamme éternelle Par un profond respect, par un feu pleinglé zèle, Par des preuves d'amour, de constance et de foi On le peut espérer, qui le doit mieux que moi?
Touſiours vos volontés ont fait mes deſtinées, Ie vous ay dedié mes premieres années.	Toujours vos volontés ont fait mes destinées, Je vous ai dédié mes premières années.
Naiſſant ie vous ſeruis, & les Dieux ſont teſmoins Que le Sceptre a vos loix m'aſſujetit le moins, ----- --- ---	Naissant ici vous servis, et les Dieux sont témoins Que le Sceptre à vos lois m'assujet le moins, -- -- --
Que mon cœur aſſeruy du plus bas de mon âge, Sans contrainte à vos pieds rẽdit vn double hõmage, Et ne meſla iamais dans ſes ſainctes ardeurs, A l’intereſt d’amour l’intereſt des grandeurs:	Que mon cœur asservi du plus bas de mon âge, Sans contrainte à vos pieds rẽdit un double hommage, Et ne mêla jamais dans ses sainctes ardeurs, A l'intérêt d'amour l'intérêt des grandeurs:
Ie fus deux fois ſubject, vous deux fois Souueraine, Et viuant auec gloire, eſclaue de ma Reyne, I’eus dés vos jeunes ans, eſleué pres de vous, Et des bon-heurs plus grands, & des momens plus Vous excuſieZ pour lors ma paſsion naiſſante, (dous.	Je fus deux fois sujet, vous deux fois Souveraine, Et vivant avec gloire, esclave de ma Reine, J'eus dès vos jeunes ans, élevé pres de vous, Et des bonheurs plus grands, et des moments plus Vous excusieZ pour lors ma passion naissante, (dous.
Qui vous entretenoit d’vn amour innocente, Voſtre eſprit jeune encor differoit mon treſpas, Et me pleignoit d’vn mal qu’il ne cognoiſſoit pas.	Qui vous entretenait d'un amour innocente, Votre esprit jeune encor différait mon trépas, Et me pleignait d'un mal qu'il ne connaissait pas.
Mais helas!	Mais hélas!
que le Ciel a mis de difference A la ſuitte d’vn bien ſi grand dans ſa naiſſance?	que le Ciel a mis de différence A la suitte d'un bien si grand dans sa naissance?
Mon cœur ne changea point, mais le voſtre changea, Si-toſt que ſous vos loix Corinthe ſe rangea:	Mon cœur ne changea point, mais le vôtre changea, Sitôt que sous vos lois Corinthe se rangea:
Quand voſtre dignité s'accrut auec voſtre aage, Et que la majeſté qui brille en ce viſage, Receut d’vne couronne vn eſclat tout nouueau, Toute mon eſperance entra dans le tombeaut, Vous ne cogneuſtes plus le pauure Philoxene, Son amour ſeulement fit naiſtre voſtre haine, Et ce reſſentiment qui vous peut animer Ne vous le fait hair que pour vous trop aymer.	Quand votre dignité s'accrut avec votre âge, Et que la majesté qui brille en ce visage, Recut d'une couronne un éclat tout nouveau, Toute mon espérance entra dans le tombeaut, Vous ne connûtes plus le pauvre Philoxène, Son amour seulement fit naître votre haine, Et ce ressentiment qui vous peut animer Ne vous le fait haïr que pour vous trop aimer.
HELENE.	HELENE.
Si ie vous haïſſois autant que vous le dites, Ie me garantirois de toutes vos viſites.	Si ici vous haïssais autant que vous le dites, Je me garantirais de toutes vos visites.
.	.
.	.
.	.
.	.
–.	§.
.	.
Et ne preferant point voſtre repos au mien, Ie me deliurerois d’vn facheux entretien, Suffit que ie vous ſoufre & que trop indulgente,	Et ne préférant point votre repos au mien, Je me délivrerais d'un fâcheux entretien, Suffit que je vous souffre et que trop indulgente,
SCENE II.	SCÈNE II.
CLEONE, HELENE, PHILOXENE, VN HVISSIER.	CLEONE, HELENE, PHILOXENE, VN HVISSIER.
CLEONE.	CLÉONE.
Adame, quelqu’vn vient.	Adame, quelqu'un vient.
HVISSIER.	HVISIER.
C’eſt le Prince Phalante	C'est le Prince Phalante
Pa Ii.	Pa Ii.
d.	d.
le Me j Qu’ilentre, le cruelreuient pour m'affliger, Mais non pas pour me plaindre ou pour me ſoulager, Ahil l’ingrat, le voicy, cache vn peu ta foibleſſe.	le Me j 'ilentre, le cruelrevient pour m'affliger, Mais non pas pour me plaindre ou pour me soulager, Ahil l'ingrat, le voici, cache un peu ta faiblesse.
PHILOXENE.	PHILOXENE.
Qu’il arriue à propos, cher amy ie vous laiſſe, Ma vie eſt en vos mains & i atiens tout de vous.	Qu'il arrive à propos, cher ami je vous laisse, Ma vie est en vos mains et y atiens tout de vous.
.	.
.	.
t-:	t-:
L	L
SCENE III.	SCÈNE III.
FTELENE, PIIALANIE.	FTELENE, PIIALANIE.
HELENE.	HELENE.
Epuis que vos malheurs ſont des bon-heurs D pour nous, Et que nous beniſſons le ſuccés de ces guerres, Qui pour nous viſiter vous, font quitter vos terres, Treuuez vous parmy nous vn diuertiſſement Qui puiſſe ſoulager voſtre banniſſement, curupres les grandeurs qu’il euſt dans ſa prouince, Ma Cour eſt vn exil pour vn ſibraue Prince.	Epuis que vos malheurs sont des bonheurs D pour nous, Et que nous bénissons le succès de ces guerres, Qui pour nous visiter vous, font quitter vos terres, Trevez vous parmi nous un divertissement Qui puisse soulager votre bannissement, curuprès les grandeurs qu'il eût dans sa province, Ma Cour est un exil pour un sibrave Prince.
Mais pourtant vn exil qui peut estre adoucy, Par l’abſ olu pouuoir que vous auezicy.	Mais pourtant un exil qui peut être adouci, Par l'abs olu pouuoir que vous avezici.
PHALANTE.	PHALANTE.
Madame, vos bonteZ ſont pourmoy ſans limites Et m’ayant honoré par deſſus mes meriies, Vos faueurs m’ont faittort, m’ayant mis eneſtat;	Madame, vos bontés sont pourmoi sans limites Et m'ayant honoré par -dessus mes mériies, Vos faveurs m'ont faittort, m'ayant mis enétat;
Ou de mourir pourvous, on de mourir ingrat, (re Que peut vn mal-heureux que les Dieux & la guerFont errer fugitif de ſa natale terre?	Ou de mourir pourvous, on de mourir ingrat, (ré Que peut un malheureux que les Dieux et la guerFont errer fugitif de sa natale terre?
Et qui deuoit perir ſi voſtre Mareſté N'eut ſoulage ſa perte auec tant de bonté.	Et qui devait périr si votre Maresté N'eut soulage sa perte avec tant de bonté.
Certes de tous les maux dont le Ciel perſecute .	Certes de tous les maux dont le Ciel persécute .
.	.
.	.
.	.
.	.
4 Celuy que ſon courroux ſemble auoir pris eh butte.	4 Celui que son courroux semble avoir pris eh butte.
La plus viue douleur qu’il pouuoit receuoir, C'est de vous deuoir tant & de ne rien pouuoir:	La plus vive douleur qu'il pouvait recevoir, C'est de vous devoir tant et de ne rien pouvoir:
Vous aueZ releué ma dignité panchante, Recueilly les debris de ma fortune errante.	Vous avez relevé ma dignité penchante, Recueilli les débris de ma fortune errante.
Et par mille faueurs & par mille bien-faits Vous m'aueZ mis plus haut que ie ne fus iamais, Auſsi de quelque aigreur dont la fortune auerſe Dans mes plus beaux deſſeins ſans ceſſe me trauerſe, Ie la voudrois benir & tous mes ennemis, De l’eſtat glorieux où leur rage m'a mis.	Et par mille faveurs et par mille bienfaits Vous m'avez mis plus haut que sans ne fus jamais, Aussi de quelque aigreur dont la fortune averse Dans mes plus beaux desseins sans cesse me traverse, Je la voudrais bénir et tous mes ennemis, De l'état glorieux où leur rage m'a mis.
Si de tant de bon-heur dont vous eſtes la ſource, Vn ſenſible regret ne trauerſoit la courſe, Vnregret qui me tue, & qui fera perir, Ce qu'en vain vos bontez ont daïgné ſecourir;	Si de tant de bonheur dont vous êtes la source, Un sensible regret ne traversait la course, Unregret qui me tue, et qui fera périr, Ce qu'en vain vos bontés ont daïgné secourir;
Pardonnez vn diſcours que la douleur arrache,	Pardonnez un discours que la douleur arrache,
HELENE.	HELENE.
Ce n'eſt pas tout Phalante, il faut que ie le ſçache, Et ſi par mon credit il ſe peut ſoulager, Ie ne refuſe rien qui vous puiſſe obliger, Souffrez ma confidence, & receuez mon ayde.	Ce n'est pas tout Phalante, il faut que sans le sache, Et si par mon crédit -il se peut soulager, Je ne refuse rien qui vous puisse obliger, Souffrez ma confidence, et recevez mon aide.
PHALANTE.	PHALANTE.
De vous ſeule depend le mal & le remede Et voſtre charité du tombeau tirera Et l’amy qui ſe meurt, & l’amy qui moura.	De vous seule dépend le mal et le remède Et votre charité du tombeau tirera Et l'ami qui se meurt, et l'ami qui moura.
Ce n'eſt pas d’auiourd’huy que ma bouche importiss:	Ce n'est pas d'aujourd'hui que ma bouche importiss:
L-----:	L-:
	
Regrette à vos genous ſa mauuaiſe fortune.	Regrette à vos genous sa mauvaise fortune.
Et qu'affligé d’vn mal que ie ſouffre à demy Ie demande à vos pieds le ſalut d’vn amy.	Et qu'affligé d'une mal que sans souffre à demi -Je demande à vos pieds le salut d'Han ni.
Certes ſi la pitié peut attendrir vne ame, Et ſi quelque rayon de la plus belle flame, Dont le cœur d’vn amant fut iamais embraſé, Peut toucher de ſon mal celle qui la cauſé, Vous eſtes obligee à ſoulager la peine Qu’on voit ſouffrir pour vous au pauure Philoxene.	Certes si la pitié peut attendrir une âme, Et si quelque rayon de la plus belle flamme, Dont le cœur d'un amant fut jamais embrasé, Peut toucher de son mal celle qui la causé, Vous êtes oblige à soulager la peine Qu'on voit souffrir pour vous au pauvre Philoxène.
Iamais cœur ne bruſla dans vn ſi grand reſpect, Et bien que l’amitié me peut rendre ſuſpect, I'atteſte des grands Dieux la puiſſance ſu préme Que iamais vn mortel n'ayma comme il vous ayme:	Jamais cœur ne brûla dans un si grand respect, Et bien que l'amitié me peut rendre suspect, J'atteste des grands Dieux la puissance su me Que jamais un mortel n'aima comme il vous aime:
C’eſt de ceſte pitié que naiſſent tous mes ſoins, Et cet eſtroit lien dõt nos eſprits ſont joints.	C'est de cette pitié que naissent tous mes soins, Et cet étroit lien dont nos esprits sont joints.
me face Quelque bien, quelque mal, quelque honneur qu'on M'a rendu mal-heureux dans ſa ſeule diſgrace,	me face Quelque bien, quelque mal, quelque honneur qu'on M'a rendu malheureux dans sa seule disgrâce,
HELENE.	HELENE.
Belle & digne amitié d’vn cœur ſi genereus, Que dans tous les malheurs Philoxene eſt heureus, D’auoir fait vn amy dont la vertu trop haute, Compatit à ſes maus, & ſouffre pour ſa faute.	Belle et dis amitié d'une cœur si généreus, Que dans tous les malheurs Philoxène est heureus, D'avoir fait un ami dont la vertu trop haute, Compatit à ses maus, et souffre pour sa faute.
Mais puis qu’vne ſi forte & ſi rare amitie, Vous a pour ſon malheur donné quelque pitié, Et que vous reſſentez la peine qu’il merite, Pour ſon ambition trop douce & trop petité, Donnez lu y deſormais le conſeil de guerir.	Mais puis qu'une si forte et si rare amitié, Vous a pour son malheur donné quelque pitié, Et que vous ressentez la peine qu'il mérite, Pour son ambition trop douce et trop petité, Donnez lu y désormais le conseil de guérir.
Puis- Puiſque ce cœuringrat ne le peut ſecourir.	Puis- Puisque ce cœuringrat ne le peut secourir.
C’eſt, quoy que ſon erreur luy face encor pretendre, L’office le meilleur que vous luy puißieZ rendre;	C'est, quoi que son erreur Seigneur face encor prétendre, L'office le meilleur que vous Seigneur pussy rendre;
Il vous croira ſans doute, & par raiſonnement Il ſe retirera de ſon aueuglement:	Il vous croira sans doute, et par raisonnement Il se retirera de son aveuglement:
Employe (-y vos ſoins.	Emploie (y vos soins.
PHALANTE.	PHALANTE.
O ciel!	Ô ciel!
eſt-il poſsible Qu'à tant de paſsion voſtre cœur inſenſible A cét Amant fidele ordonne le treſpas, Puis que ſans ce remẽde il ne guerira pas?	est-il possible Qu'à tant de passion votre cœur insensible À cet Amant fidèle ordonne le trépas, Puis que sans ce rement il ne guérira pas?
Ceux qui peuuent ſentir les atteintes mortelles Dont vos yeux ont bleſſé les ames les plus belles, Quoy que faſſent pour eux le temps & la raiſon, Dans la mort ſeulement treuuent leur gueriſon:	Ceux qui peuvent sentir les atteintes mortelles Dont vos yeux ont blessé les âmes les plus belles, Quoi que fassent pour eux le temps et la raison, Dans la mort seulement trouvent leur guérison:
Certes ſi vous pouuieZ ſans mépris ou ſans haine Conſiderer les maux du pauure Philoxene.	Certes si vous pouvez sans mépris ou sans haine Considérer les maux du pauvre Philoxène.
Et voir le triſte eſtat où vous l’auez reduit Depuis qu’il vous adore auec ſi peu de fruit, Vous verrieZ qu'vn conſeil d’vne telle nature, Au lieu de l’adoucir aigriroit ſa bleſſure.	Et voir le triste état où vous l'avez réduit Depuis qu'il vous adore avec si peu de fruit, Vous verriez qu'un conseil d'une telle nature, Au lieu de l'adoucir aigrirait sa blessure.
Helas combien de fois paſle & ſans mouuement, Ses yeux deuers le ciel eſleuez lentement, Ses yeux à qui des pleurs la courſe continué, Auroit preſque rauy l’vſage de la veue, L’ay-je veu demander pour un dernier ſecours La fin de vos rigueurs dans la fin de ſes jours?	Hélas combien de fois pâle et sans mouvement, Ses yeux devers le ciel élevez lentement, Ses yeux à qui des pleurs la course continué, Aurait presque ravi l'usage de la vue, L'ai-je vu demander pour un dernier secours La fin de vos rigueurs dans la fin de ses jours?
.	.
o ---.	ô --.
Il eſt vray, ſes douleurs faiſoient naistre les miennes, Mes larmes, ie l’auouë, accompagnoient les ſiennes, Mon ame par pitie blâmoit voſtre rigueur, Et ſes ardans ſouſpirs me touchoiẽt juſqu'au cœur.	Il est vrai, ses douleurs faisaient naître les miennes, Mes larmes, assez l'avoue, accompagnaient les siennes, Mon âme par pitié blâmait votre rigueur, Et ses ardans soupirs me touchaient jusqu'au cœur.
Ce fut cette pitié qui me fit temeraire, Et bien que le reſpect m'obligeât à me taire, Cette compaſsion me le fit violer, Et pour le ſecourir me força de parler, Mais Dieux!	Ce fut cette pitié qui me fit téméraire, Et bien que le respect m'obligeât à me taire, Cette compassion me le fit violer, Et pour le secourir me força de parler, Mais Dieux!
que mes diſcours ont eu peu d’eficace, Mes importunitez augmentent ſa diſgrace, Et redoublent le mal qui l’accable aujourd’huy, Parce qu’vn mal-heureux intercede pour luy.	que mes discours ont eu peu d'eficace, Mes importunités augmentent sa disgrâce, Et redoublent le mal qui l'accable aujourd'hui, Parce qu'être malheureux interce pour lui.
HELENE.	HELENE.
Faut-il que ce diſcours ſi viuement me touche, Et que pour Philoxene il ſorte de ſa bouche:	Faut-il que ce discours si vivement me touche, Et que pour Philoxène il sorte de sa bouche:
O Dieux!	Ô Dieux!
qui l’eſcoutez, puis qu’il s adreſſe à moy, Que ne permetteZ-vous qu’il le faſſe pour ſoy?	qui l'écoutez, puis qu'il s adresse à moi, Que ne permettez-vous qu'il le fasse pour soi?
Mais c’eſt trop endurer, haſte ta deſtinée, Force ce dur ſilence où tu t'es condamnée, Et puis que ton braſier ne ſe peut plus cacher Eſprouue la bonté d’vn ennemy ſi cher, Il n'eſt point inſenſible, & ce viſage aymable N’eſt point ſorty des flancs d’vne ourſe impitoyable, S’il n’eſt plus endurcy qu'vn tronc ou qu'vnrocher:	Mais c'est trop endurer, hâte ta destinée, Force ce dur silence où tu t'es condamnée, Et puis que ton brasier ne se peut plus cacher Éprouve la bonté d'H ennemi si cher, Il n'est point insensible, et ce visage aimable N'est point sorti des flancs d'une ourse impitoyable, S'il n'est plus endurci qu'un tronc ou qu'vnrocher:
Tes yeux ont des attraits qui le pourront toucher, Force cette pudeur qui te fait violence.	Tes yeux ont des attraits qui le pourront toucher, Force cette pudeur qui te fait violence.
Ah!	Ah!
pardon, ma vertu,	pardon, ma vertu,
PHALANTE.	PHALANTE.
La princeſſe balance, Sans doute mes diſcours auront fait quelque fruit.	La princesse balance, Sans doute mes discours auront fait quelque fruit.
Ah!	Ah!
cruauté du ciel où m'auez vous reduit?	cruauté du ciel où m'avez -vous réduit?
Faut-il que ie pourſuiue auecque tant d’enuie, Dans le bien d’vn amy la perte de ma vie?	Faut-il que venir poursuive avec tant d'envie, Dans le bien d'un ami la perte de ma vie?
e it uonnt cununcinmus one tx tumitie, Ou que n'obtenant rien te meure de pitié.	 eit çonnut cuncinmus one t umitie, Ou que n'obtenant rien te meure de pitié.
HELENE.	HELENE.
Ma vertu, ma pudeur, mon action vous bleſſe, Mais à ma paßion pardonnez ma foibleſſe, Ma flame eſt innocente & n’a point de penſer, Pure & chaſte qu’elle eſt, qui vous puiſſe offenſer, Ie peche ſeulement contre la bien-ſeance, Et ne vous choque point qu’en forçant le ſilence.	Ma vertu, ma pudeur, mon action vous blesse, Mais à ma passion pardonnez ma faiblesse, Ma flamme est innocente et n'a point de penser, Pure et chaste qu'elle est, qui vous puisse offenser, Je pèche seulement contre la bienséance, Et ne vous choque point qu'en forçant le silence.
Phalante, pardonneZ mon inciuilité Aux mouuemens diuers d’vn eſprit agité;	Phalante, pardonnez mon incivilité Aux mouvements divers d'un esprit agité;
Mon ame dans l’eſtat où vous l’auez reduite.	Mon âme dans l'état où vous l'avez réduite.
Par les puiſſants efforts d’vne ardante pourſuite, Faiſoit reflexion a tant de qualitez, Et d’actes de vertu dont vous nous enchantez:	Par les puissants efforts d'une ardante poursuite, Faisait réflexion a tant de qualités, Et d'actes de vertu dont vous nous enchantez:
Et certes Philoxene a bien plus d’auantage Ayant receu du ciel ce glorieux partage, D'vn amy vertueux & braue comme vous, Que ie n'en ay d’vn Sceptre, & d’vn regne aſſe;	Et certes Philoxène a bien plus d'avantage Ayant reçu du ciel ce glorieux partage, D'un ami vertueux et brave comme vous, Que je n'en ai d'un Sceptre, et d'un règne asse;
Außi voſtre merite & ce que ie defere, Au vouloir d’vn amy dont la vertu m'eſt chere, Produiroient dans mon cœur de plus puiſſans effets, Que ſon affection n'en produira jamais:	Aussi votre mérite et ce que ici defère, Au vouloir d'un ami dont la vertu m'est chère, Produiraient dans mon cœur de plus puissants effets, Que son affection n'en produira jamais:
Si muon ame deſia n'eſtoit préoccupée, Et ſi le coup mortel dont ie la ſens frappée, Me laiſſoit de mon cœur diſpoſer vn moment;	Si muon âme déjà n'était préoccupée, Et si le coup mortel dont ie la sens frappée, Me laissait de mon cœur disposer un moment;
Afin de ſatisfaire vn amy ſi charmant;	Afin de satisfaire un ami si charmant;
Helas!	Hélas!
j’en ay trop dit, & vous pouuez connoiſtre, Ce que ma paßion malgré moy fait paroiſtre, Eſpargnez a ma honte vne confeſsion, Que ie ne vous feray quà ma confuſion:	j'en ai trop dit, et vous pouvez connaître, Ce que ma passion malgré moi fait paraître, Épargnez à ma honte une confession, Que je ne vous ferai quà ma confusion:
Car bien que mon eſprit ſoit ſans tache & ſans crime, Gempaneaboutemuſuimupadeur imprime Sur mon front innocent, m'a deſtare proche, Qu’il en falloit rougir ainſi quę d’vn peché:	Car bien que mon esprit soit sans tache et sans crime, Gempaneaboutemusuimupadeur imprime Sur mon front innocent, m'a destare proche, Qu'il en fallait rougir ainsi qu 'un péché:
En fin Fhalante, i ayme, ò Dieu!	En fin Fhalante, y aime, Dieu!
ce mot me tuë.	ce mot me tue.
PHALANTE.	PHALANTE.
Doncques pour mon amy l’eſperance eſt perduë Quoy vous aymez Madame, & ſon gele & ſa foy	Donc pour mon ami l'espérance est perdue Quoi vous aimez Madame, et son gèle et sa foi
HELENE.	HELENE.
Croyez que ſon repos ne depend plus de moy, Et confeſſez außi qu'encette confidence, Philoxene teſmoigne vne haute imprudence:	Croyez que son repos ne dépend plus de moi, Et confessez aussi qu'encette confidence, Philoxène témoigne haute imprudence:
Tour gaigner ſurmon cœur beaucoup plus qu’il n'a fait, *.	Tour gagner surmon cœur beaucoup plus qu'il n'a fait, *.
* Il ſe deuoit paſſer d’vn amy ſi parfait, Raiſonner dans ce choix s’il en eſtoit capable, Iuger qui de vous deux eſtoit le plus aymable, Et pour donner l’employ qu’il vous donne aujourd’huy, Prendre vn interceſſeur qui le fut moins que luy.	* Il se devait passer d'une ami si parfait, Raisonner dans ce choix s'il en était capable, Juger qui de vous deux était le plus aimable, Et pour donner l'emploi qu'il vous donne aujourd'hui, Prendre un intercesseur qui le fut moins que sans.
O Dieux!	Ô Dieux!
ma honte icy n’eſt que tropmanifeſte, Phalante i'en dis trop, diſpenſez moy du reſte, Et ne me forceZ point contre ce que ie doy, A vous faire vn adueu trop indigne de moy:	ma honte ici n'est que tropmanifeste, Phalante j'en dis trop, dispensez moi du reste, Et ne me forcez point contre ce que je dois, À vous faire un aveu trop indigne de moi:
LiſeZ-le dans mes yeux & deſſus mon viſage, Ata ent partent que tropamon ut ſuamantage:	Lisez-le dans mes yeux et dessus mon visage, Ata ent partent que tropamon ut suamantage:
Ils ſont aſſeZ changeZ par la honte qu’ils ont, Et paroiſſent confus de l’office qu'ils font.	Ils sont assez changés par la honte qu'ils ont, Et paraissent confus de l'office qu'ils font.
PHALANTE.	PHALANTE.
O Dieux!	Ô Dieux!
que deuiendray-je?	que deviendrai-je?
ah!	ah!
Madame.	Madame.
	
HELENE.	HELENE.
De grace, De quoy que mon deſtin me flatte ou me menace, Faites, reflection encore un peu de temps, Auant que prononcer l’arrest que i’en attends.	De grâce, De quoi que mon destin me flatte ou me menace, Faites, reflection encore un peu de temps, Avant que prononcer l'arrêt que j'en attends.
Et que pour mon repos voſtre bonté permette, Qu'apres ce grand effort mon ame ſe remette:	Et que pour mon repos votre bonté permette, Qu'après ce grand effort mon âme se remette:
Elle est toute troublée en cette extremité, Adieu pardonneZ-moy cette inciuilité.	Elle est toute troublée en cette extrémité, Adieu pardonnez-moi cette incivilité.
Biii	Bii
SCENE IV HELENE.	SCÈNE IV HELENE.
AMINTE.	AMINTE.
HELENE.	HELENE.
Eſtes d’vne pudeur laſchement offenſée, Dignité de mon Sceptre indignement bleßée, Manes de mes parens, noble ſuite d’ayeux, De qui l’illuſtre ſang ſortit du ſang des Dieux, Vous que i'offence tous d’vne mortelle injure, PardonneZ-moy ma faute, amour vous en conjure, Et cet Imperieux par ſon authorité La veut rendre excuſable à la poſterité.	Êtes d'une pudeur lâchement offensée, Dignité de mon Sceptre indignement blessée, Manes de mes parents, noble suite d'aïeux, De qui l'illustre sang sortit du sang des Dieux, Vous que j'offense tous d'une mortelle injure, Pardonnez-moi ma faute, amour vous en conjure, Et cet Impérieux par son autorité La veut rendre excusable à la postérité.
I'ay peché par contrainte, & mon ame eſperduë, Auant que de ceder s’eſt long-temps defendué.	J'ai péché par contrainte, et mon âme éperdue, Avant que de céder s'est longtemps défendué.
