M.	M.
AVBAN ie ven rendre immortelle, Eu la faiſant mourir, iu doit le meriter.	AUBAN ie ven rendre immortelle, Eu la faisant mourir, ju doit le mériter.
Ie ſçay que leur ardeur par le crime allumée, Eſt vn laſche attentat deſſus ta renommée Mais en ceſſant de viure ils ſont dignes d’amour.	Je sais que leur ardeur par le crime allumée, Est un lâche attentat dessus ta renommée Mais en cessant de vivre ils sont dignes d'amour.
Car ſi tu dois hayr ceux qui t’ont ontragée Cemme leurs propres mains leur oſterentle iaur, Ne deit tu pas aymer ceux qui t'en enit umgĺes bource ance	Car si tu dois haïr ceux qui t'ont ontragée Cemme leurs propres mains leur osterentle iaur, Ne j' en pas aimer ceux qui t'en enit umges bource ance
Aire des Vers comme vn Homere, Et comme vn Ciceron regner par.	Aire des Vers comme un Homère, Et comme un Cigeron régner par.
le diſcours:	le discours:
C'eſt ce que MONTAVBAN ſçait faire, Et dont on n'a point veu d’exem ple de nos iours.	C'est ce que MONTAUBAN Sait faire, Et dont on n'a point vu d'exem ple de nos jours.
PERSIDE Fille de Zenobie & de Rhadamiſte.	PERSIDE Fille de Zénobie et de Rhadamiste.
BERENICE Fille- d'honneur de Zenobie.	BERENICE Fille- d'honneur de Zénobie.
RHADAMISTE Roy d’iberie,	RHADAMISTE Roi d'ibérie,
TYRIDATE Roy des Parthes!	TYRIDATE Roi des Parthes!
HELVIDIVS Conſul & General des Romains.	HÉLVIDIUS Consul et Général des Romains.
CORBVLON Conſul & Deputé, des Ronrains.	CORBULON Consul et Député, des Ronrains.
ZENOBIE	ZENOBIE
D2Ey SDAR REINE D’ARMENIE.	D2Ei SDAR REINE D'ARMÉNIE.
TRRGEDIE.	TRGEDIE.
ANOIE	ANOYE
GOBRSDIRSMLLICE.	GOBRSDIRSMLICE.
ZENOBIE, BERENICE,	ZENOBIE, BERENICE,
ZENOBIE, RDENTE paſſlon qui regue ſur mon ame, Qui contre deux Marls fais agir vne femme, Arme des mal-heureux, eſpoir des affligés, L0 VUS Tiſontoujours fumant au cœur des outragés.	ZENOBIE, RDENTE passon qui rège sur mon âme, Qui contre deux Marls fais agir notre femme, Arme des malheureux, espoir des affligés, L0 VUS Tisontoujours fumant au cœur des outragés.
Poux poſſon de mes ſens, igrtable ſupplice, E ſprit du deſeſpcit, ma derniere iuſtice, Vengeanee, c’eſt de toy que i’attens mon ſecours;	Poux posson de mes sens, igrtable supplice, E sprit du désespit, ma dernière justice, Vengeane, c'est de toi que j'attends mon secours;
Toy, que ſans rencontrer ie cherchois tous les louns.	Toi, que sans rencontrer ie cherchais tous les louns.
Toy, qu’icy teclamoit mon ame inſortunée, Et par les maits de Rome enfin qui m’es donnée, Mon cœur pour ces tyrans dignes de cet aueu N teſt plus qu'vn ciel d’or,ge& qu'vn thrône de feu, Qu’vn ſiege empoiſonné de haine & de diuorce, Qu'vn ſoleil ſans chalęur, & qu’vn aſtre ſans force!	Toi, qu'ici teclamoit mon âme insortunée, Et par les moits de Rome enfin qui m'es donnée, Mon cœur pour ces tyrans dignes de cet aveu N' est plus qu'un ciel d'or,ge qu'un trône de feu, Qu'un siège empoisonné de haine et de divorce, Qu'un soleil sans chalęur, et qu'un astre sans force!
Le Conſul eſt vainqueur, ils ſont entre ſes mains, Il venge ma querelle, & celle des Ronains, 2 Et ſon bras genereu x repare par les armes Et i'nomeur do sence, se kelay de mesimmes;	Le Consul est vainqueur, ils sont entre ses mains, Il venge ma querelle, et celle des Ronains, 2 Et son bras généreu x répare par les armes Et j'nomeur do sence, se kélai de mesimmes;
Rome me fait leur-Iuge en ce double intereſt, Et déja de leur mort i’ay prononcé l’Arreſt.	Rome me fait leur-Iuge en ce double intérêt, Et déjà de leur mort j'ai prononcé l'Arrest.
BERENICE.	BERENICE.
Mais, Madame, àprestout, vous ſeriez inhumalne D'en faire également l'obiet de voſtre haine;	Mais, Madame, àprestout, vous seriez inhumalne D'en faire également l'objet de votre haine;
Ie veux que tous les deux ſoient indignes du iour, Mais de l’vn vous auez vn ches gage d’amour;	Je veux que tous les deux soient indignes du jour, Mais de l'amour vous avez un chez gage d'amour;
Et la Princeſſe enfin de qui vous eſtes MereDoit faire moins hair Tyridate ſon Pere, Et ſaire en ſa faueur produire quelque effort Poul reueiller ent voux vſle piré qui dorta Rhadamiſte n’a pas cette faueur preſante, Et vous n’auez de luy flen qul le repreſenté.	Et la Princesse enfin de qui vous êtes MèreDait faire moins haïr Tyridate son Père, Et zaïre en sa faveur produire quelque effort Poul réveiller ent voux Île piré qui dorta Rhadamîte n'a pas cette faveur presante, Et vous n'avez de rendre flen qul le représenté.
Voſtre haine agiſſant dans ces temperamens, Doit ſuiuant ſes degrez regler ſes mouuemens?	Votre haine agissant dans ces tempéraments, Doit suivant ses degré régler ses mouvements?
2	2
ZENORIE.	ZENORIE.
Tu le crois, & le Peuple a ſuiet de lecroire, Mais tu n’as jamais ſçeu ma veritable hiſtoire, Et ie veux maintenant te leuer le rideau uibe nouis attentas t’a caché le tableau;	Tu le crois, et le Peuple a sujet de lecroire, Mais tu n'as jamais su ma véritable histoire, Et de veux maintenant te lever le rideau uibe nouvis attentas t'a caché le tableau;
Auſſi bien ce reçit anime mon courage;	Aussi bien ce reçit anime mon courage;
Plus le voy mes malheurs, plus l'excite ma ragej, Et de mes deux tyrans i’aime à me ſouuenit, Et pour mieux me venger, & pour mieux les punir Eſcoute donc.	Plus le vois mes malheurs, plus l'excite ma ragej, Et de mes deux tyrans j'aime à me souvenit, Et pour mieux me venger, et pour mieux les punir Écoute donc.
Le Roy dont i’ay reçeu la vic	Le Roi dont j'ai reçu la vic
Mitradate ſoûtint le Sceptre d’Ermenies Le Prince Aronce, & moy, fûmes le doub'e ſruit Que pour reuiure en nous ſa couche auoir produit:	Mitradate soutint le Sceptre d'Erménies Le Prince Aronce, et moi, fûmes le doub'e sruit Que pour revivre en nous sa couche avoir produit:
Rhadamiſte, en ce teuips, fils du Roy d'Iberie Par le fer & le feu deſoloit ma Patrie, Il eſtoit pour ſon Pere armé contre le mien;	Rhadamiste, en ce teuips, fils du Roi d'Ibérie Par le fer et le feu désolait ma Patrie, Il était pour son Père armé contre le mien;
Noſtré hymen, de la Paix fut l’vnique llen;	Nostré hymen, de la Paix fut l'unique llen;
Mais helas!	Mais hélas!
cet hymen qui ſembloſt receſſaire Fut le crime du Fils, fut le crime du Pere, it le piege fatal où par vn méme ſort Et mon Pere, & mon Frere, ont rencontté la moit:	cet hymen qui semblait récessaire Fut le crime du Fils, fut le crime du Père, it le piège fatal où par un même sort Et mon Père, et mon Frère, ont renconté la moit:
Ce Roy d’vn iour de ioye, en fit vn d’iniuſtice, Et d’vn feſtin Royal vn ſanglant ſacrifice:	Ce Roi d'un jour de joie, en fit un d'injustice, Et d'un festin Royal un sanglant sacrifice:
Tous deux par le poiſon y perdirent le iour Sous la foy d’vn fantôſme, & de Paix, & d’amous:	Tous deux par le poison y perdirent le jour Sous la foi d'un fantôsme, et de Paix, et d'amous:
Ainſi ie fus reduitte à ce point de miſere D'auoir pour mon Epoux l’aſſaſſin de mon Pere, A qui ce parrielde auec peu d'effort Soſimettoit l'Armenie apres mon Prere mort.	Ainsi ie fus réduite à ce point de misère D'avoir pour mon Époux l'assassin de mon Père, À qui ce parrielde avec peu d'effort Sosimettait l'Arménie après mon Pré mort.
A peine y regne-il que le peuple s’annime, Se ſoudient de ſes Roys étouſſez par ſon crime, Et briſant ſes liens par vn commun accord L'aſſiege en ſon Palais & demande ſa mort:	À peine y règne-il que le peuple s'annime, Se soudient de ses Rois étoussez par son crime, Et brisant ses liens par un commun accord L'assiège en son Palais et demande sa mort:
Rhadamiſte preſſé s’échappe à leur pourſuitte, Et ne treuua pour luy de ſalut qu’en la fuite;	Rhadamiste pressé s'échappe à leur poursuite, Et ne trouva pourra pour quelque salut qu'en la fuite;
Lors, groſſe que ie i’étois, & prete d’accoucher Ie le ſuiuois à pied, tachant de l’approchers Mais le traiſtre porté d’vne ialouſe enuie, S’imaginant ce iour le dernier de ſa vie, De la ctainte qu’il eut que les Armeniens Me pottaſſent au thrône, où regnerent les miens;	Lors, grosse que ainsi j'étais, et préte d'accoucher Je le suivais à pied, tachant de l'approchers Mais le traître porté d'une jalouse envie, S'imaginant ce jour le dernier de sa vie, De la ctainte qu'il eut que les Arméniens Me potassent au trône, où régnèrent les miens;
Pour-voir en méme temps acheuer nôtre trame De trois coups de polgnard attenta ſur ſa femme, Et ſon bras criminel loin d’eſtre nion ſoſtien, Par le ſang paterne) vit la route du mien.	Pour avoir en même temps achever notre trame De trois coups de polgnard attenta sur sa femme, Et son bras criminel loin d'être nion sostien, Par le sang paterne) vit la route du mien.
BERENICE.	BERENICE.
O ciel:	Ô ciel:
qui l’eut pensé?	qui l'eut pensé?
que de crimes enſemble!	que de crimes ensemble!
Madame, le ſiemis,	Madame, le sièmis,
ZENOBIE.	ZENOBIE.
Tu trembles, & le tremble Mais parc o grand recit qui fait noſtre entretien Ie m’accouſtume au ſang pour répandre le ſien.	Tu trembles, et le tremble Mais parc ô grand récit qui fait notre entretien Je m'accoutume au sang pour répandre le sien.
Phocide, qui ſuiuoit l’Epoux qui m’aſſaſſine, De mon coips tout bleſſé recueillit la ruine, Et m’avant d’vn Péſcheur proeuré les ſecours Du reſte de mon ſang fic areſter le cours.	Phocide, qui suivait l'Époux qui m'assassine, De mon coips tout blessé cueillit la ruine, Et m'avant d'un Pêcheur proeuré les secours Du reste de mon sang fic arter le cours.
Alors ie m’aperçeus tout proche d’Artaxate;	Alors ie m'aperçus tout proche d'Artaxate;
Le ſiege de l’Empire où regne Tyridate, Du nôtre diuiſé par vn petit traiect Qui ſepare en ce lieu l'vn & l'autre ſuiet:	Le siège de l'Empire où règne Tyridate, Du notre divisé par un petit traiect Qui sépare en ce lieu l'un et l'autre sujet:
Chez ce pauure Péſcheur, ſeule, auecque Phocide, Au iour de ma douſeur l’accoucnay de Perſſde, Qu’apres tant d’accidens qui ſorment mes malheus;	Chez ce pauvre Pêcheur, seule, avec Phocide, Au jour de ma douseur l'accoucouai de Perssde, Qu'après tant d'accids qui sorment mes malheus;
le puis bien appeller la fille de mes pleurs.	le puis bien appeler la fille de mes pleurs.
BERENICE.	BERENICE.
Ajildute ledompe yueicie don paelon vea Et le bruit qui courut n’eſt pas imaglnaire, Qui nous entreteuoir de cet éuenement, Mais ſaus rlen aſſeurer, & fort conſuſémentì	Ajildute ledompe yueicie don pelon va Et le bruit qui courut n'est pas imaglaire, Qui nous entreteuvoir de cet événement, Mais sa rûlen assurer, et fort consusémentì
2ENQBIE.	2ENQBIE.
Ecoute:	Écoute:
Ce Peſcheur qui connut mon vlſage, Garda bien le ſecret, & cacha blen mon gage;	Ce Pêcheur qui connut mon vlsage, Garda bien le secret, et cacha blen mon gage;
Et toûjours éleua ma Fille en ſa maiſon Comme vn de ſes enfans, & ſans titre, & ſans nomj On ne la connut point, mais pour ce qui me touche Mes triſtes accidens paſſoient de bouche en bouche, Tyridate le ſçeut, & me mande en ſa Cour;	Et toujours éleva ma Fille en sa maison Comme un de ses enfants, et sans titre, et sans nomj On ne la connut point, mais pour ce qui me touche Mes tristes accidents passaient de bouche en bouche, Tyrate le sut, et me mande en sa Cour;
Ie penſois, Bereuiceny voir mondesnier iour, C’eſtoit noſtre ennemy, mais ie fus étonnée Que ce Prince adoucy me parloit d’Hymenée, Et me perſuadolt pour de nouueaux llens Que mon Epoux attaint par les Armenſens Me laiſſoit par ſa mort dans le droit legitime.	Je pensais, Bèreuiceni voir mondesnier jour, C'était notre ennemi, mais quelque fus étonnée Que ce Prince adouci me parlait d'Hyménée, Et me persuadolt pour de nouveaux lents Que mon Époux attaint par les Armensens Me laissait par sa mort dans le droit légitime.
De faire des-ormais vn ſecond choix ſans crimei Ieme tendis facile à croire ces diſçours;	De faire désormais un second choix sans crimei Ème tendis facile à croire ces disçours;
y Et de ce Roy de Parthe écoutay les amouis.	y Et de ce Roi de Parthe écoutai les amouis.
ERRROEDE.	ERRROEDE.
Que te diray.	Que te dirai.
je enfin?	je enfin?
ie l'epouſay ce traiſtte, Mais ma condition ne changea que de maiſtre, Et ie ne changé point dans ce lour de malheur De perſecutions, mais de Perſecuteur;	ici l'épousai ce traistte, Mais ma condition ne changea que de maître, Et malheureux ne changé point dans ce lour de malheur De persécutions, mais de Persécuteur;
Il crut que luy portant les droits de l'Armenie Ce Thrône incontineno ſuiutoit ſa tyrannie;	Il crut que beau portant les droits de l'Arménie Ce Thrône incontineno suivait sa tyrannie;
Mais ce peuple laſlé ne voulut plus de Roys, Et pour ſe gouuerner luy meſmo ſit ſes loix:	Mais ce peuple laslé ne voulût plus de Rois, Et pour se gouverner Elle mémo sit ses lois:
Ce ſenſible reffus échauffa ſon courage, Ie deuins vn obiect de reproche, & d’outrage;	Ce sensible reffus échauffa son courage, Je devins un objet de reproche, et d'outrage;
Par ſon comnandement conduitte en vne Tour Où ie ne vis iamis n'y lumiere ny iour, Où mon ſeul deſ eſpoir me preſentoit des armes, Ie ne veſcu long temps que de l’eau de mes larmes;	Par son comnandement conduite en une Tour Où je ne vis jamis n'y lumière ni jour, Où mon seul des espoir me présentait des armes, Je ne vécu long temps que de l'eau de mes larmes;
Mais comme i'étois groſſe,il eut le ſentiment De m'en ſaire ſortir, pour mon accouchement:	Mais comme j'étais grosse,il eut le sentiment De m'en zaïre sortir, pour mon accouchement:
D'vne fille, en ce temps, le Ciel qui me fit Mero Pit éloignet d’icy Tyridate ſon Pere, H partit pour la guerre, & les armes en main Contre vn Peuple allié de l’Empire Romain;	D'une fille, en ce temps, le Ciel qui me fit Méro Pit éloignet d'ici Tyridate son Père, H partit pour la guerre, et les armes en main Contre un Peuple allié de l'Empire Romain;
Il fut trois ans abſent, & pendant cette abſence Cetre Fille mourut auec mon eſperance;	Il fut trois ans absent, et pendant cette absence Cetre Fille mourut avec mon espérance;
Puis qu’il ne me reſtoit plus tien pour oppoſer A mon cruel tyran & pour me l’appaiſer:	Puis qu'il ne me restait plus tien pour opposer À mon cruel tyran et pour me l'apaiser:
A mon propre repos cet intereſt ſenſible Pour me le procuter me iendit tour poſſible.	À mon propre repos cet intérêt sensible Pour me le procuter me iendit tour possible.
Ma Fille me reſtoit encor dans mon malheur;	Ma Fille me restait encor dans mon malheur;
Ileuée & nourle au logis du Peſcheur Auecque confidance, & ſans que rlen éclaim Ma ruſe luy donna pour Pere Tyridate;	Ileuée et nourle au logis du Pêcheur Avec confidance, et sans que rène éclaim Ma ruse deux donna pour Père Tyrate;
Ile fut ſuppoſée, & le Roy de retour Embraſſa ce menſonge auec beaucoup d’amous.	Ile fut supposée, et le Roi de retour Embrassa ce mensonge avec beaucoup d'amous.
Cetteruſe, en eſſect ſi bien exeeutée M'empeſcha quelque temps d’en eſtre mal-jaiteé:	Certteruse, en essect si bien exeeutée M'empêcha quelque temps d'en être mal-jaiteé:
Mais le cœur d’vn méchant quoy qu’il parle de Paix Retourue à ſa naiure, & né change iamais;	Mais le cœur d'un méchant quoi qu’il parle de Paix Retourve à sa naix, et né change jamais;
Ce Prince vicieux l’ouurit à tous les crimes, Sa cruauté me mit au rang de ſes victimes;	Ce Prince vicieux l'ouvrit à tous les crimes, Sa cruauté me mit au rang de ses victimes;
Trois ſois il m'a voulu perdre par le poiſon;	Trois sois il m'a voulu perdre par le poison;
Trois foit j’ay découuert ſa laſche trahiſon:	Trois soit j'ai découvert sa lâche trahison:
Quelque ſois ſa fureur s’attachant à Perſide D’vnfaux Pene en vouloit ſaire va viay parricide;	Quelque sois sa fureur s'attachant à Perside D'unfaux Pene en voulait zaïre va viai parricide;
Il vouloit l’immoler:	Il voulait l'immoler:
s & le ferà la main:	s et le ferà la main:
Pour me faire trembler en menaçoit ſon ſeln r Dans le ſuneſte eſtat de ces triſtes lournees Toûjours preſte à mourir i'ay paſſé vingt années Tu-ſçais qu’à Tyridaie, en ce polut trop heu;	Pour me faire trembler en menaçait son seln r Dans le suneste état de ces tristes lournées Toûjours preste à mourir j'ai passé vingt années Tu-sais qu'à Tyraie, en ce polut trop heu;
reux, Eſt né d’vn premier lict vn Prlnce genereux;	reux, Est né d'une premier lit un Prlennce généreux;
Ce Fils digne en effect d'vne ſource plus pure;	Ce Fils digne en effet d'une source plus pure;
Par ce Péſcheur mourant inſtruit de l'impoſture, Eut alors pour Petſide vn autre ſentiment;	Par ce Pêcheur mourant instruit de l'imposture, Eut alors pour Petside un autre sentiment;
Et n’eſtant plus ſon Frere il deuint ſon Amant Mais il iugea pour moy ce crime neceſſaire Et malgré ſan amour ſon reſpect l’a ſçeu taire;	Et n'étant plus son Frère il devint son Amant Mais il jugea pour moi ce crime nécessaire Et malgré san amour son respect l'a su taire;
Pernuen en Mait ſen, eciuques à ee lour.	Pernuen en Mait sen, ecivques à ce lour.
Impute à l’amitié les termes de l’amour	Impute à l'amitié les termes de l'amour
BBRENICE, Que deuint Rhadamiſte.	BBRENICE, Que devint Rhadamiste.
e (.	eu (.
Ls.	Ls.
ZEN OBIESZ:	ZEN OBIESZ:
Enfm Roy d'Iberié Par la mont de ſon Pere, il marche en Armenie, I'en conſerue les droits, il ſe dit mon Epoux, Dans le meſme moment il depute vers Nous;	Enfm Roi d'Iberié Par la mont de son Père, il marche en Arménie, J'en conserve les droits, il se dit mon Époux, Dans le même moment il députe vers Nous;
Et par luy Tyridate eſt ſommé de me rendre.	Et par notre Tyridate est sommé de me rendre.
Tyridate au contraire, au point de ſe deſfendre, Ioint à moy par l'hymen dont ie ſouſſre les loix?	Tiridate au contraire, au point de se défendre, Joint à moi par l'hymen dont notre sousre les lois?
Dit qu’il en a le tiltre, & qu’il eſt en mes droits !	Dit qu'il en a le titre, et qu'il est en mes droits !
Il pait au meſme temps, il y porte ſes armes:	Il paît au même temps, il y porte ses armes:
Lois iet tatmomene dans ces ſoites alarmes.	Lois jet tatmomène dans ces soites alarmes.
12 Deputent aux Romains, leur demandent ſecours:	12 Députent aux Romains, leur demandent secours:
Contte ces deux tyrans qui menacent leurs lours;	Contte ces deux tyrans qui menacent leurs lours;
Ie demande comme eux vn bras pour ma vengeance?	Je demande comme eux un bras pour ma vengeance?
Ce Peuple vertueux embraſſe ma deſſenſe, Court où l’on voit paroiſtse, & crime & le mal.	Ce Peuple vertueux embrasse ma dessense, Court où l'on voit paroistse, et crime et le mal.
BERENICE.	BERENICE.
Ie ſçay qu'Heluidius en eſt le General1 Qu’a peine ſon armée artiue en Armenie Q e de vos deux Epoux la haine ſe rallie, Et que pour la combattre ils ioignent leurs eſſorts;	Je sais qu'Héluidius en est le Général1 Qu'a peine son armée artive en Arménie Q e de vos deux Époux la haine se rallie, Et que pour la combattre ils joignent leurs essorts;
Que ces Roys aſſemblez paroiſſent les plus forts;	Que ces Rois assemblés paraissent les plus forts;
Mais qu’enfin ce Conſuſ en ce iour pleln de gloire;	Mais qu'enfin ce Consus en ce jour plelenn de gloire;
Apres vn graud dombãt remporte la victoire;	Après un graud dombant remporte la victoire;
Et pour comble d’honneur que ces Roys, en ſen mains Marquent auec éclat les armes des Romains.	Et pour comble d'honneur que ces Rois, en sen mains Marquent avec éclat les armes des Romains.
ZENOBIE.	ZENOBIE.
Ie veux par leur trépas, & iuſte, & neceſſairi A la poſterlié conſacrer ma colere;	Je veux par leur trépas, et juste, et nécessairi À la posterlié consacrer ma colère;
Le Conſul va venir pour apprendre de moy De leur arteſt demort la Iuſtice, & la Loy;	Le Consul va venir pour apprendre de moi De leur artest demort la Justice, et la Loi;
Par l’ordre du Senat il vient chargé de gloiré Me faire triompher de ſa propre victoire.	Par l'ordre du Sénat il vient chargé de gloiré Me faire triompher de sa propre victoire.
BERENICE.	BERENICE.
N'en eſperez pas tant, & craignez vn peu plus?	N'en espérez pas tant, et craignez un peu plus?
La Princeſſe.	La Princesse.
ZENOBIE.	ZENOBIE.
Ie ſcay qu'elle aime Heluidius?	Je sais qu'elle aime Héluidius?
Au cœur de ce Conſul elle iette vne amorce Pour dérober ſon Pere à ma haine, par force, Ie ſçay pour cet eſſect leur ſecret entretien, Mais i’ay ſeint tuſqu’icy de n’en connoiſtre rlen;	Au cœur de ce Consul elle jette une amorce Pour dérober son Père à ma haine, par force, Je sais pour cet essect leur secret entretien, Mais j'ai se tusqu’ici de n'en connaître rlen;
Outre qu’Heluidius ſe faiſant ſa conqueſte Au courroux du Se rat iroit porter ſa teſte, Quelque brillant eſpoir qu’il voye en ſes appas Il y va de la vie à ne m’obeir pas:	Outre qu'Héluidius se faisant sa conquête Au courroux du Se rat irait porter sa tête, Quelque brillant espoir qu'il voie en ses appelas Il y va de la vie à ne m'obéir pas:
Ie ne doute donc point, quoy qu’elle me diſpute?	Je ne doute donc point, quoi qu'elle me dispute?
Que l’ordre du Senat icy ne s’execute;	Que l'ordre du Sénat ici ne s'exécute;
Perſide & le Conſul, en vain veulent s'vnir, Par mon commandement vous la voyez venir, Aſin que ce Romain qui fait ceſſer nos larmes Vore en nous, & l’honheur, & l’oblect de ſes alme;	Perside et le Consul, en vain veulent s'unir, Par mon commandement vous la voyez venir, Asin que ce Romain qui fait cesser nos larmes Vore en nous, et l'honheur, et l'oblect de ses âme;
ui in p.	Oui in p.
cul -?	cul -?
A iiij .	À jijà .
SCENE II.	SCÈNE II.
PERSIDE, ZENOBIE, BERENICE.	PERSIDE, ZENOBIE, BERENICE.
ZENOBIE.	ZENOBIE.
