M.	M.
Cette nouuelle les fait reſoudre de prendre leur defenſe, & de faict le bonheur fut tellement de la partie, que ſans coup ferir Rozemonde fut reconnuë, qui apprit toute la prefidie du Prince de Mexique au Roy.	Cette nouvelle les fait résoudre de prendre leur défense, et de fait le bonheur fut tellement de la partie, que sans coup férir Rozémonde fut reconnue, qui apprit toute la préfidie du Prince de Mexique au Roi.
Ce Prince l’ayant condamné à mourir dans la flame, donne à Cleraſte la recompenſe de ſes trauaux par l’alliance qu’il fit d’Axiane & de luy.	Ce Prince l'ayant condamné à mourir dans la flamme, donne à Clerâte la récompense de ses travaux par l'alliance qu'il fit d'Axiane et de lui.
Et apres que les Ambaſſadeurs du Peru (enuoyez exprés pour les chercher, ſur vn rapport qu’ils auoient fait naufrage) eurent approuué ce mariage, Rodomare obtint encore les faueurs de Rozemonde, l’ayant eſpouſée par le cõſentement du Roy.	Et après que les Ambassadeurs du Perv (envoyez exprès pour les chercher, sur un rapport qu'ils avaient fait naufrage) eurent approuvé ce mariage, Rodomare obtint encore les faveurs de Rozémonde, l'ayant épousée par le cõsentement du Roi.
Ce ſujet imité de l’Arioſte Autheur celebre, ne contient aucun effect qui ne ſoit auſſi vray-ſemblable que digne d’admiration.	Ce sujet imité de l'Arioste Auteur célèbre, ne contient aucun effet qui ne soit aussi vrai-semblable que digne d'admiration.
Au reſte le ſeul deſir de meriter les commãdemens d’vne Dame de qualité, m’a fait reſoudreàluy faire voir le iour ſous l’auſpice de ſon nom.	Au reste le seul désir de mériter les commandements d'une Dame de qualité, m'a fait resoudreàluy faire voir le jour sous l'auspice de son nom.
Et ſi quelques Ariſtarques ſe rencõtrent qui treuuent icy quelque choſe qui ne ſoit pas à leur gouſt, qu’ils ſe contentent de ce petit mot.	Et si quelques Aristarques se rencontrent qui trouvent ici quelque chose qui ne soit pas à leur goût, qu'ils se contentent de ce petit mot.
Que ie crains moins leur cenſure que leur faueur, & que i’approuueray touſiours bien plus leur critique reprehenſion, que leurs loüanges:	Que cru crains moins leur censure que leur faveur, et que j'approuverai toujours bien plus leur critique répréhension, que leurs langes:
puiſque comme dit vn certain, telles ſortes de gens portẽt en leur maiſon des yeux de taupe, & dehors ilsfontvoir qu’ils en ont de Lynx pour ſyndiquer les fautes & les actions d’autruy.	puisque comme dit un certain, telles sortes de gens portent en leur maison des yeux de taupe, et dehors ilsfontvoir qu'ils en ont de Lynx pour syndiquer les fautes et les actions d'autrui.
Cher lecteur contente toy de ce petit aſſay de ieuneſſe:	Cher lecteur contente toi de ce petit assai de jeunesse:
& ſi ie voy que cela te plaiſe, ie te promets bien toſt quelque choſe de plus releué.	et si ici vois que cela te plaise, je te promets bien tôt quelque chose de plus relevé.
Adieu.	Adieu.
AV SIEVR DV ROCHER, Rallalera	AU SIEUR DV ROCHER, Rallalera
N Emeraires eſprits dont la ſotte doctrine Veut abuſernoſtre ame außi bien que nos ſens, Vos preceptes ſont bons à des gens innocens, Qui croyent ce qu’à tort voſtre eſprit s’imagine.	 Emeraires esprits dont la sotte doctrine Veut abusernôtre âme aussi bien que nos sens, Vos préceptes sont bons à des gens innocents, Qui croient ce qu'à tort votre esprit s'imagine.
Ne dites plus qu’on voit au bord de la marine D’effroyables rochers qui font peur aux paſſans, Vne eſpreuue m’inſtruit que tout à contreſens Le Recher y produit plus de fleurs que d’eſpine.	Ne dites plus qu'on voit au bord de la marine D'effroyables rochers qui font peur aux passants, Une épreuve m'instruit que tout à contents Le Récher y produit plus de fleurs que d'épine.
Si l’Amour n’euſt luy meſme auecque ſon flambeau Pait voir àce Rocher ſon merite & ſes charmes:	Si l'Amour n'eût luiours auecque son flambeau Pait voir àce Rocher son mérite et ses charmes:
Et monſtrant que Cleraſte a ſiny ſes malheurs, Il tire d'Axiane vn doux torrent de larmes, Quiuy donne la voix, & qui nourrit ſes fleurs.	Et montrant que Cleraste a sini ses malheurs, Il tire d'Axiane un doux torrent de larmes, Qui donne la voix, et qui nourrit ses fleurs.
DESBOIS.	DESBOIS.
AV SIEVR DVROCHER.	AU SIEUR DVROCHER.
E doute, du Rocher, en voyant tes eſcrits, Si Cleraſte aura plus de gloire que d’enuie;	E doute, du Rocher, en voyant tes écrits, Si Clerte aura plus de gloire que d'envie;
Ton diſcours nous apprend qu’il emporte le prix De ceux dont la fortune a trauersé la vie.	Ton discours nous apprend qu'il emporte le prix De ceux dont la fortune a traversé la vie.
P.	P.
G.	G.
C.	Ç.
AV SIEVR DV ROUHER, Diantes:	AU SIEUR DV ROUHÉR, Diantes:
II iamais le chantre de Thrace Accordant ſa lyre à ſa voix, Sçauoit charmer auec ſa grace, Les eaux, les Rochers & les bois.	II jamais le chantre de Thrace Accordant sa lyre à sa voix, Savait charmer avec sa grâce, Les eaux, les Rochers et les bois.
Oſtons du nombre des merueilles Ce qui n'en doit pas approcher, Au prix des choſes nompareilles Que nous voyons par vn Rocher.	Ôtons du nombre des merveilles Ce qui n'en doit pas approcher, Au prix des choses nompareilles Que nous voyons par un Rocher.
Si ſa voix, ſa lyre & ſes larmes Attiroient les Rochers à luy, Ce Rocher eſt ſi plein de charmes Quramie miaut au ibura nuy.	Si sa voix, sa lyre et ses larmes Atiraient les Rochers à femme, Ce Rocher est si plein de charmes Quramie miaut au ibura nuis.
DV VAL.	DU VAL.
AV SIEVR DV ROCHER, ſur ſon Indienne.	AU SIEUR DV ROCHER, sur son Indienne.
Tous qui par la force d’vn liure V.	Tous qui par la force d'ins livre V.
Apres la mort juierte reutare Ceux que le monument apriuez de clarté, Venez icy poſerles armes, Adorant ces vers pleins de charmes Qui donnent l'eſtre à ceux qui n'ont iamais eſté	Après la mort juierte réputare Ceux que le monument apprivez de clarté, Venez ici poserles armes, Adorant ces vers pleins de charmes Qui donnent l'être à ceux qui n'ont jamais été
L.	L.
DE MONSTRVEI'	DE MONSTRVEI'
PERSONNAGES.	PERSONNAGES.
CLERASTE, Prince du Peru.	CLÉRASTE, Prince du Perv.
RODOMARE, ſon frere.	RODOMARE, son frère.
MELIDOR, Admiral du Peru.	MELIDOR, Admiral du Perv.
MEANDRE, Prince de Mexique.	MÉANDRE, Prince de Mexique.
AATANVE,miſt du Roy de ia Floride.	AATANVE,mît du Roi de ja Floride.
SINAME, Roy de la Ploride.	SINAME, Roi de la Ploride.
DIMANTE, Capitaine de la Floride.	DIMANTE, Capitaine de la Floride.
ROZAMOND, 1.	ROZAMOND, 1.
Ambaſſadeur du Peru.	Ambassadeur du Perv.
GhiLiIMIIo, 2 Ambaſſadeur.	GhiLiIMIIo, 2 Ambassadeur.
ALMIDOR, Roy du peru.	ÀLMIDOR, Roi du perv.
CLORISEL, l’age de Rozemonde.	CLORISEL, l'age de Rocémonde.
ROZEMONDE, Princeſſe de Cuſco, & niepee de Syname.	ROZEMONDE, Princesse de Cusco, et nièpe de Syname.
PHILANTE, Confident de Meandre.	PHILANTE, Confident de Meandre.
TIMAGENE, Page d’Axiane.	TIMAGENE, Page d'Axiane.
DORISTEE, Reine de la Floride	DORISTE, Reine de la Floride
L’INDIENNE AMOVREVSE.	L'INDIENNE AMOUREUSE.
4 Re A18 MUUMEIII.	4 Re A18 MUMEII.
ACTE PREMIER.	ACTE PREMIER.
SCENE PREMIERE.	SCÈNE PREMIÈRE.
CLERASTE.	CLÉRASTE.
RODOMARE.	RODOMARE.
MELIDOR.	MELIDOR.
CLERASTE.	CLÉRASTE.
Ve le Ciel a pour nous des pointes rigoureuſes, Et qu’il ſe rend cõtraire aux ames genereuſes!	Ve le Ciel a pour nous des pointes rigoureuses, Et qu'il se rend comtraire aux âmes généreuses!
Conſiderez, amis, quelle eſt l’extremité D'abandonner ſa vie à la neceßité:	Considérez, amis, quelle est l'extrémité D'abandonner sa vie à la nécessité:
Voyez que la fortune inconſtamment ſe iouë De ceux que le bonheur eſleue ſur ſarouë, Puiſque tout icy bas ſe porte au changement, Et que tous nos plaiſirs ne durẽt qu’un moment:	Voyez que la fortune inconstamment se joue De ceux que le bonheur élève sur saroue, Puisque tout ici bas se porte au changement, Et que tous nos plaisirs ne durence qu'un moment:
Helas!	Hélas!
voicy le poinct où choquẽt d’ordinaire.	voici le point où choquêt d'ordinaire.
Ceux que repaiſt l’eſpoird’vn bienimaginaire.	Ceux que repaît l'espoird'un bienimaginaire.
Auoüez que celuy s’aueugle en ſon bonheur Dont l’eſprit attiré d’vn appas ſuborneur Deſſus vn element fonde ſon eſperance, Qui n'arien de cõſtant que dans ſon incõſtance.	Auoüez que celui s'aveugle en son bonheur Dont l'esprit attiré d'un appas suborneur Dessus un élément fonde son espérance, Qui n'arien de comptant que dans son incõstance.
Außi connoiſſez vous, mes amis, que nos yeux N’euſſent iamais gouſté la douceur de ces lieux Si quelque bon Genie à nos vœux ſecourable, N’euſt borné noſtre exil dans ce port fauorable, En vnmot, compagnons, affranchis du danger, En fin nous arriuons en ce bord eſtranger, Où les affreux rochers qui forment ſon riuage Ont receu le débris d’vn ſi triſte naufrage.	Aussi connaissez -vous, mes amis, que nos yeux N'eussent jamais goûté la douceur de ces lieux Si quelque bon Génie à nos vœux secourable, N'eût borné notre exil dans ce port favorable, En vnmot, compagnons, affranchis du danger, En fin nous arrivons en ce bord étranger, Où les affreux rochers qui forment son rivage Ont reçu le débris te na triste naufrage.
Mais vn malheur fatal nous ſuit en tous en troits, Et de tous nos vaiſſeaux il n’en reſte que trois, Meſme durant l’orage, où l’horreur des tẽpeſtes Faiſoit pleuuoir le foudre et l'õde ſur nos teſtes, Nos vaiſſeaux que les flots eſleuoient iuſqu’aux airs N’auoiẽtpointd’autreiour que celuy des eſclairs, Car nous faiſiõs ſeruir deſſus les flots barbares Les foudres et les vents d’eſtoilles & de phares, Et tex coupo ueronerne omt feneyuse uimoeaux A ceux à qui la mer a creusé des tombeaux.	Mais un malheur fatal nous suit en tous en troits, Et de tous nos vaisseaux il n'en reste que trois, Même durant l'orage, où l'horreur des tẽpestes Faisait pleuvoir le foudre et l'onde sur nos têtes, Nos vaisseaux que les flots élevaient jusqu'aux airs N'auoiẽtpointd’autrejour que celui des éclairs, Car nous faisons servir dessus les flots barbares Les foudres et les vents d'estoilles et de phares, Et tex coupo ueronerne Et te uimoeaux A coups N' on la m a creusé des tombeaux.
RODOMARE.	RODOMARE.
Si l’on peut s’aſſeurerdeſſus les apparances, Ie voy de leur débris de grandes aſſeurances Foibles euſſent-ils peu de l’eau ſe garentir.	Si l'on peut s'assurerdessus les apparances, Je vois de leur débris de grandes assurances Faibles eussent-ils peu de l'eau se garentir.
D’où meſme les plus forts ont eu peine à ſortir.	D'où même les plus forts ont eu peine à sortir.
CLERASTE.	CLÉRASTE.
Helas!	Hélas!
faut il qu’vn Prince eſpreuue la fortune Dans les biens & les maux également cõmune?	faut il qu'un Prince épreuve la fortune Dans les biens et les maux également commune?
Ie connais maintenant que la Cour eſt vn Ciel Où les aſtres pour luy ne verſent que du fiel.	Je connais maintenant que la Cour est un Ciel Où les astres pour vain ne versent que du fiel.
Monarques auouez en ce Ciel où vous eſtes, Que toutes lesdouleurs en forment les planettes, La mort & le malheur, Princes infortunez, Sont les aſtres malins ſous qui vous eſtes nez.	Monarques avouez en ce Ciel où vous êtes, Que toutes lesdouleurs en forment les planètes, La mort et le malheur, Princes infortuné, Sont les astres malins sous qui vous êtes nés.
MELIDOR.	MELIDOR.
Ileſt vray que les Roys ſouuent paſſent leur vie A .	Ilest vrai que les Rois souvent passent leur vie A .
←  ---- ---- Auecque beaucoup moins de douceur que d’ẽuié Et leur Couronne en fin ne les garentit pas Des droicts de la nature & des loix du trèpas:	 -- -- Auecque beaucoup moins de douceur que d'envié Et leur Couronne en fin ne les garentit pas Des droits de la nature et des lois du trépas:
Leur Sceptre ne peut eſtre vne roche aſſez forte D'émouſſer tous les traits que le malheur apRODOMARE.	Leur Sceptre ne peut être une roche assez forte D'émousser tous les traits que le malheur apRODOMARE.
Iporte.	Jporte.
Il faut bien ſe reſoudre au fort de ſon malheur, Auec plus de cõſtance on ſent moins de douleur, Encore ſommes-nous tenus à la fortune, Nous la treuuõs, amis, plus douce qu’importune, Ne pouuoit-elle pas nous donner vn tombeau Plus cruel qu’honorable aux abyſmes de l’eaus	Il faut bien se résoudre au fort de son malheur, Avec plus de cõstance on sent moins de douleur, Encore sommes-nous tenus à la fortune, Nous la trouvons, amis, plus douce qu'importune, Ne pouvait-elle pas nous donner un tombeau Plus cruel qu'honorable aux abîmes de l'aus
MELIDOR.	MELIDOR.
Otpout auoir ta vie namaine on t'atreuuée, Luy ſommes nous tenus de nous l’auoir ſauuée, Puis qu’elle no' prepare vn plus ſanglãt effort.	Otout avoir ta vie namaine on t'atreuuée, Lui sommes nous tenus de nous l'avoir sauvée, Puis qu'elle no' prépare un plus sanglant effort.
RODOMARE.	RODOMARE.
Außi pour éuiter les trauerſes du ſort Il nous faut oppoſer vn cours ge qui puiſſe A l’eſpreuue des coups brauer ſoniniuſtice.	Aussi pour éviter les traverses du sort Il nous faut opposer un cours ge qui puisse A l'épreuve des coups braver soniniustice.
CLERASTE.	CLÉRASTE.
Amis, il’eſt be ſoin de ſçauoir maintenant Queleſt ce beau pays qui nous va retenant.	Amis, il'est be soin de Savoir maintenant Quelest ce beau pays qui nous va retenant.
Voyez que la nature ences deſerts ſauuages S'eſt pleuë à façonner tant de beaux payſages, Conſiderez vn peu que ces petits ruiſſeaux Se roulent doucement en baignant ces coſtaux, Et l’on croit au doux air que ce pays reſpire Qu'vne diuinité fait icy ſon empire.	Voyez que la nature ences déserts sauvages S'est plue à façonner tant de beaux paysages, Considérez un peu que ces petits ruisseaux Se roulent doucement en baignant ces costaux, Et l'on croit au doux air que ce pays respire Qu'une divinité fait ici son empire.
RODOMARE.	RODOMARE.
Mon frere, en verité ie m'eſtonne à preſent De ne connaiſtre point vn pays ſi plaiſant, Noſtre Peru n’a rien d’égal à ces merueilles, Qui rauiſſent mes yeux autant que mes oreilles, Et i'eſtime voyant cet aymable ſejour Que ſi l'onmeurt icy c’eſt de ioye ou d’amour.	Mon frère, en vérité ie m'étonne à présent De ne connaître point un pays si plaisant, Notre Perv n'a rien d'égal à ces merveilles, Qui ravissent mes yeux autant que mes oreilles, Et j'estime voyant cet aimable séjour Que si l'onmeurt ici c'est de joie ou d'amour.
MELIDOR.	MELIDOR.
Autrefois on diſoit au ſiecle d’innocence [ſance Que iuſques là les Dieux abaiſſoient leur puiſDe ſe communiquer aux fragiles mortels Qui le cœur pour victime offroiẽt à leurs autels, Diſons pluſtoſt que ſous l’eſcorce d’vne fable Ce pays en fait voir la verité palpable, Sçauoir que ſi iadis la bonté de nos Dieux Pour habiter la terre abandonna les Cieux, Qu’ils auoient ce pays de retraitte choiſis, ------.	Autrefois on disait au siècle d'innocence [sance Que jusques là les Dieux abaissaient leur puisDe se communiquer aux fragiles mortels Qui le cœur pour victime offraient à leurs autels, Disons plutôt que sous l'écorce d'une fable Ce pays en fait voir la vérité palpable, Savoir que si jadis la bonté de nos Dieux Pour habiter la terre abandonna les Cieux, Qu'ils avaient ce pays de retraite choisis, --.
To.	To.
2- Out tau de tes tuiſſcau e teut feruotr d'ambroCLERASTE.	2- Out tau de tes tuisscau est teut ferotr d'ambroCLERASTE.
Iſie.	Isie.
Vn homme courageux des deſtins combatu Tient ſon pays par tout oû regne la vertu, Quand cettuycy ſeroit quelque plage deſerte, Il ſembleroit encor aymable à nostre perte, Tauuuons, mesumissee ſauorabloqdat, Non pas tel qu’il nous plaiſt, mais tel que veut	Un homme courageux des destins combattu Tient son pays par tout tout ôgne la vertu, Quand cettuycy serait quelque plage déserte, Il semblerait encor aimable à notre perte, Tauvons, mesumissee savorabloqdat, Non pas tel qu'il nous plaît, mais tel que veut
RODOMARE.	RODOMARE.
ſle ſort.	sle sort.
Ma volonté touſiours à la voſtre enlacée Ne deſdira iamais la parole auancée, Puiſque ce pays offre vn port à nos trauaux, Aecepiomtorefugragreable à nos maux, Et ne differons plus de treuuer vne ville Qui ſerue à nos malheurs de fauorable aſile.	Ma volonté toujours à la vôtre enlacée Ne dédira jamais la parole avancée, Puisque ce pays offre un port à nos travaux, Aécepiomtorefugragréable à nos maux, Et ne différons plus de trouver une ville Qui serve à nos malheurs de favorable asile.
CLERASTE.	CLÉRASTE.
Vueille le Ciel propice a nostre aduerſité Que nostre ſort y treuue vn lieu de ſeureté, Et que tous nos malheurs ſoient moindres que nos craintes.	Veuille le Ciel propice a notre aduersité Que notre sort y trouve un lieu de sûreté, Et que tous nos malheurs soient moindres que nos craintes.
ſtes?	sites?
Mais d’oú viẽnent cescris et ces funeſtes plainHelas!	Mais d'où viennent cescris et ces funestes plainHélas!
noſtre malheur aura-t’il point de bout?	notre malheur aura-t-il point de bout?
Le Ciel à t’il iuré de nous nuire par tout?	Le Ciel à t'il juré de nous nuire par tout?
MELIDOR.	MELIDOR.
Quet accident nouueau nous acheue de peindre?	Quet accident nouveau nous achève de peindre?
RODOMARE.	RODOMARE.
Ie ne voy point icy choſe qu'on doiue craindre, Toutesfois il eſt bon de s’enaſſeurer mieux.	Je ne vois point ici chose qu'on doive craindre, Toutesfois il est bon de s'enassurer mieux.
Et ne point croire icy de teſmoins que nos yeux, Il faut que Melidor approche du bocage.	Et ne point croire ici de témoins que nos yeux, Il faut que Melidor approche du bocage.
C’eſt peut-eſtre vne Dame à qui l’on fait outrage, Voyez qui va le bois de ſes plaintes touchant.	C'est peut-être Dame à qui l'on fait outrage, Voyez qui va le bois de ses plaintes touchant.
MELIDOR.	MELIDOR.
Iuſtes Dieux empeſchez vn acte ſi meſchant, Mes Princes accourez à ces triſtes ſpectacles, Icy voſtre valeur doit faire des miracles, Pour ſauuer tout d’vn coup & la vie & l’honneur.	Justes Dieux empêchez un acte si méchant, Mes Princes accourez à ces tristes spectacles, Ici votre valeur doit faire des miracles, Pour sauver tout d'un coup et la vie et l'honneur.
A celle qui de vous n’attendpas ce bon-heur	À celle qui de vous n'attendpas ce bonheur
ACTE I.	ACTE I.
SCENE II.	SCÈNE II.
CLERASTE.	CLÉRASTE.
RODOMARE.	RODOMARE.
MEANDRE.	MÉANDRE.
CLERASTE, ayant pris Meandre.	CLÉRASTE, ayant pris Meandre.
Erfide, tu mouras, aujourd’huy ceſte eſpée Rougira dãs ton ſangindignemẽt trempee.	Erfide, tu mouras, aujourd'hui cette épée Rougira dans ton sangindignement trempée.
RODOMAJRE parlant aux deux qui Laccompagnolenle.	RODOMAJRE parlant aux deux qui Laccompagnolenle.
Et vous les partiſans de ces brutalitez, Receuez de nos mains ce que vous meritez.	Et vous les partisans de ces brutalités, Receuez de nos mains ce que vous méritez.
MEANDRE parlant à Cleraſte.	MÉANDRE parlant à Cleraste.
Traiſtre, qui que tu ſois, ſçache que mõ courage Pour le ſouffrir n'eſt point inſenſible à l’outrage, Ce fer te va monſtrer, en me vengeant de toy, Qiune faitiamais bon de s’attaquer à moy.	Traître, qui que tu sois, sache que mon courage Pour le souffrir n'est point insensible à l'outrage, Ce fer te va montrer, en me vengeant de toi, Qiune faitiamais bon de s'attaquer à moi.
CLERASTE.	CLÉRASTE.
Tes complices punis d’vne mort inhumaine, N’vſe plus contre moy de reſiſtance vaine.	Tes complices punis d'une mort inhumaine, N'une plus contre moi de résistance vaine.
JY---	JY-
RODOMA E.	RODOMA E.
Ces deux cy deſpeſchez par vne prompte mort, Il reſte que le chef coure le meſme ſort,	Ces deux cy dépêchés par une prompte mort, Il reste que le chef coure le même sort,
CLERASTE.	CLÉRASTE.
Retirez-vous, amis, ie ſuis aſſez capable De tirer la raiſon de ce laſche coupable, rOez que te remoras qui tourmente ſon cœur;	Retirez-vous, amis, je suis assez capable De tirer la raison de ce lâche coupable, rOez que te rémoras qui tourmente son cœur;
Me va donner ſur luy le tiltre de vainqueur.	Me va donner sur Rome le titre de vainqueur.
MEANDRE.	MÉANDRE.
Inuincible Guerrier, arreſte ta victoire, Deſia demy vaincuie te cede la gloire, I’abandonne ma vie à ta diſcretion, Et mon crime eſt venu de trop d’affection.	Invincible Guerrier, arrête ta victoire, Déjà demi vaincuie te cede la gloire, J'abandonne ma vie à ta discrétion, Et mon crime est venu de trop d'affection.
CLERASIE.	CLÉRASIE.
De trop d’affection, ie ne puis rien comprendre Au diſcours ambigu que tu me fais entendre.	De trop d'affection, tu ne puis rien comprendre Au discours ambigu que tu me fais entendre.
MEANDRE.	MÉANDRE.
Iſçaurez S’il vous plaiſt de m’ouyr en deux mots vous Selon la verité ce que vous deſirez.	Isçaurez -il vous plaît de m'ouïr en deux mots vous Selon la vérité ce que vous désirez.
Apprenez que ie ſuis le Prince de Mexique, Que l’objet amoureux d’vne beauté pudique Força de prendre terre en vn ſi beau pays, Où mes ſens ont eſté de me rueille esbahis, --------- B Lors que mes yeux rauis en extaſe nouuelle Voulurent s’oppoſer à ceux de ceſte Belle:	Apprenez que je suis le Prince de Mexique, Que l'objet amoureux d'une beauté pudique Força de prendre terre en un si beau pays, Où mes sens ont été de me rèveille ébahis, -- B Lors que mes yeux ravis en extase nouvelle Voulurent s'opposer à ceux de cette Belle:
Alors ie condamnay mon deſir curieux, Et tous mes ſens jaloux du bõheur de mes yeux.	Alors Seigneur condamnai mon désir curieux, Et tous mes sens jaloux du bonsheur de mes yeux.
Ioignoient leurs facultez à celles de ma veuë, Pour trahir ma raiſon de conſeil deſpourueuë.	Joignaient leurs facultés à celles de ma vue, Pour trahir ma raison de conseil despourueuë.
Helas!	Hélas!
depuis ce temps cette ingrate beauté, Voulut auec mon cœur rauir maliberté, Tellemẽt que mon ſort euſt finy dans ma flame, Si ſes yeux mes ſoleils ne m’euſſent rendu l’ame.	depuis ce temps cette ingrate beauté, Voulut avec mon cœur ravir maliberté, Tellement que mon sort eût fini dans ma flamme, Si ses yeux mes soleils ne m'eussent rendu l'âme.
