A PARIS Chez CARDIN BESONGNE, au haut de la montée de la S.	À PARIS Chez CARDIN BESONGNE, au haut de la montée de la S.
Nous auons à vanger l’Empire & voſtre eſpoux, Et ſi les Dieux ont ſoin de la grandeur Romaine, Nous la verrons encor pompeuſe & ſouueraine.	Nous avons à venger l'Empire et votre époux, Et si les Dieux ont soin de la grandeur Romaine, Nous la verrons encor pompeuse et souveraine.
CORNELIE.	CORNELIE.
Ay-je aſſez de vertu pour meriter des cieux Vn effet qui deſpend de la bonté des Dieux?	Ai-je assez de vertu pour mériter des cieux Un effet qui dépend de la bonté des Dieux?
SCENE II.	SCÈNE II.
CORNELIE, IVLIE.	CORNELIE, IVLIE.
CORNELIE.	CORNELIE.
Vons-nous le pouuoir de brauer la fortune.	Vons-nous le pouvoir de braver la fortune.
A Lors que ſa cruauté la rend trop importune?	À Lors que sa cruauté la rend trop importune?
Quoy!	Quoi!
le cœur d’vne femme auroit aſſez d’effort De vouloir reſiſter contre les loix du fort?	le cœur d'une femme aurait assez d'effort De vouloir résister contre les lois du fort?
Veu que le plus ſouuent les teſtes couronnées Tombent ſous les rigueurs des fieres deſtinées.	Veu que le plus souvent les têtes couronnées Tombent sous les rigueurs des fières destinées.
Ayant perdu Pompée, à quoy bon s’amuſer?	Ayant perdu Pompée, à quoi bon s'amuser?
Penſant vanger ſa mort, ie me laiſſe abuſer, Son malheureux deſtin dans ſon deſaſtre extréme N’a point craint de rauir vne part de moy meſme, Et toutefois on voit contre noſtie amitié Viure vne part d’vn tout ſans ſon autre moitié;	Pensant venger sa mort, je me laisse abuser, Son malheureux destin dans son désastre extrême N'a point craint de ravir une part de moi -même, Et toutefois on voit contre nost amitié Vivre une part d'un tout sans son autre moitié;
Ma foibleſſe en eſt cauſe, & trop irreſoluë, Ie ne peux ſur moy-meſme eſtre aſſez abſoluë, Mais cognoiſſant ma perte, & la peine où ie ſuis, Pourquoy ne pouuoir pas terminer mes ennuis?	Ma faiblesse en est cause, et trop irrésolue, Je ne peux sur moi-même être assez absolue, Mais connaissant ma perte, et la peine où tu suis, Pourquoi ne pouuoir pas terminer mes ennuis?
Pompée, il faut encor que ta vertu m’anime, Pour offrir à ta gloire vne illuſtre victime:	Pompée, il faut encor que ta vertu m'anime, Pour offrir à ta gloire une illustre victime:
Si tu vis dans mon cœur, ne ſouffriras-tu pas Que pour reuiure au tien i’auance mon treſpas?	Si tu vis dans mon cœur, ne souffriras-tu pas Que pour revivre au tien j'avance mon trépas?
Si la mort te permet d’auoir quelque penſée De celle qui pour toy ſe trouue intereſſée, Ne l’accuſes-tu point d’vne foible amitié, De rechercher ſi peu ca plus chere moitié?	Si la mort te permet d'avoir quelque pensée De celle qui pour toi se trouve intéressée, Ne l'accuses-tu point d'une faible amitié, De rechercher si peu ca plus chère moitié?
Il n’en faut pas douter, ma faute eſt trop extréme, De viure ſi long-temps comme hors de toy-meſme, Ie deurois m’efforçer par de puiſſans efforts De trouuer ton eſprit ayant perdu ton corps.	Il n'en faut pas douter, ma faute est trop extrême, De vivre si longtemps comme hors de toi-même, Je devrais m'efforçer par de puissants efforts De trouver ton esprit ayant perdu ton corps.
Mais qui peut m’empeſcher de terminer ma vie?	Mais qui peut m'empêcher de terminer ma vie?
Si i’en ay la puiſſance auſſi bien que l’enuie, Perſonne ne le peut, ainſi ie dois bien-toſt Entrer dans le tombeau qui te retient enclos.	Si j'en ai la puissance aussi bien que l'envie, Personne ne le peut, ainsi ie dois bientôt Entrer dans le tombeau qui te retient enclos.
IVLIE.	IVLIE.
Vn lâche deſeſpoir combat voſtre conſtance, Mais ne vous perdez pas faute de reſiſtance:	Un lâche désespoir combat votre constance, Mais ne vous perdez pas faute de résistance:
C’eſt dans les grands perils qu’vn eſprit combatu Doit faire recognoiſtre en quoy giſt ſa vertu.	C'est dans les grands périls qu'autre esprit combattu Doit faire reconnaître en quoi gît sa vertu.
Si vous aimez Pompée ayez vn grand courage, Pour tirer la raiſon de ſon funeſte outrage, Monſtrez-vous genereuſe à brauer le hazard, Sa mort ſe doit vanger par celle de Ceſar.	Si vous aimez Pompée ayez un grand courage, Pour tirer la raison de son funeste outrage, Montrez-vous généreuse à braver le hasard, Sa mort se doit venger par celle de César.
Que diroit voſtre eſpoux dans la demeure ſombre, Si toſt qu’il cognoiſtroit Cornelie, ou ſon ombre, Sans doute ſi les morts ont du reſſentiment, Il en fera paroiſtre auecque eſtonnement:	Que dirait votre époux dans la demeure sombre, Si tôt qu'il connaîtrait Cornelie, ou son ombre, Sans doute si les morts ont du ressentiment, Il en fera paraître avec étonnement:
Ie vous laiſſe à penſer quel ſera ſon reproche, Et s’il ne fuyra pas voſtre premiere approchi Ingrate (dira-t’il ) ne me deuois-tu pas.	Je vous laisse à penser quel sera son reproche, Et s'il ne fuira pas votre première approchi Ingrate (dira-t-il ) ne me devais-tu pas.
La perte de Ceſar pluſtoſt que ton treſpas?	La perte de César plutôt que ton trépas?
Caton n’auoit-il plus ny de cœur ny d’eſpée, Pour vanger la patrie & la mort de Pompée?	Caton n'avait-il plus ni de cœur encore d'épée, Pour venger la patrie et la mort de Pompée?
Et ne deuois-tu pas ſeconder ſes deſſeins Autant pour mon malheur que celuy des Romains?	Et ne devais-tu pas seconder ses desseins Autant pour mon malheur que celui des Romains?
Regarde que ta perte offuſque ton eſtime, Et que ton proceder n’eſt pas bien legitime;	Regarde que ta perte offusque ton estime, Et que ton procéder n'est pas bien légitime;
Ainſi i’ay grand ſujet d’éuiter ton abord, N’ayant pas eu le cœur d’auoir vangé ma mort.	Ainsi j'ai grand sujet d'éviter ton abord, N'ayant pas eu le cœur d'avoir vengé ma mort.
CORNELIE.	CORNELIE.
Ton diſcours me ſurprend, t’appelant ma conſtancẽ, Ie réueille en mon ame vn reſte d’eſperance:	Ton discours me surprend, t'appelant ma constancẽ, Je réveille en mon âme un reste d'espérance:
Mais qui pourroit ſçauoir ſi quelques bons deſtins Voudront prendre party du coſté des Latins?	Mais qui pourrait sçauoir si quelques bons destins Voudront prendre parti du côté des Latins?
Pharſale les a veus dans le ſang & les larmes, Où Ceſar triomphoit par ſes iniuſtes armes.	Pharsale les a vus dans le sang et les larmes, Où César triomphait par ses injustes armes.
Charmante illuſion qui vient flater mon cœurs Iuſqu’à croire qu’on peut terraſſer ce vainqueur, Ne tromperastta pomt rerprit de Gornenee I’ay ſujet d’en douter, Rome eſtant affoiblie;	Charmante illusion qui vient flatter mon cœurs Jusqu'à croire qu'on peut terrasser ce vainqueur, Ne tromperastta pompt rerprit de Gornène J'ai sujet d'en douter, Rome étant affaiblie;
La voyant partagée ah!	La voyant partagée ah!
qui de ſes enfans Rendra par ſa valeur ſes deſtins triomphans?	qui de ses enfants Rendra par sa valeur ses destins triomphants?
IVLIE.	IVLIE.
Cette crainte apparente où voſtre cœur ſe fonde, Ne doit point eſtonner que le commun du monde, Vne ame genereuſe employe auec du ſoin Ce qu’elle a de valeur dans ſon plus grand beſoin, Il faut que vous changiez de courage & de termes Pour faire agir icy des vettus bien plus fermes;	Cette crainte apparente où son cœur se fonde, Ne doit point étonner que le commun du monde, âme généreuse emploie avec du soin Ce qu'elle a de valeur dans son plus grand besoin, Il faut que vous changiez de courage et de termes Pour faire agir ici des vettus bien plus fermes;
Voyez quel intereſt vous engage en ce point, D’entreprendre beaucoup, & de ne craindre point?	Voyez quel intérêt vous engage en ce point, D'entreprendre beaucoup, et de ne craindre point?
Que Rome en ſes malheurs ou ſe leue, ou ſutcombe.	Que Rome en ses malheurs ou se lève, ou sutcombe.
Il faut qu’on des partis vainque, & que l’autre tomos, Et ſi l’on ne peut pas la guetir autrement, Il faut bien ſe reſoudre à cét éuenement;	Il faut qu'on des partis vainque, et que l'autre tomos, Et si l'on ne peut pas la guetir autrement, Il faut bien se résoudre à cet événement;
Ainſi le corps malade a beſoin de ſaignée,	Ainsi le corps malade a besoin de saignée,
CORNELIE.	CORNELIE.
Ah, triſtes incidens!	Ah, tristes incidents!
eſtrange deſtinée!	étrange destinée!
Puiſque pour terminer l’excez de nos malheurs, Il faut meſler du ſang encore auec nos pleurs, Sans ſçauoir ſi le Ciel d’vne douceur proprice, Nous fauoriſera ſi prés du précipice, Ou ſi ſa prouidence autant que le hazard, Veulent à nos deſpens fauoriſer Ceſar.	Puisque pour terminer l'excès de nos malheurs, Il faut mêler du sang encore auec nos pleurs, Sans savoir si le Ciel d'une douceur proprice, Nous favorisera si prés du précipice, Ou si sa providence autant que le hasard, Veulent à nos dépens favoriser César.
IVLIE.	IVLIE.
On remarque ſouuent par des effets contraires Oui ſont les accidents des armes journalieres:	On remarque souvent par des effets contraires Oui sont les accidents des armes journalières:
Tel triomphe aujourd’huy qui demain combatu Pour maintenir ſa gloire il manque de vertu.	Tel triomphe aujourd'hui qui demain combattu Pour maintenir sa gloire il manque de vertu.
Ceſar eſtant vainqueur des combats de Pharſale, Peut auoir la fortune en ſon progrez fatale;	César étant vainqueur des combats de Pharsale, Peut avoir la fortune en son progrès fatale;
Pompée a ſuccombe pluſtoſt par vn malheur Que par aucun defaut de force & de valeur, Et ſi ſa deſtinée euſt eſté plus proſpere, Affeurément ſou gendre euſt vaineu le beau-pere, pharſale n’ayant pû déterminer ſon ſort, L’Egypte n’a pas craint de reſoudre ſa mort;	Pompée a succombe plutôt par un malheur Que par aucun défaut de force et de valeur, Et si sa destinée eût été plus prospère, Affeurément sou gendre eût vaineu le beau-père, pharsale n'ayant pu déterminer son sort, L'Égypte n'a pas craint de résoudre sa mort;
Son Monarque inſolent, ſans cauſe legitime En a ſait à Ceſar vne illuſtre victime;	Son Monarque insolent, sans cause légitime En a sait à César une illustre victime;
ptolomée eſt coupable encor plus que Ceſãr, Faiſant ce que n’a pû la guerre & le hazard, Et ſi ce Roy barbare euſt ſecondé ſa gloire, Voſtre eſpoux à ſon tour auroit eu la victoire, La volonté des Dieux en diſpoſe auttement, Toutefois eſperons vn autre éuenement:	ptolomée est coupable encor plus que Cesãr, Faisant des Dieux ea dispose la guerre et le hasard, Et si ce Roi barbare eût secondé sa gloire, Votre époux à son tour aurait eu la victoire, La volonté des Dieux en dispose auttement, Toutefois espérons un autre événement:
Caton eſtant viuant, vous auez plus d’vn homme, Pour tirer la raiſon de Pompée & de Rom& Peut-eſtre que Ceſar pourſuiuant ſon bon-heur.	Caton étant vivant, vous avez plus d'un homme, Pour tirer la raison de Pompée et de Romet Peut-être que César poursuivant son bonheur.
Vient, mais pour perdre icy la victoire & l’honneur, Si la fortune aueugle a reſolu ſa perte, L’Empire aura bien-toſt ſa gloire recouuerte, Ce perfide abatu d’vn genereux effort, Eſprouuera ſa fois les caprices du ſort, Si voſtre ame a deſir de plaire au grand Pompée, Il faut dans ce deſſein la tenir occupée, Pour faire offrir Ceſar aux Manes d’vn eſpoux, Et noyer dans ſon ſang voſtre iuſte courroux.	Vient, mais pour perdre ici la victoire et l'honneur, Si la fortune aveugle a résolu sa perte, L'Empire aura bientôt sa gloire recouverte, Ce perfide abattu d'un généreux effort, Esprouvera sa fois les caprices du sort, Si votre âme a désir de plaire au grand Pompée, Il faut dans ce dessein la tenir occupée, Pour faire offrir César aux Manes d'un époux, Et noyer dans son sang vôtre juste courroux.
D’autre part ſi Caton triomphe en noſtre armée, Nous irons dans l’Egypte, & vaincrons Ptolomée.	D'autre part si Caton triomphe en notre armée, Nous irons dans l'Égypte, et vaincrons Ptolomée.
Et ſon trône eſbranlé par vn dernier combat orourera ious ies pleds d'vn lache Porentat;	Et son trône ébranlé par un dernier combat orourera jous ies pleds d'une lache Porentat;
Et s’il tombe en vos mains, voſtre iuſte colers Portera vos enfans à bien vanger leur pere.	Et s'il tombe en vos mains, votre juste colers Portera vos enfants à bien venger leur père.
CORNÈLIE.	CORNLIE.
Voilà de beaux exploits dignes à raconter, Combatre de la ſoite, on n’y peut reſiſter:	Voilà de beaux exploits dignes à raconter, Combatre de la soite, on n'y peut résister:
Oüy.	Oui.
Ceſar eſt vaincu, l’on ſurprend Ptolomée, Et l’Egypte deſia ſuccombe à noſtre armée, Noſtre Rome triomphe, & des peuples ſubmis Suiuent par tout ſes chart comme ſes ennemis:	César est vaincu, l'on surprend Ptolomée, Et l'Égypte déjà succombe à notre armée, Notre Rome triomphe, et des peuples subis Suivent par tout ses chart comme ses ennemis:
Victoire imaginée, & conqueſtes friuoles, Qui n’ont point d’autre bruit qu’au vent de tes paroles Puis que ce grand vainqueur n’a que trop de vertu, Pour maintenir ſon foit, rirle toit combatu;	Victoire imaginée, et conquêtes frivoles, Qui n'ont point d'autre bruit qu'au vent de tes paroles Puis que ce grand vainqueur n'a que trop de vertu, Pour maintenir son soit, rirle toit combattu;
Ainſi noſtre eſperance a peu de certitude.	Ainsi notre espérance a peu de certitude.
IVLIE.	IVLIE.
Voſtre raiſon s’emporte à trop d’inquietude, Eſperons des deſtins des progrez bien meilleurs.	Votre raison s'emporte à trop d'inquiétude, Espérons des destins des progrès bien meilleurs.
CORNELIE.	CORNELIE.
Si not voyons encore accroiſtre nos malheurs, Qui poulta fentercentle feur viorences	Si not voyons encore accroître nos malheurs, Qui poulta fentercentle seur viorences
IVLIE.	IVLIE.
Le Ciel nous armera de force & de conſtance, Pour choiſir vne route en de tels accidens, Et ſuiure les aduis des hommes plus prudens.	Le Ciel nous armera de force et de constance, Pour choisir une route en de tels accidents, Et suivre les avis des hommes plus prudents.
CORNELIE.	CORNELIE.
Ie le veux eſperer, quoy qu'vne rude atteinte Me donne moins d’eſpoir que de peur & de crainte Dans la peine oû ie ſuis.	Je le veux espérer, quoi qu'une rude atteinte Me donne moins d'espoir que de peur et de crainte Dans la peine ou ie suis.
Mais voicy mes enfans.	Mais voici mes enfants.
Qui des Dieux les rendta tout à fait triomphans?	Qui des Dieux les rendta tout à fait triomphants?
T'attens de la fortune vne faueur proſpere, Pour vanger mon elpoux, l’Empire & voſtre pere.	T'attends de la fortune faveur prospère, Pour venger mon ellepoux, l'Empire et votre père.
SCENE III.	SCÈNE III.
SEXTVS, MAGNVS, CORNELIE, IVLIE.	SEXTUS, MAGNUS, CORNELIE, IVLIE.
SEXTVS.	SEXTUS.
E ſang que nous portons conſerue vne chaleur, LQui feta recognoiſtre vne illuſtre valeur:	ELLE sang que nous portons conserve une chaleur, LQui fêta reconnaître une illustre valeur:
Eſtans fils de Pompée, il eſt facile à croire, Que nous ne ferons rien d’indigne de ſa gloire.	Étant fils de Pompée, il est facile à croire, Que nous ne ferons rien d'indigne de sa gloire.
Scipion eſt choiſi pour le chef des Romains, Iuba ſeconde auſſi ſes genereux deſſeins, Nous, de la mort d’vn pere ayans l’ame animée, Eſperez vn ſuccez digne de noſtre armée.	Scipion est choisi pour le chef des Romains, Juba seconde aussi ses généreux desseins, Nous, de la mort d'un père ayant l'âme animée, Espérez un succès digne de notre armée.
CORNELIE.	CORNELIE.
Que Caton euſt mieux fait, ſelon mon iugement, I’euſſe eſperé de luy quelqu’autre euenement, Cét homme incomparable a bien plus de prudence, La conduite d’vn chef vaut mieux que la vaillance.	Que Caton eût mieux fait, selon mon jugement, J'eusse espéré de même quelqu'autre événement, Cet homme incomparable a bien plus de prudence, La conduite d'un chef vaut mieux que la vaillance.
MAGNV.	MAGNV.
MAGNVS.	MAGNUS.
Nos guerriers le vouloient, & d'vne meſme voix Ils en ont au Conſeil conclu le inſte choix, Et chaque Capitaine aſpiroit que cét homme Print le gouuernement des affaires de Rome.	Nos guerriers le voulaient, et d'une même voix Ils en ont au Conseil conclu le inste choix, Et chaque Capitaine aspirait que cet homme Print le gouvernement des affaires de Rome.
L’attachant tout à fait pour noſtre liberté:	L'attachant tout à fait pour notre liberté:
Scipion en ſa place en a l’auctorité.	Scipion en sa place en a l'autorité.
Eſtant vice-Conſul le droit de preference L’emporte d’vn preteur ſans nulle reſiſtance;	Étant vice-Consul le droit de préférence L'emporte d'une préteur sans nulle résistance;
On voit que cét eſprit ne s’intereſſe en rien Que dans les intereſts qui touchent noſtre bien.	On voit que cet esprit ne s'intéresse en rien Que dans les intérêts qui touchent notre bien.
CORNELIE.	CORNELIE.
Paiſſe le Ciel propice & comme ie l'eſpere, Porter voſtre courage à vanger voſtre pere, Et que Rome opprimée anime vos vertus rour voir les ennemis tout à fait abatus:	Paisse le Ciel propice et comme votre l'espère, Porter votre courage à venger votre père, Et que Rome opprimée anime vos vertus rour voir les ennemis tout à fait abattus:
Mais cependant Caton n’aura-t’il rien à faire, Contre l’iniuſte orgueil d’vn perfide aduerſaire?	Mais cependant Caton n'aura-t-il rien à faire, Contre l'injuste orgueil d'un perfide adversaire?
MAGNVS.	MAGNUS.
Vtique eſt ſon employ:	Vtique est son emploi:
ſes ſoins de toutes parts, L’occupent tout entier deſia ſur les ramparts;	ses soins de toutes parts, L'occupent tout entier déjà sur les remparts;
Et malgré le Conſeil il rempare vne ville Où Ceſat trouuera ſans doute ſon azile, En faueur de luba chacun auoit conclu Sa demolition ſi Caton l’euſt voulu;	Et malgré le Conseil il rempare une ville Où Césat trouvera sans doute son asile, En faveur de luba chacun avait conclu Sa démolition si Caton l'eût voulu;
Pour le reſſentiment de la mort de Pompée On vouloit la paſier par le fil de l’eſpée, Mais ce cœur pitoyable a des reſſentimens, Qui nous feront du tort parmy ces mouuemens.	Pour le ressentiment de la mort de Pompée On voulait la pasier par le fil de l'épée, Mais ce cœur pitoyable a des ressentiments, Qui nous feront du tort parmi ces mouvements.
Souuent les premiers coups ſont des coups de tonnerre.	Souvent les premiers coups sont des coups de tonnerre.
Qui decident bien-toſt le deſtin d’vne guerre Et l'ennemy s’eſtonne en voyant à ſes yeux Le ſang de ſon party qui coule en mille lieux:	Qui décident bientôt le destin d'une guerre Et l'ennemi s'étonne en voyant à ses yeux Le sang de son parti qui coule en mille lieux:
Pendant que la pitié luy donne des alarmés, Nous allons faire voir les efforts de nos armes l Brauans noſtre infortune & l’orgueil de Ceſar, Sans craindre les perils qui ſuiuent le bazard, Ainſi l’on cognoiſtra que le ſang de Pompée Nous porte à le vanger auec Rome vſurpée,	Pendant que la pitié homme donne des alarmés, Nous allons faire voir les efforts de nos armes l' Avants notre infortune et l'orgueil de César, Sans craindre les périls qui suivent le basard, Ainsi l'on connaîtra que le sang de Pompée Nous porte à le vanger avec Rome usurpée,
SEXTVS.	SEXTUS.
Sa perte nous oblige à ces nobles deſſeins, Auec nos intereſts la gloire des Romains, Ivous prelle pumnamment d’aſler dedans l’armée Acquerir des l’auriers & de la renommée.	Sa perte nous oblige à ces nobles desseins, Avec nos intérêts la gloire des Romains, Jvous prélle pumnamment d'âler dedans l'armée Acquérir des l'auriers et de la renommée.
CORNELIE.	CORNELIE.
Allez, mes chers enfans, & d’vn bras glorieux Attaquez l’ennemy, reſtez victorieux;	Allez, mes chers enfants, et d'un bras glorieux Attaquez l'ennemi, restez victorieux;
Si le Ciel fauoriſe auiourd’huy ma requeſte, I’oſe vous aſſurer d’vne illuſtre conqueſte.	Si le Ciel favorise aujourd'hui ma requête, J'ose vous assurer d'une illustre conquête.
Mais mon cœur s’attendrit en voulant vous ouitter, La raiſon & l’amour viennent m’inquieter, Souffrez que la tendreſſe abandonne vne mere Puis que la raiſon veut qu’on vange voſtre pere, Elle parle en mon ame & fait taire l’amour, Ie luy dois ce reſpect de regner à ſon tour, Et ſi quelque pitié me donne des alarmes, Elle atteſte auſſi-toſt mes ſoûpirs & mes larmes, Et fait croire à mon cœur qu’en dépit du hazard, Vous allez triompher du deſtin de Ceſar.	Mais mon cœur s'attendrit en voulant vous ouitter, La raison et l'amour viennent m'inquiéter, Souffrez que la tendresse abandonne une mère Puis que la raison veut qu'on venge votre père, Elle parle en mon âme et fait taire l'amour, Je était dois ce respect de régner à son tour, Et si quelque pitié me donne des alarmes, Elle atteste aussi-tôt Elle soupirs et mes larmes, Et fait croire à mon cœur qu'en dépit du hasard, Vous allez triompher du destin de César.
SCENE IV.	SCÈNE IV.
MAGNVS, SEXTVS,	MAGNUS, SEXTUS,
MAGNVS.	MAGNUS.
Voy qu'vne illuſtre ardéur me rende tout de flâme (P Le ſoupçon & la crainte inquietent mon ame, Et i’ay peine à ſçauoir d'ou prouient cette humeur, Qui coule dans mon ſang & la glace & la peur:	Vois qu'une illustre ardéur me rende tout de flamme (P Le soupçon et la crainte inquiètent mon âme, Et j'ai peine à savoir d'ou prouient cette humeur, Qui coule dans mon sang et la glace et la peur:
La generoſité qui me doune l'enuie, D’expoſer pour l’Eſtat & mon ſang & ma vie, Semble m’abandonner, & mon cœur éperdu, nuant que de combatre eſtime tout perdu.	La générosité qui me doune l'envie, D'exposer pour l'État et mon sang et ma vie, Semble m'abandonner, et mon cœur éperdu, nuant que de combattre estime tout perdu.
SEXTVS.	SEXTUS.
Vn eſprit genereux reſiſte à ces attaintes, Et braue abſolument toutes ſoites de craintes;	Un esprit généreux résiste à ces attaintes, Et brave absolument toutes soites de craintes;
Vous ſçauez quels motifs nous portent au combat, La mort de noſtre pere & l’honneur de l’Eſtat.	Vous savez quels motifs nous portent au combat, La mort de notre père et l'honneur de l'État.
Doiuent nous animer tellement le courage.	Doivent nous animer tellement le courage.
qu’il faut reſter vainqueurs dans ce ſanglant orage La fortune inconſtante aime aſſez à changer Le deſtin de Ceſar eſt proche de danger, Peut-il monter plus haut auec ſes arrifices?	qu'il faut rester vainqueurs dans ce sanglant orage La fortune inconstante aime assez à changer Le destin de César est proche de danger, Peut-il monter plus haut avec ses arrifices?
Il eſt ſur le panchant de mille precipices, Son ame criminelle a de puiſſans remords, Il craint également les viuans & les morts, Il ne ſçait où fuyr ſur la terre & ſur l’onde, Il a peine a trouuer quelque refuge au monde:	Il est sur le penchant de mille précipices, Son âme criminelle a de puissants remords, Il craint également les vivants et les morts, Il ne sait où fuir sur la terre et sur l'onde, Il a peine a trouver quelque refuge au monde:
S’il va dans les Enfers, s’il monte dans les Cieux, Il eſt par tout hay des hommes & des Dieux, Agité de la ſorte il eſt peu redoutable, Ie penſe qu’à ſoy-meſme il eſt épouuentable, Et comme vn Prometée & les iours & les nuicts, Son ame ſe conſomme en d’eſtranges ennuis.	S'il va dans les Enfers, s'il monte dans les Cieux, Il est par tout hait des hommes et des Dieux, Agité de la sorte il est peu redoutable, Je pense qu'à soi-même il est épouuentable, Et comme un Prometée et les jours et les nuits, Son âme se consomme en d'étranges ennuis.
Allons, s’il faut mourir, chercher nos funerailles, Au front des eſcadrons d parmy les batailles:	Allons, s'il faut mourir, chercher nos funérailles, Au front des escadrons d parmi les batailles:
La moit eſt glorieuſe en de pareils hazards, On ne peut mieux mourir que dans le champ de Mars;	La moit est glorieuse en de pareils hasards, On ne peut mieux mourir que dans le champ de Mars;
Mais ſi quelqu’vn des Dieux rend noſtre ſort proſpere, Vangeons tout à la fois l’Empire & noſtre pere.	Mais si quelqu'amour des Dieux rend notre sort prospère, Vengeons tout à la fois l'Empire et notre père.
MAGNVS.	MAGNUS.
