M.	M.
Εἰδόσι πρ ωο͂ι ταῦτα μιτ' Αρκίοις ἀγορέυdς.	Εἰδόσι ωο͂ι ταῦτα μιτ' Αρκίοις ἀγορέυdς.
Ne me louë, ny blaſme, ô grand Tydide, en rien Car tu le dis aux Grecs qui le congnoiſſent bien.	Ne me loue, ni blâme, ô grand Tydide, en rien Car tu le dis aux Grecs qui le connaissent bien.
Auſſi ceſtuy là entre les noſtres voit moins que les taulpes, oit encor moins que les peuples qui habitent prez des cata ractes du Nil, qui ne remarque clairement les effects de voſtre grande prudence & iuſtice, & qui ne les entend de tous coſtez publier.	Aussi celui là entre les nôtres voit moins que les taulpes, oit encor moins que les peuples qui habitent près des cata ractes du Nil, qui ne remarque clairement les effets de votre grande prudence et justice, et qui ne les entend de tous côtés publier.
Laquelle cõſideration retire de plus court ma plume voulant prendre vn plus long vol dedans ces airs doux & ſerains.	Laquelle considération retire de plus court ma plume voulant prendre un plus long vol dedans ces airs doux et serains.
Et icy ie m’arreſterois comme les colombes de Venus deſſus l’arbre d’or, ſi les meſdiſances de quelques vns qui blaſment la Poëſie ne me faiſoient reprendre le vol, plus aſſeuré toutefois ſoubs voſtre cõduicte, & protectiõ.	Et ic ie m'arrêterais comme les colombes de Venus dessus l'arbre d'or, si les médisances de quelques uns qui blâment la Poésie ne me faisaient reprendre le vol, plus assuré toutefois soubs votre cõduicte, et protectiõ.
Qu’eſt-ce, diſent-ils, que la poëſie?	Qu'est-ce, disent-ils, que la poésie?
elle ne contient que des fables, elle n’apprend que des fables, c’eſt la vanité des vanitez.	elle ne contient que des fables, elle n'apprend que des fables, c'est la vanité des vanités.
Ils vſent mal a propros & ridiculemẽt de tels vains diſcours & melurent à l’aune de leur eſprit groſſier, la viuacité de EPISIRE.	Ils usent mal a propros et ridiculement de tels vains discours et melurent à l'une de leur esprit grossier, la vivacité de ÉPISIRE.
l'entendement des autres:	l'entendement des autres:
comme ſi ce qui leur eſt obſcur, fable & vanité l’eſtoit pareillement à tous.	comme si ce qui leur est obscur, fable et vanité l'était pareillement à tous.
Mais la verité leur iette la main ſur le collet, les traine malgré eux au tribunal de la docte Minerue, où elle les cõuaint de menſonge, & les faict condamner.	Mais la vérité leur jette la main sur le collet, les traine malgré eux au tribunal de la docte Minerve, où elle les commuaint de mensonge, et les fait condamner.
Car la Poëſie eſt vne partie de la Philoſophie, en laquelle ſont cachez les plus beaux ſecrets, & myſteres d’icelle, qui ne ſe monſtrent à nud, ny a deſcouuert aux yeux troubles des ignorans & profanes, de peur qu’ils ne viennent à meſpris:	Car la Poësie est une partie de la Philosophie, en laquelle sont cachez les plus beaux secrets, et mystères d'icelle, qui ne se montrent à nu, Seigneur a découvert aux yeux troubles des ignorants et profanes, de peur qu'ils ne viennent à mépris:
Et entre toutes les ſciẽces, ſi on conſidere ceſte-cy de plus prez, & ſon vray vſage, on y remarquera le moins de vanité.	Et entre toutes les sciẽces, si on considère cette-cy de plus près, et son vrai usage, on y remarquera le moins de vanité.
Les hommes les plus ſages & les plus ſaincts ſi ſont delectez à chanter les loüanges du Tout-puiſſant pour le remercier de ſes bien-faicts, à celebrer les vertus des hommes illuſtres, pour aguillonner la poſterité à les imiter, à deplorer les triſtes decez de leurs amis, ou lamenter leurs propres miſetes, pour en tirer comme du Nepenthe d’Homere vne medicine & allegeance en leurs ennuis, comme vn lob, vn Moyſe, vn Dauid, vn Salomon, vn Hieremie entre la gent ſacree:	Les hommes les plus sages et les plus saints sont si délectez à chanter les louanges du Tout-puissant pour le remercier de ses bienfaits, à célébrer les vertus des hommes illustres, pour aguillonner la postérité à les imiter, à déplorer les tristes décès de leurs amis, ou lamenter leurs propres misètes, pour en tirer comme du Nepenthe d'Homère une médicine et allégeance en leurs ennuis, comme un lob, un Moïse, un David, un Salomon, un Hieremie entre la gent sacre:
entre la profane inſinis qui n’ont eu en horreur & riſee, cõme noſtre ſiecle corrõpu, & depraué la poëſie ny les poëtes.	entre la profane insinis qui n'ont eu en horreur et risée, comme notre siècle corrõpu, et dépravé la poésie ni les poètes.
I’appelle Poëtes non pas tous ceux qui ſe meſlent de faire des vers, leſquels ſi toſt qu’ils ſçauẽt congnoiſtre la meſure d’vne ſyllable Grecque ou Latine, ou marier vne rithme Frãçoiſe auec vne autre, comme cigales ennu yent tout le mode de leur chat facheux & importun:	J'appelle Poètes non pas tous ceux qui se mêlent de faire des vers, lesquels si tôt qu'ils savent connaître la mesure d'une syllable Grecque ou Latine, ou marier une rythme France avec autre, comme cigales ennu yent tout le mode de leur chat fâcheux et importun:
Mais ceux que le ſage Titan a formez d’vne meilleure argille, qui douez d’vn bon naturel premier que d’entrer aux ſanctuaire des Muſes ſe ſont lauez & nettoyez aux ondes ſacrees d’Hippocrene, ont comme les Abeilles, voleté par tous les vergers des bons autheurs & ſuccoté des ſoeufues fleurs tout le meilleur, pour en faire vn ſauoureux & plaiſant miel.	Mais ceux que le sage Titan a formés d'une meilleure argille, qui douez d'un bon naturel premier que d'entrer aux sanctuaire des Muses se sont lavez et nettoyez aux ondes sacrées d'Hippocrene, ont comme les Abeilles, voleté par tous les vergers des bons auteurs et succoté des soeufues fleurs tout le meilleur, pour en faire un savoureux et plaisant miel.
Ie mets encor hors de ceſte ſacree compaignie, comme il faut eſtimer Platon auoir mis hors de ſa Repub.	Je mets encor hors de cette sacre compagnie, comme il faut estimer Platon avoir mis hors de sa Répub.
pour ceſte ſeule conſideration, tous ceux qui meſlẽt les meſdiſances, execrations, & laſciuetez auec vne choſe ſi ſaincte & venerable, ſe monſtrans en cela plus dereiglez en leurs mœurs que les Perſes barbares, qui ne permettoient les hõneſtes dames mariees ſe trouuer en leurs feſtins & diſcours, qui ſe faiſoient auec plus de debordement de parolles & licence de faicts.	pour cette seule considération, tous ceux qui mêlent les médisances, exécrations, et lasciveté avec une chose si sainte et vénérable, se montrants en cela plus dereiglez en leurs mœurs que les Perses barbares, qui ne permettaient les honnêtes dames mariées se trouver en leurs festins et discours, qui se faisaient été plus de débordement de parole et licence de faits.
Mais i’y donne lieu plus eminent & honorable à ceux.	Mais j'y donne lieu plus éminent et honorable à ceux.
Qui prodeſſe volunt aut delectare, Comme dict Horace, Qui veulent profiter, ou donner du plaiſir par hymnes deuotieuſes, par belles deſcriptions Heroïques, Tragiques, Comiques où ſont repreſentees comme en vn miroir l’excellence & reſcompenſe de la vertu, la laideur & punition du vice.	Qui prodesse volunt aut délectare, Comme dit Horace, Qui veulent profiter, ou donner du plaisir par hymnes dévotieuses, par belles descriptions Héroïques, Tragiques, Comiques où sont représente comme en un miroir l'excellence et récompense de la vertu, la laideur et punition du vice.
Ce qui ma incité à faire ſortir en public ceſte Tragœdie couuerte de voſtre nom, cõme Tydee de l’Aegide de Pallas contre l’effort de tant d’Eteocles de noſtre temps, & paraduenture non hors de raiſon& de propos pourautãt qu’elle ſemble vous eſtre iuſtement deuë, pour nous auoir honorez, & fauoriſez de voſtre preſẽce en la repreſentation d’icelle, ne pouuãs mieux pour le preſent vous en remercier, ny pour l’aduenir donner plus grand teſmoignage du reſpect, honneur & affection que nous vous auons voüee, comme au Mecænas des lettres & de leurs nourriſſons, entre leſquels principalement faict tous les iours vœux & prieres pour voſtre proſperité & conſeruation	Ce qui ma incité à faire sortir en public cette Tragœdie couverte de votre nom, comme Tydee de l'Aegide de Pallas contre l'effort de tant d'Éteocles de notre temps, et paraventure non hors de raison de propos pourautãt n'elle semble vous être justement due, pour nous avoir honorez, et favorisez de votre présence en la représentation d'icelle, ne pouvons mieux pour le présent vous en remercier, ni pour l'avenir donner plus grand témoignage du respect, ion du affection que nous vous avons voüee, et aSection que vous et de avons vue, comme au principalement et de leurs nourris sons des lettres et de leur et nourrissons
Le plus obliſſant & plus affectionné à vous honorer & ſeruir	Le plus oblissant et plus affectionné à vous honorer et servir
I.	I.
Behourt.	Behourt.
A iiii	À jii
IIRCGIIEETe NE petite eſtincelle, dict Quint.	IIRCGIETTe NE petite étincelle, dit Quint.
Curtius, produict quelquefois vn  grand embraſement:	Curtius, produit quelquefois un grand embrasement:
auſſi bien peu Bese de ſubiect enfante vn lõg diſcours.	aussi bien peu Bese de sujet enfante un lang discours.
Ie dis cecy par ce qu’ayant remarqué en l’oraiſonde Ciceron pour la defenſe de C.	Je dis ceci par ce qu'ayant remarqué en l'oraisonde Cicéron pour la défense de Ç.
Rab.	Rab.
Poſtumus le faict de Pub.	Postumus le fait de Pub.
Rutilius qui changea la veſture & chauſſure Romaine à la Grecque, pour n’eſtre recongneu durant le maſſacre des Latins que Mithridates Roy de Pont fiſt faire en vn meſme iour en diuers lieux par l’Aſie & la Grece:	Rutilius qui changea la vêture et chaussure Romaine à la Grecque, pour n'être reconnu durant le massacre des Latins que Mithridat Roi de Pont fit faire en un même jour en divers lieux par l'Asie et la Grèce:
i’ay prins occaſion de faire ceſte Tragœdie:	j'ai prins occasion de faire cette Tragœdie:
Et pour l’enrichir & dilater ie repreſente a l’imitation d’Homere, de Virgile, & de Sillius Italicus vne Iunon ennemye des Troyens, & de leur extraction, Vn Mars lequel en prend la defenſe:	Et pour l'enrichir et dilater ie représente à l'imitation d'Homère, de Virgile, et de Sillius Italicus une Junon ennemie des Troyens, et de leur extraction, Un Mars lequel en prend la défense:
ie deſcris vne partie des faicts de Mithridates tirez de l’hiſtoire Grecque & Romaine, y enlaçant ſur le propos plus conuenable quelque peu de l’antiquité.	ie décris une partie des faits de Mithridat irez de l'histoire Grecque et Romaine, y enlaçant sur le propos plus convenable quelque peu de l'antiquité.
I’y fay, & fains le principal perſonnage la femme de Mithridates, qu’i celuy d’vn nom correſpondant à ſon grand courage appella Hypſicratee, laquelle ſe reueſtãt d’vn accouſtremẽt d’homme à la façon des Perſes, & allant à cheual ne defaillit de cœur & ne fuit recreuë pour la longue fuite de Mithridaręs, ny ne ſe laſſa iamais tant a penſer le corps du Roy que ſon cheual, Comme eſcript.	J'y fais, et fains le principal personnage la femme de Mithridates, qu'y celui d'Un nom correspondant à son grand courage appela Hypsirate, laquelle se revêtant d'un accoutrement d'homme à la façon des Perses, et allant à cheval ne défaillit de cœur et ne fuit reçue pour la longue fuite de Mithridars, ni ne se lassa jamais tant à penser le corps du Roi que son cheval, Comme écript.
Plutarque en la vie de PomA v pee, & Valer.	Plutarque en la vie de PomA v ée, et Valer.
Maximus li.	Maximus li.
4.	4.
chap.	chap.
6.	6.
dict que prenant vn ſingulier plaiſir à changer la principale grace de ſes beautez en accouſtrement d’homme elle ſe fiſt couper les cheueux, s’accouſtuma d’aller à cheual & a porter les armes à fin d’aſſiſter plus commodement aux expeditions, trauaux & perils du Roy.	dict que prenant un singulier plaisir à changer la principale grâce de ses beautés en accouttrement d'homme elle se fît couper les cheveux, s'accoutuma d'aller à cheval et a porter les armes à fin d'assister plus commodément aux expéditions, travaux et périls du Roy.
&c.	etc.
ONNET.	ONNNET.
Aux Lecteurs.	Aux Lecteurs.
L eſt doux, il eſt beau de voir les grands rauares I Que les Eures, zephyrs, Auſtres & A juilons Font ſur les larges mers d’oppoſez tourbillons, Quand on eſt ſeurement aßis ſur les riuages:	L est doux, il est beau de voir les grands ravares I Que les Eures, zéphyrs, Austres et A juilons Font sur les larges mers d'opposés tourbillons, Quand on est sûrement aussi sur les rivages:
Il eſt doux, il eſt beau de voir les grands orages, Quand on eſt à couuert ſoubs de beaux pauillons, Où eſloigné des traicts de voir les bataillons Rangez pour ſe combatre aues hardis courages.	Il est doux, il est beau de voir les grands orages, Quand on est à couvert sous de beaux pavillons, Où éloigné des traits de voir les bataillons Rangés pour se combattre aues hardis courages.
Aet donx, it et pean te poiren des thorenae Forcener vainement de l’vniuers les fleaux, On en parle ſans peur, ſelon ſa fantaſie:	Ajet donc, it et péan te poiren des thorenae Forcener vainement de l'Hivers les fléaux, On en parle sans peur, selon sa fantaisie:
Il eſt plus doux & beau de les repreſenter Sur vn braue theatre, à fin de contenter Ceux, dont l’honneſte cœur au chœur ſe raſaſie.	Il est plus doux et beau de les représenter Sur un brave théâtre, à fin de contenter Ceux, dont l'honnête cœur au chœur se rasie.
Bonté i a heur.	Bonté j' a heur.
Alecton.	Alecton.
Mars	Mars
Mithridates.	Mithridates.
Hypſicratee.	Hypsirate.
Mmphtre.	Mmphtre.
Archelaus.	Archelaus.
Zenobius.	Zénobius.
Calchas.	Calchas.
Rutilius.	Rutilius.
Philoxene.	Philoxène.
Stratiot.	Stratiot.
Dronron.	Dronron.
Parathéon.	Parathéon.
Pompee.	Pompe.
Petreius.	Petreius.
Afranius.	Afranius.
Bitirius.	Bitirius.
Domitius.	Domitius.
Chœurs.	Chœurs.
Capltaine.	Capltaine.
Capitaine.	Capitaine.
Deuin.	Devin.
Senateur Romain.	Sénateur Romain.
Hoſte Grec.	Hôte Grec.
Soldart.	Soldart.
Courrier.	Courrier.
Autre courrier.	Autre courrier.
HYPSICRATEE, LA MAGNANIMITE TRAGOEDIE	HYPSICRATE, LA MAGNANIMITÉ TRAGOEDIE
70 b!	70 b!
Q 2 2 ACE mon ennomie, entre toutes les races Des rebelles mortels, faut-il que tu terraſſes Ma gloire mon honneur, mon pouuoir que iadis Dans les cieux, & ſur terre illustre i’eſtendis?	 2 2 ACE mon ennomie, entre toutes les races Des rebelles mortels, faut-il que tu terrasses Ma gloire mon honneur, mon pouvoir que jadis Dans les cieux, et sur terre illustre j'étendis?
Faut il race Romaine, à la malheure nee, Qu'on te voye oppoſer ta triſte deſtinee A mon vueil, et deſir?	Faut -il race Romaine, à la malheure née, Qu'on te voie opposer ta triste destinée À mon veuil, et désir?
pluſtoſt debuois tu pas Dans les champs igeens rencontrer le treſpas?	plutôt débuais -tu pas Dans les champs igeens rencontrer le trépas?
Dans la priſe de Troye eſtre de mes Grecs priſe.	Dans la prise de Troie être de mes Grecs prise.
Sans pouuoir eſchapper de la ruſe & ſurpriſe Du cauteleux Sinon?	Sans pouuoir échapper de la ruse et surprise Du cauteleux Sinon?
Ilion conſumé Debuoit te conſumer en ſon ſeu allumé?	Ilion consumé Débuait te consumer en son seu allumé?
Mais ſuperbe a trauers les coutelas, les lances, Ies ſagettes les dards, & les feux tu te lances,	Mais superbe a travers les coutelas, les lances, Jés sagettes les dards, et les feux tu te lances,
Tu y trouues chemin:	Tu y trouves chemin:
& ce fils de Cypris Dont tes grands Empereurs leur origine ont pris Prenaub en main ſon fils & ſur le dos ſon peré.	et ce fils de Cypris Dont tes grands Empereurs leur origine ont pris Prenaub en main son fils et sur le dos son péré.
Multiplie à mon dam vne race improſprre,  Race qui m’in quiete, & me tourmente, helas!	Multiplie à mon dam une race improsprême, Race qui m'in quiete, et me tourmente, hélas!
Mu haine eſt a ſouuie, & mon pouuoir eſt las.	Mu haine est a souvie, et mon pouvoir est las.
Ie ne peux, ie ne veux, s’il eſt ainſi à croire, Plus attenter ſur toy:	Je ne peux, Madame ne veux, s'il est ainsi à croire, Plus attenter sur toi:
ceſt ceſt petite gloire D'attaqquer tant de fois & eſtre repouſé.	cest cet petite gloire D'attaqquer tant de fois et être repousé.
Lequel des immortels, ou des mortels poußé Par ma douce priere, ou ſeuere menace N’a ſur la terre quoye, & ſur la mer bonaſſe La guerre, & la tempeſte eſmeu ſeditieux?	Lequel des immortels, ou des mortels pouvé Par ma douce prière, ou sévère menace N'a sur la terre quoie, et sur la mer bonasse La guerre, et la tempête ému séditieux?
N’a pertroûblé les airs & confondu les cieux Souſtenant ma querelle?	N'a pertroublé les airs et confondu les cieux Soutenant ma querelle?
Aëole n’eſtant laſche Mais prompt a m’obeir la beide aux vens relache, Pour ſubmerger Aenee:	Avole n'étant lâche Mais prompt à m'obéir la beide aux vens relache, Pour submerger Aène:
il l’euſt faict, ſi Neptun Ne luy euſt oppoſé ſon trident importun.	il l'eût fait, si Neptun Ne lui eût opposé son trident importun.
Ay-ie pas ſuſcité le perfide Amulie Encontre Numitor, encontre ſon Ilie, Et les freres Beſſons?	Ai-je pas suscité le perfide Amulie Encontre Numitor, encontre son Ilie, Et les frères Bessons?
ſans doute vn meſme iour Euſt veu, & leuc naiſſance, & leur mort ſans ſeiour:	sans doute y maires jour Eut vu, et leuc naissance, et leur mort sans seiour:
Mais la louue accourant à leurs cris, leur preſente Sa feconde mamelle, & de la mort preſente Leur donne vn long répit, & depuis ont fondé Ceſt Empire Romain, qui s’eſtant debordé Com ne vn torrens bruyant de tous coſtez inonde Ce qu’il trouue habitable au grãd pourpris du monda S’il pouuoit trouuer voye aux Enfers odieux, Ou donner l’eſcalade au haut manoir des Dieux, Il n’y reſtiueroit, il braue ſur Neree, Ie mesbahis encor qu’en la campaigne airee Il n’a dreßé ſon vol, comme anre joiinjis Trop temecairement, trop infoctuné ſils	Mais la louve accourant à leurs cris, leur présente Sa féconde mamelle, et de la mort présente Leur donne un long répit, et depuis ont fondé Cest Empire Rom, qui s'étant débordé Com ne un torrents bruyant de tous campés inonde Ce qu'il trouve habitable au grand pourpris du monda S'il pouvait trouver voie aux Enfers odieux, Ou donner l'escalade au haut manoir des Dieux, Il n'y restiverait, il brave sur Neree, Je médis encor qu'en la campagne airée Il n'a d' a vol, comme anre joiinjis Trop temecairement, trop infoctuné sils
TRAGOEDIE.	TRAGOEDIE.
De Dædale Cretois.	De Dædale Crettois.
Qgoy qu'vn hardy Porſene Au croiſſant de ſon regne horriblement forcene, Vn Scæuole oſe entrer aum lieu de ſon camp, Iuy donner l’eſpouuente, & au peuple Toſean.	Qgoi qu'un hardi Porsène Au croissant de son règne horriblement forcené, Un Scæuole ose entrer aum lieu de son camp, Jui donner l'épouvante, et au peuple Tosean.
On voit bien toſt apres ceſte Rome aſſaillie Des peuples coniurez de toute l’Italie, Mais elle les triomphe & reduict ſoubs ſes loix:	On voit bien tôt après cette Rome assaillie Des peuples conjurés de toute l'Italie, Mais elle les triomphe et réduit sous ses lois:
On voit bien toſt apres le belliqueux Gaulois S'eſmouuoir encontre elle, enuahir ſes ramparts, Saccager, renuerſer, bruſler de toutes parts:	On voit bien tôt après le belliqueux Gaulois S'émouvoir encontre elle, envahir ses ramparts, Saccager, renverser, brûler de toutes parts:
Ceſtoit faict ſans Manlie & ſans le Capitole, Et ſans Camille encor qu’à bon droict elle extole, Comme vn autre Romule, & ſecond fondateur, Qui la releue ſus eſtant ſon dictateur.	Cestoit fait sans Manlie et sans le Capitole, Et sans Camille encor qu'à bon droit elle extole, Comme un autre Romule, et second fondateur, Qui la relève sus étant son dictateur.
Mais luy voyant ſon chef eſleuer ſur les villes, Comme les hauts cyprez ſur les bruieres viles, Enuoyer ſes ſoldards ſur la terre & la mer, Faire de tous coſtes ſes armes reclamer, Et tout branſler ſoubs elle, Annibal ie ſaſcite, Dlus fier qu’vn Leſtrigon, plus barbare qu’vn Scythe, Qui ſaize ans la rauage, & s’il euſt auiſé, De l’heur de ſa victoire au temps commode vſe, Sans s’eſclauer chetif aux plaiſirs & delices, Nous ne ſerions encor ſur ces guerrieres lices, La charuë ennemie euſt le ſoc violent Imprimé dans les murs de ce peuple inſolent.	Mais mille voyant son chef élever sur les villes, Comme les hauts cyprez sur les bruyères viles, Envoyer ses soldards sur la terre et la mer, Faire de tous côtes ses armes réclamer, Et tout branler soubs elle, Hannibal ie scite, Dlus fier qu'un Lestrigon, plus barbare qu'un Scythe, Qui saiss ans la ravage, et s'il eût avisé, De l'heur de sa victoire au temps commode vse, Sans s'esclaver chétif aux plaisirs et délices, La ne serionsencor sur La guerrières lices, La char ennemie eût le soc violent Imprimé dans les murs de ce peuple insolent.
I'ay faict ce que i’ay peu, pour quelque iour abatre Son audace, & orgueil, mais i’ay las à combatre Vnhydre Iernean, qui pour vn chef coupé, Enrepullule ſept, qui ſe ſentant frappé S'en enfierit encor, & vn pas ne recule, Mais ſoppoſe aux eſſorts du valeureux Hercule.	J'ai fait ce que j'ai peu, pour quelque jour abattre Son audace, et orgueil, mais j'ai las à combattre Unhydre Jernean, qui pour un chef coupé, Enrepullule sept, qui se sentant frappé S'en enfierit encor, et un pas ne recule, Mais soppose aux ès du valeureux Hercule.
Quelle ruſe, quel art, quel aſſaut, quel effort Nay-ie faict contre luy, mas il eſt le plus fort,	Quelle ruse, quel art, quel assaut, quel effort Nais-je fait contre notre, mas il est le plus fort,
Et comme vn autre Antee außi toſt qu’on l’atterre, Il reprend ſa vigueur ayant touché la terre.	Et comme un autre Antese aussi tôt qu'on l'atterre, Il reprend sa vigueur ayant touché la terre.
Si donc quoy que Deeſſe, & princeſſe des Cieux Ie ne puis debeller cé peuple ambicieux, Si mon bras eſt trop foible & freſle ma puiſſance Pour vaincu le ſoubmettre à mon obeïſſance, Si Iupiter, ſi Mars l’vn mon facheux mary, L’autre mon ingrat fils comme d’vn fauory En prengnent contre moy la querelle, & defenſe, Quelle difficulté, quel deffy, quelle offenſe, N’ayant autre ſupport, n’ayant autre recours, Aux puiſſances d’Enſer mandier du ſecours?	Si donc quoi que Deesse, et princesse des Cieux Je ne puis débeler cé peuple ambicieux, Si mon bras est trop faible et frêle ma puissance Pour vaincu le soubmettre à mon obéissance, Si Jupiter, si Mars l'uns mon fâcheux mari, L'autre mon ingrat ils comme d'un favori En prengnent contre moi la querelle, et défense, Quelle difficulté, quel défense, quelle offense, N'ayant autre support, n'ayant autre recours, Aux puissances d'Enser mandier du secours?
Puiſque celles du ciel, que ie penſois amies, Oſent ſe declarer maintenant ennemies, D’vn effort coniuré?	Puisque celles du ciel, que je pensais amies, Usent se déclarer maintenant ennemies, D'Hon effort conjuré?
le deſtin, ie le veux Soppoſe à mes deſſeins, fauoriſe ſes vœux, Et tout le ciel enſemble vnanime conſpire A mettre entre ſes mains le redoutable Empire Et de terre, & de mec, i’eſſayray toutefois De luy faire vn affront encores vne fois.	le destin, Seigneur le veux Soppose à mes desseins, favorise ses vœux, Et tout le ciel ensemble unanime conspire À mettre entre ses mains le redoutable Empire Et de terre, et de mec, j'essai toutefois De lui faire un affront es une fois.
Sans ſeiour il me faut prendre la voye ombreufe D’où ſe peut deſcouurir la riue tenebreuſe Du ſtygieux Cocyte, enceinte de maint if, Ou nuict & iour ſans ceſſe on oit le cry plaintif, Des Manes deſolez, des palliſantes ames Qui leurs corps ont laiſſez deſoubs les froides lamos, Auecque le bon gré & conge de Pluton Fen tirerdy debors ta paneſe Mrecton, A la quelle la guerre, à laquelle la rage, Lorgueil, & le courroux, enflamment le courage:	Sans séjour il me faut prendre la voie ombreuffe D'où se peut découvrir la rive ténébreuse Du stygieux Cocyte, enceinte de maint if, Ou nuit et jour sans cesse on oit le cry plaintif, Des Manes désolés, des pallisantes âmes Qui leurs corps ont laissez desoubs les froides lamos, Avec le bon gré et congé de Pluton Fen tirerdi debors de la Mrecton, À la quelle à laquelle, la laquelle la rage, Lorgueil, et le courroux, enflamment le courage:
Mais ie la voy ſortir auecque ſes flambeaux.	Mais ici la vois sortir auecque ses flambeaux.
Afecton Ie ſuis laße d'errer par les obſcurs tombeaux, Et gener les eſprits des hommes miſerables, Qui s’eſtans relachez aux vices execrables, Ou n’ayans eu ceſt heur deſtre enſepulturez, Vaguent deçà delà ſoubs les cieux azurez, Deſeſperez plaignans la rigueur de la Parque, Qui ne les laiſſe entrer dans la funeſte barque Du nautonnier Charon, qu’ils nayent ſatisſaict Par maint triſte ſupplice à chaſque leur forfaict.	Afecton Je suis lasse d'errer par les obscurs tombeaux, Et gêner les esprits des hommes misérables, Qui s'étant relâchez aux vices exécrables, Ou n'ayant eu cet heur destre ensepulturés, Vaguent de là sous les cieux assurés, Désespérez plaignants la rigueur de la Parque, Qui ne les laisse entrer dans la funeste barque Du nautonnier Charon, qu'ils noient satissaict Par maint triste supplice à chasque leur forfait.
Ie retourne en Enfer vers les ames damneos, Que les diuinitez d’icelles contemnees Fontronger, bruſler, battre aux ſerpens puniſſeurs, Aux flambeaux, & aux foits de mes ſeueres ſœucs.	Je retourne en Enfer vers les âmes damneos, Que les divinités d'icelles contemées Fontronger, brûler, battre aux serpens punisseurs, Aux flambeaux, et aux foits de mes sévères sœucs.
Iunon.	Junon.
Fille de l’Acheron & de la nuict, demeure, Ne recherche pluſtoſt l’infernale demeure Que tu n’ayes ouy, & non moins promptement Alaigre effectué mon eſtroict mandement, Si tu veux m’agreer.	Fille de l'Acheron et de la nuit, demeure, Ne recherche plutôt l'infernale demeure Que tu n'aies oui, et non moins promptement Alaigre effetué mon étroit mandement, Si tu veux m'agréer.
Alecton.	Alecton.
Deeſſe donc commande, Rien par l’inſernal Styx, rien mieux ie ne demande, Qu'ate faire ſeruice.	De donc commande, Rien par l'insernal Styx, rien mieux un ne demande, Qu'ate faire service.
